,T.cell
HOOK1,0.052181587
CYP2J2,0.009601531
C1orf87,0.0
AC097066.1,0.0
LINC01748,0.0006318243
AC099792.1,1.1282579e-05
NFIA,0.05483336
NFIA-AS2,0.00020308641
AC099791.3,4.5130317e-05
TM2D1,0.5980951
AC099791.2,0.01703647
PATJ,0.28960326
L1TD1,0.014881593
KANK4,9.026062e-05
USP1,0.72338367
DOCK7,0.06181843
ANGPTL3,0.0003497599
AC103923.1,0.00027078186
ATG4C,0.07766188
AC099794.1,4.5130317e-05
LINC01739,0.0
AL162400.2,0.0
AC096543.1,6.7695466e-05
AC096543.2,3.3847737e-05
FOXD3-AS1,0.00019180382
FOXD3,4.5130317e-05
ALG6,0.14121659
ITGB3BP,0.31952065
EFCAB7,0.05867017
PGM1,0.21044119
ROR1,0.0016698231
ROR1-AS1,0.00023693412
AL445205.1,1.1282579e-05
UBE2U,2.2565158e-05
CACHD1,0.0014328876
RAVER2,0.008563526
JAK1,3.4592032
AL357078.3,0.0012298009
AL357078.1,0.0015908448
AK4,0.03517815
DNAJC6,0.0047612716
AL139294.1,3.3847737e-05
LEPROT,0.4572605
LEPR,0.016844682
AL513493.1,0.000101543206
PDE4B,1.1719706
AL590783.1,0.0
SGIP1,0.00056412886
AL139147.1,0.0015118662
TCTEX1D1,0.00051899854
INSL5,1.1282579e-05
WDR78,0.007367565
AL592161.1,0.0
MIER1,1.4238557
SLC35D1,0.10786253
C1orf141,1.1282579e-05
IL23R,0.017183205
IL12RB2,0.082964495
SERBP1,3.7869642
LINC01702,4.5130317e-05
GADD45A,0.69184417
GNG12,0.0030237408
GNG12-AS1,0.0001015432
DIRAS3,0.009748188
WLS,0.009578961
RPE65,0.0
DEPDC1,0.051978454
AL138789.1,0.0
DEPDC1-AS1,0.00046258568
AL035412.1,6.7695466e-05
AL033530.1,5.6412893e-05
AL691520.1,0.0
LINC01707,0.0
LINC01758,0.0
LRRC7,0.02680668
AL158840.1,0.0
LRRC40,0.15236175
SRSF11,2.0813959
AL353771.1,0.00059797656
ANKRD13C,0.16596463
HHLA3,0.04839012
AL158839.1,9.026062e-05
CTH,0.008439417
AL354872.2,0.00021436896
LINC01788,1.1282579e-05
AL513285.1,0.0
PTGER3,0.0061038984
AL031429.1,5.6412893e-05
ZRANB2-AS1,0.0021211298
ZRANB2,1.816098
NEGR1,0.004118152
AL354949.1,0.0
AL583808.1,3.3847737e-05
AL583808.2,0.0
LINC01360,4.5130317e-05
LINC02238,0.0
LRRIQ3,0.01984571
FPGT,0.05127898
FPGT-TNNI3K,0.0032042637
TNNI3K,0.00015795608
AC093158.1,9.026062e-05
AC105271.1,0.0
LRRC53,0.0
ERICH3,0.059075534
ERICH3-AS1,0.0
AC135803.1,0.0022565217
CRYZ,0.1116639
TYW3,0.3576977
AC133865.1,0.0
AC099786.3,0.0
AC099786.1,0.0
LHX8,0.0
AC099786.2,0.0
SLC44A5,0.002075999
AL357314.1,0.0001015432
ACADM,0.45915633
RABGGTB,0.41472614
MSH4,0.00053028116
ASB17,0.0
AC092813.1,1.1282579e-05
AC092813.2,2.2565158e-05
ST6GALNAC3,0.01654007
AC104458.1,0.00092517136
LINC02567,0.0
ST6GALNAC5,0.0010379971
AL035409.1,1.1282579e-05
PIGK,0.18320012
AK5,0.024076512
AC095030.1,9.026062e-05
AC118549.1,0.30041844
USP33,0.65370315
MIGA1,0.3750203
NEXN-AS1,0.0011395403
NEXN,0.04363977
FUBP1,0.98850477
DNAJB4,0.14260516
GIPC2,0.0011395403
AC103591.3,0.1292725
PTGFR,4.5130317e-05
IFI44L,2.0253584
IFI44,1.059155
ADGRL4,0.00022565154
AL353651.2,0.0
AL353651.1,0.0
AL353651.3,3.3847737e-05
AC099671.1,0.0
AC098657.2,0.0
AL606519.1,0.0
AL136234.1,0.0
LINC01781,0.0021098452
AC093154.1,0.0
ADGRL2,0.00068823714
AC117944.1,1.1282579e-05
AC093580.1,0.0
LINC01362,0.00019180382
LINC01361,6.7695466e-05
LINC01712,0.0
LINC01725,0.004321246
AL035706.1,2.2565158e-05
TTLL7,0.010887753
AC104454.2,1.1282579e-05
AL359504.2,0.015344161
PRKACB,1.0046206
SAMD13,0.0014667354
DNASE2B,0.00019180383
AL844170.1,4.5130317e-05
RPF1,0.39839157
GNG5,2.549566
SPATA1,0.023117486
CTBS,0.36044818
AL359762.2,1.1282579e-05
LINC01555,1.1282579e-05
SSX2IP,0.07649933
AC104169.1,0.0
LPAR3,0.005528488
MCOLN2,0.22004221
WDR63,0.005979797
MCOLN3,0.01415956
SYDE2,0.017645707
C1orf52,0.35101745
BCL10,0.2918909
AL078459.1,0.0019631726
DDAH1,0.00109441
AL360219.1,3.3847737e-05
AC092807.3,6.7695466e-05
AC092807.2,0.00012410835
CYR61,0.0040504555
AC092807.1,0.0
ZNHIT6,0.453245
COL24A1,0.0019857371
AL136382.1,0.0019518898
ODF2L,1.604549
CLCA2,1.1282579e-05
CLCA1,0.0
CLCA4,1.1282579e-05
AL356270.1,0.00013539093
AL049597.2,0.019315427
SH3GLB1,1.2471749
AL355981.1,1.1282579e-05
SELENOF,1.185044
HS2ST1,0.09210427
AL121989.1,0.0005415637
AC093155.3,7.897804e-05
LINC01140,0.0004061728
AC099062.1,5.6412893e-05
LMO4,0.7454677
LINC01364,0.00015795608
PKN2-AS1,0.0017826498
PKN2,0.5963458
GTF2B,0.6404266
KYAT3,0.2079365
RBMXL1,0.15923122
GBP3,0.4909639
GBP1,1.5400777
GBP2,1.7502722
GBP7,0.01531033
GBP4,1.10622
AC099063.4,0.066828966
GBP5,1.8012633
AC099063.1,0.00048515084
GBP6,0.0024483264
LRRC8B,0.116852604
LRRC8C-DT,0.04598651
LRRC8C,0.3060031
AC093423.3,0.0
AC099568.2,0.015129798
LRRC8D,0.13615222
AL391497.1,0.00047386825
ZNF326,0.39602667
AC092783.1,0.0
BARHL2,0.0
LINC01763,3.3847737e-05
AC091614.1,7.897804e-05
ZNF644,0.927627
HFM1,7.897804e-05
CDC7,0.05475447
TGFBR3,0.1899367
BRDT,0.007965546
EPHX4,0.007017802
SETSIP,0.0005754114
BTBD8,0.05714668
AC104836.1,0.0013087789
C1orf146,0.00015795608
GLMN,0.31034407
RPAP2,0.6920148
GFI1,0.3021131
EVI5,0.03820162
RPL5,16.5385
FAM69A,0.11337815
MTF2,0.7402544
TMED5,0.5522331
CCDC18,0.20647569
DR1,0.7669971
FNBP1L,0.011790328
BCAR3,0.013719573
AL109613.1,0.0010718448
DNTTIP2,0.80026
GCLM,0.32041812
ABCA4,9.026062e-05
AC093579.1,0.0
ARHGAP29,0.0042196955
AC097059.1,4.5130317e-05
AC097059.2,0.0
ABCD3,0.14912392
F3,0.0013200615
AC093117.1,4.5130317e-05
SLC44A3,0.0028996328
CNN3,0.011688785
AC105942.1,0.002538588
ALG14,0.05646977
AC095033.1,5.6412893e-05
TMEM56,0.001015432
TMEM56-RWDD3,0.0037458325
AC092802.1,0.0005528463
RWDD3,0.038212787
AC092802.2,0.00012410835
LINC01760,0.0
AL445218.1,0.0
LINC01761,1.1282579e-05
AL356479.1,1.1282579e-05
AL683887.1,0.0
AC099566.1,1.1282579e-05
LINC01787,0.0
PTBP2,0.17721069
DPYD,0.34734133
DPYD-AS1,0.0017600846
DPYD-AS2,0.0008913236
MIR137HG,4.5130317e-05
BX005019.1,1.1282579e-05
LINC01776,1.1282579e-05
SNX7,0.005020771
PLPPR5,0.00016923867
AL445433.2,1.1282579e-05
PLPPR4,1.1282579e-05
LINC01708,1.1282579e-05
PALMD,0.00077849784
FRRS1,0.005641319
AGL,0.27190432
AC118553.1,0.00789785
SLC35A3,0.36276138
AC118553.2,0.03481692
MFSD14A,0.016077485
AC093019.2,0.00053028116
SASS6,0.17801571
TRMT13,0.37688154
LRRC39,0.0028657848
DBT,0.19101891
RTCA-AS1,0.004637162
RTCA,0.46696156
AC104457.2,0.0
CDC14A,0.7867427
AL589990.1,0.00016923864
GPR88,0.0004400205
LINC01349,0.0
VCAM1,0.15334961
EXTL2,0.048469096
AC104506.1,0.007040367
SLC30A7,0.32516596
DPH5,0.18664089
AC093157.2,0.009342031
AC093157.1,0.05004887
AL109741.1,0.029153405
S1PR1,0.21310678
LINC01307,0.00025949927
LINC01709,6.7695466e-05
OLFM3,0.00012410835
AC114485.1,1.1282579e-05
AC099567.1,0.0
COL11A1,0.0003948902
AC095032.2,0.0
RNPC3,0.30837077
AMY2B,0.013493907
AMY2A,1.1282579e-05
AMY1A,6.7695466e-05
AMY1B,0.0
AMY1C,0.0
LINC01676,0.0
LINC01677,0.0
AL355306.2,0.00047386825
PRMT6,0.059482753
NTNG1,0.0004964334
VAV3,0.44897443
VAV3-AS1,0.0036781365
AL390036.1,0.0009928668
SLC25A24,0.33787957
AL359258.2,0.010853906
NBPF4,0.0
NBPF6,1.1282579e-05
FAM102B,0.25899085
HENMT1,0.2270442
PRPF38B,2.2921185
FNDC7,0.00077849784
AL591719.2,0.0
STXBP3,0.46720797
AKNAD1,0.00013539093
AL449266.1,0.008304026
SPATA42,2.2565158e-05
GPSM2,0.18255028
CLCC1,0.12403754
WDR47,0.07234691
TAF13,0.11081771
AL356488.3,0.029345194
TMEM167B,0.26622894
AL356488.2,0.013663136
C1orf194,0.0012185182
KIAA1324,0.058703728
SARS,0.71698165
CELSR2,0.011023146
PSRC1,0.030247957
MYBPHL,6.7695466e-05
SORT1,0.011474425
PSMA5,1.7743412
SYPL2,3.3847737e-05
ATXN7L2,0.018277481
CYB561D1,0.12120581
AMIGO1,0.020725686
GPR61,0.00041745536
AL355310.3,1.1282579e-05
GNAI3,0.93300855
GNAT2,0.00025949927
AMPD2,0.09415738
AL355310.2,0.00012410835
GSTM4,0.08589962
GSTM2,0.060780164
GSTM1,0.007864001
AC000032.1,0.001748802
GSTM5,0.0012749312
AL158847.1,1.1282579e-05
GSTM3,0.05066972
EPS8L3,0.00023693412
LINC01768,0.00016923864
AL450468.1,3.3847737e-05
AL450468.2,0.00013539093
CSF1,0.47045597
AHCYL1,0.41511086
STRIP1,0.14643928
AL160006.1,0.009409727
ALX3,0.0028545023
LINC01397,0.0
UBL4B,2.2565158e-05
SLC6A17,5.6412893e-05
AL355990.1,1.1282579e-05
AL355990.2,0.0
LINC02586,0.0007108024
KCNC4,0.035223108
RBM15-AS1,0.0039940504
RBM15,0.14217564
SLC16A4,0.082051754
AL355488.1,0.029221063
LAMTOR5,1.3458011
PROK1,6.7695466e-05
AL358215.1,0.0
AL358215.2,0.0
CYMP-AS1,1.1282579e-05
KCNA10,0.0
KCNA2,0.008405569
AL365361.1,0.21594611
KCNA3,0.10313602
CD53,3.006854
AL360270.1,0.01069595
LRIF1,0.29612222
AL360270.3,0.0063859746
DRAM2,0.282224
CEPT1,0.21896796
AL355816.1,0.011000582
AL355816.2,0.07255024
DENND2D,1.1736469
CHI3L2,0.12763514
CHIA,0.0
AL356387.1,0.0
PIFO,0.0027980881
OVGP1,0.0028883503
WDR77,0.17658001
ATP5PB,0.98732114
C1orf162,0.59086
TMIGD3,0.0052915555
ADORA3,0.0043776603
RAP1A,1.538121
LINC01160,0.0018277805
INKA2,0.0018390631
AL049557.1,1.1282579e-05
DDX20,0.13575736
KCND3,0.004919228
KCND3-AS1,0.0
LINC01750,6.7695466e-05
AL445426.1,0.0
CTTNBP2NL,0.053208403
WNT2B,0.031624112
AL354760.1,0.00093645393
ST7L,0.13177532
CAPZA1,1.7036487
MOV10,0.20353776
AL603832.1,0.004817685
RHOC,0.8983095
AL603832.3,0.0
PPM1J,0.0026401312
AL603832.2,0.00042873793
FAM19A3,0.0001466735
LINC01356,0.00015795608
AL390729.1,0.000586694
SLC16A1,0.17418164
SLC16A1-AS1,0.27970448
AL357055.3,0.025746176
LRIG2,0.16603242
MAGI3,0.0353811
PHTF1,0.27461264
RSBN1,0.8486485
AL137856.1,0.003035025
PTPN22,1.7005154
AP4B1-AS1,0.023219012
BCL2L15,0.010876468
AP4B1,0.11099819
DCLRE1B,0.028961586
HIPK1-AS1,0.058218516
HIPK1,0.6017284
OLFML3,0.00898098
SYT6,0.00059797656
AL121999.1,6.7695466e-05
TRIM33,0.63730365
BCAS2,0.74995464
DENND2C,0.0076947617
AMPD1,6.7695466e-05
NRAS,0.2120651
CSDE1,1.8047768
SIKE1,0.38871443
SYCP1,5.6412893e-05
TSPAN2,0.10453477
LINC01765,0.0035427446
AL512638.2,0.0
NGF,5.6412893e-05
VANGL1,0.074152105
CASQ2,5.6412893e-05
NHLH2,2.2565158e-05
LINC01649,0.0
SLC22A15,0.0099400105
AL365318.1,0.00019180382
MAB21L3,0.0007672153
LINC01779,0.0
ATP1A1,0.9849728
LINC01762,0.002346783
AL136376.1,3.3847737e-05
AL390066.1,0.007717328
CD58,0.62462604
IGSF3,0.0015344314
C1orf137,0.0
CD2,10.827682
AL157904.1,0.00037232507
PTGFRN,0.008168633
CD101,0.07040573
AL445231.1,0.003711984
TTF2,0.34007567
TRIM45,0.004874098
VTCN1,0.00092517136
LINC01525,0.0
AL358072.1,0.010707232
MAN1A2,0.6805298
AL157902.1,0.0007108024
TENT5C,0.74526966
GDAP2,0.16421607
WDR3,0.14697002
SPAG17,0.0010718448
TBX15,3.3847737e-05
AL139420.1,1.1282579e-05
AL139420.2,1.1282579e-05
WARS2,0.08928434
WARS2-IT1,0.0010492797
AL359915.2,0.040311262
AL359915.1,3.3847737e-05
LINC01780,0.0
HAO2,3.3847737e-05
HSD3B2,3.3847737e-05
HSD3B1,0.0
ZNF697,0.00046258568
PHGDH,0.072288975
HMGCS2,2.2565158e-05
REG4,0.009804612
ADAM30,7.897804e-05
NOTCH2,0.2328417
AC245008.1,0.0002482167
SEC22B,0.49891528
NBPF26,0.03395948
PPIAL4A,3.3847737e-05
LINC00623,0.5287599
FCGR1B,0.004546899
AC244453.3,0.0
AC244453.2,9.026062e-05
AC244453.1,0.0
FAM72B,0.008202481
SRGAP2C,0.20732914
SRGAP2-AS1,0.00021436896
AC244021.1,0.0017600845
AC244021.2,0.0001015432
AL592494.1,0.0013087789
AL592494.3,0.043537915
LINC01691,5.6412893e-05
AC239859.3,0.0
AC239800.2,0.008484549
AC239800.3,0.24469683
AC239798.2,7.897804e-05
AC246680.1,0.0
HIST2H3PS2,3.3847737e-05
FAM72C,0.0049192277
IGKV1OR1-1,1.1282579e-05
AC245595.1,0.027573893
PPIAL4E,0.0004061728
AC246785.3,0.033970766
NBPF15,0.060340468
LINC01632,0.0002482167
FP700111.1,0.0005528463
SRGAP2B,0.11200245
FAM72D,0.006690605
PPIAL4D,1.1282579e-05
AC245014.3,0.09177628
AC245014.1,0.04757768
NBPF20,0.019055948
GPR89A,0.07921937
PDZK1,0.005472076
CD160,0.22393315
RNF115,0.9163373
POLR3C,0.112092115
NUDT17,0.019394409
PIAS3,0.0748974
ANKRD35,0.10630574
ITGA10,0.01760058
AC243547.1,0.0
PEX11B,0.12411626
RBM8A,2.1989112
LIX1L-AS1,0.030473348
AC243547.3,2.2565158e-05
LIX1L,0.3731598
ANKRD34A,0.013302113
AC243547.2,0.0002030864
POLR3GL,1.0634189
TXNIP,17.231438
HJV,1.1282579e-05
LINC01719,0.0014103223
NBPF10,0.023173891
AC239799.1,1.1282579e-05
NOTCH2NL,0.057462856
AC239799.2,0.001850346
AC243756.1,0.0014554529
AC245407.2,0.0
NBPF12,0.06434643
AC244394.2,0.00019180382
PRKAB2,0.10222228
AC242426.2,0.0767254
FMO5,0.012738016
CHD1L,0.15021943
LINC00624,0.010887754
BCL9,0.026377998
ACP6,0.071184635
AC241644.1,0.0
GJA5,9.026062e-05
AC241644.3,0.0
AC241644.2,0.0
GJA8,2.2565158e-05
GPR89B,0.07299029
AC239803.2,0.003136569
AC239803.3,0.0018277806
NBPF11,0.04432768
AC239809.3,0.00027078186
AC239803.1,0.00068823714
LINC01731,1.1282579e-05
AC245100.6,0.0
AC245100.1,5.6412893e-05
AC245100.7,0.00082362816
PPIAL4G,0.07171495
NBPF14,0.08886692
NUDT4B,0.0025385881
PDE4DIP,0.57158136
AC239802.1,0.0
AC239802.2,0.00305759
AC239804.1,0.0019293246
NBPF9,0.054179087
AC245297.3,1.7180222
AC245297.2,0.031838484
NBPF19,0.19816947
FCGR1A,0.014204718
HIST2H2BF,0.03472676
AC243772.2,0.0002482167
HIST2H3D,0.0020647163
HIST2H4A,0.0027529586
HIST2H3C,2.2565158e-05
HIST2H2AA3,9.026062e-05
AC239868.3,0.015502112
HIST2H2AA4,0.0032719607
HIST2H3A,1.1282579e-05
HIST2H4B,0.018198572
AC239868.2,0.010763646
HIST2H2BE,0.031398494
HIST2H2AC,0.48380873
HIST2H2AB,0.010763644
BOLA1,0.14366435
SV2A,0.039397463
SF3B4,0.38103455
MTMR11,0.0031252857
OTUD7B,0.13513716
VPS45,0.17154837
PLEKHO1,0.88584304
ANP32E,1.4851018
AC242988.1,0.0001015432
CA14,0.0004400205
APH1A,0.5923426
C1orf54,0.025960706
CIART,0.0034863243
MRPS21,1.2688773
PRPF3,0.34226665
RPRD2,0.40264443
TARS2,0.12998244
ECM1,0.0042986823
FALEC,0.014340062
AL356356.1,0.0012523661
ADAMTSL4,0.021346223
MCL1,3.9973052
ENSA,1.3815821
GOLPH3L,0.0986015
HORMAD1,0.00085747585
CTSS,1.3560708
CTSK,0.014452884
ARNT,0.16834514
CTXND2,0.0
SETDB1,0.12174786
CERS2,0.4203983
AL590133.2,0.0006995198
AL590133.1,0.0006092591
ANXA9,0.011124681
MINDY1,0.026660021
PRUNE1,0.06852164
BNIPL,0.0064085396
C1orf56,0.69721186
CDC42SE1,1.681977
MLLT11,0.09634557
GABPB2,0.2926265
SEMA6C,0.0037796805
TNFAIP8L2,0.15661433
SCNM1,0.37690392
LYSMD1,0.008721485
TMOD4,0.00037232507
VPS72,0.22113252
PIP5K1A,0.17595862
PSMD4,0.9184238
AL391069.2,0.009838468
ZNF687,0.0670886
PI4KB,0.23740937
AL391069.4,0.00030462956
RFX5,0.21331666
AL391069.1,0.0004964334
AL391069.3,0.013279556
SELENBP1,0.0016359751
PSMB4,0.9618278
POGZ,0.4298189
CGN,0.0014554529
TUFT1,0.0069162585
SNX27,0.22635631
AL391335.1,0.0011621055
AL589765.1,4.5130317e-05
CELF3,3.3847737e-05
RIIAD1,0.000101543206
AL589765.7,0.000293347
MRPL9,0.4636791
OAZ3,0.005314122
AL589765.4,0.0017262367
AL589765.5,0.0011056926
TDRKH,0.038562544
TDRKH-AS1,0.018311337
AL589765.6,0.0009815842
LINGO4,0.0014328874
RORC,0.021098126
C2CD4D,0.013877498
AL450992.2,0.0033735044
THEM5,0.00038360764
THEM4,0.4767551
S100A10,4.8857183
AL450992.1,0.0021549754
S100A11,6.5581455
TCHHL1,0.0
TCHH,0.007356276
AL589986.1,0.0
RPTN,0.0
FLG-AS1,0.0008123456
AL589986.2,0.00011282577
HRNR,0.000293347
FLG,0.0005189986
FLG2,0.00037232507
CRNN,1.1282579e-05
LCE5A,4.5130317e-05
CRCT1,1.1282579e-05
LCE3E,0.0
LCE3D,0.0
LCE3A,0.0
LINC00302,0.0
LCE2D,0.0
LCE2C,0.0
KPRP,0.0
LCE1F,1.1282579e-05
LCE1E,9.026063e-05
LCE1D,0.0
LCE1B,0.0
LCE1A,0.0
LCE6A,0.0
SMCP,0.0
IVL,0.00019180382
LINC01527,0.00023693412
SPRR5,0.0
SPRR4,0.0
SPRR1A,0.0
SPRR3,5.6412893e-05
SPRR1B,1.1282579e-05
SPRR2D,3.3847737e-05
SPRR2A,3.3847737e-05
SPRR2B,1.1282579e-05
SPRR2E,1.1282579e-05
SPRR2F,2.2565158e-05
SPRR2G,0.0
AL161636.1,0.0
LELP1,0.0
PRR9,4.5130317e-05
LOR,0.0009138888
PGLYRP3,0.0
PGLYRP4,0.00018052127
S100A9,0.2502785
S100A12,0.0050884625
S100A8,0.15811853
S100A7A,2.2565158e-05
S100A7,0.00021436898
BX470102.1,0.000293347
S100A6,9.4271965
S100A5,0.009048682
S100A4,16.458977
S100A3,0.00021436896
S100A2,0.022779051
S100A16,0.008755316
S100A14,0.0062505673
S100A13,0.060621765
S100A1,0.01299751
AL162258.2,0.008947137
CHTOP,0.49003938
SNAPIN,0.3383408
ILF2,0.94107497
NPR1,0.0009138888
INTS3,0.20400017
AL513523.4,3.3847737e-05
AL513523.3,4.5130317e-05
SLC27A3,0.1803255
GATAD2B,0.38997695
AL358472.5,0.02541902
DENND4B,0.27349344
CRTC2,0.15786567
SLC39A1,0.27826515
AL358472.4,0.008935855
AL358472.3,0.0021549773
CREB3L4,0.039713327
JTB,2.0673733
AL358472.2,0.0075932182
RAB13,0.046404198
RPS27,81.86107
NUP210L,0.002075999
TPM3,5.402068
C1orf189,0.0002030864
C1orf43,0.6956985
UBAP2L,0.3576852
HAX1,0.8607169
AQP10,0.0008461933
ATP8B2,0.3378784
IL6R-AS1,0.008552244
IL6R,0.20735493
SHE,0.0007108024
AL162591.2,0.00022565154
TDRD10,0.0001015432
UBE2Q1,0.3987421
UBE2Q1-AS1,9.026062e-05
CHRNB2,0.00047386825
AL592078.1,0.00041745536
ADAR,2.0025284
KCNN3,0.0019744548
PMVK,0.5441975
AL451085.1,0.022959553
PBXIP1,1.2104547
PYGO2,0.15372582
AL451085.2,0.05019561
SHC1,0.1634045
CKS1B,0.50769776
FLAD1,0.23117174
LENEP,0.0001015432
ZBTB7B,0.19488724
DCST2,0.0009026062
DCST1,0.00011282577
DCST1-AS1,0.0034073524
ADAM15,0.06643389
EFNA4,0.05637953
EFNA3,0.008371722
EFNA1,0.003633004
SLC50A1,0.21179393
DPM3,0.49820384
KRTCAP2,1.0516888
AL713999.1,0.0
TRIM46,0.0318836
MUC1,0.022779165
AC234582.1,0.0033058084
THBS3,0.02015029
MTX1,0.25271633
AC234582.2,0.00019180382
GBA,0.10320363
FAM189B,0.04125895
SCAMP3,0.25168937
CLK2,0.10975718
HCN3,0.008416853
PKLR,0.00022565154
FDPS,0.9691439
RUSC1-AS1,0.018807735
RUSC1,0.10455745
ASH1L,1.3677398
ASH1L-AS1,0.044034306
AL353807.2,0.00011282577
MSTO1,0.06589238
YY1AP1,0.25101274
DAP3,0.61548895
AL162734.1,1.1282579e-05
GON4L,0.8606241
SYT11,0.30157146
RIT1,0.23446555
KHDC4,0.36309975
RXFP4,3.3847737e-05
ARHGEF2,0.2825403
AL355388.2,0.008687637
AL355388.1,6.7695466e-05
SSR2,2.7630117
UBQLN4,0.080076925
LAMTOR2,0.755278
RAB25,0.0052577076
MEX3A,0.0030575895
LMNA,0.40099075
SEMA4A,0.11875946
SLC25A44,0.118544206
PMF1-BGLAP,0.0043776613
PMF1,0.8387948
BGLAP,0.012670314
PAQR6,0.04071747
SMG5,0.14070903
TMEM79,0.04525302
GLMP,0.09213834
VHLL,0.00021436896
CCT3,1.5143343
TSACC,0.0029447633
RHBG,2.2565158e-05
AL139130.1,0.00011282577
C1orf61,0.027901052
AL139412.1,0.002730393
MEF2D,0.31062707
AL365181.1,0.0013764743
IQGAP3,0.009861032
TTC24,0.03745693
NAXE,0.38665053
GPATCH4,0.40094617
AL365181.4,0.0
HAPLN2,0.0001466735
AL365181.2,0.0007108024
BCAN,0.0019067588
AL365181.3,0.000507716
AL590666.2,9.026062e-05
NES,0.00095901906
AL590666.3,0.0010831275
CRABP2,0.008202472
AL590666.1,0.000507716
ISG20L2,0.39357764
RRNAD1,0.08457931
MRPL24,0.22328839
HDGF,0.69093853
PRCC,0.2589651
SH2D2A,1.0913393
NTRK1,0.020793509
INSRR,0.0006995198
PEAR1,9.026062e-05
LRRC71,0.0
ARHGEF11,0.009533836
ETV3L,6.7695466e-05
ETV3,0.18185994
AL138900.3,0.0
AL138900.2,0.0
FCRL5,0.005223855
FCRL4,0.00414072
FCRL3,0.19735007
AL356276.1,0.0038248107
FCRL2,0.00331709
FCRL1,0.004219702
CD5L,0.00011282577
KIRREL1,0.0006092591
LINC01704,0.0
CD1D,0.0060700513
AL138899.1,0.0036668472
CD1A,0.013843687
CD1C,0.013922676
CD1B,0.009962547
CD1E,0.028635139
OR10T2,0.0001015432
OR10K2,2.2565158e-05
OR10K1,0.000665672
AL365440.2,0.0006431069
OR6Y1,2.2565158e-05
OR6P1,0.0
OR10Z1,1.1282579e-05
SPTA1,0.00023693412
OR6K2,0.0
OR6K3,1.1282579e-05
OR6N1,0.0
OR6K6,0.0
OR6N2,0.0
MNDA,0.08489356
PYHIN1,1.6473174
IFI16,4.4057913
AIM2,0.123609915
CADM3,0.00046258568
CADM3-AS1,2.2565158e-05
ACKR1,0.0007108024
FCER1A,0.013821117
OR10J3,0.0
AL513323.1,2.2565158e-05
OR10J1,3.3847737e-05
AL663023.1,0.0
OR10J5,1.1282579e-05
APCS,1.1282579e-05
CRP,0.0
DUSP23,0.4749134
FCRL6,0.30929068
SLAMF8,0.043210797
AL590560.1,0.0062618647
SNHG28,0.0
VSIG8,0.012252887
AL590560.2,0.010594406
CFAP45,0.0031365678
TAGLN2,1.9523426
IGSF9,0.0006431069
SLAMF9,0.0011508228
LINC01133,0.0016472577
KCNJ10,0.0012298009
PIGM,0.1018835
AL121987.1,3.3847737e-05
KCNJ9,0.0010379971
IGSF8,0.20370564
ATP1A2,0.00023693412
ATP1A4,0.0049079456
CASQ1,0.0016359753
AL121987.2,0.0015118662
PEA15,0.13475429
DCAF8,0.21766973
AL139011.2,0.003757115
AL139011.1,0.007965546
PEX19,0.13096355
COPA,0.62510955
NCSTN,0.19764896
NHLH1,0.002595001
VANGL2,0.00095901906
SLAMF6,0.553846
AL138930.1,0.0009928668
CD84,1.3864845
SLAMF1,0.63260114
AL121985.1,0.03175955
CD48,4.9569798
SLAMF7,0.50731236
LY9,0.36990193
CD244,0.14297698
ITLN1,0.00041745536
AL354714.3,1.1282579e-05
AL354714.1,7.897804e-05
ITLN2,6.7695466e-05
F11R,0.06817169
AL591806.3,4.5130317e-05
TSTD1,1.7423092
USF1,0.111585304
ARHGAP30,2.0264852
NECTIN4,0.0006092591
AL591806.1,0.0
KLHDC9,0.0045017703
PFDN2,1.0598034
NIT1,0.17381635
DEDD,0.10226764
UFC1,1.4403048
AL590714.1,0.0017262364
USP21,0.045083754
PPOX,0.092160925
B4GALT3,0.27100018
ADAMTS4,0.0056074685
NDUFS2,0.7009432
FCER1G,1.7434132
APOA2,9.026062e-05
TOMM40L,0.04664102
NR1I3,0.0037796805
PCP4L1,4.5130317e-05
MPZ,0.014520572
SDHC,0.6328371
CFAP126,0.0006318243
AL592295.4,0.020736968
AL592295.3,0.0004061728
AL831711.1,0.00016923864
FCGR2A,0.05319714
HSPA6,0.13673061
FCGR3A,0.58236325
AL590385.1,0.0
FCGR3B,0.0112149315
FCGR2B,0.03829207
AL451067.1,1.1282579e-05
FCRLA,0.0015231489
FCRLB,0.019270306
DUSP12,0.2145571
AL359541.1,0.0020872818
ATF6,0.3312348
OLFML2B,0.0035878748
AL590408.1,0.0
NOS1AP,0.0012410835
AL512785.1,5.6412893e-05
C1orf226,0.0003948902
SPATA46,4.5130317e-05
SH2D1B,0.21184686
UHMK1,0.7023082
AL596325.1,0.0063972566
UAP1,0.13266693
DDR2,0.0046935743
HSD17B7,0.23024726
CCDC190,0.00025949927
RGS4,0.0031591295
RGS5,0.005032055
AL499616.1,0.0003948902
RGS5-1,0.024313372
AL592435.1,4.5130317e-05
NUF2,0.15810119
PBX1,0.0076947575
AL357568.1,3.3847737e-05
LMX1A,0.0
AL390730.1,0.0
AL390730.2,0.0
RXRG,0.00109441
AL157714.2,2.2565158e-05
LRRC52,3.3847737e-05
AL356441.1,0.0012072357
MGST3,1.1458151
ALDH9A1,0.4813868
AL451074.6,0.00059797656
TMCO1,1.7382482
