,Mast.cell
RLBP1,0.0
FANCI,0.11475736
POLG,0.19344796
AC124068.2,0.067215055
MIR9-3HG,0.0147545235
RHCG,0.0016393913
AC013391.3,0.0
TICRR,0.011475739
AC013391.1,0.0
KIF7,0.0032787826
PLIN1,0.0
PEX11A,0.06065749
WDR93,0.006557565
MESP1,0.049181744
MESP2,0.013115132
ANPEP,0.29509026
AP3S2,0.037706003
C15orf38-AP3S2,0.0
ARPIN,0.05573931
ZNF710,0.08360892
ZNF710-AS1,0.018033307
IDH2,0.96068203
IDH2-DT,0.0
SEMA4B,0.0147545235
CIB1,1.4082348
GDPGP1,0.040984787
AC091167.7,0.0
TTLL13P,0.0032787826
AC091167.2,0.0
NGRN,0.03278783
AC091167.6,0.0
AC091167.5,0.0016393913
ZNF774,0.01147574
IQGAP1,1.8328363
AC018946.1,0.0
CRTC3,0.2836143
AC103739.1,0.0
AC103739.2,0.0
CRTC3-AS1,0.0016393913
AC021422.1,0.0032787826
BLM,0.13606937
FURIN,0.17049651
FES,0.37378073
MAN2A2,0.13279058
AC068831.4,0.0
HDDC3,0.22459629
UNC45A,0.21475996
AC068831.1,0.0016393913
RCCD1,0.05246053
PRC1,0.09508469
AC068831.7,0.0
PRC1-AS1,0.0
VPS33B,0.037706003
VPS33B-DT,0.0032787826
AC068831.6,0.0
SV2B,0.0
AC104035.1,0.0016393913
AC107958.3,0.0
AC107958.2,0.0
SLCO3A1,0.52952254
AC116903.2,0.0
AC116903.1,0.0
ST8SIA2,0.0
AC090985.1,0.0
C15orf32,0.0
LINC00930,0.0
AC091544.5,0.0
FAM174B,0.040984787
AC091544.7,0.0
AC106028.4,0.004918174
AC106028.5,0.0
AC013394.1,0.17213587
CHD2,0.56886786
RGMA,0.0
AC112693.1,0.0
AC091078.1,0.0
AC091078.3,0.0
AC110023.1,0.0
LINC01579,0.006557565
AC103996.3,0.0
LINC02207,0.780349
AC103996.2,0.031148441
LINC01580,0.0
LINC01581,0.0
MCTP2,0.56394964
AC009432.1,0.0
AC107976.1,0.0
AC087633.1,0.0
AC087636.1,0.0
LINC01197,0.0
AC104260.1,0.0
LINC00924,0.0
AC027013.1,0.0
AC015574.1,0.0016393913
AC012409.2,0.0
AC024337.1,0.0
AC024337.2,0.0
NR2F2-AS1,0.0
AC012409.3,0.0
AC012409.1,0.0
AC012409.4,0.0
LINC02157,0.0
NR2F2,0.01147574
AC103746.1,0.0
AC087477.2,0.0
AC087477.5,0.0
AC087477.3,0.0
AC087477.4,0.0
SPATA8-AS1,0.0
SPATA8,0.0
AC020704.1,0.0
LINC02253,0.0
LINC02254,0.0
AC026523.1,0.0
LINC00923,0.0016393913
AC024651.2,0.0
ARRDC4,0.20656312
AC024651.1,0.0
LINC02251,0.0
AC022523.1,0.0
LINC01582,0.0
AC022523.3,0.0
AC015722.2,0.0
LINC02351,0.0
FAM169B,0.0
AC118658.1,0.0
IGF1R,0.037706003
AC069029.1,0.0
AC036108.1,0.0
PGPEP1L,0.0
AC036108.4,0.0
SYNM,0.006557565
AC036108.2,0.0
TTC23,0.0032787826
AC036108.3,0.0016393913
LRRC28,0.09344526
AC015660.2,0.0
AC015660.3,0.0
AC015660.4,0.0
AC015660.1,0.0
MEF2A,0.49673498
LYSMD4,0.027869655
AC090825.1,0.0147545235
AC084855.1,0.0
ADAMTS17,0.0
AC084855.2,0.0
AC022710.1,0.0
SPATA41,0.004918174
CERS3-AS1,0.0
CERS3,0.0
AC027020.2,0.01147574
AC027020.1,0.0
LINS1,0.11803608
ASB7,0.047542352
AC087762.1,0.0
AC015712.1,0.0016393913
AC015712.4,0.0
ALDH1A3,0.0032787826
AC015712.7,0.0
AC015712.2,0.009836349
LRRK1,0.11475731
AC090907.1,0.0
AC090907.2,0.0016393913
AC019254.2,0.0
AC019254.1,0.0016393913
CHSY1,0.35738677
SELENOS,1.4016771
SNRPA1,0.5655892
AC023024.1,0.0016393913
PCSK6,0.0
PCSK6-AS1,0.0
AC090164.3,0.0
AC090164.4,0.0
LINC02348,0.0
TM2D3,0.3491898
TARSL2,0.27213863
OR4F6,0.0
OR4F15,0.0
FAM138E,0.0
AC140725.1,0.0
WASIR2,0.027869655
POLR3K,0.5541134
SNRNP25,0.3623051
RHBDF1,0.024590872
MPG,1.3082321
NPRL3,0.12295424
Z69720.1,0.008196957
Z69666.1,0.0032787826
HBZ,0.0
HBM,0.0
HBA2,0.0016393913
HBA1,0.0
HBQ1,0.0
Z69706.1,0.009836349
LUC7L,0.37542003
FAM234A,0.16229959
AC004754.1,0.004918174
RGS11,0.016393915
ARHGDIG,0.0
PDIA2,0.0
AXIN1,0.08852708
MRPL28,0.4229623
TMEM8A,0.21312062
NME4,0.56558913
DECR2,0.040984787
AL023881.1,0.0
RAB11FIP3,0.027869655
LINC00235,0.009836349
CAPN15,0.10656037
Z97986.1,0.0
PRR35,0.0
PIGQ,0.08360893
NHLRC4,0.04262418
RAB40C,0.034427222
WFIKKN1,0.0032787826
METTL26,0.8770728
MCRIP2,0.40492904
AL022341.1,0.0016393913
WDR90,0.019672697
AL022341.2,0.024590872
RHOT2,0.21803877
RHBDL1,0.0016393913
Z92544.1,0.0
STUB1,1.2524927
JMJD8,0.12787239
WDR24,0.047542352
FBXL16,0.0
Z97653.1,0.0
METRN,0.16885711
FAM173A,0.61968887
CCDC78,0.0032787826
HAGHL,0.0885271
NARFL,0.085248314
MSLN,0.027869655
MSLNL,0.0
RPUSD1,0.11475729
CHTF18,0.039345395
GNG13,0.0
PRR25,0.0
AL031008.1,0.0
LMF1,0.07049382
AL031716.1,0.0
LMF1-AS1,0.0
AC009041.2,0.0016393913
SOX8,0.0016393913
AC009041.1,0.0
SSTR5,0.0
C1QTNF8,0.0
AL031598.1,0.0
AC120498.8,0.0
CACNA1H,0.016393915
AC120498.3,0.0
AC120498.1,0.0
AC120498.6,0.004918174
TPSG1,0.33115658
AC120498.10,0.0
TPSB2,118.824776
TPSAB1,127.3938
TPSD1,0.5475559
AC120498.4,0.0
AC120498.9,0.0032787826
UBE2I,1.785294
AL031714.1,0.013115132
BAIAP3,0.004918174
TSR3,0.3934533
GNPTG,0.22131753
AL031709.1,0.0
UNKL,0.0737726
AL032819.1,0.0
C16orf91,0.22951446
AL032819.3,0.0
CCDC154,0.004918174
CLCN7,0.17541468
AL031600.3,0.0016393913
AL031600.1,0.0
PTX4,0.0
TELO2,0.118036084
IFT140,0.018033307
AL031705.1,0.0016393913
TMEM204,0.013115132
AL133297.2,0.0
CRAMP1,0.05246053
Z97652.1,0.0
AL031708.1,0.01147574
JPT2,0.11147853
MAPK8IP3,0.07049382
AL031710.1,0.0
AL031717.1,0.0
NME3,0.983633
MRPS34,0.95084536
EME2,0.03278783
SPSB3,0.42951983
NUBP2,0.34263226
IGFALS,0.0
HAGH,0.58854043
FAHD1,0.13770872
MEIOB,0.0
LINC02124,0.0
HS3ST6,0.0
MSRB1,0.15902078
RPL3L,0.0016393913
NDUFB10,1.7475879
RPS2,31.650105
SNHG9,0.34263226
RNF151,0.0
AC005363.2,0.008196957
TBL3,0.085248314
NOXO1,0.0016393913
GFER,0.24918714
AC005606.2,0.0
SYNGR3,0.0016393913
AC005606.1,0.0016393913
ZNF598,0.08524832
NPW,0.034427222
SLC9A3R2,0.062296882
NTHL1,0.16721775
TSC2,0.26066285
PKD1,0.1131179
AC009065.6,0.0016393913
AC009065.3,0.004918174
RAB26,0.0
SNHG19,0.06885444
TRAF7,0.17541467
CASKIN1,0.0
MLST8,0.11475731
BRICD5,0.024590872
AC009065.7,0.0
PGP,0.6426405
E4F1,0.09016648
AC009065.1,0.0
DNASE1L2,0.0
ECI1,0.3819776
AC009065.8,0.0
RNPS1,0.780349
AC009065.4,0.008196957
ABCA3,0.013115132
CCNF,0.039345395
AC106820.3,0.0
AC106820.5,0.0
TEDC2,0.024590872
AC106820.2,0.0016393913
NTN3,0.0
TBC1D24,0.06885444
AC093525.2,0.0
ATP6V0C,0.02131209
AC093525.1,0.0
AMDHD2,0.17869343
CEMP1,0.0
PDPK1,0.30328697
AC093525.6,0.016393915
AC093525.7,0.009836349
AC093525.4,0.018033307
AC093525.3,0.0016393913
AC141586.3,0.0032787826
AC141586.2,0.0032787826
KCTD5,0.14754507
PRSS27,0.0016393913
SRRM2-AS1,0.01147574
SRRM2,3.142731
ELOB,3.1476524
AC092117.1,0.004918174
PRSS33,0.0
PRSS41,0.0
PRSS21,0.07213321
ZG16B,0.0737726
PRSS22,0.0016393913
AC003965.2,0.0
AC003965.1,0.004918174
FLYWCH2,0.32787782
FLYWCH1,0.10000282
AC004034.1,0.0
KREMEN2,0.0
PKMYT1,0.034427222
PAQR4,0.049181744
AC004233.4,0.008196957
AC004233.2,0.0
AC004233.3,0.009836349
CLDN9,0.009836349
CLDN6,0.0
TNFRSF12A,0.3852565
HCFC1R1,0.42296225
THOC6,0.2573841
BICDL2,0.006557565
AC108134.1,0.0
MMP25,0.019672697
MMP25-AS1,0.08033015
IL32,0.60493517
AC108134.3,0.100002825
ZSCAN10,0.0
ZNF213-AS1,0.024590872
ZNF205,0.011475739
ZNF213,0.040984787
AC108134.2,0.16393907
AJ003147.1,0.0
AJ003147.2,0.0
OR1F1,0.0
ZNF200,0.050821137
MEFV,0.0016393913
LINC00921,0.034427222
ZNF263,0.07049382
TIGD7,0.02295148
ZNF75A,0.23279324
AC004232.2,0.0
OR2C1,0.0
AC025283.3,0.0
MTRNR2L4,0.0
ZSCAN32,0.06393627
AC025283.2,0.008196957
ZNF174,0.039345395
ZNF597,0.08196954
NAA60,0.17541467
C16orf90,0.0
CLUAP1,0.13606934
NLRC3,0.096724026
AC004494.1,0.013115132
AC006111.1,0.0
SLX4,0.037706003
DNASE1,0.1606602
TRAP1,0.13606936
AC006111.3,0.0
CREBBP,0.3098445
ADCY9,0.031148441
AC005736.3,0.0
AC009171.2,0.0
SRL,0.0
LINC01569,0.02295148
TFAP4,0.037706003
GLIS2,0.0016393913
GLIS2-AS1,0.019672697
PAM16,0.024590872
CORO7-PAM16,0.0
CORO7,0.23935081
VASN,0.006557565
DNAJA3,0.12131486
NMRAL1,0.20820245
HMOX2,0.36558366
CDIP1,0.24426898
C16orf96,0.0
AC023830.2,0.0
UBALD1,0.12623301
MGRN1,0.21639939
AC023830.1,0.0
NUDT16L1,0.25082654
ANKS3,0.09180587
C16orf71,0.0016393913
ZNF500,0.047542352
SEPT12,0.0
SMIM22,0.02623026
AC020663.2,0.0
ROGDI,0.10983914
GLYR1,0.35082924
UBN1,0.3426323
PPL,0.01147574
SEC14L5,0.0
NAGPA-AS1,0.0016393913
NAGPA,0.0885271
ALG1,0.06885444
C16orf89,0.0016393913
EEF2KMT,0.0737726
AC026458.2,0.0
LINC02164,0.0
RBFOX1,0.0032787826
LINC01570,0.0
AC005774.1,0.0
AC093515.1,0.0
LINC02152,0.0
AC018767.3,0.0
AC074052.2,0.0
TMEM114,0.0
METTL22,0.06885444
ABAT,0.062296882
TMEM186,0.07213321
PMM2,0.14754507
AC012173.1,0.0
AC022167.2,0.006557565
CARHSP1,0.8639579
AC022167.1,0.0016393913
AC022167.4,0.0016393913
AC022167.5,0.0
USP7,0.4000109
AC022167.3,0.0016393913
AC087190.2,0.0
C16orf72,0.41476536
AC087190.1,0.09016649
LINC02177,0.0
LINC01177,0.0
AC007221.1,0.0
AC007221.2,0.0
AC007218.1,0.0
GRIN2A,0.0016393913
AC007218.2,0.0
AC133565.1,0.0
ATF7IP2,0.11311797
AC131649.1,0.0
LINC01290,0.0
EMP2,0.031148437
AC027277.1,0.0
TEKT5,0.0
AC007595.1,0.0
NUBP1,0.23443265
TVP23A,0.021312088
AC133065.1,0.0
CIITA,0.20492382
DEXI,0.46886516
CLEC16A,0.12295424
AC007014.1,0.029509047
AC007220.1,0.008196957
RMI2,0.075412
SOCS1,4.224734
TNP2,0.0
PRM3,0.0
PRM2,0.0
PRM1,0.0
AC009121.2,0.0016393913
AC009121.1,0.0
AC099489.1,0.004918174
AC099489.3,0.0
LITAF,1.6016825
SNN,0.13934812
TXNDC11,0.23935081
AC007613.1,0.026230264
ZC3H7A,0.35574737
AC010654.1,0.013115132
BCAR4,0.0
RSL1D1,0.8852698
AC007216.4,0.004918174
GSPT1,0.7606764
AC007216.2,0.004918174
NPIPB2,0.006557565
TNFRSF17,0.0016393913
SNX29,0.734446
AC007216.1,0.0
AC007601.1,0.0
AC007601.2,0.0
AC007598.2,0.0016393913
AC010333.1,0.0
AC010333.2,0.0
AC010333.3,0.0
CPPED1,0.6180495
AC109597.1,0.0
AC109597.2,0.100002825
SHISA9,0.0
AC009134.1,0.0
U91319.1,0.0
AC003009.1,0.0
U95743.1,0.0
ERCC4,0.10983914
AC010401.1,0.0016393913
AC010401.2,0.0
LINC02185,0.0
LINC02186,0.0
MKL2,0.040984787
AC130650.2,0.0032787826
AC130650.1,0.0
MIR193BHG,0.006557565
LINC02130,0.0
AC040173.1,0.0
PARN,0.16066016
BFAR,0.58854055
PLA2G10,0.0
AC009167.1,0.0
NPIPA3,0.0
NPIPA2,0.0016393913
NOMO1,0.07213321
AC136443.3,0.0
AC138932.2,0.0016393913
NPIPA1,0.03278783
PDXDC1,0.3491898
AC138932.5,0.0016393913
NTAN1,0.23771146
RRN3,0.20000549
AC126763.1,0.0
NPIPA5,0.009836349
MPV17L,0.16885717
AC140504.1,0.0
C16orf45,0.08196954
MARF1,0.23115386
AC026401.1,0.0016393913
NDE1,0.18525101
AC026401.3,0.029509047
MYH11,0.026230264
AF001548.2,0.006557565
AF001548.1,0.0
FOPNL,0.21639937
AC130651.1,0.0
ABCC1,0.4082078
ABCC6,0.018033307
AC136624.1,0.0
NOMO3,0.04426357
AC136624.2,0.0
AC138969.1,0.009836349
NPIPA7,0.0016393913
AC092326.1,0.0
XYLT1,0.12951182
AC109446.3,0.12623303
AC025277.1,0.0
AC010601.1,0.0
AC091489.1,0.0
NPIPA8,0.0
AC126755.2,0.0
AC126755.4,0.0
AC126755.3,0.0
NOMO2,0.0147545235
AC136618.1,0.0
RPS15A,23.123636
AC138811.2,0.0
ARL6IP1,0.700019
AC138811.1,0.0
SMG1,0.57214665
AC092287.1,0.006557565
TMC7,0.0032787826
AC099518.4,0.0
AC099518.2,0.0
COQ7,0.25246593
AC099518.1,0.0
AC099518.6,0.0
ITPRIPL2,0.13443
AC099518.3,0.0
AC099518.5,0.039345395
SYT17,0.004918174
CLEC19A,0.0
AC130456.2,0.0
TMC5,0.0
AC130456.4,0.0
AC130456.3,0.0
AC130456.5,0.0032787826
GDE1,0.23771144
CCP110,0.16721775
VPS35L,0.13442998
AC002550.2,0.0032787826
KNOP1,0.26722047
AC002550.1,0.0032787826
IQCK,0.0016393913
AC027130.1,0.004918174
GPRC5B,0.0016393913
GPR139,0.0
AC092132.1,0.0
GP2,0.0
UMOD,0.0
PDILT,0.0
AC106796.1,0.0
ACSM5,0.0
AC137056.1,0.0
ACSM2A,0.0
ACSM2B,0.0
AC141273.1,0.0
ACSM3,0.06557566
ACSM1,0.0
THUMPD1,0.6049344
AC004381.1,0.0
ERI2,0.05573931
REXO5,0.12787244
DCUN1D3,0.057378702
LYRM1,0.21639937
DNAH3,0.0
AC008551.1,0.0
TMEM159,0.1278724
AF001550.1,0.0
ZP2,0.0
ANKS4B,0.0
CRYM,0.0
NPIPB3,0.0016393913
AC005632.4,0.0
METTL9,0.7557581
IGSF6,0.22131777
OTOA,0.013115132
AC092375.2,0.0016393913
NPIPB4,0.031148441
AC092119.2,0.013115132
UQCRC2,0.8819911
PDZD9,0.0
AC092119.3,0.0
MOSMO,0.13279058
AC009019.1,0.0
VWA3A,0.0016393913
SDR42E2,0.090166494
EEF2K,0.2000055
AC009034.1,0.0016393913
POLR3E,0.07213321
CDR2,0.050821137
AC092338.1,0.0016393913
AC092338.2,0.0032787826
NPIPB5,0.16066018
AC009021.2,0.0
AC009021.1,0.0
AC130466.1,0.0
HS3ST2,0.0
AC127459.2,0.0
USP31,0.019672697
SCNN1G,0.0
AC099482.1,0.0
SCNN1B,0.0
COG7,0.09344526
AC008915.2,0.02131209
GGA2,0.18361165
EARS2,0.027869655
UBFD1,0.16393892
NDUFAB1,1.2360989
PALB2,0.04590296
AC008870.4,0.0
DCTN5,0.22459632
PLK1,0.11967556
AC008870.3,0.0
ERN2,0.0016393913
AC012317.1,0.0
CHP2,0.0
PRKCB,1.1901962
LINC2194,0.0
CACNG3,0.0
AC008938.1,0.0
RBBP6,0.6541161
TNRC6A,0.4213229
LINC01567,0.0
AC008731.1,0.004918174
SLC5A11,0.0
ARHGAP17,0.11147852
LINC02175,0.019672697
LCMT1,0.34099293
LCMT1-AS2,0.004918174
AQP8,0.09672404
ZKSCAN2,0.013115132
AC008741.1,0.0
AC008741.2,0.06721505
LINC02191,0.0
HS3ST4,0.0
AC009158.1,0.0
LINC02195,0.011475739
AC009035.1,0.0
C16orf82,0.0
LINC02129,0.0016393913
KDM8,0.008196957
AC109449.1,0.009836349
NSMCE1,2.080385
AC106739.1,0.6573948
AC106739.2,0.53444076
IL4R,0.7573975
IL21R,0.02131209
IL21R-AS1,0.0032787826
GTF3C1,0.14426629
KIAA0556,0.039345395
AC016597.1,0.0
GSG1L,0.0
XPO6,0.18361159
AC138904.3,0.0016393913
AC138904.1,0.0032787826
SBK1,0.0032787826
NPIPB6,0.0016393913
EIF3CL,0.0
AC138894.2,0.0
AC138894.1,0.004918174
NPIPB7,0.0
CLN3,0.036066614
APOBR,0.36394435
IL27,0.0032787826
NUPR1,0.068854444
AC020765.2,0.0147545235
SGF29,0.19344792
SULT1A2,0.034427222
SULT1A1,0.27869618
NPIPB8,0.0
EIF3C,0.07213321
NPIPB9,0.0
AC145285.2,0.009836349
AC145285.3,0.0016393913
AC145285.6,0.018033307
ATXN2L,0.29017183
AC133550.1,0.0
TUFM,1.383644
SH2B1,0.095084645
AC133550.2,0.02295148
ATP2A1,0.004918174
ATP2A1-AS1,0.006557565
RABEP2,0.15082385
CD19,0.006557565
NFATC2IP,0.46722585
AC109460.2,0.006557565
AC109460.1,0.006557565
SPNS1,0.8410063
LAT,2.0262837
AC109460.4,0.0
AC009093.2,0.08033015
AC009093.1,0.0016393913
AC009093.5,0.0
AC009093.4,0.0
AC009093.6,0.004918174
NPIPB11,0.004918174
BOLA2,0.0032787826
BOLA2-SMG1P6,0.01147574
SLX1B,0.0
SULT1A4,0.0
AC133555.3,0.0
NPIPB12,0.0
SPN,0.6098527
QPRT,0.15574203
C16orf54,0.31476265
AC009133.3,0.004918174
ZG16,0.0
KIF22,0.28853258
AC009133.4,0.0016393913
MAZ,0.94592726
AC009133.2,0.0
AC009133.1,0.02295148
PRRT2,0.008196957
PAGR1,0.009836349
AC120114.5,0.0
MVP,0.32951713
CDIPT,0.32623836
AC120114.3,0.0016393913
SEZ6L2,0.0032787826
ASPHD1,0.004918174
KCTD13,0.08688771
AC120114.1,0.006557565
TMEM219,1.36725
TAOK2,0.0885271
HIRIP3,0.2409902
INO80E,0.15082383
DOC2A,0.0016393913
C16orf92,0.0
FAM57B,0.0016393913
AC093512.2,0.0
ALDOA,0.13442998
AC093512.1,0.004918174
PPP4C,0.8147761
TBX6,0.016393915
YPEL3,0.82297295
AC012645.1,0.004918174
GDPD3,0.0032787826
AC012645.2,0.0
AC012645.4,0.0
MAPK3,0.15902078
CORO1A,1.3803657
AC012645.3,0.018033307
BOLA2B,0.039345395
SLX1A,0.004918174
SULT1A3,0.008196957
AC106782.1,0.0
NPIPB13,0.0032787826
CD2BP2,0.69182193
AC106782.2,0.027869655
TBC1D10B,0.17213589
AC106782.6,0.0
MYLPF,0.07049382
ZNF48,0.17869349
SEPT1,0.3229596
ZNF771,0.050821137
DCTPP1,0.53935903
SEPHS2,0.55083466
ITGAL,0.11803611
AC116348.3,0.0
AC116348.1,0.0
AC116348.2,0.0
ZNF768,0.09180587
AC002310.5,0.0
ZNF747,0.0868877
AC002310.1,0.034427222
ZNF764,0.037706003
ZNF688,0.13934812
AC002310.2,0.0032787826
ZNF785,0.037706003
AC093249.2,0.0
ZNF689,0.062296882
PRR14,0.12295424
FBRS,0.3557473
AC093249.6,0.008196957
SRCAP,0.018033307
AC106886.5,0.0032787826
PHKG2,0.24590836
CCDC189,0.06557566
RNF40,0.14590569
ZNF629,0.06393627
AC106886.3,0.0032787826
BCL7C,0.80493975
MIR762HG,0.026230264
CTF1,0.02295148
FBXL19-AS1,0.006557565
FBXL19,0.03278783
ORAI3,0.2721386
AC135048.3,0.0016393913
SETD1A,0.057378702
HSD3B7,0.10492099
STX1B,0.008196957
STX4,0.5377195
AC135050.3,0.018033307
AC135050.1,0.0032787826
ZNF668,0.062296882
AC135050.4,0.0
ZNF646,0.085248314
PRSS53,0.0016393913
AC135050.2,0.0
VKORC1,0.721331
BCKDK,0.26394165
KAT8,0.26066288
AC009088.3,0.0
PRSS8,0.006557565
PRSS36,0.008196957
FUS,2.890261
AC009088.2,0.0
AC009088.1,0.006557565
PYCARD,2.2492456
PYCARD-AS1,0.024590872
TRIM72,0.0
PYDC1,0.0016393913
ITGAM,0.4705046
ITGAX,0.38853526
ITGAD,0.004918174
COX6A2,0.0016393913
AC026471.5,0.0
ZNF843,0.0016393913
AC026471.4,0.02295148
AC026471.1,0.057378702
ARMC5,0.081969544
TGFB1I1,0.14918448
SLC5A2,0.0032787826
AC026471.3,0.0
C16orf58,0.12295425
AC026471.2,0.009836349
AHSP,0.0016393913
LINC02190,0.0
AC074050.2,0.0
AC074050.4,0.0016393913
AC074050.3,0.0
ZNF720,0.27541736
ZNF267,0.23771141
IGHV1OR16-1,0.0
IGHV1OR16-3,0.0
IGHV3OR16-9,0.0
AC133485.3,0.0
TP53TG3D,0.0016393913
AC133485.2,0.0
AC138915.3,0.0
TP53TG3,0.0
AC137761.1,0.0
IGHV2OR16-5,0.0
AC142086.1,0.0
IGHV3OR16-15,0.0
IGHV3OR16-6,0.0
IGHV1OR16-2,0.0
IGHV3OR16-10,0.0
AC142086.4,0.0
IGHV1OR16-4,0.0
IGHV3OR16-8,0.0
AC145350.2,0.0
AC138869.3,0.0
TP53TG3E,0.0
TP53TG3F,0.0
AC136944.1,0.0
AC136944.2,0.006557565
AC136944.4,0.0
IGHV3OR16-12,0.0
IGHV3OR16-13,0.0
AC136428.1,0.0
IGHV3OR16-11,0.0
IGHV3OR16-7,0.0
AC133561.2,0.0
LINC00273,0.0
LINC02184,0.0
AC135776.1,0.0
AC023824.5,0.0
AC023824.1,0.0
AC023824.4,0.0
AC023824.3,0.0
LINC01566,0.0
AC018558.2,0.0
AC018558.1,0.0
AC092325.1,0.0
LINC02167,0.0
AC106785.2,0.0
SHCBP1,0.075412
AC092368.3,0.0
VPS35,0.94756675
ORC6,0.109839186
MYLK3,0.0
C16orf87,0.19180855
GPT2,0.013115132
DNAJA2,0.67050993
AC018845.3,0.0
AC018845.1,0.0
NETO2,0.02131209
ITFG1-AS1,0.0
ITFG1,0.3360747
AC007494.2,0.0
AC007533.1,0.0
PHKB,0.3868958
LINC02133,0.0
LINC02192,0.0
LINC02134,0.0
ABCC12,0.0
ABCC11,0.0
LONP2,0.4426349
SIAH1,0.1983661
N4BP1,0.3885352
AC026470.2,0.0
AC023813.1,0.0
AC007611.1,0.011475739
AC023813.3,0.0016393913
AC023813.4,0.0
CBLN1,0.0
AC007614.1,0.0
C16orf78,0.0
AC007861.1,0.0
AC007861.2,0.0
LINC02179,0.0
ZNF423,0.0
AC007603.1,0.0
CNEP1R1,0.06065749
AC007610.1,0.0
HEATR3,0.075412
AC007610.2,0.0
TENT4B,0.16557834
ADCY7,0.45738938
BRD7,0.8803516
AC007493.2,0.0
LINC02178,0.0
AC007493.1,0.0
NKD1,0.10164221
AC007608.2,0.0
AC007608.1,0.004918174
AC007608.3,0.0032787826
SNX20,0.2918113
NOD2,0.02295148
AC007728.2,0.02131209
CYLD,0.80330044
AC007728.1,0.0032787826
LINC02168,0.0
LINC02128,0.0
AC025810.1,0.0
LINC02127,0.0
AC027688.2,0.0
SALL1,0.0
AC087564.1,0.0
AC007344.1,0.0
HNRNPA1P48,0.06721505
LINC01571,0.0032787826
AC009039.1,0.0
LINC00919,0.0
LINC02180,0.0
AC007333.2,0.0
AC007333.1,0.0
TOX3,0.0
CASC16,0.0
AC026462.3,0.0
AC026462.4,0.0
AC007906.2,0.0
CHD9,1.1869172
AC007342.4,0.0
AC007342.5,0.0
RBL2,0.34099296
AKTIP,0.057378702
RPGRIP1L,0.02131209
FTO,0.14262691
AC007496.2,0.0016393913
AC007496.1,0.0
AC007347.1,0.0
LINC02169,0.0
IRX3,0.0016393913
AC018553.2,0.0
AC018553.1,0.0
LINC02140,0.0
LINC02183,0.0
AC007491.1,0.0
CRNDE,0.040984787
IRX5,0.0
AC106738.1,0.0
AC106738.2,0.0
AC109462.1,0.0
AC109462.3,0.0
IRX6,0.0
AC109462.2,0.0
MMP2,0.03278783
AC007336.2,0.0016393913
MMP2-AS1,0.034427222
LPCAT2,1.2262625
AC007336.1,0.10328158
CAPNS2,0.01147574
SLC6A2,0.0
CES1,0.0016393913
CES5A,0.0
AC007495.1,0.0
AC007495.2,0.0
AC079411.1,0.0
GNAO1,0.027869655
DKFZP434H168,0.0
AC009102.2,0.0
AMFR,0.21148121
AC092140.1,0.013115132
NUDT21,0.40328968
OGFOD1,0.1737753
AC092140.2,0.0
BBS2,0.08360893
MT4,0.0
MT3,0.0081969565
MT2A,10.21997
AC026461.3,0.004918174
MT1E,0.48034143
MT1M,0.1098392
MT1A,0.004918174
MT1B,0.0
MT1F,0.48198026
MT1G,0.31476307
MT1H,0.23607236
AC026461.4,0.0
MT1X,1.4869267
AC106779.1,0.0
NUP93,0.14426632
SLC12A3,0.0081969565
HERPUD1,2.1623566
CETP,0.0081969565
NLRC5,0.14426629
AC023825.2,0.0016393913
AC009090.2,0.0
CPNE2,0.019672697
FAM192A,0.4262411
RSPRY1,0.1983661
ARL2BP,0.49345592
AC009090.3,0.0
PLLP,0.013115132
CCL22,0.08196957
CX3CL1,0.006557565
CCL17,0.004918174
CIAPIN1,0.1983661
COQ9,0.20164485
POLR2C,0.3082051
DOK4,0.0032787826
CCDC102A,0.02131209
ADGRG5,0.018033307
ADGRG1,0.009836349
AC018552.3,0.0
ADGRG3,0.009836348
AC018552.2,0.0
DRC7,0.0032787826
KATNB1,0.06065749
KIFC3,0.08360892
AC092118.2,0.008196957
AC092118.1,0.0
CNGB1,0.0
TEPP,0.0
ZNF319,0.02131209
USB1,0.16557835
MMP15,0.008196957
CFAP20,0.2639416
AC026771.1,0.0
AC009107.2,0.0016393913
CSNK2A2,0.3737806
CCDC113,0.009836349
PRSS54,0.0016393913
GINS3,0.019672697
AC009118.1,0.0
AC009118.2,0.0016393913
LINC02137,0.0
NDRG4,0.0016393913
SETD6,0.062296882
CNOT1,0.3967321
AC009118.3,0.016393915
SLC38A7,0.049181744
GOT2,0.14098752
AC092378.1,0.0
AC092378.2,0.0
LINC02141,0.0
AC018554.3,0.0
AC018554.1,0.0
AC009081.1,0.0
CDH8,0.0
AC012174.1,0.0
AC009110.1,0.0
AC138305.1,0.0
AC138305.2,0.0
AC092337.1,0.0016393913
AC093536.2,0.0
AC012322.1,0.0
AC092131.1,0.0
CDH11,0.004918174
LINC02126,0.0
AC009055.2,0.0
AC009055.1,0.0
LINC00922,0.0
AC092138.2,0.0
AC092138.1,0.0
AC022164.1,0.0
CDH5,0.0032787826
LINC00920,0.016393915
BEAN1,0.0
BEAN1-AS1,0.0
AC010542.3,0.0
TK2,0.3065657
AC010542.2,0.009836349
AC010542.4,0.0147545235
CKLF,4.1853957
CKLF-CMTM1,0.0
AC010542.5,0.0016393913
CMTM1,0.0032787826
CMTM2,0.004918174
