,Mast.cell
PTGER3,0.1016422
AL031429.1,0.0
ZRANB2-AS1,0.0
ZRANB2,1.0246178
NEGR1,0.029509047
AL354949.1,0.0
AL583808.1,0.0
AL583808.2,0.0
LINC01360,0.0
LINC02238,0.0
LRRIQ3,0.02131209
FPGT,0.08360892
FPGT-TNNI3K,0.006557565
TNNI3K,0.0016393913
AC093158.1,0.0
AC105271.1,0.0
LRRC53,0.0
ERICH3,0.031148437
ERICH3-AS1,0.0
AC135803.1,0.004918174
CRYZ,0.14754507
TYW3,0.3213203
AC133865.1,0.0
AC099786.3,0.0
AC099786.1,0.0
LHX8,0.0
AC099786.2,0.0
SLC44A5,0.0016393913
AL357314.1,0.0
ACADM,0.52952254
RABGGTB,0.5082105
MSH4,0.0
ASB17,0.0
AC092813.1,0.0
AC092813.2,0.0
ST6GALNAC3,0.009836349
AC104458.1,0.0
LINC02567,0.0
ST6GALNAC5,0.0016393913
AL035409.1,0.0
PIGK,0.18033282
AK5,0.0032787826
AC095030.1,0.0
AC118549.1,0.24426898
USP33,0.4409956
MIGA1,0.2262357
NEXN-AS1,0.0
NEXN,0.024590872
FUBP1,0.5360802
DNAJB4,0.39837155
GIPC2,0.0
AC103591.3,0.63772225
PTGFR,0.0
IFI44L,1.5049595
IFI44,0.70329785
ADGRL4,0.0
AL353651.2,0.0
AL353651.1,0.0
AL353651.3,0.0
AC099671.1,0.0
AC098657.2,0.0
AL606519.1,0.0
AL136234.1,0.0
LINC01781,0.0
AC093154.1,0.0
ADGRL2,0.0016393913
AC117944.1,0.0
AC093580.1,0.0
LINC01362,0.0
LINC01361,0.0
LINC01712,0.0
LINC01725,0.004918174
AL035706.1,0.0
TTLL7,0.34263232
AC104454.2,0.0
AL359504.2,0.018033307
PRKACB,0.5918193
SAMD13,0.0737726
DNASE2B,0.0016393913
AL844170.1,0.0
RPF1,0.3672231
GNG5,3.0689628
SPATA1,0.018033307
CTBS,0.37541997
AL359762.2,0.0
LINC01555,0.0
SSX2IP,0.08196954
AC104169.1,0.0
LPAR3,0.02459087
MCOLN2,0.050821137
WDR63,0.0016393913
MCOLN3,0.004918174
SYDE2,0.018033307
C1orf52,0.29509
BCL10,0.24426898
AL078459.1,0.0
DDAH1,0.009836349
AL360219.1,0.0
AC092807.3,0.0016393913
AC092807.2,0.0
CYR61,0.004918174
AC092807.1,0.0
ZNHIT6,0.27869618
COL24A1,0.0032787826
AL136382.1,0.0
ODF2L,0.41476542
CLCA2,0.0
CLCA1,0.0
CLCA4,0.0
AL356270.1,0.0
AL049597.2,0.018033307
SH3GLB1,1.3442985
AL355981.1,0.0
SELENOF,1.0393722
HS2ST1,0.2721386
AL121989.1,0.0
AC093155.3,0.0016393913
LINC01140,0.15082385
AC099062.1,0.054099917
LMO4,9.8511305
LINC01364,0.0
PKN2-AS1,0.0016393913
PKN2,0.4246017
GTF2B,0.69674015
KYAT3,0.20656301
RBMXL1,0.121314876
GBP3,0.2131206
GBP1,0.53771985
GBP2,0.35410812
GBP7,0.004918174
GBP4,0.45411095
AC099063.4,0.013115132
GBP5,0.23607223
AC099063.1,0.0
GBP6,0.0
LRRC8B,0.049181744
LRRC8C-DT,0.011475739
LRRC8C,0.04426357
AC093423.3,0.0
AC099568.2,0.008196957
LRRC8D,0.08033015
AL391497.1,0.0
ZNF326,0.39017454
AC092783.1,0.0
BARHL2,0.0
LINC01763,0.0
AC091614.1,0.0
ZNF644,0.47378334
HFM1,0.0
CDC7,0.018033307
TGFBR3,0.006557565
BRDT,0.0
EPHX4,0.0
SETSIP,0.0
BTBD8,0.04590296
AC104836.1,0.0
C1orf146,0.0
GLMN,0.104920976
RPAP2,0.44099554
GFI1,0.09344525
EVI5,0.2131206
RPL5,21.20228
FAM69A,0.019672697
MTF2,0.46722576
TMED5,0.57542545
CCDC18,0.21148127
DR1,0.5573922
FNBP1L,0.106560364
BCAR3,0.039345395
AL109613.1,0.0
DNTTIP2,0.51476806
GCLM,0.10164219
ABCA4,0.0
AC093579.1,0.0
ARHGAP29,0.122954294
AC097059.1,0.0016393913
AC097059.2,0.0
ABCD3,0.29509005
F3,0.011475739
AC093117.1,0.0
SLC44A3,0.0016393913
CNN3,0.0147545235
AC105942.1,0.0032787826
ALG14,0.04426357
AC095033.1,0.0
TMEM56,0.0016393913
TMEM56-RWDD3,0.0
AC092802.1,0.0
RWDD3,0.016393915
AC092802.2,0.0
LINC01760,0.0
AL445218.1,0.0
LINC01761,0.0
AL356479.1,0.0
AL683887.1,0.0
AC099566.1,0.0
LINC01787,0.0
PTBP2,0.08196954
DPYD,0.2377115
DPYD-AS1,0.0
DPYD-AS2,0.0
MIR137HG,0.0
BX005019.1,0.0
LINC01776,0.0
SNX7,0.057378702
PLPPR5,0.0
AL445433.2,0.0
PLPPR4,0.0
LINC01708,0.0
PALMD,0.006557565
FRRS1,0.0147545235
AGL,0.1295118
AC118553.1,0.0016393913
SLC35A3,0.25082654
AC118553.2,0.0
MFSD14A,0.004918174
AC093019.2,0.0
SASS6,0.104921
TRMT13,0.18525101
LRRC39,0.0016393913
DBT,0.13442996
RTCA-AS1,0.009836349
RTCA,0.40820774
AC104457.2,0.0
CDC14A,0.24099019
AL589990.1,0.0
GPR88,0.0
LINC01349,0.0
VCAM1,0.036066607
EXTL2,0.13770875
AC104506.1,0.018033307
SLC30A7,0.19836609
DPH5,0.18852977
AC093157.2,0.0032787826
AC093157.1,0.059018094
AL109741.1,0.0
S1PR1,0.080330156
LINC01307,0.0
LINC01709,0.0
OLFM3,0.011475739
AC114485.1,0.0
AC099567.1,0.0
COL11A1,0.0
AC095032.2,0.0
RNPC3,0.20328425
AMY2B,0.01147574
AMY2A,0.0
AMY1A,0.0
AMY1B,0.0
AMY1C,0.0
LINC01676,0.0
LINC01677,0.0
AL355306.2,0.0
PRMT6,0.0737726
NTNG1,0.0
VAV3,0.55903167
VAV3-AS1,0.004918174
AL390036.1,0.004918174
SLC25A24,0.31476265
AL359258.2,0.004918174
NBPF4,0.0
NBPF6,0.0
FAM102B,0.11147852
HENMT1,0.06065749
PRPF38B,1.0557662
FNDC7,0.0
AL591719.2,0.0
STXBP3,0.39509273
AKNAD1,0.0
AL449266.1,0.006557565
SPATA42,0.0
GPSM2,0.11147856
CLCC1,0.15574202
WDR47,0.09016649
TAF13,0.18033284
AL356488.3,0.019672697
TMEM167B,0.25902346
AL356488.2,0.0016393913
C1orf194,0.0
KIAA1324,0.018033307
SARS,0.5459164
CELSR2,0.01147574
PSRC1,0.021312088
MYBPHL,0.0
SORT1,0.10164221
PSMA5,1.2295414
SYPL2,0.0
ATXN7L2,0.0032787826
CYB561D1,0.047542352
AMIGO1,0.004918174
GPR61,0.0
AL355310.3,0.0
GNAI3,0.84756386
GNAT2,0.0
AMPD2,0.07213321
AL355310.2,0.0
GSTM4,0.091805875
GSTM2,0.08360893
GSTM1,0.006557565
AC000032.1,0.0
GSTM5,0.004918174
AL158847.1,0.0
GSTM3,0.11147856
EPS8L3,0.0
LINC01768,0.0016393913
AL450468.1,0.0
AL450468.2,0.019672697
CSF1,2.1885872
AHCYL1,0.6213283
STRIP1,0.08033015
AL160006.1,0.004918174
ALX3,0.0
LINC01397,0.0
UBL4B,0.0
SLC6A17,0.0
AL355990.1,0.0
AL355990.2,0.0
LINC02586,0.0
KCNC4,0.024590872
RBM15-AS1,0.0016393913
RBM15,0.08852708
SLC16A4,0.019672697
AL355488.1,0.009836349
LAMTOR5,1.7836545
PROK1,0.0
AL358215.1,0.0
AL358215.2,0.0
CYMP-AS1,0.0
KCNA10,0.0
KCNA2,0.0032787826
AL365361.1,0.0147545235
KCNA3,0.009836349
CD53,1.4984012
AL360270.1,0.008196957
LRIF1,0.16721772
AL360270.3,0.008196957
DRAM2,0.29672942
CEPT1,0.14754507
AL355816.1,0.0
AL355816.2,0.034427222
DENND2D,0.36886245
CHI3L2,0.027869655
CHIA,0.0
AL356387.1,0.0
PIFO,0.0032787826
OVGP1,0.0032787826
WDR77,0.2704992
ATP5PB,1.6443067
C1orf162,2.6164777
TMIGD3,0.036066614
ADORA3,0.22459635
RAP1A,1.3082321
LINC01160,0.0016393913
INKA2,0.0
AL049557.1,0.0
DDX20,0.13934813
KCND3,0.0016393913
KCND3-AS1,0.0
LINC01750,0.0032787826
AL445426.1,0.0
CTTNBP2NL,0.13279058
WNT2B,0.034427222
AL354760.1,0.0032787826
ST7L,0.12623301
CAPZA1,1.0590452
MOV10,0.10983915
AL603832.1,0.0032787826
RHOC,0.60493445
AL603832.3,0.0
PPM1J,0.024590872
AL603832.2,0.0
FAM19A3,0.0
LINC01356,0.0
AL390729.1,0.008196957
SLC16A1,0.04426357
SLC16A1-AS1,0.050821137
AL357055.3,0.0032787826
LRIG2,0.108199745
MAGI3,0.06885444
PHTF1,0.43935624
RSBN1,0.37378067
AL137856.1,0.0016393913
PTPN22,0.5721468
AP4B1-AS1,0.008196957
BCL2L15,0.004918174
AP4B1,0.085248314
DCLRE1B,0.034427222
HIPK1-AS1,0.091805875
HIPK1,0.46066824
OLFML3,0.037706003
SYT6,0.0
AL121999.1,0.0
TRIM33,0.61968887
BCAS2,0.67542815
DENND2C,0.016393915
AMPD1,0.0
NRAS,0.15902077
CSDE1,2.101697
SIKE1,0.25738406
SYCP1,0.0
TSPAN2,0.016393915
LINC01765,0.0
AL512638.2,0.0
NGF,0.0
VANGL1,0.05573931
CASQ2,0.0
NHLH2,0.0
LINC01649,0.0
SLC22A15,0.006557565
AL365318.1,0.0
MAB21L3,0.0
LINC01779,0.0
ATP1A1,0.8196943
LINC01762,0.0
AL136376.1,0.0
AL390066.1,0.004918174
CD58,0.5360802
IGSF3,0.0016393913
C1orf137,0.0
CD2,0.3245992
AL157904.1,0.0
PTGFRN,0.018033307
CD101,0.009836349
AL445231.1,0.0016393913
TTF2,0.28361437
TRIM45,0.0032787826
VTCN1,0.0
LINC01525,0.0
AL358072.1,0.0032787826
MAN1A2,0.43115923
AL157902.1,0.0016393913
TENT5C,0.12459365
GDAP2,0.14918448
WDR3,0.1163967
SPAG17,0.0016393913
TBX15,0.0
AL139420.1,0.0
AL139420.2,0.0
WARS2,0.06065749
WARS2-IT1,0.0
AL359915.2,0.008196957
AL359915.1,0.0
LINC01780,0.0
HAO2,0.0
HSD3B2,0.0
HSD3B1,0.0
ZNF697,0.0032787826
PHGDH,0.04426357
HMGCS2,0.0
REG4,0.0
ADAM30,0.0
NOTCH2,0.2770568
AC245008.1,0.0016393913
SEC22B,0.47870144
NBPF26,0.039345395
PPIAL4A,0.0
LINC00623,0.21639937
FCGR1B,0.016393915
AC244453.3,0.0
AC244453.2,0.0
AC244453.1,0.0
FAM72B,0.0016393913
SRGAP2C,0.109839156
SRGAP2-AS1,0.0
AC244021.1,0.0016393913
AC244021.2,0.0
AL592494.1,0.0
AL592494.3,0.004918174
LINC01691,0.0
AC239859.3,0.0
AC239800.2,0.0032787826
AC239800.3,0.07869077
AC239798.2,0.0
AC246680.1,0.0
HIST2H3PS2,0.0
FAM72C,0.0032787826
IGKV1OR1-1,0.0
AC245595.1,0.031148441
PPIAL4E,0.0
AC246785.3,0.0016393913
NBPF15,0.034427222
LINC01632,0.0016393913
FP700111.1,0.0016393913
SRGAP2B,0.06065749
FAM72D,0.004918174
PPIAL4D,0.0
AC245014.3,0.46230766
AC245014.1,0.004918174
NBPF20,0.01147574
GPR89A,0.04426357
PDZK1,0.054099917
CD160,0.031148437
RNF115,0.71149474
POLR3C,0.095084645
NUDT17,0.049181744
PIAS3,0.06065749
ANKRD35,0.1016422
ITGA10,0.01147574
AC243547.1,0.0
PEX11B,0.14754507
RBM8A,2.3541703
LIX1L-AS1,0.01147574
AC243547.3,0.0
LIX1L,0.24918713
ANKRD34A,0.0016393913
AC243547.2,0.0
POLR3GL,0.8770728
TXNIP,8.200272
HJV,0.0
LINC01719,0.0
NBPF10,0.02295148
AC239799.1,0.0
NOTCH2NL,0.05573931
AC239799.2,0.0032787826
AC243756.1,0.0
AC245407.2,0.0
NBPF12,0.040984787
AC244394.2,0.0
PRKAB2,0.106560364
AC242426.2,0.085248314
FMO5,0.086887725
CHD1L,0.18361163
LINC00624,0.006557565
BCL9,0.06557566
ACP6,0.02295148
AC241644.1,0.0
GJA5,0.0016393913
AC241644.3,0.0
AC241644.2,0.0
GJA8,0.0016393913
GPR89B,0.024590872
AC239803.2,0.0
AC239803.3,0.0
NBPF11,0.047542352
AC239809.3,0.0016393913
AC239803.1,0.0016393913
LINC01731,0.004918174
AC245100.6,0.0016393913
AC245100.1,0.0
AC245100.7,0.0
PPIAL4G,0.0
NBPF14,0.12459364
NUDT4B,0.0032787826
PDE4DIP,0.185251
AC239802.1,0.0
AC239802.2,0.0
AC239804.1,0.0
NBPF9,0.04590296
AC245297.3,1.0311753
AC245297.2,0.06393627
NBPF19,0.06885444
FCGR1A,0.04918174
HIST2H2BF,0.026230264
AC243772.2,0.0
HIST2H3D,0.0032787826
HIST2H4A,0.0016393913
HIST2H3C,0.0
HIST2H2AA3,0.0
AC239868.3,0.004918174
HIST2H2AA4,0.0016393913
HIST2H3A,0.0
HIST2H4B,0.0016393913
AC239868.2,0.006557565
HIST2H2BE,0.03278783
HIST2H2AC,0.13279063
HIST2H2AB,0.0016393913
BOLA1,0.12787239
SV2A,0.039345395
SF3B4,0.3770594
MTMR11,0.0032787826
OTUD7B,0.07705138
VPS45,0.106560364
PLEKHO1,0.50821096
ANP32E,0.9754364
AC242988.1,0.0
CA14,0.0
APH1A,0.59181935
C1orf54,0.2573844
CIART,0.0
MRPS21,1.439383
PRPF3,0.18689038
RPRD2,0.2704992
TARS2,0.12787239
ECM1,0.12787247
FALEC,0.006557565
AL356356.1,0.0
ADAMTSL4,0.037706003
MCL1,5.305107
ENSA,1.5000404
GOLPH3L,0.12951179
HORMAD1,0.0
CTSS,1.4836475
CTSK,0.02131209
ARNT,0.10492096
CTXND2,0.0
SETDB1,0.11639669
CERS2,0.5278831
AL590133.2,0.0
AL590133.1,0.0
ANXA9,0.004918174
MINDY1,0.05573931
PRUNE1,0.054099917
BNIPL,0.0032787826
C1orf56,0.38361698
CDC42SE1,0.7606763
MLLT11,0.11475729
GABPB2,0.10819978
SEMA6C,0.016393915
TNFAIP8L2,0.19672672
SCNM1,0.2721386
LYSMD1,0.006557565
TMOD4,0.0016393913
VPS72,0.26066288
PIP5K1A,0.13934813
PSMD4,0.9557635
AL391069.2,0.026230264
ZNF687,0.07213321
PI4KB,0.24426898
AL391069.4,0.0
RFX5,0.23115386
AL391069.1,0.0
AL391069.3,0.08196956
SELENBP1,0.04590296
PSMB4,0.9574029
POGZ,0.3672231
CGN,0.0
TUFT1,0.009836348
SNX27,0.21803875
AL391335.1,0.0
AL589765.1,0.0
CELF3,0.0
RIIAD1,0.0
AL589765.7,0.0
MRPL9,0.38033816
OAZ3,0.013115132
AL589765.4,0.0016393913
AL589765.5,0.0
TDRKH,0.031148441
TDRKH-AS1,0.0147545235
AL589765.6,0.0
LINGO4,0.042624176
RORC,0.098363474
C2CD4D,0.006557565
AL450992.2,0.0
THEM5,0.0
THEM4,0.23607205
S100A10,3.8017755
AL450992.1,0.0016393913
S100A11,10.674101
TCHHL1,0.0
TCHH,0.027869655
AL589986.1,0.0
RPTN,0.0
FLG-AS1,0.0
AL589986.2,0.0
HRNR,0.0
FLG,0.0
FLG2,0.0
CRNN,0.0
LCE5A,0.0
CRCT1,0.0
LCE3E,0.0
LCE3D,0.0
LCE3A,0.0
LINC00302,0.0
LCE2D,0.0
LCE2C,0.0
KPRP,0.0
LCE1F,0.0
LCE1E,0.0
LCE1D,0.0
LCE1B,0.0
LCE1A,0.0
LCE6A,0.0
SMCP,0.0
IVL,0.0
LINC01527,0.0032787826
SPRR5,0.0
SPRR4,0.0
SPRR1A,0.0
SPRR3,0.0
SPRR1B,0.0
SPRR2D,0.0
SPRR2A,0.0
SPRR2B,0.0
SPRR2E,0.0
SPRR2F,0.0
SPRR2G,0.0
AL161636.1,0.0
LELP1,0.0
PRR9,0.049181744
LOR,0.008196957
PGLYRP3,0.0
PGLYRP4,0.0016393913
S100A9,0.36558416
S100A12,0.011475739
S100A8,0.2967297
S100A7A,0.0
S100A7,0.0
BX470102.1,0.0016393913
S100A6,22.817087
S100A5,0.019672697
S100A4,25.815514
S100A3,0.0016393913
S100A2,0.03278783
S100A16,0.039345395
S100A14,0.02295148
S100A13,0.30656582
S100A1,0.016393915
AL162258.2,0.01147574
CHTOP,0.37378067
SNAPIN,0.42132288
ILF2,1.3180685
NPR1,0.006557565
INTS3,0.13279057
AL513523.4,0.0
AL513523.3,0.0
SLC27A3,0.35082924
GATAD2B,0.24262957
AL358472.5,0.019672697
DENND4B,0.17705408
CRTC2,0.09508465
SLC39A1,0.36394432
AL358472.4,0.01147574
AL358472.3,0.0016393913
CREB3L4,0.07869077
JTB,1.7754575
AL358472.2,0.01147574
RAB13,0.6328042
RPS27,47.35386
NUP210L,0.0016393913
TPM3,3.6542294
C1orf189,0.0
C1orf43,0.78690654
UBAP2L,0.23935083
HAX1,1.0033057
AQP10,0.06065749
ATP8B2,0.08360892
IL6R-AS1,0.009836349
IL6R,0.23935083
SHE,0.0147545235
AL162591.2,0.0
TDRD10,0.0016393913
UBE2Q1,0.37542003
UBE2Q1-AS1,0.0
CHRNB2,0.0
AL592078.1,0.0
ADAR,0.8541214
KCNN3,0.0
PMVK,0.44099557
AL451085.1,0.004918174
PBXIP1,0.4688652
PYGO2,0.07869077
AL451085.2,0.02131209
SHC1,0.16393892
CKS1B,0.44099593
FLAD1,0.20164488
LENEP,0.0
ZBTB7B,0.106560364
DCST2,0.0
DCST1,0.0
DCST1-AS1,0.0016393913
ADAM15,0.04426357
EFNA4,0.050821137
EFNA3,0.006557565
EFNA1,0.004918174
SLC50A1,0.24590833
DPM3,0.69018257
KRTCAP2,1.0492086
AL713999.1,0.0
TRIM46,0.008196957
MUC1,0.040984787
AC234582.1,0.0016393913
THBS3,0.013115132
MTX1,0.35738683
AC234582.2,0.0
GBA,0.13770877
FAM189B,0.09016648
SCAMP3,0.15246324
CLK2,0.09344525
HCN3,0.006557565
PKLR,0.0032787826
FDPS,0.8475639
RUSC1-AS1,0.013115132
RUSC1,0.11639668
ASH1L,0.8819909
ASH1L-AS1,0.027869655
AL353807.2,0.0
MSTO1,0.0885271
YY1AP1,0.17869343
DAP3,0.4623076
AL162734.1,0.0
GON4L,0.42788044
SYT11,0.14262691
RIT1,0.2262357
KHDC4,0.18197222
RXFP4,0.0
ARHGEF2,0.40165028
AL355388.2,0.004918174
AL355388.1,0.0
SSR2,2.6394327
UBQLN4,0.08688771
LAMTOR2,1.1672444
RAB25,0.0147545235
MEX3A,0.02295148
LMNA,5.0411587
SEMA4A,0.28197497
SLC25A44,0.06721505
PMF1-BGLAP,0.004918174
PMF1,0.5246044
BGLAP,0.008196957
PAQR6,0.07213321
SMG5,0.09836342
TMEM79,0.016393915
GLMP,0.19672671
VHLL,0.0
CCT3,1.4311862
TSACC,0.0
RHBG,0.0016393913
AL139130.1,0.0
C1orf61,0.0016393913
AL139412.1,0.0032787826
MEF2D,0.21312056
AL365181.1,0.0032787826
IQGAP3,0.029509047
TTC24,0.0032787826
NAXE,0.41148657
GPATCH4,0.27869618
AL365181.4,0.0
HAPLN2,0.0
AL365181.2,0.0016393913
BCAN,0.04262418
AL365181.3,0.0
AL590666.2,0.0016393913
NES,0.0
AL590666.3,0.0
CRABP2,0.009836348
AL590666.1,0.0
ISG20L2,0.24099024
RRNAD1,0.1295118
MRPL24,0.2836143
HDGF,0.43935633
PRCC,0.20820244
SH2D2A,0.17869352
NTRK1,0.8049397
INSRR,0.0016393913
PEAR1,0.0032787826
LRRC71,0.0
ARHGEF11,0.07705137
ETV3L,0.0
ETV3,0.23607208
AL138900.3,0.0
AL138900.2,0.0
FCRL5,0.006557565
FCRL4,0.0032787826
FCRL3,0.016393915
AL356276.1,0.0016393913
FCRL2,0.009836349
FCRL1,0.01147574
CD5L,0.0016393913
KIRREL1,0.0032787826
LINC01704,0.0
CD1D,0.06065749
AL138899.1,0.006557565
CD1A,0.20984209
CD1C,0.16229975
CD1B,0.01311513
CD1E,0.150824
OR10T2,0.0
OR10K2,0.0
OR10K1,0.0
AL365440.2,0.0
OR6Y1,0.0
OR6P1,0.0
OR10Z1,0.0
SPTA1,0.0
OR6K2,0.0
OR6K3,0.0
OR6N1,0.0
OR6K6,0.0
OR6N2,0.0
MNDA,0.35246888
PYHIN1,0.040984787
IFI16,1.7639822
AIM2,0.027869655
CADM3,0.0
CADM3-AS1,0.0
ACKR1,0.0016393913
FCER1A,1.3606927
OR10J3,0.0
AL513323.1,0.0
OR10J1,0.0
AL663023.1,0.0
OR10J5,0.0
APCS,0.0
CRP,0.0
DUSP23,0.56886786
FCRL6,0.01147574
SLAMF8,0.073772624
AL590560.1,0.008196957
SNHG28,0.0
VSIG8,0.006557565
AL590560.2,0.008196957
CFAP45,0.0032787826
TAGLN2,3.3263443
IGSF9,0.006557565
SLAMF9,0.0016393913
LINC01133,0.0
KCNJ10,0.0
PIGM,0.100002795
AL121987.1,0.0
KCNJ9,0.0
IGSF8,0.09180586
ATP1A2,0.0
ATP1A4,0.10000281
CASQ1,0.034427222
AL121987.2,0.0016393913
PEA15,0.26558113
DCAF8,0.21967815
AL139011.2,0.004918174
AL139011.1,0.004918174
PEX19,0.10328158
COPA,0.65411603
NCSTN,0.21803878
NHLH1,0.0032787826
VANGL2,0.009836349
SLAMF6,0.018033307
AL138930.1,0.0
CD84,2.085303
SLAMF1,0.06065749
AL121985.1,0.006557565
CD48,2.2066205
SLAMF7,0.13443008
LY9,0.0147545235
CD244,0.0147545235
ITLN1,0.0
AL354714.3,0.0
AL354714.1,0.0
ITLN2,0.0
F11R,0.13770875
AL591806.3,0.0
TSTD1,1.7328334
USF1,0.08196954
ARHGAP30,0.7049371
NECTIN4,0.004918174
AL591806.1,0.0016393913
KLHDC9,0.0032787826
PFDN2,1.2885593
NIT1,0.18689038
DEDD,0.08360892
UFC1,1.5672553
AL590714.1,0.008196957
USP21,0.027869655
PPOX,0.062296882
B4GALT3,0.16557834
ADAMTS4,0.0032787826
NDUFS2,0.7754309
FCER1G,10.72328
APOA2,0.0
TOMM40L,0.054099917
NR1I3,0.008196957
PCP4L1,0.0
MPZ,0.008196957
SDHC,0.6082132
CFAP126,0.008196957
AL592295.4,0.01147574
AL592295.3,0.0
AL831711.1,0.0
FCGR2A,0.47378367
HSPA6,0.08033016
FCGR3A,0.28689343
AL590385.1,0.0
FCGR3B,0.0147545235
FCGR2B,0.16393912
AL451067.1,0.0
FCRLA,0.004918174
FCRLB,0.026230264
DUSP12,0.1573814
AL359541.1,0.01147574
ATF6,0.28689304
OLFML2B,0.029509047
AL590408.1,0.0
NOS1AP,0.0
AL512785.1,0.0
C1orf226,0.004918174
SPATA46,0.0
SH2D1B,0.0147545235
UHMK1,0.44427434
AL596325.1,0.0
UAP1,0.13770875
DDR2,0.004918174
HSD17B7,0.16393895
CCDC190,0.0016393913
RGS4,0.018033303
RGS5,0.02131209
AL499616.1,0.0
RGS5-1,0.02295148
AL592435.1,0.0
NUF2,0.119675554
PBX1,1.109866
AL357568.1,0.013115132
LMX1A,0.0
AL390730.1,0.0
AL390730.2,0.0
RXRG,0.0
AL157714.2,0.0
LRRC52,0.0
AL356441.1,0.0016393913
MGST3,0.8836305
ALDH9A1,0.31968087
AL451074.6,0.0
TMCO1,1.093472
AL451074.2,0.0016393913
UCK2,0.05573931
AL358115.1,0.0
FAM78B,0.0
AL626787.1,0.0
AL390115.1,0.0
AL583804.1,0.0
LINC01675,0.0032787826
POGK,0.2672204
TADA1,0.034427222
ILDR2,0.009836349
MAEL,0.0016393913
AL158837.1,0.0
GPA33,0.0
DUSP27,0.0016393913
LINC01363,0.0
AL451050.2,0.0032787826
POU2F1,0.21803878
CD247,0.07049383
AL359962.2,0.0
CREG1,0.5819831
AL031733.2,0.008196957
RCSD1,0.40656844
MPZL1,0.08524832
ADCY10,0.0
Z99943.1,0.0
MPC2,1.0360937
DCAF6,0.31312332
GPR161,0.019672697
TIPRL,0.77707016
SFT2D2,0.42296234
TBX19,0.01147574
AL023755.1,0.004918174
XCL2,0.13443008
XCL1,0.2065633
DPT,0.0
AL031275.1,0.0
LINC00626,0.0
LINC00970,0.0
AL031726.1,0.0016393913
ATP1B1,0.5573922
NME7,0.22459632
Z99758.1,0.0
BLZF1,0.19016916
CCDC181,0.0016393913
SLC19A2,0.04262418
AL021068.1,0.0032787826
F5,0.004918174
SELP,0.0016393913
C1orf112,0.04262418
SELL,0.1704966
SELE,0.0
AL021940.1,0.0
METTL18,0.08360893
SCYL3,0.07869077
KIFAP3,0.23935081
AL356475.1,0.0
METTL11B,0.0
LINC01681,0.0
LINC01142,0.0
AL354732.1,0.0
GORAB,0.059018094
AL023495.1,0.0
PRRX1,0.0016393913
Z97200.1,0.0
MROH9,0.0
FMO3,0.0
FMO2,0.0
AL021026.1,0.0
AL445673.1,0.0
FMO1,0.0016393913
FMO4,0.019672697
PRRC2C,2.4131896
MYOCOS,0.0
MYOC,0.0
VAMP4,0.13770875
METTL13,0.14262691
DNM3,0.009836349
DNM3OS,0.0
PIGC,0.25902352
C1orf105,0.0
SUCO,0.3442716
FASLG,0.10328158
AL031599.1,0.0032787826
Z97198.1,0.0
TNFSF18,0.0
AL022310.1,0.0
TNFSF4,0.093445286
AL645568.1,0.06393627
PRDX6,4.6936073
SLC9C2,0.0
AL139142.1,0.0
ANKRD45,0.0
TEX50,0.0
KLHL20,0.23115385
CENPL,0.04262418
DARS2,0.027869655
GAS5-AS1,0.0
ZBTB37,0.21148127
SERPINC1,0.0
RC3H1,0.24262957
AL121983.1,0.008196957
AL121983.2,0.0016393913
RABGAP1L,0.3016476
GPR52,0.0016393913
Z99127.1,0.0
CACYBP,1.0180603
MRPS14,0.38197756
TNN,0.0
KIAA0040,0.2524659
AL008626.1,0.0
Z94057.1,0.0
TNR,0.0
LINC01657,0.0
AL513329.1,0.0016393913
COP1,0.22295691
AL590723.1,0.0016393913
AL359265.3,0.0032787826
PAPPA2,0.0
ASTN1,0.0
BRINP2,0.0
LINC01645,0.0
AL122019.1,0.0
LINC01741,0.0
SEC16B,0.009836349
RASAL2-AS1,0.0
RASAL2,0.07869077
CLEC20A,0.0
TEX35,0.0
C1orf220,0.009836349
AL137796.1,0.0032787826
AL449106.1,0.0032787826
RALGPS2,0.10983913
ANGPTL1,0.0032787826
FAM20B,0.18689041
TOR3A,0.22623572
ABL2,0.22295699
SOAT1,0.17049654
AXDND1,0.0
AL160286.3,0.0
NPHS2,0.0
TDRD5,0.0
AL359853.3,0.0
FAM163A,0.0
AL359853.1,0.0
AL359853.2,0.0
TOR1AIP2,0.34099293
AL353708.3,0.02131209
TOR1AIP1,0.32787776
AL353708.2,0.0
AL353708.1,0.0032787826
CEP350,0.6393618
AL390718.1,0.0
QSOX1,0.16557834
LHX4,0.0016393913
ACBD6,0.34755045
OVAAL,0.0
XPR1,0.075412
AL162431.1,0.0
KIAA1614,0.036066614
AL162431.2,0.008196957
KIAA1614-AS1,0.0016393913
STX6,0.14426632
MR1,0.25902346
IER5,1.295117
LINC01732,0.0
AL358393.1,0.0
LINC01699,0.0
CACNA1E,0.0
AL161734.1,0.0
ZNF648,0.0016393913
AL355482.1,0.0032787826
AL355482.2,0.0
AL390856.1,0.0
LINC01344,0.0016393913
GLUL,7.0854897
TEDDM1,0.0
LINC00272,0.0
RGSL1,0.0
RNASEL,0.19836609
RGS16,0.33443558
LINC01686,0.0147545235
RGS8,0.0032787826
LINC01688,0.0
NPL,0.07705138
DHX9,0.47542274
SHCBP1L,0.0016393913
LAMC1,0.026230264
