,Cycling.cancer.cell.1
PTGIS,0.014604595
B4GALT5,0.57662934
SLC9A8,0.075578965
SPATA2,0.11527704
RNF114,0.7790578
SNAI1,0.016901476
TRERNA1,0.0
UBE2V1,0.19996236
TMEM189-UBE2V1,0.0003033595
TMEM189,0.23610863
AL161937.2,0.00052004494
AL161937.1,8.667413e-05
LINC01273,0.006587235
CEBPB-AS1,0.015471346
CEBPB,2.2179754
SMIM25,0.006153866
LINC01270,0.0036403125
LINC01271,0.0023835376
PTPN1,0.39005175
AL133230.1,0.00043337073
RIPOR3,0.007367298
AL353653.1,0.0003466966
PARD6B,0.814544
BCAS4,0.29869092
ADNP,0.9173869
ADNP-AS1,0.039913215
DPM1,0.7230304
MOCS3,0.16000405
AL050404.1,0.0
KCNG1,0.0429035
NFATC2,0.037833072
ATP9A,0.1980557
SALL4,0.020108417
LINC01429,0.0002600224
ZFP64,0.096077286
LINC01524,0.00086674147
AL109610.1,4.3337066e-05
AL049765.1,0.0
AL031674.1,0.00017334826
AL121902.1,4.3337066e-05
TSHZ2,0.23775329
AL391097.1,0.00078006735
AL391097.2,0.0
AL109930.1,0.001170101
AL354993.1,0.0025568858
AL354993.2,0.00095341564
AL157838.1,0.008710739
ZNF217,0.7746326
AC005808.1,0.0
BCAS1,0.03315276
AC005220.1,0.000563382
CYP24A1,0.0021668528
PFDN4,1.3448964
DOK5,0.49787065
LINC01440,0.00021668535
LINC01441,0.0001300112
AL160413.1,0.0001300112
CBLN4,0.0
MC3R,0.0
AL139824.1,8.667413e-05
FAM210B,0.34484613
AURKA,1.2207434
CSTF1,0.23749499
CASS4,0.0038569989
RTF2,1.1571975
GCNT7,4.3337066e-05
FAM209A,0.0026002224
FAM209B,0.0029902554
LINC01716,0.0
TFAP2C,0.17876773
AL133232.1,4.3337066e-05
AL157414.2,0.0
AL157414.1,8.667413e-05
BMP7,0.72006446
BMP7-AS1,0.0
AL122058.1,0.0069772657
SPO11,4.3337066e-05
RAE1,0.39988935
MTRNR2L3,0.0025135484
AL109955.1,0.008710739
RBM38,1.3695204
CTCFL,0.23710278
PCK1,0.13629588
AL035541.1,0.00052004494
ZBP1,0.009837498
PMEPA1,0.25985456
NKILA,0.011440963
AL354984.1,0.0
LINC01742,0.0
AL354984.2,0.0
C20orf85,0.0050704377
ANKRD60,0.0
RAB22A,0.64315647
VAPB,0.41458207
APCDD1L,0.001126764
AL050327.1,4.3337066e-05
LINC01711,0.0018201564
STX16,0.42550266
STX16-NPEPL1,0.001170101
NPEPL1,0.18448986
AL132655.3,0.0
AL132655.2,0.015644688
GNAS-AS1,0.023835449
AL132655.1,0.0010400899
GNAS,10.540238
AL121917.1,0.0054604737
AL121917.2,0.0023402004
NELFCD,0.77780324
CTSZ,0.9615069
TUBB1,0.0016901455
ATP5F1E,13.23964
PRELID3B,0.8785154
ZNF831,0.0003033595
EDN3,0.00017334826
AL035250.1,0.0
AL389889.1,0.0
PHACTR3,0.015558018
AL121908.1,0.0
SYCP2,0.0725458
FAM217B,0.17959252
PPP1R3D,0.0725021
CDH26,0.0014734606
C20orf197,0.0003466966
AL132822.1,0.00017334826
MIR646HG,0.0038136619
AL117372.1,0.0
CDH4,0.0009534155
BX640515.1,0.0
AL160412.1,0.0
AL162457.1,4.3337066e-05
AL162457.2,0.0
TAF4,0.15905033
AL137077.2,0.018201604
LSM14B,0.30124825
PSMA7,6.8481936
SS18L1,0.19562899
MTG2,0.26280534
HRH3,8.667413e-05
OSBPL2,0.36265975
ADRM1,1.3310107
AL354836.1,0.08285959
LAMA5,0.6851069
LAMA5-AS1,0.0029469184
AL121832.2,0.06881863
RPS21,15.522542
CABLES2,0.05165735
RBBP8NL,0.02569891
AL121832.1,0.0014301236
GATA5,0.0023402006
AL499627.2,0.00017334826
AL499627.1,0.0
MIR1-1HG-AS1,0.0002600224
MIR1-1HG,0.0
BX640514.1,0.0
BX640514.2,0.00060671906
AL450469.2,0.0
AL450469.1,0.0
AL357033.1,0.0010834269
SLCO4A1,0.010920917
AL357033.4,0.007107276
AL357033.3,0.00021668535
SLCO4A1-AS1,0.00069339323
LINC00686,0.0
NTSR1,0.0001300112
AL357033.2,0.00052004494
LINC00659,0.017638186
MRGBP,0.31121552
OGFR-AS1,0.0009967528
OGFR,0.40938017
COL9A3,0.036966328
TCFL5,0.09482047
DIDO1,0.43993515
AL117379.1,0.03085593
GID8,0.8713209
SLC17A9,0.03605632
BHLHE23,0.0
LINC01749,0.0
LINC00029,0.0
LINC01056,0.0
HAR1B,8.667413e-05
HAR1A,8.667413e-05
AL096828.2,0.0
AL096828.1,0.0
YTHDF1,0.39473093
AL096828.3,0.004723742
BIRC7,0.0015167977
NKAIN4,0.02977252
AL121827.2,0.00086674147
ARFGAP1,0.23333454
COL20A1,0.0006500562
CHRNA4,0.00065005606
AL121827.1,4.3337066e-05
KCNQ2,0.0003033595
AL353658.1,0.0
EEF1A2,0.024788782
AL121829.1,0.0
PPDPF,5.558657
PTK6,0.01976175
SRMS,0.0004333707
AL121829.2,0.004030347
FNDC11,0.0074973092
HELZ2,0.21222658
GMEB2,0.103921756
MHENCR,0.12845185
STMN3,0.04286018
RTEL1,0.0012567751
RTEL1-TNFRSF6B,0.0006500562
ARFRP1,0.31372917
ZGPAT,0.008970758
AL121845.3,0.0002600224
AL121845.4,0.00060671906
LIME1,0.00078006735
SLC2A4RG,0.8477009
ZBTB46,0.063618176
AL121845.1,0.011614307
ZBTB46-AS1,0.00021668535
AL118506.1,0.04394348
ABHD16B,0.00039003367
TPD52L2,0.68402195
DNAJC5,0.25782096
UCKL1,0.30857146
UCKL1-AS1,0.02344542
ZNF512B,0.18657021
SAMD10,0.1096423
PRPF6,1.1715363
C20orf204,0.4796175
SOX18,0.2688235
TCEA2,0.44756016
AL355803.1,4.3337066e-05
RGS19,0.1362962
OPRL1,0.0034669645
LKAAEAR1,0.014171215
MYT1,0.0126110725
NPBWR2,4.3337066e-05
PCMTD2,0.24495025
LINC00266-1,0.0020801784
OR4F17,0.00017334826
AC092192.1,0.0
AC016588.2,0.00788734
PLPP2,0.43013486
MIER2,0.05148395
AC016588.1,0.0
THEG,8.667413e-05
C2CD4C,0.0013434493
SHC2,0.0076273186
ODF3L2,0.00017334826
MADCAM1,0.008710737
AC005775.1,0.00047670782
TPGS1,0.27762875
CDC34,0.37678987
GZMM,0.0018201568
AC009005.1,0.04871058
BSG,2.175024
HCN2,0.004030348
POLRMT,0.15272292
AC004449.1,0.0002600224
FGF22,0.0043770447
RNF126,0.3593667
AC004156.1,0.0031636043
FSTL3,0.059761386
PRSS57,0.0003033595
PALM,0.11449707
MISP,0.26358527
AC006273.1,0.011787655
LINC01836,0.059717894
PTBP1,0.98049533
PLPPR3,0.003856999
AZU1,0.0018201567
PRTN3,0.00039003362
ELANE,4.3337066e-05
CFD,0.103575595
MED16,0.18756762
R3HDM4,0.19688576
KISS1R,0.013347808
ARID3A,0.15657832
AC005379.1,0.0
WDR18,0.3341433
AC004528.1,0.00095341564
GRIN3B,0.0026868964
TMEM259,0.45610207
AC004528.2,0.00047670782
CNN2,0.30692387
ABCA7,0.024962194
ARHGAP45,0.053130865
POLR2E,0.80614215
GPX4,4.4262114
SBNO2,0.21357152
STK11,0.41349813
CBARP,0.008884088
AC004221.1,0.00021668535
ATP5F1D,2.7795537
MIDN,1.1834455
CIRBP,1.3164452
CIRBP-AS1,0.0030769296
C19orf24,0.706432
EFNA2,0.0014734606
AC005330.1,0.0001300112
MUM1,0.2439968
AC005329.2,0.0001300112
NDUFS7,1.080722
AC005329.3,0.00017334826
AC005329.1,0.0013434493
GAMT,0.12329484
DAZAP1,0.78850424
RPS15,18.102726
AC027307.3,0.01503797
APC2,0.001126764
AC027307.2,0.010314203
C19orf25,0.27234083
PCSK4,0.015861383
REEP6,0.009317454
ADAMTSL5,0.0019068304
AC027307.1,0.00052004494
PLK5,0.00060671906
MEX3D,0.17183572
MBD3,0.2176027
AC005943.1,0.0
UQCR11,1.4844472
TCF3,0.32174876
AC005256.1,0.0010400899
ONECUT3,0.0003466966
ATP8B3,0.0071072765
REXO1,0.15536655
AC012615.2,0.0022535264
AC012615.3,4.3337066e-05
KLF16,0.14162795
AC012615.4,4.3337066e-05
AC012615.1,0.074235596
AC012615.5,8.667413e-05
ABHD17A,0.39867723
SCAMP4,0.28512633
ADAT3,0.010270862
CSNK1G2,0.3444587
CSNK1G2-AS1,0.0002600224
BTBD2,0.25340217
MKNK2,0.54091656
MOB3A,0.06526491
IZUMO4,0.012654408
AP3D1,0.6460172
DOT1L,0.08203605
AC004490.1,0.00043337073
PLEKHJ1,0.6658661
SF3A2,0.18891154
AMH,0.010704232
JSRP1,0.014257891
OAZ1,5.369842
PEAK3,0.00039003367
LINGO3,0.0001300112
LSM7,1.8422894
SPPL2B,0.17473963
TMPRSS9,0.0012567751
TIMM13,1.572068
LMNB2,0.45198303
LINC01775,0.0046804054
GADD45B,0.61089987
GNG7,0.013261133
AC092068.1,0.0
DIRAS1,0.0018634937
SLC39A3,0.22241293
SGTA,0.2631535
THOP1,0.19662617
ZNF554,0.024138814
ZNF555,0.032025993
AC006130.1,0.0
ZNF556,0.052610822
ZNF57,0.03575294
AC119403.1,0.0014734606
ZNF77,0.03163598
TLE6,0.0071506132
TLE2,0.04619704
AC005944.1,0.0025135484
AES,1.5051563
GNA11,0.2345483
AC005262.2,4.3337066e-05
KF456478.1,0.0008234044
GNA15,0.0056771603
AC005264.1,0.0001300112
S1PR4,0.0002600224
NCLN,0.20334356
CELF5,0.028949115
AC010649.1,8.667413e-05
NFIC,0.80522865
SMIM24,0.047583885
AC005551.1,4.3337066e-05
DOHH,0.17816322
FZR1,0.16095695
MFSD12,0.18245345
C19orf71,0.0003466966
AC005786.3,0.00021668535
AC005786.2,0.0008234044
HMG20B,0.8712529
GIPC3,0.00078006735
TBXA2R,0.0019935044
CACTIN-AS1,0.0003033595
CACTIN,0.07813578
PIP5K1C,0.0971608
AC004637.1,0.00043337073
TJP3,0.14912485
APBA3,0.0388298
AC005954.2,0.00047670782
MRPL54,0.5650584
RAX2,0.003033593
MATK,0.0009100786
ZFR2,0.02669566
ATCAY,0.0010834269
NMRK2,0.0003466966
DAPK3,0.1718792
EEF2,4.958869
PIAS4,0.15523672
ZBTB7A,0.5110992
MAP2K2,1.1846293
CREB3L3,0.0
SIRT6,0.07458213
ANKRD24,0.00043337073
EBI3,0.0032069422
YJU2,0.092696704
SHD,0.0009100786
TMIGD2,0.00043337073
FSD1,0.024052115
STAP2,0.15857294
AC104521.1,0.0
MPND,0.104528636
AC007292.3,0.0013434493
AC007292.2,0.0065438966
SH3GL1,0.2046438
AC007292.1,0.0065005613
CHAF1A,0.100974664
AC011498.3,0.0
UBXN6,0.2873808
AC011498.2,0.0
AC011498.6,0.00095341564
AC011498.1,0.008104023
HDGFL2,0.46637422
PLIN4,0.0065438966
PLIN5,0.05720456
AC011498.4,0.013564497
LRG1,0.24096109
SEMA6B,0.0061972025
TNFAIP8L1,0.46944442
MYDGF,1.266774
AC005339.1,0.0021668524
DPP9,0.16572478
DPP9-AS1,0.001170101
MIR7-3HG,0.00052004494
AC005523.1,0.0029469184
FEM1A,0.13881062
AC005523.2,0.035319567
TICAM1,0.04801715
AC027319.1,0.0014301236
PLIN3,0.44266573
ARRDC5,0.00017334826
UHRF1,0.06322819
KDM4B,0.20061298
PTPRS,0.12164768
AC022517.1,0.0014301236
AC005790.1,0.016988155
ZNRF4,0.0
TINCR,0.009447466
SAFB2,0.5519275
SAFB,0.5970877
RPL36,17.904896
C19orf70,0.9206212
HSD11B1L,0.057117827
LONP1,0.299254
CATSPERD,0.00086674147
PRR22,0.017291507
AC011499.1,0.0
DUS3L,0.08376955
NRTN,0.02101853
FUT6,0.0014734606
FUT3,0.0035536394
AC024592.2,8.667413e-05
FUT5,0.0002600224
AC024592.3,0.0013867865
NDUFA11,1.114356
AC024592.1,4.3337066e-05
AC104532.1,0.0
VMAC,0.059284575
AC104532.2,0.029859172
CAPS,0.60080063
RANBP3,0.1440112
AC011444.1,0.0026435594
RFX2,0.052524116
AC011444.2,0.0009967528
AC011444.3,0.0
ACSBG2,0.00017334826
MLLT1,0.2178191
AC011471.2,0.006587234
ACER1,4.3337066e-05
AC011491.3,0.0
CLPP,0.48925436
ALKBH7,1.3502244
PSPN,0.018331613
GTF2F1,0.47343785
KHSRP,0.5437784
SLC25A41,0.0023835374
SLC25A23,0.34502116
CRB3,0.29946995
DENND1C,0.0066739074
AC010503.4,0.08168934
TUBB4A,0.022015288
AC010503.1,0.0001300112
AC010503.2,8.667413e-05
TNFSF9,0.007844006
CD70,0.0068472535
TNFSF14,0.038136564
C3,1.8421916
GPR108,0.26804954
TRIP10,0.18059015
AC008760.1,0.0023402006
SH2D3A,0.18297358
VAV1,0.03770305
ADGRE1,0.0020368414
AC025278.1,0.0
MBD3L2B,0.0
MBD3L5,0.0
MBD3L4,0.0
MBD3L2,0.0
MBD3L3,0.0
ZNF557,0.09833099
INSR,0.13681671
AC119396.1,8.667413e-05
AC008878.3,0.0
AC119396.2,0.00043337073
ARHGEF18,0.0040303473
PEX11G,0.029122489
TEX45,0.004463719
AC008878.1,0.0
ZNF358,0.28274292
AC008878.4,0.0001300112
MCOLN1,0.10444181
AC008878.2,0.0
PNPLA6,0.115667105
CAMSAP3,0.13837713
XAB2,0.21586904
PET100,1.0682477
AC008763.2,0.0145612685
PCP2,0.01291443
AC008763.1,0.001170101
STXBP2,0.35828373
RETN,0.0
MCEMP1,0.00017334826
AC008763.3,0.0
TRAPPC5,0.01950173
FCER2,8.667413e-05
CLEC4G,0.0
CD209,0.0001300112
CLEC4M,0.00039003367
EVI5L,0.033282764
PRR36,0.08259952
AC010336.3,0.003293616
LRRC8E,0.03102928
AC010336.1,0.021625262
MAP2K7,0.27702126
AC010336.4,0.0003033595
TGFBR3L,0.006587234
AC010336.2,0.00052004494
SNAPC2,0.16342758
CTXN1,0.65684694
TIMM44,0.47070587
ELAVL1,0.7698747
AC010336.6,0.0017334823
AC008946.1,0.00979416
CCL25,0.0073672966
FBN3,0.039869916
CERS4,0.12606886
AC022146.2,0.0001300112
CD320,0.7544447
AC010323.1,0.0003466966
NDUFA7,0.08147276
RPS28,24.413425
KANK3,0.0025568856
ANGPTL4,0.058071442
RAB11B-AS1,0.068081856
RAB11B,0.47174466
MARCH2,0.13313232
AC136469.1,0.0002600224
HNRNPM,2.7596538
PRAM1,0.0013001123
ZNF414,0.12853883
MYO1F,0.010140855
AC092316.1,4.3337066e-05
ADAMTS10,0.005417137
AC130469.1,0.0
LINC01862,0.0
ACTL9,0.0
OR2Z1,0.0
ZNF558,0.058764502
AC008734.1,0.0
MBD3L1,0.0014734606
MUC16,1.1906431
OR1M1,0.00047670782
OR7G2,0.0003466966
OR7G1,0.0
OR7G3,0.0
ZNF317,0.08199276
OR7D2,0.0009967528
OR7D4,8.667413e-05
OR7E24,4.3337066e-05
AC011451.1,0.0024702111
ZNF699,0.027042333
ZNF559,0.094213754
ZNF559-ZNF177,0.00047670782
ZNF177,0.0017768194
ZNF266,0.05733441
ZNF560,0.00801735
AC008567.2,0.0
ZNF426,0.235112
ZNF426-DT,0.013564496
ZNF121,0.31164986
ZNF561,0.15454331
ZNF562,0.2723403
AC008759.3,8.667413e-05
AC008759.2,0.00021668535
ZNF846,0.047757123
AC008752.1,0.001170101
FBXL12,0.13469328
UBL5,4.2779565
AC008752.2,0.003596976
PIN1,0.8493049
OLFM2,0.04377022
COL5A3,0.0024268744
AC008742.1,8.667413e-05
RDH8,4.3337066e-05
C19orf66,0.12138783
AC020931.1,0.0001300112
ANGPTL6,0.001126764
PPAN-P2RY11,0.0
PPAN,0.23996474
P2RY11,0.041343287
EIF3G,2.1864054
DNMT1,0.55720973
S1PR2,0.040433243
MRPL4,1.089384
AC011511.2,0.0006500562
AC011511.3,0.00069339323
ICAM1,0.17473653
AC011511.5,0.006543896
ICAM4,0.031029262
ICAM5,0.025265533
ZGLP1,0.01638143
AC011511.1,0.012177694
FDX2,0.07592569
AC011511.4,0.0
RAVER1,0.013217794
AC114271.1,0.008927423
ICAM3,0.1622572
TYK2,0.12225497
CDC37,0.90920085
PDE4A,0.042340033
KEAP1,0.2954415
S1PR5,0.00078006735
ATG4D,0.21322505
KRI1,0.27251413
CDKN2D,0.5339725
AP1M2,0.73958325
SLC44A2,0.5637977
ILF3-DT,0.57424146
ILF3,1.5748248
QTRT1,0.27039084
DNM2,0.39941353
TMED1,0.36170644
C19orf38,0.0065005594
CARM1,0.34289774
YIPF2,0.4688414
TIMM29,0.27411777
SMARCA4,1.1172594
AC011442.1,0.0
LDLR,0.54784334
SPC24,0.29535246
KANK2,0.16784836
DOCK6,0.045156922
AC011472.1,0.001126764
AC011472.4,0.0024702118
ANGPTL8,0.00086674147
TSPAN16,0.0001300112
RAB3D,0.2924503
TMEM205,1.0370818
CCDC159,0.046370324
PLPPR2,0.04446358
AC024575.1,0.0031202668
SWSAP1,0.089143224
EPOR,0.061278056
RGL3,0.13577658
CCDC151,0.02981588
PRKCSH,1.2437048
ELAVL3,0.0025568856
ZNF653,0.036446296
ECSIT,0.35624638
CNN1,0.020585148
ELOF1,0.501264
ZNF627,0.08762642
ACP5,0.10006472
AC008543.1,0.009664149
ZNF823,0.04160333
ZNF441,0.07874259
AC008543.5,0.0003466966
ZNF491,0.0032502783
ZNF440,0.15098886
AC008543.4,4.3337066e-05
ZNF439,0.14275454
ZNF69,0.023012042
ZNF700,0.03440949
AC008770.2,0.0002600224
ZNF763,0.022752035
ZNF433,0.049577244
AC008770.1,0.0013867865
ZNF878,0.0043770447
ZNF844,0.18249637
ZNF788P,0.025005536
ZNF20,0.02101854
ZNF625-ZNF20,0.0036403127
ZNF625,0.05586099
ZNF136,0.12836576
ZNF44,0.13976464
ZNF563,0.03657632
ZNF442,0.022188636
AC008758.4,0.008624061
ZNF799,0.021451905
ZNF443,0.029079128
AC008758.6,0.00017334826
AC008758.2,0.00021668535
ZNF709,0.014214554
AC008758.1,0.0
ZNF564,0.032719374
AC010422.6,0.0003466966
AC010422.1,0.00039003367
ZNF490,0.014864614
ZNF791,0.43442994
AC010422.3,0.00017334826
MAN2B1,0.026348958
WDR83,0.17339638
WDR83OS,2.6036592
DHPS,0.48028374
AC010422.2,0.009750823
GNG14,0.00017334826
FBXW9,0.18215029
AC018761.4,4.3337066e-05
TNPO2,0.30692524
AC018761.1,0.0
TRIR,2.1176946
ASNA1,0.8411484
BEST2,0.0015601345
HOOK2,0.7657083
AC018761.3,0.0
JUNB,3.8966863
PRDX2,4.3356504
AC018761.2,0.0017768194
THSD8,0.0002600224
RNASEH2A,0.020541823
RTBDN,0.0016034715
AC020934.1,0.0005200448
MAST1,0.02600225
DNASE2,0.46312046
AC020934.2,0.0002600224
KLF1,0.0013001123
GCDH,0.24261028
SYCE2,0.016814802
FARSA,0.43321747
FARSA-AS1,0.00017334826
CALR,6.3850102
AC092069.1,0.0858499
RAD23A,1.5767816
GADD45GIP1,2.2764568
DAND5,0.0055038105
NFIX,0.66638255
AC138474.1,0.00069339323
AC007787.1,0.0001300112
LYL1,0.0057638334
TRMT1,0.1844468
NACC1,0.45350155
AC005546.1,0.0016468085
AC011446.1,0.0016468085
STX10,0.44834134
IER2,5.9941683
AC011446.2,0.015254652
CACNA1A,0.15328538
CCDC130,0.22796035
MRI1,0.12476855
AC008686.1,0.0036403127
C19orf53,3.2812638
ZSWIM4,0.10184161
AC020916.2,0.0022101894
AC020916.1,1.24699
NANOS3,0.009057435
C19orf57,0.023228742
CC2D1A,0.270087
PODNL1,0.023315415
DCAF15,0.22865331
RFX1,0.23888235
AC022098.4,0.007930676
RLN3,0.0
AC022098.2,4.3337066e-05
IL27RA,0.062578194
PALM3,0.12689249
MISP3,0.1111599
C19orf67,0.0006500562
SAMD1,0.4068657
PRKACA,0.262416
AC022098.3,0.0013434493
ASF1B,0.26094028
AC022098.1,0.01789824
ADGRL1,0.15536563
AC011509.2,0.0021235154
AC011509.1,0.0
LINC01841,0.0
LINC01842,0.0049837655
ADGRE5,0.2395306
AC008569.1,0.00021668535
DDX39A,1.450564
PKN1,0.86463535
PTGER1,0.026782315
GIPC1,1.1464921
DNAJB1,1.2090579
TECR,1.3244253
NDUFB7,4.024928
CLEC17A,0.0
ADGRE3,0.00017334826
ZNF333,0.04234007
ADGRE2,0.0029035811
OR7C1,0.00047670782
OR7A5,0.0
OR7A10,0.0001300112
OR7A17,0.0017768194
OR7C2,0.0
SLC1A6,0.0013001121
CCDC105,0.0
CASP14,0.00034669653
OR1I1,0.00069339323
SYDE1,0.01629475
ILVBL,0.5682611
AC003956.1,0.001126764
NOTCH3,0.26913264
AC004257.1,0.0014301236
EPHX3,0.035579555
BRD4,1.387585
AC005776.2,0.001170101
AKAP8,0.27385828
AKAP8L,0.6553788
WIZ,0.19905254
RASAL3,0.0006500562
PGLYRP2,0.0001300112
CYP4F22,0.0
AC093072.1,0.0
CYP4F8,0.0003466966
CYP4F3,0.02639227
CYP4F12,0.0033802898
AC004597.1,0.00017334826
OR10H5,0.00017334826
OR10H1,0.0012134381
LINC01764,0.0041170223
UCA1,0.16069482
CYP4F2,0.0003466966
CYP4F11,0.020238454
OR10H4,0.0
LINC01855,0.0
TPM4,5.290165
AC008894.1,8.667413e-05
RAB8A,0.8903576
AC008894.2,0.0015601345
HSH2D,0.053434238
CIB3,0.00039003367
FAM32A,0.84183455
AC020911.1,0.0028602444
AP1M1,0.15319915
AC020911.2,0.003163604
KLF2,0.09287079
AC020917.3,0.0028602444
EPS15L1,0.16351442
AC020917.2,0.0003033595
CALR3,0.0010400899
AC008764.1,0.0
C19orf44,0.04814709
CHERP,0.33982036
AC008764.6,0.029729178
SLC35E1,0.51733774
AC008764.3,0.0018634934
AC008764.5,0.0
AC008764.8,0.058547888
MED26,0.09820107
AC008764.4,0.0
AC008764.2,0.00039003367
AC024075.3,0.0002600224
SMIM7,0.9313964
TMEM38A,0.08619636
NWD1,0.005027102
SIN3B,0.23329204
F2RL3,0.013044447
CPAMD8,0.03254602
AC020908.2,0.0
HAUS8,0.10912273
AC020908.1,4.3337066e-05
MYO9B,0.25747558
AC020908.3,0.0001300112
AC020913.1,0.000563382
AC020913.2,4.3337066e-05
USE1,0.46151695
OCEL1,0.14193074
NR2F6,2.1000848
USHBP1,0.007367298
BABAM1,0.7994231
ANKLE1,0.014604593
ABHD8,0.13005598
MRPL34,0.982054
DDA1,0.56275946
ANO8,0.04186335
GTPBP3,0.16130368
PLVAP,0.00996751
CCDC194,0.016208077
BST2,5.7792444
BISPR,0.072718814
MVB12A,0.46173534
AC010319.4,0.0046804054
AC010319.3,0.000606719
TMEM221,0.010530885
AC010319.5,0.0
NXNL1,0.0001300112
SLC27A1,0.0734122
AC010618.3,0.07219875
PGLS,1.5026524
AC010618.2,0.00021668535
FAM129C,0.0015601345
COLGALT1,0.16923508
UNC13A,0.012004346
AC008761.2,0.0
MAP1S,0.2838699
AC008761.1,0.0001300112
FCHO1,0.20000634
B3GNT3,0.083466515
INSL3,0.0030769296
JAK3,0.026608966
RPL18A,37.787495
SLC5A5,0.0032069418
CCDC124,0.8492553
KCNN1,0.005763831
ARRDC2,0.05386754
IL12RB1,0.0013434493
MAST3,0.03423615
AC007192.2,4.3337066e-05
PIK3R2,0.019198362
AC007192.1,0.0
IFI30,0.019068332
MPV17L2,0.10782227
RAB3A,0.030899284
AC005759.1,0.003206941
AC008397.2,0.0009100786
PDE4C,8.667413e-05
AC008397.1,0.047410607
IQCN,0.024875524
JUND,5.2471533
LSM4,3.4523041
PGPEP1,0.12325151
GDF15,0.10062861
LRRC25,0.00078006735
SSBP4,0.52388406
ISYNA1,0.9014491
AC010335.1,0.0003033595
ELL,0.11605721
AC005387.1,0.0
FKBP8,1.3198532
AC005387.2,4.3337066e-05
KXD1,0.47122845
AC005253.1,0.021408575
AC005253.2,0.00021668535
UBA52,13.789477
CRLF1,0.010530887
REX1BD,0.8947962
TMEM59L,0.0023835374
KLHL26,0.047800392
CRTC1,0.10938286
COMP,0.015688032
UPF1,0.50329876
CERS1,0.010314202
AC005197.1,0.0012567751
COPE,2.5572755
AC002985.1,0.0
DDX49,0.5004394
HOMER3,0.33886424
HOMER3-AS1,0.00039003367
SUGP2,0.6784767
ARMC6,0.20811126
SLC25A42,0.061147984
TMEM161A,0.18644074
BORCS8-MEF2B,0.00021668535
MEF2B,0.000563382
BORCS8,0.29704446
RFXANK,0.9122887
NR2C2AP,0.2319908
NCAN,8.667413e-05
HAPLN4,0.0020801786
TM6SF2,0.00060671906
SUGP1,0.16680822
MAU2,0.20091683
GATAD2A,0.43360823
AC092067.1,0.0
TSSK6,0.0014734606
NDUFA13,0.92840683
AC011448.1,0.0007367303
YJEFN3,0.08567633
CILP2,0.01607807
PBX4,0.035319548
AC002306.1,0.0016468085
LPAR2,0.12931928
GMIP,0.05057392
ATP13A1,0.22436433
ZNF101,0.07904584
ZNF14,0.06266475
LINC00663,0.022882046
AC011477.4,4.3337066e-05
ZNF506,0.1818904
ZNF253,0.11415022
AC011477.3,0.0003466966
ZNF93,0.1520289
ZNF682,0.090530105
ZNF90,0.07939262
AC011447.3,0.12368552
ZNF486,0.07267558
AC008554.1,0.0014734606
ZNF737,0.080475986
AC010636.2,0.0006500562
AC010636.1,0.0003466966
ZNF626,0.20988761
AC010329.1,0.0026435591
ZNF66,0.03843978
ZNF85,0.08866657
AC008739.1,4.3337066e-05
ZNF430,0.20906438
ZNF714,0.3479205
ZNF431,0.31316617
ZNF708,0.1395909
ZNF738,0.16836806
ZNF493,0.2553507
LINC00664,0.020758508
ZNF429,0.10678245
AC123912.1,0.0042903703
AC123912.4,0.00017334826
AC123912.2,0.00021668535
ZNF100,0.09625077
AC092364.1,0.0008234044
ZNF43,0.25734374
ZNF208,0.11141976
AC003973.2,0.0002600224
ZNF257,0.07033541
ZNF676,0.030552585
AC073539.1,0.0
ZNF729,0.0040303473
ZNF98,0.037183087
AC025811.1,0.00060671906
LINC01233,0.0041603595
LINC01785,4.3337066e-05
ZNF492,0.052220784
AC024563.1,0.00060671906
ZNF99,0.017681539
ZNF723,0.0027302338
ZNF728,0.010357539
LINC01859,0.0
LINC01858,0.0001300112
AC074135.2,0.0
AC074135.1,0.0032069418
ZNF730,0.02708567
ZNF724,0.056337718
AC092329.3,0.0037269876
AC092329.1,0.0017334823
ZNF91,0.51426196
AC010300.1,0.001170101
LINC01224,0.07310901
ZNF675,0.16026366
ZNF681,0.0733688
AC139769.2,0.0003033595
ZNF726,0.07744255
AC011503.1,0.00047670782
ZNF254,0.15085952
AC092279.1,0.1105964
AC073534.2,0.0021668524
ERVK-28,0.00017334826
LINC00662,0.22085257
AC006504.1,0.015298
AC006504.5,0.109642796
AC006504.2,0.0
AC010511.1,0.0
AC020905.1,0.0001300112
AC005580.1,0.0
AC093074.1,0.0
AC005307.1,0.0009100786
AC005381.1,0.0001300112
AC005394.1,0.00021668535
AC005616.1,0.0006933932
AC079466.2,0.0
AC079466.1,0.0001300112
AC008991.1,0.0
AC008991.2,0.0
AC011524.1,0.00047670782
AC011524.2,0.0
LINC00906,4.3337066e-05
LINC01532,0.013564493
UQCRFS1,3.1592612
AC007786.1,0.00368365
AC007786.2,0.00043337073
AC007786.3,0.0002600224
AC011474.2,0.0
VSTM2B,0.00039003367
POP4,0.5276568
PLEKHF1,0.12641492
C19orf12,0.24100618
CCNE1,0.22856551
URI1,1.3891938
AC008507.2,0.00047670782
AC005597.1,0.0
ZNF536,0.00095341564
AC011478.1,0.0
LINC01834,0.0
AC020912.1,0.00095341564
LINC01791,0.0
TSHZ3,0.019198343
AC025809.1,4.3337066e-05
AC008992.1,0.0
