,Dendritic.cell
ACLY,0.37456408
AC125257.2,0.0
TTC25,0.0037033514
CNP,1.1474937
DNAJC7,2.6905222
NKIRAS2,0.40657097
ZNF385C,0.21690989
C17orf113,0.052111395
DHX58,0.23463328
KAT2A,0.106868096
AC099811.2,0.0
HSPB9,0.0029097756
RAB5C,1.1578093
AC099811.3,0.00079357525
KCNH4,0.0
HCRT,0.0037033514
GHDC,0.17167693
STAT5B,0.19204496
AC099811.4,0.003174301
STAT5A,0.25949776
STAT3,1.375523
CAVIN1,0.0010581003
ATP6V0A1,0.39731327
NAGLU,0.18516754
HSD17B1,0.024071796
AC067852.2,0.06427946
COASY,0.27854306
MLX,0.44968802
PSMC3IP,0.06745376
RETREG3,0.30605337
TUBG1,0.3608091
TUBG2,0.047349982
PLEKHH3,0.10316466
CCR10,0.081473626
AC100793.2,0.1600379
CNTNAP1,0.052111417
AC100793.3,0.00026452506
EZH1,0.3094918
AC100793.4,0.0013226253
RAMP2-AS1,0.010845526
RAMP2,0.023013694
VPS25,0.41106775
WNK4,0.00026452506
COA3,0.26769772
CNTD1,0.00899385
BECN1,0.4610623
PSME3,0.2946787
AOC2,0.0015871504
AOC3,0.0
LINC00671,0.0
G6PC,0.0
PTGES3L-AARSD1,0.00079357525
AARSD1,0.1285594
PTGES3L,0.05793091
RUNDC1,0.28277558
RPL27,14.699681
IFI35,1.3538276
VAT1,0.039678797
RND2,0.0018516753
BRCA1,0.05131783
AC060780.1,0.21558727
NBR1,0.4658237
TMEM106A,0.36742213
LINC00854,0.0060840766
LINC00910,0.024071798
ARL4D,0.017194135
MIR2117HG,0.0
DHX8,0.28436235
ETV4,0.00026452506
AC068675.1,0.0
MEOX1,0.00079357525
AC004149.1,0.0
SOST,0.00026452506
DUSP3,0.505502
CFAP97D1,0.0015871504
AC003098.1,0.0
MPP3,0.0092583755
CD300LG,0.0010581003
MPP2,0.0005290501
AC007993.3,0.0010581003
FAM215A,0.0
AC007993.2,0.0
LINC01976,0.0021162003
PPY,0.005819551
PYY,0.0
NAGS,0.017723186
TMEM101,0.20632906
LSM12,0.56634176
G6PC3,0.24997471
HDAC5,0.2938851
AC023855.1,0.0010581003
C17orf53,0.005819551
ASB16,0.0039678765
ASB16-AS1,0.123268835
TMUB2,0.3848802
ATXN7L3,0.1706188
AC004596.1,0.0
UBTF,0.8874704
AC003102.1,0.066395655
SLC4A1,0.0013226253
AC003043.2,0.0005290501
RUNDC3A-AS1,0.0015871504
RUNDC3A,0.0013226253
SLC25A39,0.42111948
AC003043.1,0.0
GRN,6.6618457
FAM171A2,0.016136035
ITGA2B,0.00079357525
GPATCH8,0.54332805
FZD2,0.091525555
LINC01180,0.0
MEIOC,0.0013226253
CCDC43,0.21929058
AC091152.2,0.0015871504
DBF4B,0.11427492
ADAM11,0.007142176
AC005180.2,0.0
AC005180.1,0.0
GJC1,0.0005290501
HIGD1B,0.0015871504
EFTUD2,0.3523442
CCDC103,0.00026452506
GFAP,0.00026452506
KIF18B,0.004232402
AC015936.1,0.00079357525
C1QL1,0.0
AC015936.2,0.0
DCAKD,0.06189875
NMT1,1.5276366
PLCD3,0.0026452506
ACBD4,0.016929612
AC142472.1,0.088351235
HEXIM1,0.2285488
AC138150.1,0.09522897
HEXIM2,0.046027362
AC138150.2,0.00026452506
AC008105.3,0.39361033
FMNL1,1.2247345
AC008105.1,0.0097874245
MAP3K14-AS1,0.010581001
SPATA32,0.0029097756
MAP3K14,0.36186716
AC003070.2,0.00026452506
ARHGAP27,0.7999136
AC003070.1,0.0018516753
PLEKHM1,0.2671688
AC091132.2,0.0005290501
AC091132.1,0.010581001
AC091132.5,0.014813408
LINC02210-CRHR1,0.0023807255
AC217774.1,0.0
CRHR1,0.0
MAPT-AS1,0.0
MAPT,0.004496927
CR936218.2,0.0
STH,0.0
KANSL1,1.0424782
CR936218.1,0.005025977
KANSL1-AS1,0.118771896
ARL17B,0.1491925
LRRC37A,0.017458664
LRRC37A2,0.1208881
ARL17A,0.30869836
FAM215B,0.32986015
NSF,0.37985462
WNT3,0.00079357525
WNT9B,0.0
LINC01974,0.00026452506
AC005670.1,0.00026452506
GOSR2,0.34282145
AC005670.2,0.016400563
RPRML,0.0
CDC27,0.29520798
AC002558.2,0.0005290501
MYL4,0.0042324015
ITGB3,0.0
AC068234.1,0.0
AC068234.3,0.0
AC068234.2,0.00026452506
EFCAB13,0.017458664
AC040934.1,0.0018516753
NPEPPS,0.54650295
AC025682.1,0.00899385
KPNB1,1.0665507
AC015674.1,0.0013226253
TBKBP1,0.023013698
TBX21,0.0039678765
OSBPL7,0.070892535
MRPL10,0.15157321
LRRC46,0.0029097756
SCRN2,0.09734517
SP6,0.0
AC018521.3,0.0
AC018521.7,0.0026452506
SP2,0.1063391
SP2-AS1,0.011639102
AC018521.6,0.0
PNPO,0.1457537
AC018521.2,0.0021162003
PRR15L,0.0
CDK5RAP3,0.36557004
AC018521.4,0.00026452506
COPZ2,0.0037033514
NFE2L1,0.18781264
AC004477.2,0.0
AC004477.3,0.0013226253
CBX1,0.32377622
SNX11,0.09708065
SKAP1,0.03200756
SKAP1-AS1,0.0010581003
AC090627.1,0.0005290501
AC036222.1,0.0
HOXB1,0.0
HOXB2,0.2909757
HOXB-AS1,0.2827753
HOXB3,0.043382123
HOXB-AS3,0.0005290501
HOXB-AS2,0.0
HOXB4,0.1579218
HOXB5,0.0
HOXB6,0.0005290501
HOXB7,0.0066131265
HOXB8,0.00026452506
HOXB9,0.0
HOXB-AS4,0.0
AC103702.2,0.0015871504
LINC02086,0.0
PRAC1,0.0
PRAC2,0.0
HOXB13,0.0
AC091179.1,0.0
TTLL6,0.0
CALCOCO2,0.48434052
ATP5MC1,1.2054234
UBE2Z,0.38435137
SNF8,0.9607414
AC091133.1,0.0005290501
GIP,0.0
AC091133.2,0.0
IGF2BP1,0.0
AC091133.3,0.0
B4GALNT2,0.0005290501
GNGT2,0.033065658
ABI3,0.0976097
PHOSPHO1,0.0
ZNF652,0.8734499
AC091180.2,0.0026452506
AC091180.5,0.0
AC091180.4,0.00026452506
PHB,2.1924253
AC091180.3,0.0010581003
NGFR,0.011110051
AC006487.1,0.0
AC006487.2,0.0
NXPH3,0.007935751
SPOP,0.74542236
SLC35B1,0.42746806
AC015795.1,0.00026452506
FAM117A,0.2446845
KAT7,0.27007854
AC027801.4,0.0
TAC4,0.00026452506
FLJ45513,0.007406701
AC027801.1,0.0
AC027801.3,0.0
DLX4,0.0092583755
DLX3,0.0010581003
AC009720.2,0.0
AC009720.1,0.0
ITGA3,0.0071421773
AC002401.4,0.0
PDK2,0.24653617
AC002401.3,0.0
AC002401.2,0.0
SAMD14,0.003174301
PPP1R9B,0.46926257
AC002401.1,0.0
AC015909.2,0.00026452506
AC015909.3,0.0
SGCA,0.0
COL1A1,0.006348602
AC015909.1,0.0
AC015909.4,0.0
LINC01969,0.0
TMEM92,0.0018516753
TMEM92-AS1,0.0
XYLT2,0.02751063
MRPL27,0.4853981
EME1,0.004761452
LRRC59,0.47561088
AC004707.1,0.00026452506
ACSF2,0.088880286
CHAD,0.0018516753
AC021491.4,0.0010581003
RSAD1,0.12432695
AC021491.1,0.0
MYCBPAP,0.013755307
EPN3,0.0005290501
SPATA20,0.058724485
CACNA1G-AS1,0.0
CACNA1G,0.00026452506
AC004590.1,0.0
ABCC3,0.008200277
ANKRD40,0.18675463
AC005921.2,0.14257929
LUC7L3,2.5445123
LINC00483,0.0021162003
WFIKKN2,0.0
AC091062.1,0.0
TOB1,0.2600268
AC005920.4,0.0
AC005920.1,0.0
AC005920.3,0.0
SPAG9,0.54015446
AC005920.2,0.0
NME1,0.3727123
NME1-NME2,0.00026452506
NME2,0.13940503
MBTD1,0.19045778
UTP18,0.37932542
LINC02071,0.0
AC005823.2,0.0
AC005823.1,0.0
LINC02072,0.0
LINC02073,0.0
CA10,0.0
LINC01982,0.0
LINC02089,0.0
C17orf112,0.0
KIF2B,0.0
TOM1L1,0.008729325
COX11,0.24151014
AC007485.1,0.0
STXBP4,0.04444022
HLF,0.0015871505
AC007638.2,0.00026452506
AC007638.1,0.00079357525
MMD,0.07988641
SMIM36,0.0
TMEM100,0.0
PCTP,0.020103915
AC090618.1,0.0
ANKFN1,0.00079357525
NOG,0.0005290501
C17orf67,0.09179009
DGKE,0.23648442
TRIM25,0.49227634
AC015912.1,0.00026452506
AC015912.3,0.0097874245
COIL,0.2441553
AC004584.1,0.0
SCPEP1,0.36318997
AC007114.1,0.032536615
AKAP1,0.119565405
AC007114.2,0.02698158
MSI2,0.3023502
AC007431.2,0.0
AC007431.1,0.00026452506
CCDC182,0.0
AC015845.2,0.0
MRPS23,0.47164288
CUEDC1,0.38250038
AC015845.1,0.0
AC015813.4,0.00026452506
VEZF1,0.55787766
AC015813.2,0.007142176
AC015813.1,0.054492112
SRSF1,0.6882859
AC015813.3,0.0005290501
DYNLL2,0.1417856
OR4D1,0.00079357525
OR4D2,0.0
EPX,0.0
AC005962.1,0.0018516753
MKS1,0.03914975
LPO,0.00079357525
MPO,0.00026452506
TSPOAP1,0.03385924
TSPOAP1-AS1,0.16056715
AC004687.1,1.7220658
SUPT4H1,0.972381
RNF43,0.021426545
HSF5,0.0018516753
MTMR4,0.21770343
SEPT4-AS1,0.0013226253
SEPT4,0.0029097756
C17orf47,0.0
TEX14,0.0068776505
AC011195.2,0.00079357525
RAD51C,0.15474759
AC025521.1,0.0
PPM1E,0.0005290501
TRIM37,0.09126103
AC099850.1,0.0026452506
SKA2,0.23595527
PRR11,0.03676902
AC099850.2,0.0
AC099850.3,0.0
SMG8,0.026452526
GDPD1,0.019574866
YPEL2,0.10633903
AC091059.1,0.00026452506
LINC01476,0.0
DHX40,0.23833585
AC091271.1,0.09205463
CLTC,1.3543575
PTRH2,0.24627143
VMP1,0.8768908
TUBD1,0.14945701
RPS6KB1,0.24865234
AC005702.1,0.0
RNFT1,0.2618782
RNFT1-DT,0.0063486015
HEATR6,0.107661754
AC025048.4,0.005555027
AC025048.1,0.0
CA4,0.0
USP32,0.25870404
C17orf64,0.003174301
APPBP2,0.22167116
AC011921.1,0.0015871504
LINC01999,0.0
PPM1D,0.08835124
BCAS3,0.0724797
AC005884.1,0.0
AC005884.2,0.0
AC005856.1,0.00026452506
AC005746.3,0.0
AC005746.2,0.00026452506
TBX2-AS1,0.0
TBX2,0.0026452509
C17orf82,0.00026452506
TBX4,0.0
AC005901.1,0.0
NACA2,0.0092583755
BRIP1,0.023542743
INTS2,0.09337725
MED13,0.64437574
EFCAB3,0.0
METTL2A,0.12750126
TLK2,0.37720934
AC080038.2,0.005025977
AC080038.1,0.00079357525
MRC2,0.019045811
AC005821.1,0.0
MARCH10,0.00026452506
AC068512.1,0.00026452506
AC005972.4,0.0
AC005972.1,0.0
TANC2,0.07777018
AC006270.1,0.0
AC015923.1,0.0
AC005828.2,0.0
AC005828.1,0.0
AC005828.3,0.00026452506
AC005828.4,0.0
CYB561,0.011639102
AC005828.5,0.0
ACE,0.003174301
AC113554.1,0.0
KCNH6,0.00026452506
DCAF7,0.7292867
TACO1,0.12776582
MAP3K3,0.13728873
STRADA,0.2248453
LIMD2,1.2591225
AC046185.1,0.0
CCDC47,0.7655254
DDX42,0.5885619
FTSJ3,0.28674337
PSMC5,0.9036047
SMARCD2,0.34017625
CSH2,0.0
GH2,0.0
CSH1,0.0
GH1,0.0
CD79B,0.046291877
SCN4A,0.0
PRR29-AS1,0.005555027
PRR29,0.0005290501
ICAM2,0.12432695
ERN1,1.9130702
SNHG25,0.09284827
TEX2,0.6216263
PECAM1,0.97687787
MILR1,0.52243173
POLG2,0.11586209
DDX5,12.222912
CEP95,0.3248344
SMURF2,0.22907774
LRRC37A3,0.03253661
AC103810.2,0.003174301
AC103810.5,0.004496927
AC037487.1,0.0029097756
GNA13,0.4078935
AC037487.2,0.017987715
RGS9,0.018781288
AXIN2,0.0015871504
AC004805.1,0.0
CEP112,0.06322137
APOH,0.0
PRKCA,0.45048204
PRKCA-AS1,0.0005290501
CACNG5,0.0
CACNG4,0.0
AC005544.1,0.0
AC005544.2,0.0
CACNG1,0.0
HELZ,0.49783012
AC007448.2,0.0
AC007448.3,0.0021162003
PSMD12,0.46212015
PITPNC1,0.03623997
NOL11,0.3190147
BPTF,1.9381992
AC134407.1,0.0018516753
C17orf58,0.015342456
KPNA2,0.58036244
AC145343.1,0.0005290501
AC005332.7,0.082267106
AC005332.4,0.01825224
AC005332.6,0.007406701
AC005332.8,0.021162018
AC005332.3,0.01005195
AC005332.5,0.18543209
AC005332.1,0.07671206
AMZ2,0.36186743
ARSG,0.058989037
SLC16A6,0.011110053
WIPI1,0.119565345
PRKAR1A,1.2001333
FAM20A,0.009787426
AC079210.1,0.0
LINC01482,0.0
AC011591.1,0.00026452506
ABCA8,0.0
ABCA9-AS1,0.004232402
ABCA9,0.013755307
ABCA6,0.19918738
ABCA10,0.01401983
ABCA5,0.17035437
MAP2K6,1.1459073
AC002546.1,0.0
LINC01483,0.003438826
LINC01497,0.0
AC005208.1,0.0
LINC01028,0.0
KCNJ16,0.0
KCNJ2-AS1,0.0039678765
KCNJ2,0.015342454
AC011990.1,0.0
AC007423.1,0.0
CASC17,0.0
AC005144.1,0.0
ROCR,0.0
LINC01152,0.0005290501
LINC02097,0.0
SOX9,0.00026452506
LINC00511,0.0026452506
LINC02003,0.0
AC007639.1,0.0
AC080037.1,0.00026452506
SLC39A11,0.10977793
AC011120.1,0.0005290501
SSTR2,0.030684918
COG1,0.085970476
AC097641.2,0.0013226253
FAM104A,0.21505834
C17orf80,0.13966948
CPSF4L,0.0
CDC42EP4,0.0052905018
SDK2,0.16374123
AC124804.1,0.0018516753
AC125421.1,0.0
LINC00469,0.0
LINC02092,0.0
AC125421.2,0.0
AC137735.1,0.0
RPL38,12.785305
AC100786.1,0.024600849
TTYH2,0.25394285
AC100786.2,0.0
DNAI2,0.00026452506
AC103809.1,0.0
KIF19,0.00026452506
BTBD17,0.00026452506
GPR142,0.0
GPRC5C,0.17485118
CD300A,0.82266176
CD300LB,0.1941612
CD300C,0.035710912
CD300LD,0.0
C17orf77,0.00026452506
AC064805.1,0.003967876
CD300E,0.014284355
RAB37,0.0068776514
AC064805.2,0.0
CD300LF,0.049995214
AC016888.1,0.0
SLC9A3R1,0.3491702
NAT9,0.18516746
TMEM104,0.063221365
GRIN2C,0.013226256
FDXR,0.01772319
FADS6,0.0
USH1G,0.0
OTOP2,0.0
OTOP3,0.0
HID1,0.021955593
HID1-AS1,0.0
CDR2L,0.0015871504
MRPL58,0.22114205
KCTD2,0.05131783
ATP5PD,1.4501219
SLC16A5,0.007142176
ARMC7,0.058989003
NT5C,0.7025694
JPT1,0.7724042
SUMO2,4.498809
NUP85,0.15712832
GGA3,0.32430536
MRPS7,0.7454228
MIF4GD,1.1260675
AC022211.2,0.021426542
SLC25A19,0.3028792
GRB2,2.277595
AC011933.4,0.0010581003
AC011933.3,0.0
TMEM94,0.0740668
CASKIN2,0.00793575
TSEN54,0.3086988
LLGL2,0.2269618
MYO15B,0.21770343
RECQL5,0.55549717
SMIM5,1.8307852
SMIM6,0.3086987
SAP30BP,0.83509445
AC087749.2,0.00079357525
AC087749.1,0.0015871504
ITGB4,0.022484647
GALK1,0.43117172
H3F3B,12.635605
UNK,0.17352858
AC087289.1,0.00079357525
UNC13D,0.14866352
WBP2,0.39360943
TRIM47,0.025394427
AC087289.5,0.0010581003
TRIM65,0.073802315
AC087289.2,0.0013226253
MRPL38,0.015606987
AC087289.3,0.00026452506
FBF1,0.03385924
ACOX1,0.19865802
AC087289.4,0.0
TEN1,0.23886502
CDK3,0.023542749
EVPL,0.0010581003
SRP68,0.303937
ZACN,0.0018516753
GALR2,0.0076712267
EXOC7,0.41979685
FOXJ1,0.00079357525
RNF157-AS1,0.0
RNF157,0.006613127
UBALD2,0.6538995
QRICH2,0.003174301
PRPSAP1,0.25764588
SPHK1,0.23516218
UBE2O,0.14575356
AANAT,0.0013226253
RHBDF2,0.64146554
CYGB,0.003174301
PRCD,0.0005290501
AC015802.4,0.0021162003
AC015802.6,0.019045815
ST6GALNAC2,0.0
AC015802.1,0.00026452506
ST6GALNAC1,0.0
AC005837.1,0.018252235
MXRA7,0.22934245
AC005837.3,0.0
JMJD6,0.28198212
METTL23,0.6025809
AC005837.2,0.0
SRSF2,1.8114775
MFSD11,0.19654173
LINC02080,0.0023807255
LINC00868,0.0
MGAT5B,0.0
AC016168.1,0.0
SEC14L1,0.44307503
AC068594.1,0.0
AC068594.2,0.0
SEPT9,1.7744461
AC111182.1,0.016929613
AC111170.1,0.0013226253
AC021683.3,0.0
AC021683.2,0.0005290501
AC021683.1,0.0
LINC01987,0.0
LINC01973,0.00079357525
TNRC6C,0.22722629
TMC6,0.28780165
TMC8,0.34044078
C17orf99,0.019045813
SYNGR2,1.9614711
TK1,0.020103915
AFMID,0.041265935
BIRC5,0.011374577
TMEM235,0.0
AC087645.4,0.0
LINC01993,0.008729325
AC087645.2,0.024336323
SOCS3,1.812529
AC061992.1,0.0097874245
PGS1,0.15633468
DNAH17,0.0060840766
LINC02081,0.0026452506
CYTH1,0.88667613
USP36,0.54703224
TIMP2,0.32298297
AC022966.1,0.0005290501
CEP295NL,0.013755307
AC100788.1,0.0021162003
LGALS3BP,0.07803485
CANT1,0.16665106
C1QTNF1-AS1,0.0
C1QTNF1,0.0005290501
ENGASE,0.06692469
RBFOX3,0.003174301
AC021534.1,0.0
LINC02078,0.00079357525
ENPP7,0.00026452506
CBX2,0.004761452
CBX8,0.040736895
AC100791.2,0.0
LINC01977,0.00026452506
CBX4,0.5525875
AC100791.1,0.0
LINC01979,0.0
LINC01978,0.0
TBC1D16,0.024071798
AC100791.3,0.00026452506
AC116025.1,0.0
CCDC40,0.0018516753
GAA,0.13199815
EIF4A3,1.6006432
AC087741.2,0.0005290501
CARD14,0.00026452506
AC087741.1,0.013226256
SGSH,0.025658954
SLC26A11,0.005025977
RNF213,4.2112703
AC124319.3,0.0018516753
AC124319.2,0.088351265
ENDOV,0.30155635
AC120024.1,0.0018516753
NPTX1,0.0005290501
RPTOR,0.11189419
AC016245.1,0.0037033514
AC127496.3,0.0
AC127496.4,0.0
AC127496.1,0.0060840775
CHMP6,0.15051511
AC127496.6,0.0
AC127496.5,0.007406701
AC127496.2,0.0
BAIAP2-DT,0.22749045
BAIAP2,0.4324944
AATK,0.0018516754
AC115099.1,0.0
PVALEF,0.0
CEP131,0.055021156
AC027601.2,0.0
TEPSIN,0.13279179
AC027601.1,0.0026452506
NDUFAF8,0.75097686
SLC38A10,0.43222967
AC027601.4,0.0015871504
LINC00482,0.0
TMEM105,0.0
AC027601.3,0.0
AC110285.6,0.0005290501
AC110285.3,0.0
AC110285.1,0.0010581003
AC110285.5,0.0029097756
AC110285.2,0.0095229
BAHCC1,0.1084553
AC110285.4,0.0
LINC01971,0.0018516753
ACTG1,12.080661
AC139149.1,0.0
FSCN2,0.0015871504
FAAP100,0.08306067
NPLOC4,0.33276984
TSPAN10,0.0063486015
PDE6G,0.0060840766
OXLD1,0.36662838
CCDC137,0.36160275
ARL16,0.31081447
HGS,0.21400018
AC139530.3,0.0037033514
AC139530.1,0.05634377
MRPL12,0.32959583
SLC25A10,0.008729325
GCGR,0.00079357525
MCRIP1,0.29150474
PPP1R27,0.00026452506
P4HB,2.47495
AC145207.3,0.0005290501
ARHGDIA,1.357532
AC145207.2,0.007671226
AC145207.5,0.031213988
AC145207.6,0.0010581003
ALYREF,0.413184
ANAPC11,1.4183748
NPB,0.0005290501
PCYT2,0.12194627
SIRT7,0.5811549
MAFG,0.26134944
AC145207.8,0.00026452506
MAFG-DT,0.0015871504
PYCR1,0.011374577
AC145207.4,0.0005290501
MYADML2,0.0
AC145207.1,0.0
NOTUM,0.0
AC145207.7,0.00026452506
ASPSCR1,0.2428329
CENPX,0.31848598
LRRC45,0.06771827
RAC3,0.0074067013
DCXR,0.54756093
AC137723.1,0.003174301
RFNG,0.09628704
GPS1,0.31398878
DUS1L,0.62162673
FASN,0.10316477
CCDC57,0.7295511
AC129510.1,0.0
AC129510.2,0.0010581003
AC132872.2,0.0060840766
SLC16A3,0.42402998
CSNK1D,0.617659
AC132872.3,0.0039678765
LINC01970,0.081738114
AC132872.1,0.033065666
CD7,0.23331073
SECTM1,0.19574825
TEX19,0.0
UTS2R,0.0
AC132938.1,0.0010581003
OGFOD3,0.18596096
HEXDC,0.18278675
CYBC1,1.0178775
AC132938.3,0.0015871504
NARF,0.5740124
NARF-AS1,0.0042324015
FOXK2,0.2023613
AC124283.2,0.00026452506
AC124283.1,0.03756259
WDR45B,0.33012494
RAB40B,0.19389667
AC024361.2,0.0052905018
FN3KRP,0.29891148
AC024361.3,0.0
FN3K,0.095757954
TBCD,0.11586208
AC068014.1,0.0
ZNF750,0.00026452506
AC087222.1,0.0055550267
B3GNTL1,0.042324033
AC130371.1,0.0
METRNL,0.5618488
AC130371.2,0.00026452506
AC144831.1,0.004496927
AC139099.2,0.0005290501
AC139099.3,0.00026452506
AC139099.1,0.0
LINC02564,0.0
AP005530.1,0.0
TUBB8P12,0.0
AP001005.3,0.0
USP14,0.7036282
THOC1,0.21373554
AP000845.1,0.007935751
AP000915.1,0.0
COLEC12,0.012697204
LINC01925,0.0
CLUL1,0.0
AP001178.3,0.0
TYMS,0.024600847
ENOSF1,0.21082579
AP001178.2,0.0005290501
YES1,0.074860424
AP001020.3,0.0039678765
AP001020.1,0.0005290501
AP000894.4,0.0018516753
AP000894.3,0.0
ADCYAP1,0.0
LINC01904,0.0
AP005328.2,0.0005290501
AP005328.1,0.00026452506
LINC00470,0.0026452506
AC008109.1,0.00026452506
AC019183.1,0.0
AP005057.1,0.0
AP005230.1,0.0
METTL4,0.15659924
NDC80,0.03623997
SMCHD1,1.1506683
AP001011.1,0.0
EMILIN2,0.37086076
LPIN2,0.26240757
AP000919.4,0.0060840766
AP000919.2,0.0015871504
AP000919.3,0.0
MYOM1,0.03729807
AP005329.2,0.006613127
AP005329.3,0.13464342
MYL12A,12.081965
AP005329.1,0.005819551
MYL12B,5.6648326
AP001025.1,0.00026452506
LINC01895,0.0
IGLJCOR18,0.0
TGIF1,0.16347672
GAPLINC,0.0013226253
DLGAP1,0.0029097756
DLGAP1-AS1,0.16744456
DLGAP1-AS2,0.025658954
AP002478.1,0.0
DLGAP1-AS3,0.0
DLGAP1-AS4,0.0
DLGAP1-AS5,0.0
AP005203.1,0.0
LINC01892,0.0
AKAIN1,0.0
AP005380.1,0.0
AP001496.2,0.0010581003
LINC00526,0.017987713
LINC00667,0.32139578
ZBTB14,0.08782217
AP001496.1,0.0
AP005671.1,0.00026452506
EPB41L3,0.08782222
AP005059.2,0.0
AP005059.1,0.0
MIR3976HG,0.0
TMEM200C,0.00026452506
AP005433.1,0.0
L3MBTL4,0.032272086
AP001021.1,0.0
AP001021.2,0.0
L3MBTL4-AS1,0.0013226253
LINC01387,0.0
AP005205.2,0.0
ARHGAP28,0.0005290501
AP005210.1,0.0
LINC00668,0.0
LAMA1,0.0
AP002409.1,0.0
AP005062.1,0.0
PTPRM,0.050259743
AP000897.2,0.00026452506
AP001094.3,0.0
AP001094.1,0.0
RAB12,0.12538502
AP001793.2,0.0
GACAT2,0.0026452506
MTCL1,0.09179012
NDUFV2,2.8563836
AP005899.1,0.004232402
NDUFV2-AS1,0.044969264
ANKRD12,5.5897055
AP001033.1,0.0005290501
TWSG1,0.09999044
AP005432.2,0.00026452506
RALBP1,0.74171925
PPP4R1,0.17088343
AP001381.1,0.0
PPP4R1-AS1,0.00079357525
RAB31,0.36160406
TXNDC2,0.0005290501
AC006238.1,0.0005290501
VAPA,1.2461597
AP005271.1,0.0
AP005209.1,0.0
AP006219.1,0.0
LINC01254,0.0
APCDD1,0.114274874
NAPG,0.35472497
AP001099.1,0.0
LINC01887,0.0010581003
AP001180.2,0.0
AP001180.1,0.0
PIEZO2,0.004496927
AP001180.4,0.0
AP005120.1,0.0
AP005229.1,0.0
AP005229.2,0.0
LINC01255,0.0
SLC35G4,0.0
AP001120.2,0.0
AP001120.1,0.0
GNAL,0.010316475
AP005137.1,0.0
CHMP1B,1.4723443
CHMP1B-AS1,0.0005290501
AP005137.2,0.00026452506
MPPE1,0.350757
AP001269.4,0.010316475
AP001269.2,0.0013226253
IMPA2,0.26055595
AP001269.1,0.0
AP001542.3,0.00026452506
AP002414.5,0.0
ANKRD62,0.0010581003
AP005264.4,0.0
AP005264.3,0.0
CIDEA,0.0
AP005264.1,0.0
TUBB6,0.9308528
AFG3L2,0.37958997
PRELID3A,0.0095229
AP001029.1,0.0
AP001029.2,0.0039678765
SPIRE1,0.0052905018
PSMG2,0.9856061
CEP76,0.049730685
AP005482.2,0.0
AP005482.1,0.0034388262
PTPN2,1.9625338
SEH1L,0.18569648
AP002449.1,0.008464801
CEP192,0.20500642
AP001198.2,0.0
AP001198.1,0.0005290501
LDLRAD4,2.5363004
AP002505.1,0.00026452506
AP002439.1,0.00026452506
LDLRAD4-AS1,0.0052905018
AP005131.5,0.0005290501
AP005131.2,0.0
AP005131.1,0.013755307
AP005131.3,0.0013226253
AP001010.1,0.0021162003
FAM210A,0.12221073
RNMT,0.939051
MC5R,0.0018516753
MC2R,0.0
ZNF519,0.09840325
AC006557.1,0.0
AC006557.3,0.00026452506
POTEC,0.0
ANKRD30B,0.0
AP006565.1,0.00026452506
LINC01906,0.0
AP005121.1,0.0
LINC01443,0.0
LINC01444,0.0
AP005121.2,0.0
AP005242.3,0.0
AP005242.1,0.0
AP005901.2,0.0
ROCK1,1.8522247
AC022809.1,0.0
GREB1L,0.0039678765
AC015878.1,0.0
ESCO1,0.36371887
SNRPD1,1.0178783
ABHD3,0.16136068
AC106037.2,0.0
MIB1,0.1912514
MIR133A1HG,0.0
AC103987.2,0.0
LINC01900,0.0
AC091043.1,0.0
GATA6-AS1,0.0005290501
GATA6,0.0
AC091588.1,0.0
AC091588.3,0.0
AC091588.2,0.0
AC027449.1,0.0
CTAGE1,0.0010581003
AC090912.1,0.005025977
AC090912.2,0.003174301
RBBP8,0.24071681
CABLES1,0.004496927
TMEM241,0.019839393
AC011731.1,0.0029097756
RIOK3,0.51634705
RMC1,0.4761405
NPC1,1.2030431
ANKRD29,0.010581003
LAMA3,0.0013226253
AC010754.1,0.00026452506
TTC39C,0.7123579
TTC39C-AS1,0.00026452506
AC090772.2,0.00026452506
AC090772.1,0.00079357525
CABYR,0.0034388262
AC090772.3,0.0013226253
OSBPL1A,0.22881323
AC023983.1,0.0005290501
AC023983.2,0.0005290501
IMPACT,0.25500077
HRH4,0.0010581003
AC007922.1,0.00026452506
AC007922.3,0.0
LINC01915,0.0018516753
AC022884.1,0.0
AC018697.1,0.0
LINC01894,0.0
AC104961.1,0.0
ZNF521,0.08861578
AC110603.1,0.0
SS18,0.32377622
PSMA8,0.003703351
TAF4B,0.046291884
LINC01543,0.0
KCTD1,0.0052905018
AQP4-AS1,0.00026452506
PCAT18,0.0
AC012588.1,0.0
AQP4,0.0
CHST9,0.0
LINC01908,0.0
AC090403.1,0.0
AC021382.1,0.0
AC068408.1,0.0
CDH2,0.013755304
AC110015.1,0.0
AC023932.1,0.0
AC074237.1,0.0
AC117569.1,0.0
AC090506.1,0.0
DSC3,0.00079357525
DSC2,0.018252235
DSCAS,0.0
DSC1,0.0
AC012417.1,0.0
DSG1,0.0
DSG1-AS1,0.0
DSG4,0.0
DSG3,0.0005290501
AC021549.1,0.00026452506
DSG2,0.096287034
DSG2-AS1,0.0034388262
TTR,0.0
B4GALT6,0.028304208
AC017100.1,0.0042324015
SLC25A52,0.0010581003
TRAPPC8,0.32113108
AC022960.1,0.0021162003
AC009831.1,0.019574866
RNF125,0.22537449
