,Cycling.cancer.cell.2
P2RY12,0.0
IGSF10,0.030562067
LINC02066,9.03315e-05
AADACL2,0.0006323206
AADACL2-AS1,9.03315e-05
AADAC,0.03604207
SUCNR1,0.0018969602
AC108718.1,0.0
MBNL1,0.6975767
MBNL1-AS1,0.10936244
AC026347.1,0.00027099453
AC092924.1,6.0221e-05
P2RY1,0.014724065
AC117394.2,0.00054198905
RAP2B,0.34662724
AC078788.1,0.00045165754
AC078788.2,0.0
LINC02083,0.0
C3orf79,0.0
AC068985.1,3.01105e-05
ARHGEF26,0.05859433
DHX36,1.0478468
GPR149,0.0
AC073359.2,0.0
AC073359.1,3.01105e-05
MME,0.0055704466
MME-AS1,0.0
LINC01487,0.0
DWORF,0.0005118786
AC104831.1,3.01105e-05
PLCH1,0.026376767
PLCH1-AS1,0.0
PLCH1-AS2,0.0001505525
C3orf33,0.032760058
AC104472.3,0.001686187
SLC33A1,0.18325567
GMPS,1.097851
KCNAB1,0.0056005577
KCNAB1-AS2,0.0
KCNAB1-AS1,3.01105e-05
AC084036.1,0.01960203
SSR3,2.0356863
TIPARP-AS1,0.0822006
TIPARP,0.22137305
LINC00886,0.017072719
LEKR1,0.023245335
LINC00880,0.0007527625
LINC02029,0.0023486172
LINC00881,0.0001505525
CCNL1,2.3223238
AC104411.1,9.03315e-05
VEPH1,0.083796695
PTX3,0.12203837
PQLC2L,0.06747755
AC079943.2,3.01105e-05
SHOX2,0.003914368
RSRC1,0.79827344
AC106707.1,0.054138005
MLF1,0.71036977
GFM1,0.41725406
LXN,0.105598375
AC080013.4,0.0024991701
AC080013.6,0.0037939262
RARRES1,0.83346856
MFSD1,0.1730192
AC080013.1,0.019722456
AC080013.5,0.0026497226
IQCJ-SCHIP1,0.009454681
IQCJ,3.01105e-05
IQCJ-SCHIP1-AS1,9.03315e-05
SCHIP1,0.010719333
IL12A-AS1,0.0053295647
IL12A,0.033844035
LINC01100,3.01105e-05
C3orf80,0.0013850823
AC079594.2,0.00054198905
IFT80,0.17762533
SMC4,2.5848367
TRIM59,0.09331221
KPNA4,0.8642792
ARL14,0.007226519
AC069224.1,0.0042455853
PPM1L,0.021589259
B3GALNT1,0.18385825
NMD3,0.32452667
SPTSSB,0.007226515
LINC02067,0.0007527625
AC112491.1,0.000120442
AC131211.1,0.0
AC128685.1,0.000120442
LINC01192,0.00027099453
AC079910.1,6.0221e-05
LINC01323,0.0
LINC01324,0.000361326
SI,0.0
LINC02023,6.0221e-05
SLITRK3,0.00066243095
LINC01322,0.00033121547
BCHE,0.003221824
LINC01326,0.0
AC069439.2,0.00021077349
ZBBX,0.0057209996
SERPINI2,0.029387787
WDR49,0.02282381
PDCD10,1.0546609
SERPINI1,0.03173633
AC026353.1,0.0
GOLIM4,0.45091963
AC124893.1,3.01105e-05
LINC02082,0.00033121553
AC092954.1,0.00021077349
AC092954.2,0.0001505525
LINC01997,6.0221e-05
MECOM,1.3739188
AC074033.1,0.00024088401
TERC,0.0048477976
ACTRT3,0.024118515
AC078802.1,0.0200537
MYNN,0.21393591
AC078795.1,0.0031314923
LRRC34,0.022944234
AC078795.3,0.0029508288
AC078795.2,0.004125143
LRRIQ4,0.0015356347
LRRC31,0.0012044196
SAMD7,9.03315e-05
AC008040.1,0.00054198905
SEC62,2.4826949
SEC62-AS1,0.00093342527
GPR160,0.16759793
PHC3,0.46632943
AC008040.5,0.015446736
PRKCI,1.9011837
AC073288.1,0.000120442
SKIL,0.9010528
AC073288.2,0.00021077349
CLDN11,0.006865192
AC026316.5,9.03315e-05
SLC7A14,0.0006925415
AC026316.2,3.01105e-05
RPL22L1,1.4603262
EIF5A2,0.058022257
SLC2A2,9.03315e-05
TNIK,0.061033394
AC092919.1,0.0005720996
PLD1,0.021920478
TMEM212,0.000301105
TMEM212-AS1,0.0
FNDC3B,0.5555435
GHSR,3.01105e-05
TNFSF10,1.3085681
LINC02068,0.006774857
NCEH1,0.17837685
ECT2,0.8481323
SPATA16,0.00030110503
AC068759.1,0.00024088401
NLGN1,0.009183693
NLGN1-AS1,0.0
NAALADL2,0.15958913
NAALADL2-AS2,0.008521267
NAALADL2-AS1,3.01105e-05
AC104640.1,0.0
LINC01208,0.0013850824
AC092920.1,0.0
LINC01209,0.0056908876
TBL1XR1,1.7397906
TBL1XR1-AS1,9.03315e-05
LINC00501,0.0034928194
AC117465.1,0.00033121553
LINC00578,0.009695569
AC026355.2,6.0221e-05
AC026355.1,0.004426245
LINC02015,0.0032218236
AC007953.1,3.01105e-05
AC007953.2,0.0
AC109779.1,0.00027099453
KCNMB2,0.017434029
AC117457.1,0.0
KCNMB2-AS1,0.087741435
ZMAT3,0.12501988
AC076966.1,3.01105e-05
PIK3CA,0.25470352
KCNMB3,0.07566654
ZNF639,0.35565782
AC007823.1,0.001625966
MFN1,0.4155711
GNB4,0.117161326
AC007620.2,0.009394462
AC007620.3,0.0018066288
ACTL6A,0.729315
AC090425.2,0.0009936462
AC090425.1,0.000180663
MRPL47,1.1828035
NDUFB5,2.1002257
USP13,0.12092569
PEX5L,0.0008732043
AC007687.1,0.0011441986
PEX5L-AS1,9.03315e-05
PEX5L-AS2,3.01105e-05
LINC02053,0.0
AC125618.1,0.0
TTC14,0.42069045
CCDC39,0.00048176805
CCDC39-1,0.00042154698
CCDC39-AS1,0.0
AC108734.4,6.0221e-05
FXR1,1.5810598
DNAJC19,1.408563
AC022294.1,3.01105e-05
AC125613.1,0.0
SOX2,0.04706249
LINC01206,0.0067447517
LINC01994,0.0
LINC01995,0.0
LINC02031,3.01105e-05
AC083801.2,0.0003914365
AC069431.1,0.0001505525
ATP11B,0.15591684
AC092953.2,0.004426249
DCUN1D1,0.49734178
MCCC1,0.29661492
MCCC1-AS1,6.0221e-05
LAMP3,0.0644057
MCF2L2,0.0061124335
B3GNT5,0.061876304
KLHL6,0.0052091223
KLHL6-AS1,6.0221e-05
KLHL24,0.6898985
YEATS2,0.26939613
YEATS2-AS1,0.002198065
AC131160.1,0.0
MAP6D1,0.00024088401
PARL,0.71786404
ABCC5,0.1551641
ABCC5-AS1,3.01105e-05
HTR3D,6.0221e-05
HTR3C,0.00030110503
HTR3E-AS1,0.00024088401
HTR3E,0.00054198905
AC131235.4,0.003101382
AC131235.3,0.005570447
EIF2B5,0.3891705
DVL3,0.4741596
AP2M1,2.7350082
ABCF3,0.25958166
VWA5B2,0.00096353574
ALG3,0.7458474
EEF1AKMT4,0.34912595
CAMK2N2,0.03173634
ECE2,3.01105e-05
PSMD2,2.215628
EIF4G1,1.9182191
FAM131A,0.18232165
CLCN2,0.08180913
POLR2H,1.8432811
THPO,0.0005720996
CHRD,0.0035530408
LINC02054,6.0221e-05
LINC01840,0.00030110503
EPHB3,0.12628509
MAGEF1,0.99130505
AC107294.2,0.0070157433
AC107294.3,0.0027400546
AC107294.1,0.0019571811
LINC02069,6.0221e-05
VPS8,0.16407719
C3orf70,0.0037035942
EHHADH-AS1,0.0
EHHADH,0.07431153
MAP3K13,1.1777235
TMEM41A,0.40684175
LIPH,0.031917036
SENP2,0.26183975
IGF2BP2,0.97488403
IGF2BP2-AS1,0.00048176805
TRA2B,1.8528717
ETV5,0.20649904
ETV5-AS1,3.01105e-05
DGKG,0.044954777
LINC02020,3.01105e-05
LINC02052,3.01105e-05
LINC02051,3.01105e-05
CRYGS,0.013369077
TBCCD1,0.037758276
DNAJB11,0.6251183
AC068631.1,0.0065038665
AC068631.2,0.0
AHSG,0.0010237567
FETUB,9.03315e-05
HRG,0.0006925415
KNG1,9.03315e-05
AC112907.3,0.006955522
EIF4A2,2.857453
RFC4,0.9753084
AC112907.1,0.00030110503
LINC02043,0.005179012
ADIPOQ,6.0221e-05
ADIPOQ-AS1,6.0221e-05
ST6GAL1,0.38230345
RPL39L,1.4683689
AC007920.1,0.0
RTP1,0.000120442
MASP1,0.0008129834
AC007920.2,0.000120442
RTP4,0.23952943
LINC02041,0.00090331485
SST,0.50708836
RTP2,3.01105e-05
AC072022.1,0.00033121553
BCL6,0.28378984
AC108681.1,0.0
AC068295.1,0.0
LINC01991,0.0
AC092941.1,0.0
AC092941.2,0.0
AC022498.1,3.01105e-05
LPP-AS2,0.07560637
LPP,0.99656093
LPP-AS1,0.0
TPRG1-AS1,0.026286494
TPRG1,0.040618796
TPRG1-AS2,3.01105e-05
TP63,0.0019571816
P3H2,0.032820377
P3H2-AS1,0.0019872917
CLDN1,0.39212608
CLDN16,1.5703965
TMEM207,0.0
IL1RAP,0.30965543
LINC02013,0.00033121553
GMNC,0.07650981
OSTN,0.00093342527
OSTN-AS1,0.0026497226
UTS2B,0.001174309
CCDC50,0.6109108
AC073365.1,0.0140315145
PYDC2,0.00093342527
AC026320.1,0.0006925415
FGF12,0.0657305
FGF12-AS1,0.0
FGF12-AS2,6.0221e-05
FGF12-AS3,9.03315e-05
MB21D2,0.059828788
AC092966.1,0.0
HRASLS,0.11321634
ATP13A5,0.00027099453
ATP13A5-AS1,0.0006925415
ATP13A4,0.0034627093
ATP13A4-AS1,0.0
OPA1,0.47557434
OPA1-AS1,0.00021077349
LINC02038,3.01105e-05
LINC02026,0.001415193
AC024559.1,0.0
AC024559.2,0.0
AC080129.1,0.0
AC080129.2,0.0051489025
HES1,1.6238667
LINC02036,0.0024690593
LINC02037,0.0
LINC02048,9.03315e-05
LINC00887,0.004817686
CPN2,3.01105e-05
LRRC15,0.0006323206
GP5,0.00024088401
ATP13A3,0.6159396
LINC00884,0.035951704
TMEM44-AS1,0.06058158
TMEM44,0.08834356
AC046143.1,0.0034024878
AC046143.2,0.00027099453
LSG1,0.41081342
FAM43A,0.09526912
AC106706.1,0.0
LINC01968,0.00054198905
LINC01972,0.0007527625
AC090505.2,3.01105e-05
XXYLT1,0.22065008
XXYLT1-AS1,3.01105e-05
XXYLT1-AS2,3.01105e-05
ACAP2,0.6807438
PPP1R2,0.58164525
AC069213.1,0.00066243106
APOD,0.0019571811
AC233280.1,0.023305552
MUC20-OT1,1.2948402
MUC20,0.09993688
MUC4,0.07897949
LINC01983,0.000722652
TNK2,0.12182952
TNK2-AS1,0.00042154704
AC124944.1,0.00027099453
TFRC,1.2932228
LINC00885,0.011893653
ZDHHC19,0.009725671
SLC51A,0.012495871
PCYT1A,0.23983032
AC069257.3,0.0
AC069257.1,0.0
TCTEX1D2,0.33485612
TM4SF19-TCTEX1D2,0.00045165754
TM4SF19-AS1,0.018789034
TM4SF19,0.00027099453
UBXN7,0.46645427
UBXN7-AS1,6.0221e-05
RNF168,0.47220394
AC117490.2,0.00045165754
SMCO1,6.0221e-05
WDR53,0.096895516
FBXO45,0.33834746
LINC01063,0.011080656
NRROS,0.0025292803
PIGX,0.629674
CEP19,0.054378975
PAK2,1.2281189
SENP5,0.41237876
NCBP2,1.0640047
NCBP2-AS1,0.0018066288
NCBP2-AS2,0.98220766
PIGZ,0.08731987
MELTF,0.16256976
MELTF-AS1,0.12751985
DLG1,0.7323277
DLG1-AS1,0.0013850823
AC128709.2,9.03315e-05
AC128709.1,0.0001505525
AC128709.3,3.01105e-05
LINC02012,0.0039745895
BDH1,0.2285706
AC024560.3,0.0026497226
AC024560.1,0.009424574
RUBCN,0.09099346
FYTTD1,0.60067767
AC055764.2,0.0019270708
LRCH3,0.18789275
AC055764.1,0.0001505525
IQCG,0.29005328
RPL35A,26.726448
LMLN,0.083405145
LMLN-AS1,0.0
ZNF595,0.11794458
ZNF718,0.10309907
ZNF732,0.031254612
ZNF141,0.18969859
AC092574.2,0.0
AC092574.1,0.003312156
ZNF721,0.42951113
PIGG,0.13830121
AC116565.1,0.0
AC116565.2,3.01105e-05
PDE6B,0.07449224
AC107464.1,0.0027400546
AC107464.3,0.019391242
ATP5ME,7.418366
MYL5,0.12580313
SLC49A3,0.03772832
PCGF3,0.18897566
AC107464.2,0.0
AC139887.4,0.02161938
AC139887.2,0.10987438
AC139887.1,0.00048176805
CPLX1,0.033783756
AC139887.3,9.03315e-05
GAK,0.35430336
TMEM175,0.100930996
DGKQ,0.036644246
SLC26A1,0.0043961382
IDUA,0.078737736
FGFRL1,0.4493221
AC019103.1,0.0
RNF212,0.33320072
AC092535.3,0.0010839776
AC092535.1,0.017163051
SPON2,0.024991734
AC092535.4,0.0068651917
CTBP1-AS,0.010659104
CTBP1,0.49177438
CTBP1-DT,0.1122233
MAEA,0.4011805
UVSSA,0.13257922
NKX1-1,0.0
AC147067.2,0.0
AC147067.1,0.008430929
FAM53A,0.01195387
SLBP,1.2185359
AC016773.1,0.025232589
TMEM129,0.22974369
TACC3,0.648101
FGFR3,0.03878216
LETM1,0.3738753
NSD2,0.74457353
NELFA,0.28881812
C4orf48,1.2194375
NAT8L,0.2502779
POLN,0.043268427
AL136360.2,0.0
HAUS3,0.17747459
MXD4,0.7646425
ZFYVE28,0.036584053
AL158068.2,0.0
CFAP99,0.0026798332
RNF4,0.34099704
FAM193A,0.24238953
TNIP2,0.32859346
SH3BP2,0.2787312
ADD1,0.52079463
MFSD10,0.866052
NOP14-AS1,0.07093927
NOP14,0.40085158
GRK4,0.052903503
HTT-AS,3.01105e-05
HTT,0.28908843
MSANTD1,0.012375423
RGS12,0.20285623
HGFAC,0.0063232044
DOK7,0.14974277
LRPAP1,1.7354648
AL590235.2,0.000120442
AL121796.1,0.0
LINC02171,0.0
AC141928.1,0.028454358
ADRA2C,0.44340214
OTOP1,0.00024088401
TMEM128,0.18879645
LYAR,0.55696046
ZBTB49,0.03035125
AC105415.1,0.0
NSG1,0.6220283
STX18,0.5141075
STX18-AS1,0.028424243
LINC01396,0.00036132603
MSX1,0.11279491
CYTL1,0.010327893
STK32B,0.009514908
EVC2,0.042485576
EVC,0.01996337
CRMP1,0.009183689
C4orf50,0.000120442
JAKMIP1,0.00096353574
AC113615.1,3.01105e-05
WFS1,0.10270779
PPP2R2C,0.015777942
MAN2B2,0.13396525
MRFAP1,1.6106924
LINC02482,0.10096053
AC093323.1,0.22095086
LINC002481,0.004275696
S100P,0.019812737
MRFAP1L1,0.33581367
BLOC1S4,0.44031945
KIAA0232,0.48000073
TBC1D14,0.23151898
AC097382.2,0.000722652
CCDC96,0.031826694
TADA2B,0.10698368
GRPEL1,0.5765268
LINC02447,0.01836748
SORCS2,0.0045466907
PSAPL1,3.01105e-05
AFAP1-AS1,0.07554661
AFAP1,0.11180157
AC097381.1,0.00024088401
ABLIM2,0.019692365
AC097381.3,6.0221e-05
AC097381.2,3.01105e-05
SH3TC1,0.047815014
HTRA3,0.0083104875
LINC02517,0.00021077349
AC104825.1,0.022342041
ACOX3,0.05311431
TRMT44,0.08259211
AC105345.2,0.0001505525
AC105345.1,0.0034627095
GPR78,0.00048176805
CPZ,0.00072265195
AC209005.1,0.0
HMX1,0.0006323206
FAM90A26,0.000180663
USP17L22,0.0
DEFB131A,0.0
SLC2A9,0.021559179
DRD5,0.00048176805
AC108199.1,0.000180663
AC005674.1,0.00060221006
WDR1,0.95476156
ZNF518B,0.10502628
CLNK,0.0017162975
AC084048.1,0.0
LINC02498,6.0221e-05
HS3ST1,0.012917418
AC025539.1,0.00066243106
AC005699.1,0.000180663
LINC02360,3.01105e-05
AC108037.1,0.0
LINC02270,6.0221e-05
AC007370.2,0.009514901
AC007370.1,0.00066243106
RAB28,0.1620901
LINC01097,0.0
NKX3-2,0.00090331474
LINC01096,0.000722652
BOD1L1,1.1135669
LINC01182,6.0221e-05
AC007126.1,3.01105e-05
AC073848.1,3.01105e-05
AC092546.1,0.0
AC006296.2,0.0
AC006296.1,0.0
LINC00504,0.0087621445
CPEB2-DT,0.0015657451
CPEB2,0.05540267
AC098829.1,0.0016560764
C1QTNF7,0.0043660267
AC099550.1,0.0010538672
CC2D2A,0.07988186
AC116651.1,0.0012646405
FBXL5,0.29808813
FAM200B,0.70498294
BST1,0.080213495
CD38,0.015687587
FGFBP1,0.035138924
FGFBP2,0.00066243106
PROM1,0.09063235
TAPT1,0.14251687
AC108063.1,6.0221e-05
TAPT1-AS1,0.0114118755
AC097515.1,0.00045165754
LDB2,0.012495865
AC106894.1,0.0
LINC02493,0.0
QDPR,0.36150047
CLRN2,0.0
LAP3,1.0282198
AC006160.1,0.0012947508
MED28,0.60063773
FAM184B,0.029508166
DCAF16,0.31094646
NCAPG,0.50700915
LCORL,0.19445494
LINC02438,0.010237552
AC024230.1,0.061304178
AC110767.1,3.01105e-05
SLIT2,0.12682672
PACRGL,0.09231878
KCNIP4,0.010297776
AC097505.1,0.0012646405
AC110296.1,0.0
AC096576.3,0.00036132603
AC096576.2,6.0221e-05
KCNIP4-IT1,0.030712565
AC096719.1,6.0221e-05
ADGRA3,0.39326158
AC097512.1,0.000782873
AC114912.1,3.01105e-05
AC092440.1,0.0
AC093607.1,0.0
ERVH-1,6.0221e-05
PPARGC1A,0.031826746
AC092834.1,0.000120442
DHX15,0.76083684
LINC02473,0.015085401
SOD3,0.24575774
CCDC149,0.10544788
LGI2,0.022342045
SEPSECS,0.052662607
SEPSECS-AS1,0.05492091
AC104662.2,0.0
AC104662.1,0.00039143654
PI4K2B,0.10857979
ZCCHC4,0.047574077
ANAPC4,0.12767157
AC092436.2,0.00030110503
SLC34A2,1.4496021
SEL1L3,0.24997509
AC092436.4,0.0019270708
SMIM20,0.45612675
AC133961.1,9.03315e-05
LINC02357,0.0010538672
RBPJ,0.77369106
CCKAR,0.0
TBC1D19,0.061364364
STIM2,0.28035676
AC106047.1,0.008220158
AC024132.1,0.0
LINC02261,6.0221e-05
AC024132.3,0.0
AC109588.1,0.000361326
AC097480.1,3.01105e-05
LINC02364,0.0
AC068944.1,0.0
AC109349.1,0.0
PCDH7,0.57147706
LINC02497,0.0
AC104071.1,0.0
LINC02501,0.0
LINC02506,0.0069856327
LINC02353,3.01105e-05
AC016687.3,9.03315e-05
AC016687.2,0.0
LINC02484,0.0017464082
AC093689.1,3.01105e-05
ARAP2,0.20487241
AC104078.1,0.00066243106
DTHD1,0.00096353586
AC104078.2,0.0
LINC02505,0.0007527625
AL136537.1,3.01105e-05
NWD2,3.01105e-05
C4orf19,0.040197298
AC027607.1,0.001354972
RELL1,0.05389722
PGM2,0.18153983
TBC1D1,0.2704516
PTTG2,0.00066243106
AC098680.1,0.0
LINC02513,9.03315e-05
LINC01258,6.0221e-05
LINC01259,0.0
LINC02278,0.0
AC021860.1,9.03315e-05
KLF3,0.4278547
TLR10,0.00054198905
TLR1,0.008972918
TLR6,0.0033422662
FAM114A1,0.36827326
TMEM156,0.00084309396
KLHL5,0.1130059
AC079921.1,3.01105e-05
AC079921.2,0.00048176805
WDR19,0.098973766
RFC1,1.2700502
KLB,0.004456358
RPL9,19.600086
LIAS,0.18473129
UGDH,0.26536107
UGDH-AS1,0.024660505
SMIM14,0.5152298
AC108471.2,0.010117109
UBE2K,1.123361
PDS5A,0.62436813
N4BP2,0.30260745
RHOH,0.0010538675
AC095057.2,0.0
LINC02265,0.004155253
CHRNA9,0.0015657454
RBM47,1.0232606
AC098869.2,0.00030110503
NSUN7,0.09316175
APBB2,0.106803164
AC131953.1,0.0
UCHL1-AS1,0.00042154704
UCHL1,1.2942153
LIMCH1,0.28475416
AC105389.2,3.01105e-05
PHOX2B,0.0
AC105389.1,0.0
LINC00682,0.00024088401
AC108210.1,0.0
TMEM33,0.4657018
DCAF4L1,0.011020441
AC106052.1,0.0011441986
SLC30A9,0.36354616
BEND4,0.00084309396
AC111006.1,0.0
AC024022.1,0.00030110503
SHISA3,0.00051187846
ATP8A1,0.047965545
AC096734.2,0.00024088401
AC096734.1,3.01105e-05
GRXCR1,3.01105e-05
AC111198.1,0.0
LINC02383,0.0
AC110799.1,0.0
LINC02475,0.0012044195
KCTD8,0.000180663
YIPF7,6.0221e-05
GUF1,0.18253317
GNPDA2,0.11478286
AC096586.2,0.00090331485
AC096586.1,0.0044563594
AC108467.1,9.03315e-05
GABRG1,0.0048176837
GABRA2,0.0009334252
AC095060.1,0.0
COX7B2,0.0068651945
GABRA4,0.0
GABRB1,0.0001505525
COMMD8,0.25506487
ATP10D,0.038872402
AC107398.2,0.00036132603
CORIN,0.0006323206
AC107068.2,0.00021077349
AC107068.1,0.022974346
NFXL1,0.19864
NIPAL1,0.05136796
CNGA1,0.008280381
TXK,0.041913506
TEC,0.12487086
SLAIN2,0.3593611
SLC10A4,0.003312156
ZAR1,0.00030110503
FRYL,0.39702377
OCIAD1,1.6263171
OCIAD1-AS1,0.0001505525
OCIAD2,1.7906504
CWH43,0.003793925
DCUN1D4,0.17633092
AC027271.1,0.0032519347
LRRC66,0.0015958556
SGCB,0.21664548
SPATA18,0.0059618806
USP46,0.26433963
USP46-AS1,0.032368638
AC104066.2,0.0
ERVMER34-1,0.02649722
LINC01618,3.01105e-05
RASL11B,0.015506939
SCFD2,0.06286983
AC023154.1,0.00045165754
FIP1L1,0.48607996
LNX1,0.06410443
LNX1-AS1,0.00039143654
AC110792.3,0.001174309
CHIC2,0.17958276
AC110792.2,0.00048176802
GSX2,3.01105e-05
PDGFRA,0.0070458525
AC098587.1,0.0
AC098868.1,0.0
LINC02260,0.0
KIT,0.004215472
LINC02358,0.0
AC111194.1,0.0
AC111194.2,0.0
KDR,0.0026196125
SRD5A3,0.66361797
AC069200.1,0.0034024876
TMEM165,1.467964
CLOCK,0.42987034
AC024243.1,0.0037337039
PDCL2,0.040799536
NMU,0.59147227
EXOC1L,0.00054198905
EXOC1,0.43095356
CEP135,0.40997192
KIAA1211,0.02640685
AASDH,0.1920172
AC068620.1,0.005690889
PPAT,0.3947044
AC068620.2,0.002709944
PAICS,1.2659366
SRP72,1.0835553
ARL9,0.007497507
THEGL,6.0221e-05
HOPX,0.009424577
SPINK2,0.0052994527
REST,1.1464788
AC069307.1,0.0023486172
NOA1,0.27141577
POLR2B,0.6527913
IGFBP7,0.46772376
IGFBP7-AS1,0.00033121553
AC105390.1,3.01105e-05
LINC02380,0.0
AC013724.1,3.01105e-05
AC093725.1,0.0
AC017091.1,0.0
LINC02429,0.0
AC097501.2,0.0
AC096588.1,3.01105e-05
AC093857.1,6.0221e-05
LINC02271,0.00033121553
ADGRL3,0.015958605
AC020741.1,0.003402488
ADGRL3-AS1,3.01105e-05
AC097491.1,0.0
AC093730.1,0.000120442
TECRL,0.005961882
LINC02232,0.0038240356
EPHA5,0.0046671336
EPHA5-AS1,0.0034627086
AC104137.1,6.0221e-05
AC097110.1,0.0
AC116049.2,0.0037337048
AC096721.1,6.0221e-05
AC104806.2,0.0034627093
CENPC,0.3679722
STAP1,0.00030110503
UBA6,0.40771186
UBA6-AS1,0.07265549
GNRHR,9.03315e-05
TMPRSS11D,0.000120442
TMPRSS11A,0.0006323206
TMPRSS11F,9.03315e-05
TMPRSS11B,0.00039143654
YTHDC1,0.8029715
TMPRSS11E,0.0008732044
UGT2B17,0.02164947
UGT2B15,0.000120442
UGT2B10,3.01105e-05
AC021146.12,0.015597288
UGT2A3,3.01105e-05
UGT2B7,0.5830031
AC111000.4,9.03315e-05
UGT2B11,0.0006323206
UGT2B28,0.0
UGT2B4,0.00021077349
UGT2A1,0.000120442
UGT2A2,0.0
SULT1B1,0.00060221006
AC108941.2,9.03315e-05
SULT1E1,0.013850855
CSN1S1,0.000120442
CSN2,0.0
STATH,0.0
HTN3,3.01105e-05
HTN1,0.00024088401
PRR27,0.00057209947
ODAM,0.0001505525
FDCSP,0.00024088401
CSN3,0.0
CABS1,3.01105e-05
SMR3A,9.03315e-05
SMR3B,0.0001505525
OPRPN,0.0
MUC7,3.01105e-05
AMTN,0.00027099453
AMBN,3.01105e-05
ENAM,0.0016560766
JCHAIN,0.002137844
UTP3,0.30682245
AC009570.1,0.008069605
RUFY3,0.25165853
GRSF1,0.7416686
MOB1B,0.15937994
DCK,0.3019464
SLC4A4,0.014031506
GC,0.0011441989
NPFFR2,0.0007828731
ADAMTS3,0.02731013
AC095056.1,0.0
COX18,0.097498104
ANKRD17,0.73972386
AC053527.1,0.003884258
ALB,0.0012044195
AFP,0.0005720996
AFM,0.0
LINC02499,0.0
RASSF6,0.019300897
AC112518.1,0.0
CXCL8,0.13399166
CXCL6,0.0037337048
PF4V1,0.000301105
CXCL1,0.085423335
PF4,0.0009033149
PPBP,0.000301105
CXCL5,0.011472093
CXCL3,0.06823011
CXCL2,0.23684876
MTHFD2L,0.36339608
AC093677.2,0.013218524
EPGN,9.03315e-05
EREG,0.02731021
AC021180.1,9.03315e-05
AREG,0.17400874
AC239584.1,0.0016560769
BTC,0.11445147
PARM1,0.010869889
AC110760.2,0.0001505525
AC110760.1,0.000120442
LINC02562,0.03836051
AC025244.1,0.0038240352
AC025244.2,0.0
AC096759.1,0.0
AC096759.2,0.001174309
RCHY1,0.19021162
THAP6,0.11339788
ODAPH,0.00096353574
CDKL2,0.024780948
G3BP2,0.853396
USO1,0.4680489
AC110615.1,0.0016560764
PPEF2,3.01105e-05
NAAA,0.0762086
SDAD1,0.34337497
AC112719.2,0.000120442
CXCL9,0.010538676
ART3,0.0014754138
CXCL10,1.020567
CXCL11,0.0960524
NUP54,0.32097557
SCARB2,0.55716795
FAM47E,0.021017214
FAM47E-STBD1,6.0221e-05
STBD1,0.003402488
CCDC158,0.0015356346
SHROOM3,0.48156643
AC107072.2,0.0001505525
AC107072.1,0.0
SOWAHB,0.0025895014
SEPT11,0.4095503
CCNI,3.2477322
CCNG2,0.24756646
AC092674.1,0.0
CXCL13,0.0014151933
CNOT6L,0.2634661
MRPL1,0.40343702
FRAS1,0.09969645
ANXA3,0.6575266
LINC01094,0.009605236
AC098818.2,0.03230841
BMP2K,0.21480925
PAQR3,0.057570554
LINC01088,0.001174309
NAA11,0.0029809393
GK2,0.0
LINC00989,3.01105e-05
AC092542.1,0.0
LINC02469,3.01105e-05
PCAT4,3.01105e-05
ANTXR2,0.0017765184
AC021127.1,0.0
PRDM8,0.00030110503
FGF5,6.0221e-05
CFAP299,0.0010538673
BMP3,0.016922127
PRKG2,0.0068049696
AC139722.1,0.0
RASGEF1B,0.12761012
AC124016.2,0.0083104875
HNRNPD,2.1470382
AC124016.1,0.01713294
HNRNPDL,1.9795862
ENOPH1,0.35123393
TMEM150C,0.01379063
LINC00575,0.0
SCD5,0.26385796
SEC31A,0.7492617
THAP9-AS1,0.22628173
THAP9,0.032519158
LIN54,0.15706077
COPS4,0.24368426
PLAC8,0.011080654
AC114781.2,0.00084309385
COQ2,0.1948781
HPSE,0.0794906
HELQ,0.08801232
MRPS18C,0.84486395
ABRAXAS1,0.13306169
GPAT3,0.035108726
AC021192.1,0.0
AC104063.1,6.0221e-05
NKX6-1,0.028273672
CDS1,0.24305272
WDFY3,0.15112923
WDFY3-AS1,0.00024088401
ARHGAP24,0.023787314
MAPK10,0.039053123
AC104827.1,6.0221e-05
PTPN13,0.18271042
SLC10A6,0.00027099453
C4orf36,0.0008129834
AC093827.5,0.0071662934
AC093827.4,0.036704503
AFF1,0.19921334
KLHL8,0.15874767
AC108516.1,0.0001505525
HSD17B13,0.002198065
HSD17B11,0.24329448
NUDT9,0.26566443
AC112250.2,6.0221e-05
SPARCL1,0.13929148
AC093895.1,0.008159937
DSPP,0.00078287296
DMP1,0.0006323206
IBSP,0.003191714
MEPE,0.0001505525
SPP1,0.0756371
PKD2,0.12306433
ABCG2,0.0006323206
PPM1K,0.10514639
AC107067.1,0.00024088401
HERC6,0.11947955
HERC5,0.28346023
PYURF,1.1223813
AC098582.1,3.01105e-05
AC083829.2,0.0015958556
HERC3,0.043689962
NAP1L5,0.016831828
FAM13A-AS1,0.009996666
FAM13A,0.22598042
TIGD2,0.028093036
AC104785.1,0.0011140881
GPRIN3,0.022221591
AC097478.1,0.0020776235
SNCA,0.05386728
AC097478.2,0.00024088401
AC097478.4,6.0221e-05
AC097478.3,0.00030110503
SNCA-AS1,0.000180663
MMRN1,0.00060221
