,Plasma.cell
PATJ,0.029088182
L1TD1,0.0033762825
KANK4,5.7714187e-05
USP1,0.16093148
DOCK7,0.028482176
ANGPTL3,2.8857094e-05
AC103923.1,0.000115428375
ATG4C,0.08806974
AC099794.1,2.8857094e-05
LINC01739,0.0
AL162400.2,0.0
AC096543.1,2.8857094e-05
AC096543.2,0.0
FOXD3-AS1,0.0003751422
FOXD3,0.0
ALG6,0.04192948
ITGB3BP,0.10336384
EFCAB7,0.025019284
PGM1,0.082616016
ROR1,0.0017891392
ROR1-AS1,2.8857094e-05
AL445205.1,2.8857094e-05
UBE2U,0.0
CACHD1,0.0006925701
RAVER2,0.0035782836
JAK1,0.55403167
AL357078.3,0.00020199966
AL357078.1,0.00028857094
AK4,0.0077625564
DNAJC6,0.0009811409
AL139294.1,0.0
LEPROT,0.22092095
LEPR,0.0075605535
AL513493.1,0.0012408546
PDE4B,0.56064224
AL590783.1,0.0
SGIP1,0.00014428547
AL139147.1,0.0003751422
TCTEX1D1,0.00046171347
INSL5,0.0
WDR78,0.0023662806
AL592161.1,0.0
MIER1,0.23578216
SLC35D1,0.040169295
C1orf141,0.0
IL23R,0.0005482847
IL12RB2,0.0054828525
SERBP1,1.1921881
LINC01702,0.0
GADD45A,0.6475178
GNG12,0.0038379973
GNG12-AS1,0.00014428547
DIRAS3,0.0009811409
WLS,0.0034917113
RPE65,0.0
DEPDC1,0.026058028
AL138789.1,0.0
DEPDC1-AS1,0.00017314257
AL035412.1,0.0
AL033530.1,5.7714187e-05
AL691520.1,0.0
LINC01707,0.0
LINC01758,0.0
LRRC7,0.0046460005
AL158840.1,0.0
LRRC40,0.04014043
SRSF11,0.56488246
AL353771.1,0.00014428547
ANKRD13C,0.051884674
HHLA3,0.0332148
AL158839.1,5.7714187e-05
CTH,0.022364369
AL354872.2,0.0005194276
LINC01788,0.0
AL513285.1,0.0
PTGER3,0.0013851402
AL031429.1,2.8857094e-05
ZRANB2-AS1,0.0007214272
ZRANB2,0.7044102
NEGR1,0.00092342676
AL354949.1,0.0
AL583808.1,0.0
AL583808.2,0.0
LINC01360,0.0
LINC02238,0.0
LRRIQ3,0.011398564
FPGT,0.01529432
FPGT-TNNI3K,0.0006925701
TNNI3K,8.657129e-05
AC093158.1,2.8857094e-05
AC105271.1,0.0
LRRC53,0.0
ERICH3,0.0020488529
ERICH3-AS1,0.0
AC135803.1,0.0005482847
CRYZ,0.02972303
TYW3,0.1329985
AC133865.1,2.8857094e-05
AC099786.3,0.0
AC099786.1,2.8857094e-05
LHX8,0.00020199966
AC099786.2,2.8857094e-05
SLC44A5,0.00060599885
AL357314.1,0.0
ACADM,0.24746908
RABGGTB,0.16569167
MSH4,0.00020199966
ASB17,0.0
AC092813.1,0.0
AC092813.2,0.0
ST6GALNAC3,0.0016737109
AC104458.1,0.00014428547
LINC02567,0.0
ST6GALNAC5,0.00092342676
AL035409.1,0.0
PIGK,0.17737833
AK5,0.0007791414
AC095030.1,0.0
AC118549.1,0.07329563
USP33,0.13891338
MIGA1,0.07955728
NEXN-AS1,0.00028857094
NEXN,0.008455121
FUBP1,0.20640735
DNAJB4,0.1028162
GIPC2,0.00017314257
AC103591.3,0.120850846
PTGFR,8.657129e-05
IFI44L,0.18776995
IFI44,0.148726
ADGRL4,0.001298569
AL353651.2,0.0
AL353651.1,0.0
AL353651.3,2.8857094e-05
AC099671.1,0.0
AC098657.2,0.0
AL606519.1,0.0
AL136234.1,0.0
LINC01781,0.061955754
AC093154.1,0.0
ADGRL2,0.0009522838
AC117944.1,0.0
AC093580.1,0.0
LINC01362,0.0
LINC01361,5.7714187e-05
LINC01712,0.0
LINC01725,0.00092342676
AL035706.1,5.7714187e-05
TTLL7,0.012322
AC104454.2,0.0
AL359504.2,0.009551687
PRKACB,0.1891222
SAMD13,0.0007791413
DNASE2B,5.7714187e-05
AL844170.1,0.0
RPF1,0.10246873
GNG5,1.1550376
SPATA1,0.009032257
CTBS,0.37541413
AL359762.2,0.0
LINC01555,2.8857094e-05
SSX2IP,0.03309935
AC104169.1,0.0
LPAR3,0.0019045677
MCOLN2,0.0209215
WDR63,0.00031742803
MCOLN3,0.0015871396
SYDE2,0.001702568
C1orf52,0.08948366
BCL10,0.09871749
AL078459.1,0.0046748575
DDAH1,0.0012697118
AL360219.1,0.00020199966
AC092807.3,8.657129e-05
AC092807.2,2.8857094e-05
CYR61,0.01708345
AC092807.1,0.0
ZNHIT6,0.076585285
COL24A1,0.02138324
AL136382.1,0.00063485594
ODF2L,0.28939742
CLCA2,0.0
CLCA1,2.8857094e-05
CLCA4,0.0
AL356270.1,0.0
AL049597.2,0.003318569
SH3GLB1,0.50815046
AL355981.1,2.8857094e-05
SELENOF,0.53928584
HS2ST1,0.06579301
AL121989.1,0.00023085675
AC093155.3,0.000115428375
LINC01140,0.00060599885
AC099062.1,8.657129e-05
LMO4,0.6454672
LINC01364,8.657129e-05
PKN2-AS1,0.0011831404
PKN2,0.18268709
GTF2B,0.24178377
KYAT3,0.053010065
RBMXL1,0.03560997
GBP3,0.094389334
GBP1,0.16050008
GBP2,0.10925117
GBP7,0.0018757103
GBP4,0.10734635
AC099063.4,0.0044440003
GBP5,0.22793521
AC099063.1,2.8857094e-05
GBP6,0.0005482847
LRRC8B,0.040198132
LRRC8C-DT,0.012899156
LRRC8C,0.061695594
AC093423.3,0.0
AC099568.2,0.009118835
LRRC8D,0.033705372
AL391497.1,2.8857094e-05
ZNF326,0.12613066
AC092783.1,0.0
BARHL2,0.0
LINC01763,2.8857094e-05
AC091614.1,5.7714187e-05
ZNF644,0.22977993
HFM1,2.8857094e-05
CDC7,0.010532841
TGFBR3,0.009234261
BRDT,0.00020199966
EPHX4,0.00060599885
SETSIP,0.000115428375
BTBD8,0.0042997138
AC104836.1,0.0
C1orf146,2.8857094e-05
GLMN,0.037081692
RPAP2,0.20424338
GFI1,0.038928486
EVI5,0.14471334
RPL5,5.9145026
FAM69A,0.112337455
MTF2,0.14783034
TMED5,0.4562396
CCDC18,0.04524795
DR1,0.1232739
FNBP1L,0.008253124
BCAR3,0.0393613
AL109613.1,0.00066371297
DNTTIP2,0.15132204
GCLM,0.045103636
ABCA4,5.7714187e-05
AC093579.1,0.0
ARHGAP29,0.007849126
AC097059.1,0.0
AC097059.2,0.0
ABCD3,0.050413027
F3,0.0062331334
AC093117.1,0.0
SLC44A3,0.00075028423
CNN3,0.014948001
AC105942.1,0.0010965691
ALG14,0.16716352
AC095033.1,0.0
TMEM56,0.08460732
TMEM56-RWDD3,0.0019334246
AC092802.1,0.0011831404
RWDD3,0.01099456
AC092802.2,2.8857094e-05
LINC01760,0.0
AL445218.1,0.0
LINC01761,0.0
AL356479.1,0.0
AL683887.1,0.0
AC099566.1,2.8857094e-05
LINC01787,0.0
PTBP2,0.031743072
DPYD,0.036302507
DPYD-AS1,2.8857094e-05
DPYD-AS2,0.000115428375
MIR137HG,0.0
BX005019.1,0.0
LINC01776,0.0
SNX7,0.004992285
PLPPR5,0.0
AL445433.2,0.0
PLPPR4,0.00014428547
LINC01708,0.0
PALMD,0.0020199958
FRRS1,0.009061114
AGL,0.06968869
AC118553.1,0.005280854
SLC35A3,0.09239804
AC118553.2,0.006752558
MFSD14A,0.004011142
AC093019.2,0.00014428547
SASS6,0.05950279
TRMT13,0.07170857
LRRC39,0.0018468533
DBT,0.051336437
RTCA-AS1,0.0008657125
RTCA,0.1649707
AC104457.2,0.0
CDC14A,0.035234768
AL589990.1,0.0
GPR88,0.00017314257
LINC01349,0.0
VCAM1,0.012004563
EXTL2,0.038639937
AC104506.1,0.003376282
SLC30A7,0.16176751
DPH5,0.04798914
AC093157.2,0.005021142
AC093157.1,0.01702577
AL109741.1,0.0020199958
S1PR1,0.018757194
LINC01307,0.0
LINC01709,5.7714187e-05
OLFM3,8.657129e-05
AC114485.1,0.0
AC099567.1,0.0
COL11A1,0.002048853
AC095032.2,0.0
RNPC3,0.066658765
AMY2B,0.0052519967
AMY2A,2.8857094e-05
AMY1A,2.8857094e-05
AMY1B,0.0
AMY1C,0.0
LINC01676,0.0
LINC01677,0.0
AL355306.2,8.657129e-05
PRMT6,0.015150032
NTNG1,0.011485137
VAV3,0.038899608
VAV3-AS1,0.0025971385
AL390036.1,0.0007214272
SLC25A24,0.040515523
AL359258.2,0.0017602821
NBPF4,0.0
NBPF6,0.0
FAM102B,0.025567563
HENMT1,0.020228943
PRPF38B,0.46400207
FNDC7,0.00025971385
AL591719.2,0.0
STXBP3,0.09814017
AKNAD1,2.8857094e-05
AL449266.1,0.013447448
SPATA42,0.0
GPSM2,0.08397236
CLCC1,0.1879105
WDR47,0.017025767
TAF13,0.047440916
AL356488.3,0.018151205
TMEM167B,0.07401695
AL356488.2,0.0032031396
C1orf194,0.00020199966
KIAA1324,0.0028568527
SARS,0.341769
CELSR2,0.004617143
PSRC1,0.0034628538
MYBPHL,5.7714187e-05
SORT1,0.011889135
PSMA5,0.5252657
SYPL2,8.657129e-05
ATXN7L2,0.005569423
CYB561D1,0.01353402
AMIGO1,0.0012119976
GPR61,8.657129e-05
AL355310.3,0.0
GNAI3,0.214025
GNAT2,0.0008945697
AMPD2,0.034109395
AL355310.2,8.657129e-05
GSTM4,0.058463816
GSTM2,0.055751342
GSTM1,0.0031742828
AC000032.1,0.0012697118
GSTM5,0.0025105667
AL158847.1,2.8857094e-05
GSTM3,0.031281322
EPS8L3,0.0
LINC01768,0.0
AL450468.1,0.0
AL450468.2,2.8857094e-05
CSF1,0.017949164
AHCYL1,0.15466863
STRIP1,0.03246451
AL160006.1,0.0035782834
ALX3,0.0008079984
LINC01397,0.0
UBL4B,0.0
SLC6A17,5.7714187e-05
AL355990.1,0.0
AL355990.2,0.0
LINC02586,0.00014428547
KCNC4,0.0058579952
RBM15-AS1,0.0021065671
RBM15,0.03713942
SLC16A4,0.015640607
AL355488.1,0.0069834148
LAMTOR5,0.4817182
PROK1,2.8857094e-05
AL358215.1,0.0
AL358215.2,0.0
CYMP-AS1,0.0
KCNA10,0.0
KCNA2,0.021844957
AL365361.1,0.12512055
KCNA3,0.0721703
CD53,0.53986615
AL360270.1,0.0034051405
LRIF1,0.10985602
AL360270.3,0.0014139971
DRAM2,0.18098457
CEPT1,0.0765852
AL355816.1,0.001038855
AL355816.2,0.005829135
DENND2D,0.066485845
CHI3L2,0.026086995
CHIA,0.00023085675
AL356387.1,0.0
PIFO,0.0015294255
OVGP1,0.0012119976
WDR77,0.05906976
ATP5PB,0.40632042
C1orf162,0.086194694
TMIGD3,0.0071565593
ADORA3,0.009955695
RAP1A,0.33216155
LINC01160,0.00066371297
INKA2,0.0011254263
AL049557.1,0.0
DDX20,0.035177108
KCND3,0.0018468533
KCND3-AS1,0.0
LINC01750,0.0
AL445426.1,0.0
CTTNBP2NL,0.0152366
WNT2B,0.008830259
AL354760.1,0.00025971385
ST7L,0.04516128
CAPZA1,0.44833404
MOV10,0.02706816
AL603832.1,0.00034628515
RHOC,0.05872368
AL603832.3,0.0
PPM1J,0.0006925701
AL603832.2,8.657129e-05
FAM19A3,8.657129e-05
LINC01356,2.8857094e-05
AL390729.1,0.00075028423
SLC16A1,0.06276345
SLC16A1-AS1,0.10763447
AL357055.3,0.008195405
LRIG2,0.044641938
MAGI3,0.039534435
PHTF1,0.081952386
RSBN1,0.10884588
AL137856.1,0.00023085675
PTPN22,0.10535513
AP4B1-AS1,0.0029722825
BCL2L15,0.0022508525
AP4B1,0.02409584
DCLRE1B,0.0054828534
HIPK1-AS1,0.00779141
HIPK1,0.08022099
OLFML3,0.018757181
SYT6,0.0007214272
AL121999.1,0.0
TRIM33,0.14684884
BCAS2,0.3106361
DENND2C,0.054337487
AMPD1,0.04045783
NRAS,0.10192049
CSDE1,0.78967077
SIKE1,0.13698034
SYCP1,5.7714187e-05
TSPAN2,0.0044151414
LINC01765,0.00017314257
AL512638.2,0.0
NGF,5.7714187e-05
VANGL1,0.009955693
CASQ2,2.8857094e-05
NHLH2,5.7714187e-05
LINC01649,0.0
SLC22A15,0.002914568
AL365318.1,8.657129e-05
MAB21L3,0.00034628515
LINC01779,0.0
ATP1A1,0.20684065
LINC01762,0.00017314257
AL136376.1,2.8857094e-05
AL390066.1,0.00075028423
CD58,0.06911158
IGSF3,0.0004039993
C1orf137,0.0
CD2,0.37000096
AL157904.1,0.0
PTGFRN,0.0029722825
CD101,0.00432857
AL445231.1,0.00392457
TTF2,0.078547925
TRIM45,0.0016159967
VTCN1,0.0031742824
LINC01525,0.0
AL358072.1,0.0026837103
MAN1A2,0.5154807
AL157902.1,0.0015582824
TENT5C,1.8419799
GDAP2,0.061349314
WDR3,0.039996114
SPAG17,0.00075028423
TBX15,0.0009811409
AL139420.1,2.8857094e-05
AL139420.2,0.0
WARS2,0.024615271
WARS2-IT1,0.00057714176
AL359915.2,0.008079979
AL359915.1,0.0
LINC01780,0.0
HAO2,0.0
HSD3B2,0.0
HSD3B1,2.8857094e-05
ZNF697,0.0055405665
PHGDH,0.27676037
HMGCS2,0.0
REG4,0.00028857094
ADAM30,8.657129e-05
NOTCH2,0.061089616
AC245008.1,5.7714187e-05
SEC22B,0.271563
NBPF26,0.004415143
PPIAL4A,2.8857094e-05
LINC00623,0.04697923
FCGR1B,0.00767598
AC244453.3,0.0
AC244453.2,8.657129e-05
AC244453.1,0.0
FAM72B,0.0033762828
SRGAP2C,0.03263764
SRGAP2-AS1,0.00014428547
AC244021.1,0.00025971385
AC244021.2,0.0
AL592494.1,2.8857094e-05
AL592494.3,0.002395138
LINC01691,0.0
AC239859.3,0.0
AC239800.2,0.00063485594
AC239800.3,0.01624661
AC239798.2,0.00023085675
AC246680.1,0.0
HIST2H3PS2,2.8857094e-05
FAM72C,0.0019045675
IGKV1OR1-1,0.0
AC245595.1,0.013158866
PPIAL4E,2.8857094e-05
AC246785.3,0.0017602821
NBPF15,0.013476306
LINC01632,0.0
FP700111.1,0.0005194276
SRGAP2B,0.026923852
FAM72D,0.0024528524
PPIAL4D,0.0
AC245014.3,0.15793087
AC245014.1,0.001702568
NBPF20,0.0057137073
GPR89A,0.029665316
PDZK1,0.0014428542
CD160,0.009349689
RNF115,0.27664143
POLR3C,0.028915044
NUDT17,0.0094074
PIAS3,0.020113507
ANKRD35,0.004905714
ITGA10,0.003924569
AC243547.1,0.0
PEX11B,0.03713943
RBM8A,0.5783874
LIX1L-AS1,0.0061177067
AC243547.3,5.7714187e-05
LIX1L,0.065850824
ANKRD34A,0.0015871396
AC243547.2,2.8857094e-05
POLR3GL,0.19345051
TXNIP,4.645732
HJV,2.8857094e-05
LINC01719,0.00023085675
NBPF10,0.007704837
AC239799.1,0.0
NOTCH2NL,0.013187727
AC239799.2,0.0014139971
AC243756.1,5.7714187e-05
AC245407.2,0.0
NBPF12,0.012466293
AC244394.2,0.0
PRKAB2,0.025336716
AC242426.2,0.016044615
FMO5,0.0036648556
CHD1L,0.043141432
LINC00624,0.0030299963
BCL9,0.015698325
ACP6,0.018843781
AC241644.1,0.0
GJA5,0.00037514215
AC241644.3,0.0
AC241644.2,0.0
GJA8,0.0
GPR89B,0.03096392
AC239803.2,0.0018757103
AC239803.3,0.0032319974
NBPF11,0.009840258
AC239809.3,8.657129e-05
AC239803.1,0.00020199966
LINC01731,2.8857094e-05
AC245100.6,0.0
AC245100.1,0.0
AC245100.7,0.00020199966
PPIAL4G,0.003549426
NBPF14,0.023547547
NUDT4B,0.0022508525
PDE4DIP,0.16765425
AC239802.1,0.0
AC239802.2,0.00043285635
AC239804.1,0.0004905705
NBPF9,0.016506338
AC245297.3,0.15178393
AC245297.2,0.0057425643
NBPF19,0.019911502
FCGR1A,0.026058048
HIST2H2BF,0.024990404
AC243772.2,0.0008657125
HIST2H3D,0.0005482847
HIST2H4A,0.0031165683
HIST2H3C,0.0
HIST2H2AA3,0.00020199966
AC239868.3,0.007214271
HIST2H2AA4,0.0030011393
HIST2H3A,0.0
HIST2H4B,0.007877983
AC239868.2,0.0032608542
HIST2H2BE,0.03846673
HIST2H2AC,0.10798115
HIST2H2AB,0.003491711
BOLA1,0.05846376
SV2A,0.0020199958
SF3B4,0.08662718
MTMR11,0.0010677122
OTUD7B,0.028164733
VPS45,0.039332476
PLEKHO1,0.22447209
ANP32E,0.38450864
AC242988.1,0.00014428547
CA14,0.00014428547
APH1A,0.18459214
C1orf54,0.019247772
CIART,0.0006925701
MRPS21,0.4195641
PRPF3,0.061435986
RPRD2,0.10529665
TARS2,0.037254833
ECM1,0.0039534266
FALEC,0.0044151433
AL356356.1,0.0004039993
ADAMTSL4,0.011340842
MCL1,1.7690126
ENSA,0.36061227
GOLPH3L,0.09857329
HORMAD1,0.00060599885
CTSS,1.1385851
CTSK,0.01676603
ARNT,0.03884194
CTXND2,0.0
SETDB1,0.03434026
CERS2,0.1312379
AL590133.2,0.00023085675
AL590133.1,0.00043285635
ANXA9,0.0012119976
MINDY1,0.03560997
PRUNE1,0.02409585
BNIPL,0.0013274258
C1orf56,0.08720406
CDC42SE1,0.19307593
MLLT11,0.012466289
GABPB2,0.04239116
SEMA6C,0.0008657125
TNFAIP8L2,0.014140006
SCNM1,0.07430567
LYSMD1,0.006233132
TMOD4,2.8857094e-05
VPS72,0.04695036
PIP5K1A,0.04559416
PSMD4,0.30018863
AL391069.2,0.008455117
ZNF687,0.019305507
PI4KB,0.067755334
AL391069.4,0.00025971385
RFX5,0.05710752
AL391069.1,0.000115428375
AL391069.3,0.006290847
SELENBP1,0.0027125669
PSMB4,0.39347878
POGZ,0.1544381
CGN,0.005569422
TUFT1,0.007589411
SNX27,0.06472544
AL391335.1,0.0004039993
AL589765.1,0.0
CELF3,0.0
RIIAD1,2.8857094e-05
AL589765.7,5.7714187e-05
MRPL9,0.12520748
OAZ3,0.004848
AL589765.4,0.0004039993
AL589765.5,2.8857094e-05
TDRKH,0.008079979
TDRKH-AS1,0.0054251393
AL589765.6,0.00025971385
LINGO4,0.0
RORC,0.0013274258
C2CD4D,0.0013851401
AL450992.2,0.00066371297
THEM5,0.00034628515
THEM4,0.067668796
S100A10,0.54298633
AL450992.1,0.000634856
S100A11,1.0576067
TCHHL1,0.0
TCHH,0.005713706
AL589986.1,0.0
RPTN,0.0
FLG-AS1,0.00025971385
AL589986.2,5.7714187e-05
HRNR,8.657129e-05
FLG,0.00025971385
FLG2,0.00014428547
CRNN,0.0
LCE5A,0.0
CRCT1,0.0
LCE3E,2.8857094e-05
LCE3D,0.0
LCE3A,0.0
LINC00302,0.0
LCE2D,0.0
LCE2C,0.0
KPRP,0.0
LCE1F,0.0
LCE1E,5.7714187e-05
LCE1D,0.0
LCE1B,0.0
LCE1A,0.0
LCE6A,0.0
SMCP,0.0
IVL,0.0
LINC01527,0.00034628515
SPRR5,0.0
SPRR4,0.0
SPRR1A,0.0
SPRR3,0.0
SPRR1B,0.0
SPRR2D,0.0
SPRR2A,0.0
SPRR2B,0.0
SPRR2E,0.0
SPRR2F,0.0
SPRR2G,0.0
AL161636.1,0.0
LELP1,0.0
PRR9,0.0
LOR,0.00017314257
PGLYRP3,0.0
PGLYRP4,0.0
S100A9,0.17201494
S100A12,0.0028568523
S100A8,0.0898024
S100A7A,0.0
S100A7,0.00014428547
BX470102.1,0.0
S100A6,1.6499287
S100A5,0.00063485594
S100A4,1.223289
S100A3,0.00034628515
S100A2,0.023836019
S100A16,0.018006867
S100A14,0.008772558
S100A13,0.068275414
S100A1,0.020806013
AL162258.2,0.005771422
CHTOP,0.15922804
SNAPIN,0.07182401
ILF2,0.43901524
NPR1,0.0052808532
INTS3,0.062099606
AL513523.4,0.0
AL513523.3,0.0
SLC27A3,0.02224896
GATAD2B,0.08639615
AL358472.5,0.011831427
DENND4B,0.048422035
CRTC2,0.03425368
SLC39A1,0.097707435
AL358472.4,0.0031742826
AL358472.3,0.0008079984
CREB3L4,0.02118123
JTB,1.3306723
AL358472.2,0.0012119976
RAB13,0.112366825
RPS27,16.475176
NUP210L,0.0005482847
TPM3,0.82985544
C1orf189,0.00014428547
C1orf43,0.3613622
UBAP2L,0.096784316
HAX1,0.67906344
AQP10,0.00023085675
ATP8B2,0.098688945
IL6R-AS1,0.0072431285
IL6R,0.13354701
SHE,0.0006925701
AL162591.2,0.00043285635
TDRD10,0.00017314257
UBE2Q1,0.14950366
UBE2Q1-AS1,2.8857094e-05
CHRNB2,0.0003751422
AL592078.1,0.00014428547
ADAR,0.68175113
KCNN3,0.31698218
PMVK,0.24865268
AL451085.1,0.01353402
PBXIP1,0.13461417
PYGO2,0.029347904
AL451085.2,0.01157171
SHC1,0.114790335
CKS1B,0.17475523
FLAD1,0.07020811
LENEP,0.000115428375
ZBTB7B,0.05153842
DCST2,0.00031742803
DCST1,0.0
DCST1-AS1,0.0011542834
ADAM15,0.030011626
EFNA4,0.01803578
EFNA3,0.0049057137
EFNA1,0.0061177076
SLC50A1,0.26729286
DPM3,0.3817915
KRTCAP2,1.0336503
AL713999.1,0.0
TRIM46,0.0026548528
MUC1,0.042333353
AC234582.1,0.0022219953
THBS3,0.006608273
MTX1,0.15507297
AC234582.2,0.0
GBA,0.06559109
FAM189B,0.010936848
SCAMP3,0.10232454
CLK2,0.030329067
HCN3,0.0014428542
PKLR,2.8857094e-05
FDPS,0.59572953
RUSC1-AS1,0.0063197035
RUSC1,0.024211276
ASH1L,0.4420424
ASH1L-AS1,0.008570546
AL353807.2,0.00017314257
MSTO1,0.05026878
YY1AP1,0.08789665
DAP3,0.20233841
AL162734.1,0.0
GON4L,0.19506618
SYT11,0.021123499
RIT1,0.048422072
KHDC4,0.091878794
RXFP4,0.00017314257
ARHGEF2,0.087463774
AL355388.2,0.0042131417
AL355388.1,0.0
SSR2,1.8674861
UBQLN4,0.037283726
LAMTOR2,0.29966852
RAB25,0.0060888506
MEX3A,0.0022508525
LMNA,0.27649966
SEMA4A,0.20150255
SLC25A44,0.024528708
PMF1-BGLAP,0.0010677121
PMF1,0.20095353
BGLAP,0.0017602821
PAQR6,0.022277832
SMG5,0.03713942
TMEM79,0.008916828
GLMP,0.059098586
VHLL,8.657129e-05
CCT3,0.43287
TSACC,0.0038668555
RHBG,2.8857094e-05
AL139130.1,2.8857094e-05
C1orf61,0.009782548
AL139412.1,0.00066371297
MEF2D,0.16999133
AL365181.1,0.00034628515
IQGAP3,0.002914568
TTC24,0.0027702819
NAXE,0.3531092
GPATCH4,0.12186071
AL365181.4,8.657129e-05
HAPLN2,0.00014428547
AL365181.2,0.002943425
BCAN,0.00020199966
AL365181.3,0.0055405656
AL590666.2,0.0012119976
NES,0.01364944
AL590666.3,0.00028857094
CRABP2,0.0070122713
AL590666.1,0.00023085675
ISG20L2,0.100593515
RRNAD1,0.055405006
MRPL24,0.112135746
HDGF,0.22525094
PRCC,0.18652616
SH2D2A,0.04475738
NTRK1,0.0014428542
INSRR,0.0
PEAR1,0.0019045675
LRRC71,2.8857094e-05
ARHGEF11,0.006608274
ETV3L,2.8857094e-05
ETV3,0.037803084
AL138900.3,0.0
AL138900.2,0.0
FCRL5,1.3880842
FCRL4,0.007820271
FCRL3,0.031136995
AL356276.1,0.00046171344
FCRL2,0.14382014
FCRL1,0.041381158
CD5L,0.00031742803
KIRREL1,0.0010965691
LINC01704,0.0
CD1D,0.066658914
AL138899.1,0.003058854
CD1A,0.0029434252
CD1C,0.01653516
CD1B,0.0010965694
CD1E,0.0028568527
OR10T2,0.0
OR10K2,0.0
OR10K1,0.00020199966
AL365440.2,0.0
OR6Y1,0.0
OR6P1,0.0
OR10Z1,0.0
SPTA1,2.8857094e-05
OR6K2,0.0
OR6K3,0.0
OR6N1,0.0
OR6K6,0.0
OR6N2,0.0
MNDA,0.06639953
PYHIN1,0.06590907
IFI16,0.7741096
AIM2,0.12667987
CADM3,0.001009998
CADM3-AS1,5.7714187e-05
ACKR1,0.0011542835
FCER1A,0.0022797098
OR10J3,0.0
AL513323.1,0.0
OR10J1,0.0
AL663023.1,0.0
OR10J5,0.0
APCS,0.0
CRP,0.0
DUSP23,0.086367436
FCRL6,0.007675985
SLAMF8,0.017949184
AL590560.1,0.0008079984
SNHG28,0.0
VSIG8,0.0020199958
AL590560.2,0.0015871396
CFAP45,0.0013851401
TAGLN2,0.4249354
IGSF9,0.0007791413
SLAMF9,0.001009998
LINC01133,0.003722567
KCNJ10,0.0022508525
PIGM,0.038495645
AL121987.1,0.0
KCNJ9,0.00031742803
IGSF8,0.109653994
ATP1A2,2.8857094e-05
ATP1A4,0.00020199966
CASQ1,0.00014428547
AL121987.2,0.0005194276
PEA15,0.0699773
DCAF8,0.10991337
AL139011.2,0.0015582824
AL139011.1,0.0038668558
PEX19,0.032551087
COPA,0.3317278
NCSTN,0.14003903
NHLH1,0.0039534275
VANGL2,0.0010677121
SLAMF6,0.122061744
AL138930.1,0.0
CD84,0.12933505
SLAMF1,0.1643074
AL121985.1,0.024124697
CD48,0.46986422
SLAMF7,1.0493252
LY9,0.15804654
CD244,0.0049057137
ITLN1,0.00020199966
AL354714.3,0.0
AL354714.1,0.0
ITLN2,0.0
F11R,0.031137064
AL591806.3,5.7714187e-05
TSTD1,0.47787994
USF1,0.063657805
ARHGAP30,0.2178059
NECTIN4,0.0016159967
AL591806.1,2.8857094e-05
KLHDC9,0.009465112
PFDN2,0.30186233
NIT1,0.06414841
DEDD,0.030531064
UFC1,0.70463544
AL590714.1,0.0038379985
USP21,0.01338973
PPOX,0.06634141
B4GALT3,0.3005063
ADAMTS4,0.0015582824
NDUFS2,0.25846314
FCER1G,0.24851304
APOA2,0.0
TOMM40L,0.011744849
NR1I3,0.0015582824
PCP4L1,2.8857094e-05
MPZ,0.0023374236
SDHC,0.24443898
CFAP126,0.0004039993
AL592295.4,0.0037802847
AL592295.3,0.00023085675
AL831711.1,5.7714187e-05
FCGR2A,0.0972467
HSPA6,0.053962436
FCGR3A,0.16298269
AL590385.1,0.0
FCGR3B,0.0012697118
FCGR2B,0.3537443
AL451067.1,0.0
FCRLA,0.064264044
FCRLB,0.0126971565
DUSP12,0.07118925
AL359541.1,0.017314319
ATF6,0.20473352
OLFML2B,0.010359692
AL590408.1,0.0
NOS1AP,0.00063485594
AL512785.1,0.0
C1orf226,0.000115428375
SPATA46,2.8857094e-05
SH2D1B,0.0029722815
UHMK1,0.12884295
AL596325.1,0.0007214272
UAP1,0.35873818
DDR2,0.023634104
HSD17B7,0.062445853
CCDC190,8.657129e-05
RGS4,0.0007502843
RGS5,0.004184283
AL499616.1,0.00014428547
RGS5-1,0.008310834
AL592435.1,0.0
NUF2,0.047758482
PBX1,0.007877983
AL357568.1,2.8857094e-05
LMX1A,0.0
AL390730.1,0.0
AL390730.2,0.0
RXRG,0.0
AL157714.2,0.0
LRRC52,0.0
AL356441.1,0.0022219953
MGST3,0.40623176
ALDH9A1,0.1375285
AL451074.6,0.00023085675
TMCO1,0.55734915
AL451074.2,0.0017602821
UCK2,0.035609916
AL358115.1,8.657129e-05
FAM78B,0.0020777099
AL626787.1,0.0
AL390115.1,5.7714187e-05
AL583804.1,0.0
LINC01675,0.000115428375
POGK,0.0623882
TADA1,0.019016925
ILDR2,0.0010677122
MAEL,0.00014428547
AL158837.1,0.0
GPA33,0.0013851401
DUSP27,0.000115428375
LINC01363,0.0
AL451050.2,0.0015582824
POU2F1,0.13553758
CD247,0.076095425
AL359962.2,0.0023662806
CREG1,0.12670752
AL031733.2,0.007906836
RCSD1,0.36523038
MPZL1,0.14606963
ADCY10,0.00043285635
Z99943.1,2.8857094e-05
MPC2,0.46053895
DCAF6,0.082875796
GPR161,0.0028857102
TIPRL,0.16802928
SFT2D2,0.108297735
TBX19,0.0043862853
AL023755.1,0.00034628515
XCL2,0.037312314
XCL1,0.031367734
DPT,0.0005194276
AL031275.1,2.8857094e-05
LINC00626,0.0
