,Plasma.cell
KCTD19,0.00063485594
LRRC36,0.0005194276
TPPP3,0.0009811409
ZDHHC1,0.0012408546
HSD11B2,0.00025971385
AC009061.1,0.0
ATP6V0D1,0.2144865
AC009061.2,0.036533423
AGRP,0.00063485594
AC027682.6,0.0034917118
RIPOR1,0.040775258
AC027682.5,8.657129e-05
AC027682.2,0.0015582824
AC027682.3,0.00014428547
AC027682.4,0.009840263
AC027682.1,0.0038957135
CTCF,0.28209674
AC009095.1,0.0006925701
CARMIL2,0.026144732
ACD,0.036360264
PARD6A,0.068620995
ENKD1,0.0149191795
C16orf86,0.029463341
GFOD2,0.028597608
RANBP10,0.027616462
TSNAXIP1,0.00066371297
CENPT,0.0971304
THAP11,0.08873342
NUTF2,0.15663157
EDC4,0.0037514272
AC040162.3,0.000115428375
NRN1L,0.00023085675
PSKH1,0.02348984
CTRL,0.0011254263
AC040162.1,0.015640613
PSMB10,0.15495801
LCAT,0.0073296973
SLC12A4,0.033503383
DPEP3,0.004847999
DPEP2,0.012812576
DUS2,0.046402194
DPEP2NB,0.0
DDX28,0.02077724
NFATC3,0.15937257
AC020978.3,5.7714187e-05
AC020978.5,0.002914568
ESRP2,0.0007214272
PLA2G15,0.034542233
AC020978.2,0.0
SLC7A6,0.0672359
SLC7A6OS,0.08160611
PRMT7,0.045478694
SMPD3,0.024961548
AC099521.1,0.0
ZFP90,0.02793388
AC126773.1,0.0
AC126773.4,0.00046171344
CDH3,0.0009811409
AC126773.2,8.657129e-05
CDH1,0.0076759816
AC099314.1,5.7714187e-05
TANGO6,0.014111169
AC009137.1,0.000115428375
HAS3,0.0008368555
CHTF8,0.07690257
UTP4,0.027212415
SNTB2,0.062330514
AC026464.4,5.7714187e-05
VPS4A,0.10774937
COG8,0.017054625
COG8-1,0.010792554
PDF,0.0014428542
AC026464.1,0.0
NIP7,0.06129172
TMED6,0.0011831404
TERF2,0.07915343
CYB5B,0.08746408
NFAT5,0.13625883
NQO1,0.0060022785
AC092115.2,0.00046171344
AC092115.3,0.00020199966
NOB1,0.070727535
WWP2,0.03500398
CLEC18A,0.0027125673
PDPR,0.046950404
AC009060.1,0.00043285635
CLEC18C,8.657129e-05
EXOSC6,0.098400205
AARS,0.22550985
DDX19B,0.058867767
DDX19A,0.058002107
ST3GAL2,0.085732445
AC012184.1,0.0011254263
FUK,0.019247789
COG4,0.073468775
SF3B3,0.09049382
IL34,0.00023085675
MTSS1L,0.0008657125
VAC14,0.049835965
AC020763.1,8.657129e-05
VAC14-AS1,0.00092342676
AC027281.1,0.0
HYDIN,0.00043285635
AC138625.2,2.8857094e-05
AC138625.1,0.0
CMTR2,0.07571969
AC106736.1,0.0
CALB2,0.0022797098
LINC02136,0.0
TLE7,0.0
ZNF23,0.002510567
AC010547.4,0.00014428547
AC010547.1,0.0004905705
ZNF19,0.006435133
AC010547.3,0.0
CHST4,0.000115428375
TAT,2.8857094e-05
TAT-AS1,0.001356283
AC009097.2,5.7714187e-05
MARVELD3,0.0017314249
PHLPP2,0.013562875
AC009097.1,2.8857094e-05
AC009097.4,5.7714187e-05
AC009097.3,0.00020199966
AP1G1,0.112914495
ATXN1L,0.044007078
IST1,0.13752809
ZNF821,0.040284704
PKD1L3,0.00023085675
DHODH,0.01893034
TXNL4B,0.025019279
HP,0.004213135
HPR,0.0
AC009087.1,5.7714187e-05
DHX38,0.09300414
PMFBP1,0.0012985689
AC009075.1,0.000115428375
LINC01572,0.005771422
AC004158.1,0.0009522838
AC004943.2,0.0045594284
AC004943.3,0.00014428547
ZFHX3,0.027414398
AC004943.1,0.0004039993
AC116667.1,0.0005482847
HCCAT5,0.0
AC116667.2,0.000115428375
AC140912.1,0.0
LINC01568,0.0
AC087565.2,0.0
AC087565.1,0.0
AC138627.1,0.0014717113
AC009120.4,0.0012408546
AC009120.5,0.0011542834
PSMD7,0.55284977
AC009120.3,8.657129e-05
AC009053.2,0.004876856
NPIPB15,0.024470994
CLEC18B,0.0004039993
AC009053.3,0.00034628515
GLG1,0.46218374
RFWD3,0.03142562
MLKL,0.20813851
FA2H,0.0128991455
WDR59,0.04086181
ZNRF1,0.049662955
AC099508.1,0.0004039993
LDHD,0.002539424
AC099508.2,0.0
ZFP1,0.008599405
CTRB2,2.8857094e-05
CTRB1,0.0
BCAR1,0.0048768567
CFDP1,0.16693226
AC009163.4,8.657129e-05
AC009163.7,0.0035782838
TMEM170A,0.11144281
CHST6,0.0024528524
AC009163.1,2.8857094e-05
AC009163.6,0.0
AC009163.2,0.0
CHST5,5.7714187e-05
TMEM231,0.0022797093
AC025287.2,2.8857094e-05
GABARAPL2,0.47692814
AC025287.3,0.0010965691
ADAT1,0.03636026
KARS,0.16136344
TERF2IP,0.44169617
AC025287.4,0.0003751422
DUXB,5.7714187e-05
CPHXL,5.7714187e-05
AC105430.1,0.0
AC010528.1,0.0
CNTNAP4,0.0
AC108125.1,2.8857094e-05
LINC02125,0.00028857094
AC106729.1,8.657129e-05
MON1B,0.06429269
SYCE1L,0.046402093
AC009139.2,2.8857094e-05
AC009139.1,0.00017314257
ADAMTS18,2.8857094e-05
AC025284.1,0.0
LINC02131,0.0
NUDT7,0.007502839
AC092134.1,0.0
VAT1L,0.0
AC079414.1,0.0
CLEC3A,0.0
WWOX,0.06328268
WWOX-AS1,0.00023085675
AC046158.1,0.0042131413
AC009145.3,0.00060599885
AC092376.2,0.00063485594
AC092376.1,2.8857094e-05
AC084064.1,0.0
MAF,0.087811135
AC009159.2,0.00014428547
AC009159.3,0.00025971385
AC009159.1,2.8857094e-05
LINC01229,0.0011831407
MAFTRR,0.0009811409
LINC01228,0.00023085675
AC022166.1,0.0
AC105411.1,8.657129e-05
AC022166.2,0.0
DYNLRB2,0.001009998
AC108097.1,0.0
LINC01227,0.0
CDYL2,0.0067525576
AC099313.1,2.8857094e-05
LINC02170,0.00060599885
CMC2,0.22201842
CENPN,0.03734128
AC092718.2,8.657129e-05
AC092718.8,0.00028857094
ATMIN,0.102353245
C16orf46,0.0010965691
AC092718.3,0.00063485594
AC092718.5,0.00066371297
AC092718.6,0.00051942765
AC092718.1,0.0014428542
GCSH,0.14866766
BCO1,0.0
AC009148.1,0.0017891392
GAN,0.030675333
CMIP,0.083568454
AC099524.1,0.044035953
PLCG2,0.67223644
AC092142.2,0.000115428375
SDR42E1,0.008657116
HSD17B2,0.00028857094
AC092142.1,0.00014428547
MPHOSPH6,0.06585096
AC138304.1,0.0
CDH13,0.0017602821
AC125793.1,0.0
AC009063.3,0.0
AC009063.2,2.8857094e-05
AC009063.1,0.0
AC009119.1,0.0021065671
HSBP1,0.36918297
MLYCD,0.04351654
AC009119.2,0.00063485594
AC009119.3,5.7714187e-05
OSGIN1,0.007098846
NECAB2,5.7714187e-05
SLC38A8,0.00020199966
MBTPS1,0.51747084
AC040169.1,0.048652988
HSDL1,0.043516546
DNAAF1,0.66700065
TAF1C,0.025105858
ADAD2,0.00043285638
AC009123.1,0.00057714176
KCNG4,0.000115428375
WFDC1,0.00025971385
AC010551.2,0.0
ATP2C2,0.0014717113
ATP2C2-AS1,0.00014428547
TLDC1,0.020113515
AC022165.1,2.8857094e-05
COTL1,0.4140316
AC092145.1,0.00034628515
KLHL36,0.06836127
USP10,0.14335749
CRISPLD2,0.0033185678
LINC02176,0.0
ZDHHC7,0.034369104
KIAA0513,0.05958913
FAM92B,0.31023487
LINC02139,0.00017314257
AC026469.1,0.0
GSE1,0.06622597
LINC00311,0.000115428375
AC133540.1,2.8857094e-05
AC092127.2,0.0
AC092127.1,0.0004905705
GINS2,0.0429971
C16orf74,0.07294948
AC018695.2,0.00043285635
EMC8,0.090782225
AC018695.4,2.8857094e-05
AC018695.3,0.0
COX4I1,1.9008956
IRF8,0.07817294
AC092723.5,0.00025971385
LINC02132,0.0021931382
AC092723.4,2.8857094e-05
AC092723.1,0.000115428375
AC092723.3,0.00017314257
AC135012.1,0.0004039993
AC135012.3,0.0
LINC01082,0.0
AC040170.1,0.0
LINC02135,0.0
LINC00917,0.0
AC092327.2,0.0
FENDRR,0.0
FOXF1,0.000115428375
AC009108.3,0.00031742803
MTHFSD,0.020719519
FOXC2-AS1,0.0
FOXC2,5.7714187e-05
FOXL1,0.000115428375
AC009108.2,0.0
AC009154.1,0.0
AC009154.2,2.8857094e-05
LINC02188,0.0
LINC02181,5.7714187e-05
AC106745.1,0.00023085675
C16orf95,0.0038091415
AC136285.1,0.0
AC010531.1,2.8857094e-05
AC010531.6,0.009609403
FBXO31,0.018006926
AC010531.7,0.000115428375
AC010531.5,0.000115428375
MAP1LC3B,0.47248483
AC010531.3,0.0004905705
ZCCHC14,0.007473984
AC092720.1,0.0
AC092720.2,0.0
JPH3,0.0023085666
AC010536.3,0.00043285635
AC010536.1,0.0011831404
KLHDC4,0.1477724
AC126696.3,0.0029145672
AC126696.1,0.004357426
SLC7A5,0.2646974
AC126696.2,0.0006925701
CA5A,0.00092342676
BANP,0.06342696
AC134312.4,0.0
AC134312.3,0.0
AC134312.1,0.00014428547
AC134312.2,2.8857094e-05
AC134312.5,0.00057714176
AC134312.6,2.8857094e-05
LINC02182,0.0
AC138512.1,0.0
ZNF469,0.0023374236
ZFPM1,0.07144887
AC116552.1,0.0
ZC3H18,0.15732387
IL17C,0.0006925701
CYBA,9.860043
MVD,0.059098616
SNAI3-AS1,0.0073008398
SNAI3,0.027443303
RNF166,0.11499217
AC138028.3,0.0
CTU2,0.043949407
AC138028.6,0.00025971385
PIEZO1,0.13340224
AC138028.4,0.0022508525
AC138028.2,0.0008079984
AC138028.5,0.0
AC138028.1,0.005194284
CDT1,0.029116903
APRT,0.86867404
GALNS,0.0279916
TRAPPC2L,0.33322853
PABPN1L,0.0003751422
CBFA2T3,0.07017919
AC092384.2,0.00014428547
AC092384.1,0.00066371297
AC135782.2,0.0
AC135782.1,0.0007791413
ACSF3,0.12330266
AC135782.3,0.002943425
LINC00304,0.0008657125
LINC02138,5.7714187e-05
CDH15,0.008743688
SLC22A31,0.012466286
AC009113.1,0.009147685
ZNF778,0.016333189
AC009113.2,0.0
ANKRD11,0.6006343
AC137932.3,0.020026946
AC137932.1,0.00043285635
SPG7,0.178417
AC092123.1,0.0015582824
RPL13,17.401733
CPNE7,0.017141173
DPEP1,0.18952917
CHMP1A,0.063975215
SPATA33,0.038351394
CDK10,0.045190185
LINC02166,0.0029722825
AC010538.1,0.00025971385
SPATA2L,0.024153564
VPS9D1,0.019132365
VPS9D1-AS1,0.0069834148
ZNF276,0.085645944
FANCA,0.08007704
SPIRE2,0.0018757103
TCF25,1.0841697
MC1R,0.0028568534
AC092143.2,0.0
TUBB3,0.00028857094
DEF8,0.27410302
CENPBD1,0.013707158
DBNDD1,0.0021065671
GAS8,0.011109988
GAS8-AS1,0.0
PRDM7,0.0
FAM157C,0.0048768567
AC133919.1,0.0020488529
AC133919.2,2.8857094e-05
LINC02193,0.007271983
AC240565.2,0.00028857094
AC240565.1,0.0012119976
SCGB1C2,2.8857094e-05
DOC2B,0.0008945697
LINC02091,5.7714187e-05
RPH3AL,0.008310835
AC129507.4,5.7714187e-05
AC129507.2,0.0
AC129507.3,2.8857094e-05
AC141424.1,0.0032608546
C17orf97,0.003116568
RFLNB,0.10708609
AC015853.2,0.0003751422
VPS53,0.124023914
AC015853.3,5.7714187e-05
AC015853.1,0.00028857094
FAM57A,0.0023374236
GEMIN4,0.01581375
GLOD4,0.10451755
AC087392.3,0.0011254263
MRM3,0.035379097
AC087392.4,2.8857094e-05
AC087392.5,0.00020199966
NXN,0.005944565
AC087392.2,0.0
AC087392.1,0.0
TIMM22,0.05967571
ABR,0.028251298
AC016292.1,0.0
AC144836.1,0.0
BHLHA9,0.0
TRARG1,2.8857094e-05
YWHAE,0.9213257
CRK,0.10959613
AC032044.1,0.0013274258
MYO1C,0.09190749
INPP5K,0.039707605
PITPNA-AS1,0.10760511
PITPNA,0.13793251
SLC43A2,0.085386224
SCARF1,0.0042419997
RILP,0.101401135
PRPF8,0.24227493
AC130343.2,0.0015871396
TLCD2,0.0046171416
MIR22HG,0.064927496
WDR81,0.023230122
AC130343.1,5.7714187e-05
SERPINF2,0.005655994
SERPINF1,0.035667565
SMYD4,0.04542105
RPA1,0.05857936
RTN4RL1,0.00025971385
AC099684.2,2.8857094e-05
AC099684.1,0.0
DPH1,0.003058854
OVCA2,5.7714187e-05
AC090617.3,0.00023085675
AC090617.5,0.00028857094
HIC1,0.0060599903
SMG6,0.100997165
AC090617.4,5.7714187e-05
AC090617.2,2.8857094e-05
AL450226.1,5.7714187e-05
SRR,0.015496325
TSR1,0.09534185
SGSM2,0.024961574
AC006435.3,2.8857094e-05
AC006435.2,0.00066371297
MNT,0.042766307
AC006435.1,0.00020199966
METTL16,0.0666011
PAFAH1B1,0.28682768
AC005696.2,0.00017314257
AC005696.3,0.00014428547
CLUH,0.03257994
AC005696.1,0.001356283
AC005696.4,0.00043285635
RAP1GAP2,0.009926832
AC015921.1,0.00014428547
OR1D5,0.0
OR1D2,0.0
OR1G1,0.0
AC090282.1,2.8857094e-05
OR1A1,0.00023085675
OR3A2,8.657129e-05
OR3A1,2.8857094e-05
AC087498.1,5.7714187e-05
OR1E1,0.0
OR3A3,0.00028857094
OR1E2,0.0
SPATA22,0.00017314257
ASPA,0.00023085675
TRPV3,0.01939207
TRPV1,0.0075316955
AC027796.3,0.0013274258
SHPK,0.011138845
CTNS,0.018439783
AC027796.4,5.7714187e-05
TAX1BP3,0.018064633
P2RX5-TAX1BP3,0.011860283
EMC6,0.38536987
P2RX5,0.12206239
ITGAE,0.24190068
AC116914.2,0.00043285635
HASPIN,0.0064062756
AC116914.1,0.00014428547
NCBP3,0.1314977
CAMKK1,0.006435132
P2RX1,0.29407075
ATP2A3,0.24790135
LINC01975,0.0
ZZEF1,0.112366326
CYB5D2,0.078287974
ANKFY1,0.058261845
AC087292.1,0.00023085675
AC087742.1,2.8857094e-05
UBE2G1,0.28832906
SPNS3,0.008657123
AC127521.1,0.0033474262
AC118754.1,0.0
SPNS2,0.0010965691
MYBBP1A,0.047325525
GGT6,0.0008368555
AC118754.2,0.0
SMTNL2,0.00014428547
LINC01996,2.8857094e-05
ALOX15,0.00060599885
PELP1,0.071795225
AC091153.2,8.657129e-05
AC091153.3,0.0035205695
ARRB2,0.08247202
MED11,0.101574145
AC091153.4,2.8857094e-05
CXCL16,0.043141443
ZMYND15,0.0027414241
TM4SF5,2.8857094e-05
VMO1,0.011917984
GLTPD2,0.0005482847
PSMB6,0.86952955
AC233723.1,0.0025971385
PLD2,0.009551683
MINK1,0.03535027
CHRNE,0.006204277
C17orf107,0.017458633
GP1BA,0.0017602821
SLC25A11,0.18560243
RNF167,0.15564997
PFN1,1.4662735
ENO3,0.00862826
SPAG7,0.2180933
CAMTA2,0.040486686
AC004771.4,0.00060599885
AC004771.2,8.657129e-05
AC004771.5,0.00034628515
AC004771.3,0.0012408546
INCA1,0.00092342676
KIF1C,0.05197122
AC004771.1,0.0058002784
SLC52A1,0.00057714176
AC012146.3,2.8857094e-05
ZFP3,0.012408576
ZNF232,0.009291971
USP6,0.0015871396
ZNF594,0.014313164
AC087500.1,0.004501714
SCIMP,0.047960497
AC087500.2,0.00017314257
RABEP1,0.15319714
NUP88,0.058636893
AC015727.1,0.003895713
RPAIN,0.16318107
AC004148.2,0.011283129
C1QBP,0.5557957
DHX33,0.033676498
AC004148.1,5.7714187e-05
DERL2,0.44738132
MIS12,0.091647945
NLRP1,0.08700214
AC007846.1,0.0
AC007846.2,0.0
WSCD1,2.8857094e-05
AIPL1,0.00017314257
PIMREG,0.00646399
PITPNM3,0.0020199958
KIAA0753,0.014630605
TXNDC17,0.46746585
MED31,0.1224945
C17orf100,0.011023413
AC004706.1,0.0008368555
SLC13A5,0.00046171344
XAF1,0.51357937
FBXO39,0.0007214272
TEKT1,0.00014428547
ALOX12-AS1,0.020373236
AC027763.2,0.000115428375
AC040977.1,0.0061177067
ALOX12,8.657129e-05
RNASEK,0.06198427
RNASEK-C17orf49,0.0003751422
C17orf49,0.016477477
MIR497HG,0.0006925701
BCL6B,0.0005194276
SLC16A13,0.0055117095
SLC16A11,0.0031742828
CLEC10A,0.012062275
ASGR2,0.0012697118
ASGR1,0.0048768534
DLG4,0.002943425
ACADVL,0.64442474
DVL2,0.02781846
PHF23,0.064581156
GABARAP,0.073757365
CTDNEP1,0.34759855
AC003688.1,0.0
ELP5,0.1560539
CLDN7,0.01644859
SLC2A4,0.000115428375
AC003688.2,0.0
YBX2,0.00034628515
EIF5A,0.8189312
GPS2,0.10922087
AC026954.2,0.00017314257
NEURL4,0.015409746
ACAP1,0.40415603
KCTD11,0.006839129
AC026954.3,5.7714187e-05
TMEM95,0.0
TNK1,0.002539424
PLSCR3,0.00031742803
TMEM256-PLSCR3,8.657129e-05
TMEM256,0.40911794
NLGN2,0.0005194276
SPEM1,0.0
SPEM2,0.0
SPEM3,0.0
TMEM102,0.02224898
AC113189.1,0.0
FGF11,0.001356283
AC113189.3,0.0
CHRNB1,0.04487273
ZBTB4,0.05243289
SLC35G6,0.00023085675
POLR2A,0.18303417
TNFSF12,0.044439945
TNFSF12-TNFSF13,0.0
AC016876.3,0.0005194276
TNFSF13,0.0011831404
SENP3,0.013880306
SENP3-EIF4A1,2.8857094e-05
EIF4A1,0.21768995
CD68,0.12523708
AC016876.1,0.019103503
MPDU1,0.1096541
SOX15,0.00025971385
FXR2,0.037745416
SHBG,0.0025682813
SAT2,0.3821945
ATP1B2,0.0023951381
TP53,0.0414678
WRAP53,0.02314354
EFNB3,0.00020199966
DNAH2,0.000115428375
KDM6B,0.14407979
TMEM88,0.006088847
NAA38,0.64479864
CYB5D1,0.02172952
CHD3,0.0537315
RNF227,0.0040977127
KCNAB3,0.0029145675
AC104581.2,0.0
TRAPPC1,0.431252
CNTROB,0.01396688
GUCY2D,0.0054539954
ALOX15B,0.0020488529
AC129492.2,2.8857094e-05
ALOX12B,0.00014428547
AC129492.1,0.000115428375
ALOXE3,0.0
HES7,0.0012697118
PER1,0.070034966
VAMP2,0.44743788
TMEM107,0.34878317
AC129492.4,0.00057714176
BORCS6,0.06172443
AURKB,0.04218909
LINC00324,0.06971768
CTC1,0.043776285
PFAS,0.018093482
AC135178.5,0.0004039993
SLC25A35,0.0136783095
RANGRF,0.10904789
ARHGEF15,0.00020199966
AC135178.1,0.0
AC135178.4,2.8857094e-05
ODF4,0.0
AC135178.3,0.000115428375
KRBA2,0.0067814155
AC135178.2,0.00034628515
RPL26,5.1804
RNF222,0.00020199966
NDEL1,0.08628059
MYH10,0.011225421
CCDC42,0.00023085675
SPDYE4,0.0
MFSD6L,0.00034628515
PIK3R6,0.0033762825
PIK3R5,0.05618419
AC002091.2,0.0028857107
AC002091.1,0.0011254263
NTN1,0.00017314257
AC005695.1,2.8857094e-05
AC005695.3,0.00028857094
STX8,0.12535125
AC005695.2,0.0004905705
AC087501.1,2.8857094e-05
AC087501.2,2.8857094e-05
AC087501.3,0.0
CFAP52,0.00014428547
AC118755.2,0.0
USP43,0.000115428375
AC027045.2,0.0
DHRS7C,0.0
GSG1L2,0.0
AC027045.3,0.0
GLP2R,0.0
RCVRN,8.657129e-05
GAS7,0.011456267
AC005291.2,0.0
MYH13,0.0
AC005291.1,0.0
AC005323.2,0.0
MYHAS,0.0
MYH8,0.0
MYH4,0.0
MYH1,0.0
MYH2,0.0
AC005323.1,0.0
MYH3,0.003462855
AC002347.1,0.00020199966
SCO1,0.084289685
AC002347.2,0.0
ADPRM,0.019363217
TMEM220,0.037341423
TMEM220-AS1,0.0018468533
AC015908.3,5.7714187e-05
AC015908.4,2.8857094e-05
TMEM238L,2.8857094e-05
PIRT,0.0
AC015908.2,5.7714187e-05
SHISA6,0.0
AC005725.1,0.0
DNAH9,2.8857094e-05
AC005209.1,0.0
AC005410.2,2.8857094e-05
ZNF18,0.010244264
MAP2K4,0.056241877
AC005244.2,2.8857094e-05
LINC00670,0.0
MYOCD,0.0
AC005358.1,0.0
AC005358.2,0.00014428547
ARHGAP44,0.015092316
AC005277.2,0.00014428547
AC005277.1,0.0
ELAC2,0.05973352
AC005303.1,0.0
LINC02093,0.0
HS3ST3A1,0.00014428547
AC005304.2,0.0003751422
AC005304.1,0.00028857094
AC005304.3,0.00043285635
COX10,0.026058145
AC005224.1,0.0027414246
CDRT15,0.0
AC005224.2,0.0
HS3ST3B1,0.011946848
AC005224.4,0.0024817095
AC005224.3,0.020344328
AC022816.1,8.657129e-05
AC013248.1,0.0
AC005863.1,0.0
LINC02096,0.0
AC005772.1,0.0
CDRT7,0.0
CDRT8,0.0
PMP22,0.016996887
AC005703.3,0.0
AC005703.1,0.0
AC005703.2,0.0
TEKT3,0.00057714176
AC005703.4,5.7714187e-05
CDRT4,0.004011142
TVP23C-CDRT4,0.0017891392
TVP23C,0.03907277
AC005838.2,0.07118918
CDRT1,2.8857094e-05
AC005324.3,0.00025971385
TRIM16,0.017198913
AC005324.5,8.657129e-05
ZNF286A,0.005684851
AC005324.4,0.0
TBC1D26,0.0
AC005324.1,0.0
AC015922.3,0.0
AC015922.4,0.00031742803
LINC02087,0.0009522838
ADORA2B,0.0013851401
ZSWIM7,0.1243122
TTC19,0.17247237
AC002553.2,0.0046748575
NCOR1,0.43055838
AC002553.1,0.007185412
PIGL,0.03953448
CENPV,0.016823752
UBB,2.5535278
AC093484.3,0.00031742803
AC093484.2,0.0019911388
TRPV2,0.068592176
AC093484.4,5.7714187e-05
LRRC75A,0.046055846
ZNF287,0.0028857107
ZNF624,0.010099976
AC098850.2,0.0
CCDC144A,0.19455123
AC098850.3,0.01647747
AC098850.1,0.0005482847
AC022596.1,0.0
AC022596.2,0.0
TNFRSF13B,0.13383695
AC104024.1,0.13649195
LINC02090,0.0022508525
AC104024.2,2.8857094e-05
MPRIP,0.10215153
MPRIP-AS1,0.0069834148
AC055811.1,0.00028857094
PLD6,0.011658277
AC055811.2,0.0
FLCN,0.035465676
AC055811.3,0.0005482847
COPS3,0.17957182
NT5M,0.0035782838
MED9,0.021498673
RASD1,0.040457744
PEMT,0.031714205
AC020558.2,0.0
AC020558.1,0.00031742803
SMCR2,0.0
RAI1,0.015265468
RAI1-AS1,0.0
SMCR5,0.014024594
SREBF1,0.030040482
TOM1L2,0.031945083
AC122129.1,0.00075028423
DRC3,0.0032897114
ATPAF2,0.047210094
GID4,0.031483345
DRG2,0.075142495
MYO15A,0.0028568534
AC087164.1,0.004588286
ALKBH5,0.1939125
LLGL1,0.0034917123
FLII,0.13129584
MIEF2,0.013764877
AC127537.1,0.00023085675
TOP3A,0.034426812
SMCR8,0.03211823
SHMT1,0.02859757
EVPLL,0.0
AL353997.2,0.0
LINC02076,0.0020199958
LGALS9C,0.00023085675
TBC1D28,0.0
ZNF286B,0.0023085666
TRIM16L,0.004328571
FBXW10,5.7714187e-05
TVP23B,0.09632237
AC107982.3,0.007012271
PRPSAP2,0.14278048
AC107982.2,0.00028857094
SLC5A10,0.00014428547
AC090286.1,0.0
FAM83G,0.008310834
GRAP,0.020979244
AC007952.3,0.0
AC007952.7,0.0018179963
AC007952.4,0.82370514
GRAPL,0.0024817095
AC007952.6,0.00066371297
AC007952.5,0.0016159967
EPN2,0.15365867
AC106017.2,0.0
EPN2-AS1,0.060022138
AC124066.1,0.0031742824
B9D1,0.14457001
MAPK7,0.013072295
MFAP4,0.0013851401
RNF112,0.00025971385
AC004448.3,0.0
AC004448.2,0.0
LINC02094,0.0
AC004448.1,0.0
SLC47A1,0.014428599
AC025627.1,0.0
ALDH3A2,0.08319322
AC115989.2,0.0
SLC47A2,0.0004905705
AC005722.2,0.0
AC005722.3,0.0
ALDH3A1,5.7714187e-05
ULK2,0.006088849
AC015726.2,2.8857094e-05
AC015726.1,0.005309712
AKAP10,0.061147317
AC005730.2,5.7714187e-05
SPECC1,0.020632928
AC004702.1,0.0
LINC01984,0.0
LGALS9B,0.001009998
AC015818.8,0.0
AC015818.2,0.00014428547
AC015818.9,0.0
CDRT15L2,0.0
LINC02088,0.0
AC126365.1,0.000115428375
CCDC144NL,0.0068968446
AC090774.3,0.00017314257
CCDC144NL-AS1,0.0004905705
AC107926.1,8.657129e-05
USP22,0.12307177
AC087393.2,0.0013851401
LINC01563,0.0
DHRS7B,0.06807273
TMEM11,0.08604978
AC087294.1,0.001038855
NATD1,0.0073585543
MAP2K3,0.09819829
KCNJ12,0.00023085675
AC068418.2,0.0
AC068418.1,0.0
AC233702.5,0.0
C17orf51,0.018093495
AC233702.7,0.0
KCNJ18,2.8857094e-05
AC138761.3,2.8857094e-05
FAM27E5,0.0
AC209154.2,2.8857094e-05
AC132825.3,0.0
MTRNR2L1,0.08786786
AC132825.2,0.0
AC131274.4,0.0
AC069061.2,0.0
AC129926.1,0.0
WSB1,0.36794138
AC026254.2,0.00023085675
KSR1,0.010128834
AC015688.4,0.0
AC015688.6,2.8857094e-05
LGALS9,0.07297847
NOS2,5.7714187e-05
AC005697.1,2.8857094e-05
AC005697.2,0.0011542834
LYRM9,0.020661801
LINC01992,0.0
NLK,0.04498814
AC061975.7,8.657129e-05
ERVE-1,5.7714187e-05
AC061975.6,0.0
AC061975.1,0.0
TMEM97,0.024124673
IFT20,0.316404
TNFAIP1,0.025336703
POLDIP2,0.12292791
TMEM199,0.059329472
AC002094.2,0.00017314257
SEBOX,0.0
SARM1,0.017689493
VTN,0.0004039993
SLC46A1,0.016015759
AC015917.2,0.0026548526
AC005726.1,0.008743688
SLC13A2,0.0
FOXN1,0.0
UNC119,0.056732416
PIGS,0.05537621
ALDOC,0.019940376
AC005726.4,0.00014428547
SPAG5,0.02441319
AC005726.5,0.008657117
SGK494,0.016823757
KIAA0100,0.07641208
AC005726.2,0.00017314257
SDF2,0.19821146
SUPT6H,0.16831774
AC010761.3,0.00025971385
PROCA1,0.011283137
RAB34,0.06608175
RPL23A,7.249243
AC010761.1,0.0020777099
TLCD1,0.009089972
NEK8,0.0470947
AC010761.6,2.8857094e-05
AC010761.2,0.0014717113
TRAF4,0.046690706
AC010761.4,0.00014428547
AC010761.5,0.0
FAM222B,0.038149398
ERAL1,0.042708583
AC024267.1,5.7714187e-05
FLOT2,0.09147464
AC024267.3,0.00031742803
AC024267.6,0.0006925701
DHRS13,0.026808446
PHF12,0.08648262
AC024267.4,0.000115428375
AC024267.5,0.00017314257
PIPOX,0.0018468533
SEZ6,0.002395138
MYO18A,0.034975108
TIAF1,0.0034917118
AC024619.3,0.0
CRYBA1,0.00014428547
NUFIP2,0.21774727
AC068025.2,0.001038855
AC068025.1,0.00023085675
TAOK1,0.1389426
ABHD15-AS1,0.00023085675
ABHD15,0.027529893
TP53I13,0.12024379
GIT1,0.04585387
ANKRD13B,0.0011831404
AC104564.4,0.0
CORO6,0.0015005684
SSH2,0.11314517
AC104564.1,8.657129e-05
AC023389.1,0.00092342676
AC104982.1,0.00060599885
EFCAB5,0.0030011393
AC104996.1,0.0
AC104984.2,0.0
NSRP1,0.26859134
AC104984.3,0.010503983
AC104984.6,0.0019622815
SLC6A4,0.0012408546
AC104984.1,0.00020199966
AC104984.4,0.00043285635
BLMH,0.061118584
TMIGD1,0.0
CPD,0.05517419
GOSR1,0.18208115
TBC1D29,0.00043285635
AC011840.5,5.7714187e-05
AC011840.2,0.0
AC127024.3,5.7714187e-05
AC127024.2,0.0004905705
CRLF3,0.09490845
AC127024.5,0.004213142
AC127024.6,0.0017602821
ATAD5,0.07280583
AC130324.2,0.00014428547
AC130324.1,0.0032897107
TEFM,0.05748269
AC130324.3,0.0019911388
ADAP2,0.047470015
AC138207.1,8.657129e-05
AC138207.5,0.00063485594
RNF135,0.030790769
AC138207.7,0.0017602821
AC138207.2,0.00025971385
NF1,0.13236314
OMG,0.0054251393
EVI2B,0.63452435
