,Endothelial.cell
AC132872.2,0.0036605317
SLC16A3,0.56875926
CSNK1D,0.6232744
AC132872.3,0.0009893328
LINC01970,0.005540264
AC132872.1,0.062031694
CD7,0.009497595
SECTM1,0.040463857
TEX19,0.0
UTS2R,0.0
AC132938.1,0.0003957331
OGFOD3,0.24525739
HEXDC,0.18016
CYBC1,0.62723327
AC132938.3,0.001385066
NARF,0.782765
NARF-AS1,0.0034626648
FOXK2,0.22369134
AC124283.2,0.0
AC124283.1,0.032054435
WDR45B,0.6556281
RAB40B,0.12673515
AC024361.2,0.0012861326
FN3KRP,0.14850079
AC024361.3,9.893328e-05
FN3K,0.049961664
TBCD,1.0741043
AC068014.1,0.0
ZNF750,0.008211463
AC087222.1,0.020874923
B3GNTL1,0.03640758
AC130371.1,0.0
METRNL,0.28740087
AC130371.2,0.002770132
AC144831.1,0.0060349307
AC139099.2,9.893328e-05
AC139099.3,0.0009893328
AC139099.1,0.0
LINC02564,0.0
AP005530.1,0.0046498645
TUBB8P12,9.893328e-05
AP001005.3,0.0
USP14,0.66690516
THOC1,0.28898242
AP000845.1,0.003759465
AP000915.1,0.001780799
COLEC12,0.090920255
LINC01925,0.0
CLUL1,0.0008903995
AP001178.3,0.0014839992
TYMS,0.32855728
ENOSF1,0.30708557
AP001178.2,0.0012861326
YES1,1.4535819
AP001020.3,0.024238655
AP001020.1,0.0049466644
AP000894.4,0.007914662
AP000894.3,0.0
ADCYAP1,0.0011871994
LINC01904,0.0
AP005328.2,0.0005935997
AP005328.1,0.0018797325
LINC00470,0.0038583982
AC008109.1,9.893328e-05
AC019183.1,0.0
AP005057.1,0.0
AP005230.1,0.0003957331
METTL4,0.20667455
NDC80,0.061833527
SMCHD1,0.83015466
AP001011.1,9.893328e-05
EMILIN2,0.051445596
LPIN2,0.21251169
AP000919.4,0.000692533
AP000919.2,0.00029679984
AP000919.3,9.893328e-05
MYOM1,0.0048477305
AP005329.2,0.00029679984
AP005329.3,0.023743987
MYL12A,7.860281
AP005329.1,0.0024733322
MYL12B,9.36617
AP001025.1,0.0
LINC01895,0.0
IGLJCOR18,0.0
TGIF1,0.2779029
GAPLINC,0.02473332
DLGAP1,0.013355994
DLGAP1-AS1,0.08508353
DLGAP1-AS2,0.03690225
AP002478.1,0.00019786655
DLGAP1-AS3,0.0
DLGAP1-AS4,0.0003957331
DLGAP1-AS5,0.0004946664
AP005203.1,0.0
LINC01892,0.0
AKAIN1,0.0
AP005380.1,0.0
AP001496.2,9.893328e-05
LINC00526,0.016225059
LINC00667,0.23259507
ZBTB14,0.12159052
AP001496.1,9.893328e-05
AP005671.1,0.0047487975
EPB41L3,0.63228023
AP005059.2,9.893328e-05
AP005059.1,0.00019786655
MIR3976HG,0.0
TMEM200C,0.0014839992
AP005433.1,0.0
L3MBTL4,0.015334659
AP001021.1,0.0
AP001021.2,0.0
L3MBTL4-AS1,0.0003957331
LINC01387,0.0
AP005205.2,0.0024733322
ARHGAP28,0.05322646
AP005210.1,0.0
LINC00668,0.0023743988
LAMA1,0.0028690654
AP002409.1,0.0
AP005062.1,0.0
PTPRM,1.3914522
AP000897.2,0.000692533
AP001094.3,9.893328e-05
AP001094.1,0.00029679984
RAB12,0.2648446
AP001793.2,0.0
GACAT2,0.00029679984
MTCL1,0.030273609
NDUFV2,1.3306183
AP005899.1,0.0025722652
NDUFV2-AS1,0.022853587
ANKRD12,1.5939435
AP001033.1,0.00029679984
TWSG1,0.33854383
AP005432.2,0.0009893328
RALBP1,1.3458494
PPP4R1,0.60892874
AP001381.1,0.0004946664
PPP4R1-AS1,0.0007914662
RAB31,0.7460536
TXNDC2,0.00019786655
AC006238.1,0.0021765323
VAPA,2.049444
AP005271.1,0.0004946664
AP005209.1,0.0029679984
AP006219.1,0.0
LINC01254,0.0003957331
APCDD1,2.811864
NAPG,0.43944913
AP001099.1,0.0
LINC01887,0.00019786655
AP001180.2,0.0
AP001180.1,0.0
PIEZO2,0.5996303
AP001180.4,0.00019786655
AP005120.1,0.00029679984
AP005229.1,0.0
AP005229.2,0.0
LINC01255,0.0
SLC35G4,9.893328e-05
AP001120.2,0.0
AP001120.1,0.0
GNAL,0.03700117
AP005137.1,0.0
CHMP1B,0.5622316
CHMP1B-AS1,0.00019786655
AP005137.2,0.0004946664
MPPE1,0.2408057
AP001269.4,0.006727463
AP001269.2,0.001385066
IMPA2,0.06737391
AP001269.1,9.893328e-05
AP001542.3,0.0
AP002414.5,9.893328e-05
ANKRD62,0.000692533
AP005264.4,0.0
AP005264.3,0.0
CIDEA,0.0049466644
AP005264.1,0.0
TUBB6,1.2697837
AFG3L2,0.45379388
PRELID3A,0.031757638
AP001029.1,9.893328e-05
AP001029.2,0.00751893
SPIRE1,0.21815096
PSMG2,0.8432158
CEP76,0.06796778
AP005482.2,0.0
AP005482.1,0.0005935997
PTPN2,0.36950803
SEH1L,0.16195595
AP002449.1,0.00722213
CEP192,0.19648427
AP001198.2,0.0
AP001198.1,0.00019786655
LDLRAD4,0.16838667
AP002505.1,0.0
AP002439.1,0.0
LDLRAD4-AS1,0.0024733322
AP005131.5,9.893328e-05
AP005131.2,0.0
AP005131.1,0.004550931
AP005131.3,0.0
AP001010.1,0.0003957331
FAM210A,0.19875972
RNMT,0.72102535
MC5R,0.0
MC2R,9.893328e-05
ZNF519,0.06589017
AC006557.1,9.893328e-05
AC006557.3,9.893328e-05
POTEC,0.0007914662
ANKRD30B,9.893328e-05
AP006565.1,0.0
LINC01906,0.0
AP005121.1,0.0
LINC01443,0.00029679984
LINC01444,9.893328e-05
AP005121.2,0.0
AP005242.3,0.0
AP005242.1,0.0
AP005901.2,0.0
ROCK1,1.4438825
AC022809.1,0.0
GREB1L,0.0029679984
AC015878.1,0.0
ESCO1,0.33241084
SNRPD1,1.3658379
ABHD3,0.08498459
AC106037.2,0.0
MIB1,0.6450403
MIR133A1HG,0.0004946664
AC103987.2,9.893328e-05
LINC01900,0.0
AC091043.1,0.0
GATA6-AS1,0.013158127
GATA6,0.061042294
AC091588.1,0.0
AC091588.3,0.00019786655
AC091588.2,0.0004946664
AC027449.1,0.0005935997
CTAGE1,0.0003957331
AC090912.1,0.001780799
AC090912.2,0.0016818658
RBBP8,0.15601984
CABLES1,0.10487045
TMEM241,0.05194035
AC011731.1,0.0016818658
RIOK3,0.5817209
RMC1,0.085182466
NPC1,0.23803589
ANKRD29,0.37673032
LAMA3,0.089139774
AC010754.1,0.00019786655
TTC39C,0.04066177
TTC39C-AS1,9.893328e-05
AC090772.2,0.0
AC090772.1,0.0
CABYR,0.007123196
AC090772.3,0.0077167964
OSBPL1A,0.8466761
AC023983.1,0.0003957331
AC023983.2,0.0014839992
IMPACT,0.30560172
HRH4,0.001780799
AC007922.1,0.00019786655
AC007922.3,0.0
LINC01915,0.0062327967
AC022884.1,9.893328e-05
AC018697.1,0.0
LINC01894,0.0005935997
AC104961.1,0.00029679984
ZNF521,0.63148916
AC110603.1,0.00029679984
SS18,0.42371875
PSMA8,0.0010882661
TAF4B,0.048180796
LINC01543,0.0
KCTD1,0.05589772
AQP4-AS1,0.0
PCAT18,9.893328e-05
AC012588.1,0.0003957331
AQP4,0.00029679984
CHST9,0.000692533
LINC01908,0.0
AC090403.1,0.00019786655
AC021382.1,9.893328e-05
AC068408.1,0.0
CDH2,0.20805933
AC110015.1,0.0
AC023932.1,0.0
AC074237.1,0.0
AC117569.1,0.0
AC090506.1,0.0
DSC3,0.0048477305
DSC2,0.04471805
DSCAS,0.00019786655
DSC1,0.00029679984
AC012417.1,9.893328e-05
DSG1,0.0
DSG1-AS1,9.893328e-05
DSG4,0.00019786655
DSG3,0.0005935997
AC021549.1,9.893328e-05
DSG2,0.111597784
DSG2-AS1,0.0003957331
TTR,9.893328e-05
B4GALT6,0.046301037
AC017100.1,0.003957331
SLC25A52,0.0004946664
TRAPPC8,0.24041027
AC022960.1,0.0008903995
AC009831.1,0.0054413304
RNF125,0.3956248
AC011825.4,0.0024733322
RNF138,0.19608851
AC011825.2,0.0023743988
GAREM1,0.015334659
MEP1B,9.893328e-05
AC015563.2,0.0
AC021224.1,0.0007914662
AC025887.2,0.0028690654
AC025887.1,0.0
KLHL14,0.09190997
AC012123.1,0.009398662
AC090371.2,0.00019786655
CCDC178,0.1782801
AC090371.1,9.893328e-05
AC091198.1,0.0
ASXL3,0.010387995
NOL4,0.00029679984
AC104985.1,0.0
AC104985.2,0.0
DTNA,0.00840933
AC022601.1,0.0
AC068506.1,0.0
MAPRE2,0.53284585
AC015967.1,0.0043530646
ZNF397,0.2571281
ZSCAN30,0.2296274
AC011815.2,0.015730392
AC011815.1,0.016126126
AC116447.1,0.0018797325
ZNF24,0.608829
ZNF396,0.0063317297
AC007998.4,0.00781573
AC007998.3,0.057084836
AC007998.2,0.0008903995
INO80C,0.26751605
GALNT1,1.0534273
AC090229.1,0.014345326
AC118757.1,9.893328e-05
C18orf21,0.16472615
RPRD1A,0.35377842
SLC39A6,0.15127096
ELP2,0.38612738
AC023043.1,0.018005857
MOCOS,0.012267727
FHOD3,0.0033637316
TPGS2,0.45943263
KIAA1328,0.084588885
AC016493.1,0.0
AC015961.1,0.0005935997
CELF4,0.009695461
AC015961.2,0.0030669319
AC090386.1,0.0
AC016205.1,0.001780799
AC011139.1,0.0
LINC01901,0.00029679984
LINC01902,0.0004946664
LINC01477,0.0
AC021504.1,0.000692533
PIK3C3,0.3129222
LINC00907,0.0019786656
RIT2,0.00029679984
SYT4,0.000692533
LINC01478,9.893328e-05
AC120049.1,0.0009893328
SETBP1,0.08725987
AC090376.1,0.0
SLC14A2,0.0021765323
SLC14A2-AS1,0.0
AC023421.2,0.0
SLC14A1,0.1270313
SIGLEC15,0.0043530646
EPG5,0.16561659
PSTPIP2,0.01681866
ATP5F1A,1.6196644
HAUS1,0.32251832
C18orf25,0.16947506
RNF165,0.05678806
LOXHD1,0.034033135
ST8SIA5,0.0024733322
AC090241.3,0.0026711987
PIAS2,0.50880283
KATNAL2,0.05866791
ELOA3D,0.0
ELOA3C,0.0
ELOA3B,0.0
ELOA3,0.00029679984
ELOA2,9.893328e-05
AC012254.1,9.893328e-05
AC012254.3,0.0018797325
HDHD2,0.14048706
AC012254.2,0.0
IER3IP1,0.7020302
SKOR2,0.0
MIR4527HG,0.0
AC102797.1,0.0
SMAD2,0.91494066
AC120349.1,0.00029679984
ZBTB7C,0.052237097
CTIF,0.21864569
AC048380.1,0.0
AC093567.1,9.893328e-05
SMAD7,0.16551752
AC114684.1,0.0
AC016866.1,0.00019786655
DYM,0.23398013
AC016866.2,0.00019786655
AC044840.1,9.893328e-05
C18orf32,0.18886627
RPL17-C18orf32,0.0034626648
AC100778.3,0.0004946664
RPL17,0.4742726
AC091170.1,0.00029679984
LIPG,0.054116767
AC090227.2,0.0
ACAA2,0.3352798
AC090227.1,0.0
SNHG22,0.002770132
MYO5B,0.0066285296
CFAP53,0.012564527
MBD1,0.22616479
CXXC1,0.21369897
AC105227.1,0.0
SKA1,0.017115459
MAPK4,0.0
MRO,0.0004946664
ME2,0.32419997
ELAC1,0.098142944
AC091551.1,0.000692533
SMAD4,0.40650535
MEX3C,0.3205392
LINC01630,9.893328e-05
DCC,0.02018239
AC103949.1,0.0
LINC01919,0.0
LINC01917,0.0005935997
MBD2,0.85419416
AC093462.1,0.016126126
POLI,0.11031194
STARD6,0.0008903995
C18orf54,0.068462424
DYNAP,0.0
RAB27B,0.014543193
AC007673.1,0.0
AC098848.1,0.0003957331
CCDC68,0.1892618
LINC01929,0.0028690654
TCF4,9.104289
TCF4-AS1,0.00019786655
TCF4-AS2,0.03403314
AC022031.2,9.893328e-05
LINC01415,0.024238655
AC022031.1,0.0
LINC01416,9.893328e-05
AC009271.1,0.002770132
AC006305.1,0.0026711987
LINC01905,0.0022754655
AC006305.2,0.0
LINC01539,0.00029679984
AC006305.3,0.0
TXNL1,1.1579942
WDR7,0.14553276
AC012301.1,0.0
LINC-ROR,9.893328e-05
AC100775.1,0.0
BOD1L2,9.893328e-05
LINC02565,0.0
ST8SIA3,0.0
AC090340.1,0.0
ONECUT2,0.0025722652
FECH,0.08369846
AC100847.1,0.0051445304
NARS,1.0075265
AC027097.1,0.11011405
AC027097.2,0.0060349307
ATP8B1,0.5967605
LINC01897,0.0
NEDD4L,0.19549485
AC107896.1,0.00019786655
AC090236.1,0.00019786655
MIR122HG,0.0
AC105105.4,0.0
ALPK2,0.0021765323
AC105105.1,0.0
AC104971.2,0.0
AC104971.3,9.893328e-05
MALT1,0.47318676
AC104365.1,0.0
AC104365.3,0.00019786655
AC104365.2,0.0
LINC01926,0.0
ZNF532,0.4630952
AC040963.1,0.0
SEC11C,0.6943141
GRP,0.0016818658
RAX,0.0
CPLX4,0.0
LMAN1,1.6354926
AC016229.2,0.0
CCBE1,0.004550931
AC016229.1,0.0
AC090213.1,9.893328e-05
AC010776.1,0.0
AC010776.2,0.0
AC010776.3,0.0
PMAIP1,0.10744247
AC090377.1,0.0012861326
AC090771.2,0.0
AC090621.1,0.0
MC4R,9.893328e-05
AC113137.1,0.0
CDH20,0.0005935997
AC090409.2,9.893328e-05
AC090409.1,0.004254131
AC105094.2,0.0008903995
AC105094.1,0.0
LINC01544,0.00019786655
RNF152,0.10813521
PIGN,0.19391194
KIAA1468,0.16225277
AC027514.2,0.0
TNFRSF11A,0.03492354
AC100843.1,0.0
ZCCHC2,0.29650116
AC064801.1,0.0021765323
PHLPP1,0.13187975
BCL2,0.07182613
AC022726.2,0.0004946664
KDSR,0.6551329
AC036176.1,0.022457855
VPS4B,0.6451422
SERPINB5,0.0008903995
SERPINB12,0.0
SERPINB13,0.0
SERPINB4,0.0016818658
SERPINB11,9.893328e-05
SERPINB3,0.00019786655
SERPINB7,0.0005935997
SERPINB2,0.009497595
SERPINB10,0.0
HMSD,0.0007914662
AC009802.1,0.00019786655
SERPINB8,0.08993131
LINC00305,0.001780799
LINC01924,0.0
AC100848.1,0.0
LINC01538,0.0
LINC01916,0.0
AC090358.1,0.0
CDH7,0.0
CDH19,0.0028690654
AC110597.1,0.001780799
DSEL,0.086567506
AC110597.3,0.00019786655
AC114689.3,9.893328e-05
LINC01903,9.893328e-05
AC100844.1,0.0
LINC01912,0.0
AC005909.1,0.0
TMX3,0.57439965
CCDC102B,0.13346156
AC022035.1,0.001385066
AC096708.2,0.0
AC090337.1,0.0032647983
AC026585.1,0.0
DOK6,0.005540264
AC119868.2,0.0
AC068254.1,0.0
CD226,0.00840933
RTTN,0.06974861
SOCS6,0.18421628
LINC01909,0.0015829324
LIVAR,0.0
LINC01910,9.893328e-05
GTSCR1,0.0
AC090415.2,0.0
LINC01541,0.0
LINC01899,0.0
AC069114.1,0.0
CBLN2,9.893328e-05
NETO1,0.009299729
AC091138.1,0.00019786655
AC079070.1,0.0
AC090125.1,9.893328e-05
FBXO15,0.0023743988
TIMM21,0.12653726
AC090398.1,0.0
CYB5A,1.2218993
C18orf63,0.0
LINC01922,0.0
FAM69C,0.0014839992
CNDP2,0.73843783
CNDP1,0.001385066
AC009704.1,0.0
LINC00909,0.13375953
ZNF407,0.21439147
AC015819.2,0.011575194
AC015819.1,0.003759465
ZADH2,0.35773587
TSHZ1,0.3410179
AC116003.3,0.00029679984
AC116003.1,0.0
SMIM21,0.0
LINC01898,0.0
AC021506.1,0.0
AC103808.6,0.0
LINC01893,0.0
AC103808.2,0.0
AC103808.4,0.0
AC103808.3,9.893328e-05
AC103808.1,0.00019786655
AC103808.5,0.0
ZNF516,0.13534246
AC009716.1,0.00019786655
AC018413.1,0.009794395
C18orf65,0.002077599
LINC00908,0.00029679984
LINC00683,0.000692533
LINC01927,0.0
LINC01879,0.00029679984
ZNF236-DT,0.009794395
AC027575.2,0.0074199964
ZNF236,0.13821158
AC093330.1,0.0003957331
MBP,0.04471804
AC018529.1,0.0011871994
AC018529.2,0.00029679984
AC100863.1,0.0
GALR1,0.010882661
AC124254.1,0.0016818658
AC123786.1,0.0
LINC01029,0.0
AC107892.1,0.0
LINC01896,9.893328e-05
SALL3,0.00019786655
ATP9B,0.23457354
AC104423.1,0.0008903995
AC023090.1,9.893328e-05
NFATC1,0.25722724
AC018445.1,0.0
AC068473.4,0.0
AC068473.1,0.0
AC068473.5,0.021171723
CTDP1,0.14385091
AC068473.2,0.0
AC021594.1,0.0
AC021594.2,0.00019786655
KCNG2,0.0018797325
AC114341.1,0.0009893328
PQLC1,0.5965626
HSBP1L1,0.15532729
TXNL4A,0.9851742
AC090360.1,0.008508262
RBFA,0.31678072
RBFADN,0.0062327967
ADNP2,0.15879002
PARD6G-AS1,0.0051445304
PARD6G,0.05144554
AC139100.1,9.893328e-05
DEFB125,0.0
DEFB126,0.0003957331
DEFB127,0.0
DEFB129,0.0
DEFB132,0.0
AL034548.1,0.00019786655
C20orf96,0.12257989
ZCCHC3,0.24268542
NRSN2-AS1,0.023249323
SOX12,0.20954365
NRSN2,0.13821162
TRIB3,0.12139251
RBCK1,0.6909484
TBC1D20,0.41313502
CSNK2A1,1.0277058
TCF15,0.23615615
SRXN1,0.001385066
AL121758.1,0.0
SCRT2,0.0
SLC52A3,0.21340202
FAM110A,0.12455853
ANGPT4,0.00029679984
RSPO4,0.0007914662
PSMF1,0.47842893
AL031665.2,0.003759465
TMEM74B,0.09962692
C20orf202,0.0024733322
RAD21L1,0.00029679984
SNPH,0.026711987
SDCBP2,0.12564686
AL136531.2,0.0007914662
SDCBP2-AS1,0.019984523
AL136531.1,0.0047487975
FKBP1A,9.275853
NSFL1C,0.45676014
SIRPB2,0.03264804
SIRPD,0.0
AL049634.2,0.0
SIRPB1,0.0005935997
SIRPG,0.0011871994
SIRPG-AS1,9.893328e-05
AL121760.1,0.0
AL117335.1,0.0061338637
SIRPA,0.2718683
PDYN-AS1,0.0
PDYN,0.0003957331
STK35,0.12535007
AL121899.1,0.004451998
TGM3,0.0010882661
TGM6,0.0
SNRPB,2.2021954
AL049650.1,0.0
ZNF343,0.03264805
TMC2,0.00019786655
NOP56,0.88526124
IDH3B,0.5147395
AL049712.1,0.0011871994
EBF4,0.038782004
CPXM1,0.044322327
C20orf141,9.893328e-05
TMEM239,0.0
PCED1A,0.13554029
VPS16,0.21221498
PTPRA,1.2362347
GNRH2,0.00029679984
MRPS26,0.6114016
OXT,0.0022754655
AVP,0.00029679984
UBOX5-AS1,0.0004946664
UBOX5,0.048972297
FASTKD5,0.10031953
LZTS3,0.02018239
DDRGK1,0.7570426
ITPA,0.4437035
SLC4A11,0.013652793
AL109976.1,0.003561598
C20orf194,0.32014382
ATRN,0.27958444
GFRA4,0.0
ADAM33,0.004254131
SIGLEC1,0.0032647983
HSPA12B,0.6175347
C20orf27,0.21181904
SPEF1,0.0030669319
CENPB,0.59428567
CDC25B,0.29531434
LINC01730,0.0046498645
AP5S1,0.105068386
MAVS,0.4794193
AL353194.1,0.052138213
PANK2,0.35021746
AL031670.1,0.0022754655
RNF24,0.1560198
AL356414.1,0.0
SMOX,0.22072318
LINC01433,0.0046498645
ADRA1D,0.021171723
AL139350.1,0.0
AL121781.1,9.893328e-05
PRNP,0.44380173
PRND,0.19163452
PRNT,0.0
AL133396.2,0.00019786655
RASSF2,0.34656146
SLC23A2,0.22092119
AL121890.3,0.00019786655
AL121890.2,0.00019786655
AL121890.5,0.0009893328
AL121890.4,0.0008903995
TMEM230,1.2866963
PCNA,0.48308128
CDS2,0.56470263
PROKR2,0.0
AL121757.2,0.0
LINC00658,0.0
AL121757.1,0.0003957331
LINC00654,0.014345326
AL109935.2,0.0
LINC01729,0.00019786655
AL109935.1,0.00019786655
GPCPD1,0.5826109
SHLD1,0.09794508
CHGB,0.0038583982
TRMT6,0.1240639
MCM8,0.07321126
MCM8-AS1,9.893328e-05
AL035461.2,0.004550931
CRLS1,0.2963031
LRRN4,0.0003957331
AL118505.1,0.0
FERMT1,0.0026711987
CASC20,0.0
LINC01713,0.0
BMP2,0.07152919
AL096799.1,0.0
LINC01428,0.0
LINC01751,0.0
LINC01706,0.0
HAO1,0.0
TMX4,0.7313157
AL021396.1,0.0
PLCB1,1.3896797
PLCB4,0.5338377
LAMP5-AS1,0.0
LAMP5,0.012861327
PAK5,0.00019786655
PARAL1,0.0
ANKEF1,0.01869839
SNAP25-AS1,0.0019786656
AL354824.1,0.00029679984
AL354824.2,0.0
SNAP25,0.049862668
MKKS,0.15879007
SLX4IP,0.109619394
JAG1,1.9016465
AL050403.2,0.0024733322
LINC01752,0.009398662
AL135937.1,0.0
AL050403.1,0.0
AL158042.1,0.0003957331
C20orf187,0.0
AL049649.1,0.0
AL161938.1,0.0005935997
LINC00687,9.893328e-05
BTBD3,0.537992
AL035448.1,0.012762394
AL109838.1,9.893328e-05
AL136460.1,0.0
LINC01722,0.0004946664
AL078623.1,0.0
LINC01723,0.0
SPTLC3,0.02780025
ISM1,0.046993554
ISM1-AS1,0.00029679984
AL050320.1,0.0
AL121782.1,0.0009893328
TASP1,0.096263185
ESF1,0.57667404
NDUFAF5,0.12089798
SEL1L2,0.0
MACROD2,0.01296026
FLRT3,0.0073210634
MACROD2-AS1,9.893328e-05
AL138808.1,0.0
AL121584.1,0.0
KIF16B,0.15047953
AL049794.1,0.0005935997
AL049794.2,0.0
SNRPB2,1.2265453
OTOR,9.893328e-05
AL121892.1,0.0
PCSK2,0.001385066
BFSP1,0.032944854
DSTN,5.1088977
RRBP1,2.5492842
BANF2,0.0
AL035045.1,0.0
SNX5,0.5723217
OVOL2,0.0047487975
MGME1,0.14671992
AL160411.1,0.0
PET117,0.087161146
KAT14,0.06579122
ZNF133,0.05926153
AL049646.2,0.0
AL049646.1,0.00019786655
LINC00851,0.0
DZANK1,0.02621732
POLR3F,0.105958804
RBBP9,0.12050223
SEC23B,0.14949019
SMIM26,0.7791017
AL121900.2,0.0
DTD1,0.44489044
AL121900.1,0.0
LINC00652,0.0005935997
AL035563.1,0.011575194
SCP2D1,0.0
AL135936.1,0.0
SLC24A3,0.0010882661
AL049647.1,0.0
AL121761.2,0.0022754655
AL121761.1,0.008112529
AL132821.1,0.0016818658
RIN2,0.5097926
NAA20,0.7911746
CRNKL1,0.3403241
CFAP61,0.00029679984
AL035454.1,0.0
AL049648.1,0.0
AL121721.1,0.0
INSM1,0.0
RALGAPA2,1.295492
AL133465.1,0.0
LINC00237,9.893328e-05
KIZ,0.11792991
AL121759.1,0.0
KIZ-AS1,0.020380257
AL117332.1,0.030966157
XRN2,1.4306221
NKX2-4,0.0
AL158013.1,0.0
AL133325.3,0.0
NKX2-2,0.0
NKX2-2-AS1,0.0
AL133325.2,0.0
LINC01727,0.0
LINC01726,0.0
PAX1,0.0
AL109807.1,0.0
LINC01432,0.00019786655
LINC01427,0.0
AL133464.1,0.0
LINC00261,0.0
AL121722.1,0.0
FOXA2,0.0008903995
LINC01384,0.0
LINC01747,0.0051445304
AL158175.1,9.893328e-05
AL049651.1,0.0
SSTR4,0.0
THBD,1.3655382
CD93,7.2212553
LINC00656,9.893328e-05
AL118508.2,9.893328e-05
AL118508.1,0.0010882661
AL390037.1,0.0008903995
AL096677.1,9.893328e-05
NXT1,0.35239422
LINC01431,0.008211463
GZF1,0.08340166
NAPB,0.10912476
CSTL1,9.893328e-05
CST11,0.0
AL109954.2,0.0
CST8,0.0
CST9L,9.893328e-05
CST9,0.0
CST3,6.675204
AL121894.2,0.0026711987
AL121894.1,0.0
CST4,0.0034626648
CST1,0.0016818658
AL591074.1,0.0
CST2,0.0003957331
CST5,0.0007914662
GGTLC1,0.0
AL110503.1,0.0
LINC01721,0.0
AL158090.1,0.0
SYNDIG1,0.0049466644
AL157413.1,0.0
AL049594.1,0.0
AL035661.1,0.0022754655
CST7,0.0074199964
APMAP,0.51543146
ACSS1,0.1926258
AL080312.2,0.0
VSX1,0.00019786655
AL035252.2,0.00019786655
ENTPD6,0.087754786
AL035252.3,0.0026711987
AL121772.1,0.00029679984
PYGB,0.18678862
AL121772.2,0.0
AL121772.3,0.0005935997
ABHD12,0.22052547
GINS1,0.026711987
NINL,0.057975348
NANP,0.065890156
ZNF337-AS1,0.013454926
ZNF337,0.08913986
AL031673.1,0.0016818658
AL390198.1,0.0029679984
FAM182B,0.002770132
LINC01733,0.00019786655
AL078587.1,0.0
AL121904.1,0.0
LINC01597,0.0024733322
LINC01598,0.0
DEFB115,0.0
DEFB118,0.0
DEFB119,0.0
DEFB121,0.0
DEFB123,0.0003957331
DEFB124,0.0005935997
REM1,0.010387995
LINC00028,0.00019786655
HM13,1.031569
HM13-AS1,0.001385066
AL110115.2,0.0004946664
ID1,5.0174375
COX4I2,0.045113623
BCL2L1,0.41283754
AL117381.1,0.00019786655
ABALON,0.0034626648
TPX2,0.14691652
MYLK2,0.06401032
FOXS1,0.07885038
DUSP15,0.025425855
TTLL9,0.0050455974
PDRG1,0.27839738
XKR7,9.893328e-05
CCM2L,0.4996027
AL031658.1,0.004451998
HCK,0.0062327967
TM9SF4,0.3147026
PLAGL2,0.07479429
POFUT1,0.1642315
KIF3B,0.3368629
AL121583.1,0.0040562646
ASXL1,0.67026913
NOL4L,0.6231747
AL034550.1,0.0010882661
AL034550.2,0.003561598
AL133343.2,0.0
NOL4L-DT,0.0
AL133343.1,0.0
C20orf203,0.0008903995
FO393400.1,0.0004946664
COMMD7,0.779205
DNMT3B,0.03155977
MAPRE1,0.6937169
AL035071.2,0.0
AL035071.1,0.080730386
EFCAB8,0.00019786655
SUN5,0.0
BPIFB2,0.0
BPIFB6,0.0
BPIFB3,0.0
BPIFB4,0.00029679984
BPIFA2,0.0003957331
BPIFA3,0.0
BPIFA1,0.0
BPIFB1,0.0
CDK5RAP1,0.1531508
SNTA1,0.019786658
CBFA2T2,0.14978696
AL121906.2,0.0005935997
NECAB3,0.030867215
C20orf144,0.0015829324
ACTL10,0.010486929
AL121906.1,0.0
E2F1,0.0482796
PXMP4,0.095174916
AL050349.1,0.0
ZNF341,0.027404519
ZNF341-AS1,0.00781573
CHMP4B,0.4498357
AL034549.1,0.019390922
RALY,0.8538978
AL031668.1,0.0
EIF2S2,2.2290254
ASIP,0.0018797325
AHCY,0.2668234
ITCH,0.3806856
ITCH-AS1,0.008013597
DYNLRB1,1.6669508
MAP1LC3A,0.7916663
PIGU,0.12070012
NCOA6,0.23170483
TP53INP2,0.234079
GGT7,0.028195985
ACSS2,0.14147642
GSS,0.22695628
MYH7B,0.0074199964
TRPC4AP,0.41827825
EDEM2,0.27038422
PROCR,0.67492175
AL356652.1,0.00029679984
MMP24OS,0.46052098
MMP24,0.01681866
AL121753.1,0.0004946664
EIF6,0.8506342
FAM83C-AS1,0.00029679984
FAM83C,0.0
UQCC1,0.17056334
GDF5OS,0.0
GDF5,0.0007914662
CEP250,0.10793748
FO393401.1,0.023447188
C20orf173,0.0
ERGIC3,0.7969119
SPAG4,0.032549113
CPNE1,0.7864236
AL109827.1,0.0
RBM12,0.33270785
NFS1,0.08627075
ROMO1,1.7200793
RBM39,2.9685633
PHF20,0.5272058
SCAND1,1.6028591
CNBD2,0.0872601
NORAD,1.5718956
AL035420.3,0.0007914662
AL035420.1,0.0
AL035420.2,0.00029679984
EPB41L1,0.07103462
AL121895.1,9.893328e-05
AL121895.2,0.0005935997
AAR2,0.16195601
DLGAP4,0.64761305
DLGAP4-AS1,0.0036605317
MYL9,1.166514
TGIF2,0.17402604
TGIF2-RAB5IF,9.893328e-05
RAB5IF,0.4315353
SLA2,0.0010882661
NDRG3,0.1818419
DSN1,0.110905424
SOGA1,0.30431592
TLDC2,0.0011871994
SAMHD1,0.8535965
RBL1,0.057480626
AL136172.1,9.893328e-05
MROH8,0.020083457
RPN2,1.7722098
GHRH,0.0
MANBAL,0.20954363
SRC,0.0095965285
BLCAP,0.4023508
NNAT,0.0007914662
AL162293.1,0.00029679984
