P1_Normal,P1_Tumor,P10_Normal,P10_Tumor,P2_Normal,P2_Tumor,P3_Normal,P3_Tumor,P4_Normal,P4_Tumor,P5_Normal,P5_Tumor,P6_Normal,P6_Tumor,P7_Normal,P7_Tumor,P8_Normal,P8_Tumor,P9_Normal,P9_Tumor
GRIA2,0,0,0.0015613378,0,0.00028799337,0.00055121025,0,0,0,0,0.0020814263,0,0.0002549718,0,0.0004223681,0,0,0,0.0002035045,0
RP11-364P22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-364P22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-597D13.8,0,0,0.10265796,0.028014028,0.24681032,0.12429791,0.26227564,0.036591,0.0698939,0.080087855,0.02705854,0.038489837,0.023712378,0.02554353,0.07729336,0.28355408,0.20778044,0.10506088,0.019129425,0.008419647
RXFP1,0,0,0,0.00033350033,0,0.0019292358,0,0.00914775,0,0.0030803022,0,0,0,0.004912217,0,0.0018778415,0,0.0018594847,0.0002035045,0.005491074
RP11-781M16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4orf45,0,0,0,0,0,0,0,0,0,0.0004400432,0,0,0,0,0.0004223681,0,0,0,0,0
RP11-138A23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-6C14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-234O6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSTL5,0,0,0,0,0.00028799337,0.00027560513,0,0,0,0.0008800864,0.0010407132,0,0,0,0.0016894724,0,0,0,0.0002035045,0
AC005150.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-563E2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPY5R,0,0,0.00039033446,0.00033350033,0.00028799337,0,0,0,0,0,0,0.0014255495,0,0,0.0004223681,0,0,0,0.000407009,0
TKTL2,0,0,0.00039033446,0,0,0.0011024205,0,0.00914775,0,0.0004400432,0,0.00071277475,0,0.00032748116,0.0004223681,0,0,0,0,0
MARCH1,0,0.0008656304,0.19868022,0.15207617,0.2355786,0.5426665,0.6556891,0.439092,0.07863063,1.1181498,0.060361363,1.0278213,0.07700149,0.61697453,0.11066045,0.9326613,0.310662,0.90742856,0.17440335,0.76655394
RP11-294O2.2,0,0,0.0019516721,0.00033350033,0.0017279603,0.00027560513,0,0.00914775,0.013105107,0.0013201296,0.0010407132,0.00071277475,0.0002549718,0.00032748116,0,0.00020864906,0.0020172857,0.0018594847,0.000407009,0.00036607162
RP11-366M4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-340B18.1,0,0.00028854347,0,0.00033350033,0,0,0,0,0,0,0,0,0,0.00032748116,0,0,0,0,0,0.00036607162
RP11-217C7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOCK3,0,0,0,0.0020010022,0.00086398015,0.002204841,0.0020815528,0,0,0.0008800864,0,0.00071277475,0,0.0006549623,0.0012671043,0.003755683,0,0.00092974235,0.0010175225,0.004392859
RP11-436A7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-310I9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA10,0,0,0,0,0,0,0,0,0,0,0,0.00071277475,0,0,0,0,0,0,0,0.00036607162
RP11-610J23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-483A20.3,0.0008254404,0.00057708693,0.0011710033,0,0,0.00027560513,0,0,0,0,0,0,0.0002549718,0.00032748116,0,0,0,0,0.000814018,0
RP11-327O17.2,0,0,0,0,0.00028799337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-205M3.3,0.0008254404,0.00028854347,0.0007806689,0,0,0.00027560513,0.0020815528,0,0,0,0,0.0014255495,0.0002549718,0,0.0008447362,0.0004172981,0,0,0,0
RP11-6E9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-6E9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-789C1.1,0,0,0.0019516721,0,0.0028799337,0.00027560513,0.0020815528,0,0,0,0,0,0,0,0.0004223681,0,0,0,0,0
RP11-789C1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-322J23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-344G13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-717H13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-97E7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-97E7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-10K16.1,0.0008254404,0,0,0.00066700066,0.00086398015,0.00027560513,0.0020815528,0,0,0.0004400432,0,0.0021383243,0.00076491537,0.0013099246,0,0.0012518943,0,0.00092974235,0.000814018,0.002928573
RP11-798M19.3,0,0,0,0.00033350033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036607162
RP11-489G11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAND2,0,0.00028854347,0,0.0036685038,0.0011519735,0.0008268154,0,0,0,0,0,0,0.006119323,0.0009824435,0.0008447362,0,0,0,0.0022385498,0
RP11-475B2.1,0,0,0,0.00033350033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-161D15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-161D15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-161D15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-148L24.1,0,0.00028854347,0,0,0.00028799337,0.00055121025,0,0,0,0,0,0,0,0,0.0004223681,0.0010432453,0,0,0,0
RP11-248N22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-248N22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-51M24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-440I14.2,0.0008254404,0,0.00039033446,0.00033350033,0,0,0,0,0,0,0,0,0.0002549718,0,0,0,0.0020172857,0,0,0
RP11-440I14.3,0,0,0,0,0.00028799337,0.00027560513,0,0,0,0,0,0,0,0,0,0,0,0.00092974235,0.0002035045,0
GLRA3,0,0,0,0,0,0,0,0,0,0.0004400432,0.0010407132,0,0,0,0,0,0,0,0,0
ADAM29,0,0,0,0,0,0,0,0,0,0,0.0010407132,0.00071277475,0,0.00032748116,0,0,0,0,0.0002035045,0.00036607162
RP13-577H12.2,0,0,0,0.00033350033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-287F9.2,0,0,0.0007806689,0,0.00028799337,0,0,0,0,0.0004400432,0,0,0,0.00032748116,0,0.0004172981,0,0,0,0
RP11-598D14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPM6A,0,0,0.0027323412,0,0.026207397,0.0033072615,0.016652422,0,0,0.0008800864,0.0062442785,0.0014255495,0.0015298307,0,0.0016894724,0,0,0,0.0073261624,0.00073214323
RP11-806K15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA4,0,0,0,0,0.00086398015,0.00027560513,0,0,0.0043683685,0,0.0020814263,0.00071277475,0.00076491537,0,0.0008447362,0.00062594714,0,0.00092974235,0.000814018,0.00073214323
ASB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-87F15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020864906,0,0,0,0
RP11-313E19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-624A4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004223681,0,0,0,0,0
RP11-765K14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-487E13.1,0,0,0.0007806689,0,0.00057598675,0,0,0,0.0043683685,0,0,0,0.0002549718,0,0.0008447362,0,0,0,0.0002035045,0
RP11-376O6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-140M13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01098,0,0,0.00039033446,0.00066700066,0.00028799337,0.00027560513,0,0,0,0,0,0,0.0002549718,0.00032748116,0,0,0,0,0,0
LINC01099,0.0008254404,0,0,0,0,0,0,0,0.0043683685,0,0,0,0,0,0,0,0,0,0.0002035045,0
RP11-404J23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-460H9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-665C14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-540E16.2,0,0,0,0.00033350033,0,0,0,0,0,0,0,0,0,0,0.0004223681,0,0.0040345713,0,0,0
AC108142.1,0,0.00057708693,0.00039033446,0.012339513,0.00057598675,0.0019292358,0,0,0.0043683685,0,0,0.0021383243,0,0.003929774,0,0.0008345962,0.0020172857,0,0,0.002928573
RP11-18D7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-18D7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-188P17.2,0,0,0,0,0.00028799337,0.00027560513,0,0,0,0,0,0,0.0002549718,0.00032748116,0.0004223681,0.00062594714,0,0,0.000407009,0
RP11-335L23.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0002549718,0.00032748116,0,0,0,0,0,0
RP11-335L23.5,0,0,0,0.00066700066,0.00028799337,0,0,0,0,0,0,0,0.0005099436,0,0,0,0,0,0.0002035045,0
WWC2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN22,0.0016508808,0.00028854347,0.0007806689,0.0010005011,0.00086398015,0.0030316561,0,0,0,0,0,0.00071277475,0.0010198872,0.00032748116,0.0021118405,0.0031297358,0.0020172857,0.00092974235,0.0030525678,0.0010982148
CLDN24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP6,0.0016508808,0,0.0011710033,0.0010005011,0.0031679273,0.0011024205,0,0.0182955,0,0.0030803022,0,0.006414973,0.0010198872,0.0016374058,0.0021118405,0.0014605434,0,0.00092974235,0.002035045,0.0047589308
RP11-290F5.1,0.0016508808,0,0.0015613378,0.007003507,0,0.0016536308,0,0.146364,0,0.0004400432,0,0.038489837,0.0002549718,0.0065496233,0.0004223681,0.0012518943,0.0020172857,0.0065081962,0.0002035045,0.012812506
RP11-326I11.4,0,0,0.0015613378,0.0010005011,0.00028799337,0.0008268154,0,0,0,0.0013201296,0,0.0014255495,0,0,0,0.00020864906,0,0.0018594847,0,0.0010982148
RP11-242J7.1,0,0,0,0.0010005011,0.00057598675,0.00055121025,0,0,0,0,0,0.00071277475,0.0002549718,0,0,0.00062594714,0,0,0.0002035045,0.00073214323
RP11-701P16.2,0,0.00028854347,0.00039033446,0.00033350033,0,0,0,0,0,0.0017601728,0,0.005702198,0.0002549718,0.00032748116,0.0004223681,0.0020864906,0.0040345713,0.0046487115,0.0006105135,0.002928573
LINC01093,0,0,0,0.00033350033,0,0,0,0,0,0,0,0,0.0005099436,0,0.0004223681,0.00020864906,0,0.00092974235,0,0
RP11-386B13.4,0,0,0,0,0,0.00027560513,0,0,0,0,0.0020814263,0.00071277475,0,0.0006549623,0,0,0,0,0,0
HELT,0,0.00028854347,0,0,0,0,0,0,0,0,0.0010407132,0,0.0002549718,0.0006549623,0,0,0,0,0,0
RP11-386B13.3,0,0,0,0,0.00028799337,0,0,0,0,0,0.0010407132,0.00071277475,0,0,0,0,0,0,0,0
RP11-714G18.1,0,0,0,0.00033350033,0.00057598675,0,0,0,0,0,0.0010407132,0,0,0,0,0,0.0020172857,0,0.0002035045,0
RP11-301L8.2,0.0024763213,0.00057708693,0,0.00033350033,0.0014399668,0.00027560513,0,0,0,0.0035203455,0,0,0.0002549718,0,0,0.00020864906,0.0020172857,0,0.0002035045,0.00036607162
RP11-626E13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-45I20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC110771.1,0,0,0,0,0.00028799337,0.0008268154,0.0020815528,0,0,0,0,0,0,0,0.0004223681,0.0010432453,0.0040345713,0.00092974235,0,0.00036607162
KLKB1,0,0,0.00039033446,0.00066700066,0.00057598675,0.00055121025,0,0,0,0.0013201296,0.0010407132,0.00071277475,0.0005099436,0.00032748116,0,0.00020864906,0,0.00092974235,0.000407009,0
F11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F11-AS1,0,0,0.00039033446,0.0013340013,0,0,0,0,0,0,0,0,0,0.0013099246,0,0,0,0,0,0
RP11-215A19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002035045,0
MTNR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002035045,0
RP11-11N5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-11N5.3,0,0,0.00039033446,0,0.00086398015,0,0,0,0,0,0,0,0,0.0016374058,0.0008447362,0.00062594714,0,0,0.000814018,0.0014642865
RP11-217E13.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0017848026,0,0,0,0,0,0,0
RP11-696F12.1,0.0008254404,0,0.00039033446,0,0.00028799337,0.00027560513,0,0,0,0.0004400432,0,0,0.0005099436,0,0.0016894724,0.00020864906,0,0,0,0
RP11-308K2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004223681,0,0,0,0,0
RP11-138B4.1,0,0,0.0007806689,0.00066700066,0,0.00027560513,0,0,0,0,0,0.0021383243,0,0,0,0.0012518943,0,0.0018594847,0,0
RP11-91J3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-91J3.3,0,0.00028854347,0,0.0063365065,0,0,0.0020815528,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-237D3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-565A3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036607162
RP11-565A3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFP42,0.0016508808,0.0008656304,0,0.0033350033,0.00028799337,0.0013780256,0,0,0,0,0.0010407132,0.00071277475,0.0002549718,0,0,0,0,0.00092974235,0,0.00036607162
TRIML2,0,0,0.00039033446,0.00066700066,0.00057598675,0,0,0,0.0043683685,0,0.0010407132,0,0.0017848026,0.0013099246,0.0021118405,0.0004172981,0,0.0037189694,0.001221027,0.004392859
TRIML1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032748116,0,0,0,0,0,0.00036607162
RP11-366H4.3,0.0008254404,0,0,0.00033350033,0,0,0,0,0,0,0.0010407132,0.00071277475,0.0002549718,0,0.0004223681,0,0,0.00092974235,0.0002035045,0
RP11-366H4.1,0,0,0,0.00033350033,0,0,0,0,0,0.0004400432,0,0.00071277475,0,0.00032748116,0,0.00020864906,0,0,0,0.0021964295
LINC01060,0.0008254404,0.0014427174,0.0019516721,0.0076705078,0.0017279603,0.0019292358,0.0020815528,0,0.0043683685,0,0.0031221393,0,0,0.00032748116,0,0,0,0.00092974235,0,0.00073214323
RP11-756P10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-756P10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-756P10.2,0,0,0,0.00033350033,0.0025919406,0.0008268154,0.0104077635,0,0,0,0,0,0.0005099436,0,0,0,0,0.00092974235,0.0026455587,0.00036607162
RP11-818C3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-706F1.1,0,0,0,0,0,0,0.0020815528,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-706F1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-462G22.1,0,0,0,0,0,0.00055121025,0.020815527,0,0,0.0017601728,0,0.00071277475,0,0.0016374058,0.0004223681,0.0004172981,0.0020172857,0.0037189694,0.000407009,0.00036607162
AF146191.4,0,0,0,0.00033350033,0.00057598675,0,0.0020815528,0,0,0.0004400432,0,0.00071277475,0.0005099436,0.00032748116,0,0.0008345962,0.0020172857,0.00092974235,0,0.0025625012
RP11-463J17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUX4L7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUX4L6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUX4L5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUX4L4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUX4L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUX4L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2231H16.1,0,0,0,0.00066700066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC14B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2083E4.6,0,0,0.00039033446,0.00066700066,0.00086398015,0.00027560513,0,0.00914775,0,0,0,0.00071277475,0,0.00032748116,0.0004223681,0,0,0,0.0002035045,0.0010982148
SLC9A3,0.0008254404,0,0,0,0,0,0,0,0,0.0004400432,0,0.00071277475,0,0,0,0.00020864906,0,0,0.0002035045,0.00036607162
RP11-310P5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-310P5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-661C8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-661C8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-43F13.3,0,0,0,0.00066700066,0,0,0,0.00914775,0,0,0,0,0,0.00032748116,0.0004223681,0,0,0,0,0.00036607162
RP11-43F13.4,0,0,0.0011710033,0.0040020044,0.005183881,0.0013780256,0,0,0,0.0017601728,0.007284992,0,0.0045894925,0.002292368,0.008447362,0.00062594714,0,0,0.003256072,0
CTD-3080P12.3,0,0,0,0,0.00028799337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A19,0,0,0,0,0,0,0,0,0,0,0,0,0.0002549718,0,0,0,0,0,0,0
SLC6A18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TERT,0,0,0.0007806689,0.0010005011,0.0020159537,0.00027560513,0,0,0.021841845,0.0004400432,0.0031221393,0,0,0.00032748116,0.0008447362,0.00020864906,0,0,0.0006105135,0
RP11-325I22.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0002549718,0,0,0,0,0,0.000407009,0
SLC6A3,0,0,0,0,0.00028799337,0,0,0.00914775,0,0,0,0,0.0002549718,0,0,0,0,0,0.0002035045,0
CTD-2245E15.3,0,0,0,0,0,0.00027560513,0,0,0,0,0,0,0,0,0,0,0,0,0.0002035045,0
CTD-2587M23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2194D22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2194D22.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0002549718,0,0,0,0,0,0,0
CTD-2194D22.4,0.0008254404,0,0,0.00033350033,0.00086398015,0,0,0,0,0.0008800864,0,0,0,0,0,0,0,0,0,0
RP11-259O2.3,0,0,0.00039033446,0,0.00057598675,0.00055121025,0,0,0,0,0.0031221393,0,0,0,0.0004223681,0,0,0,0.000407009,0
RP11-129I19.2,0,0.00028854347,0.00039033446,0.0013340013,0.00086398015,0.00027560513,0,0,0.008736737,0.0004400432,0,0.0014255495,0,0.0016374058,0.0004223681,0.0004172981,0,0.00092974235,0.000814018,0
RP11-468D11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-35O7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2029E14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-121L11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-121L11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2012M11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2287N17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2383I20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2008N3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-445O3.3,0,0,0.00039033446,0,0,0,0,0,0.0043683685,0,0,0,0.0002549718,0,0,0,0,0,0,0
RP11-445O3.2,0,0,0.0007806689,0.00033350033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-445O3.1,0,0,0,0,0,0.00027560513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2318H23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2161F6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2161F6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2161F6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2046I8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2247C11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2247C11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2247C11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2247C11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2297D10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS16,0,0,0,0.0013340013,0,0,0,0,0,0.0004400432,0,0,0,0,0,0,0.0020172857,0,0,0
CTD-2297D10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-471C19.1,0.0008254404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004223681,0,0,0,0,0
CTC-471C19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2324F15.2,0.0008254404,0,0.0015613378,0.00066700066,0,0,0,0,0,0.0008800864,0,0,0,0.00032748116,0,0,0,0,0.000814018,0.00036607162
LINC01018,0.0008254404,0,0.0007806689,0,0.0034559206,0.00055121025,0.0041631055,0,0,0,0.0041628527,0.00071277475,0.0002549718,0,0,0.0004172981,0,0,0.0006105135,0
CTD-2044J15.1,0,0,0.00039033446,0,0.00057598675,0.00055121025,0.0020815528,0,0,0,0,0,0.0002549718,0.0006549623,0,0,0,0,0,0.00073214323
RP11-332J15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-332J15.4,0,0,0.0007806689,0.00066700066,0,0,0,0,0.008736737,0,0.0010407132,0,0.0005099436,0.0006549623,0,0.00020864906,0,0.0018594847,0,0.00036607162
RP11-332J15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-332J15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-122F24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-404K5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2296D1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2296D1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2296D1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2296D1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2296D1.5,0.0008254404,0,0,0,0.00057598675,0.00055121025,0,0,0.0043683685,0,0,0.00071277475,0,0.00032748116,0.0004223681,0,0.0020172857,0,0,0
RP11-711G10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2072I24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032748116,0,0,0,0,0,0
RP11-480D4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-480D4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-480D4.6,0.0008254404,0,0,0.0010005011,0.00057598675,0.0013780256,0,0,0,0.0008800864,0,0.00071277475,0.0002549718,0.00032748116,0.0004223681,0.0004172981,0,0.0018594847,0,0
RP11-417J1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-315A16.1,0.0008254404,0,0,0.00033350033,0,0.00027560513,0,0,0,0.0008800864,0,0,0,0,0,0,0,0.00092974235,0,0
RP11-143A12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2215L10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2201E9.4,0,0,0.00039033446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2201E9.1,0,0,0,0,0.00028799337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R1,0,0.00028854347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2143L24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-447B18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2199O4.3,0,0,0,0,0.00028799337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2199O4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
