MGH100,MGH101,MGH102,MGH104,MGH105,MGH106,MGH110,MGH113,MGH115,MGH121,MGH122,MGH124,MGH125,MGH128,MGH129,MGH136,MGH143,MGH151,MGH152,MGH66,BT1160,BT1187,BT749,BT771,BT786,BT830,BT920
SNORD11B,0,0.3539,0,2.8232114,1.230142,0.6227,0.5416156,0.65065384,0.17478788,0,2.6960073,1.726892,1.4117794,0,2.2740107,0,0.73817515,1.5631287,0,0.73598623,0,0.9416246,0.9363271,1.2150189,0.14995861,0,0
SNORD12,4.250717,0.3447,1.196803,0.5419155,0.21526814,0.7068,0.07988858,0,0.2451515,0.5141414,1.0287912,0.49783784,1.2378948,0,2.8996353,0.7099567,0.8225182,0,0,0,0.72047114,1.9674728,1.4361994,0.242503,0.8392935,0.18981205,0
SNORD121A,0,0,0,0.53729576,0,0,0,0,0,0,0.25018317,0,1.6302005,0,0,0,0,0,0,0,0,0,0,0,0.6209634,0,0
SNORD121B,0.5402392,0,0,0.57985914,0.28241324,2.04515,0.46696377,0,0.6355758,0,0.343663,0.0822973,0.52461153,0,0,0,1.1002555,0,0,0,0.22325476,0,0,1.7791998,1.5998294,0,0
SNORD123,0,0,0,0.2831831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2804757,0,0
SNORD124,0.8885167,0,0,0.22540843,0.3454101,0,0.79590523,0,0.6199394,1.3081145,0.25054947,1.7766488,1.282005,0,0,1.0014719,0,0,3.1836681,1.5049312,0,0,0.39285207,0.2440155,0,0,0.4747802
SNORD125,0,0,0,0,0.11384858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.430285,0,0,0,0,0
SNORD126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD127,0,0,0.10029739,0,0.11755521,0.41175,0,0,0,0,0.8464103,0.24664865,0.16496241,0,0,0,0,0,0,0,0,0,0,0,0,0.13654016,0
SNORD12B,0,0.49014997,0.9691078,0,0.2487224,1.3271,0.3135376,0.4698846,1.0316364,1.1739057,0.76648355,0,0.4439599,0,1.5419792,0,0,0,0,1.0130045,1.706536,1.1932628,1.102983,1.438779,0.61937463,0.19172777,1.0157728
SNORD12C,1.7047367,1.6915,1.62,0.3007042,1.7050158,3.0798001,0,0,1.9930909,2.8622558,0.7891941,2.5847297,0.38070175,0,1.5579689,0,1.515511,0,0,0,1.413815,1.5481433,0.5251995,3.7166672,2.1372075,5.1621704,1.3736058
SNORD15A,0.08559808,0,0,0,0.78351736,0,0.2862674,0,0.33781818,0,0.2758242,0.15037838,0.51501256,1.7626631,0,0,0.21343066,0,0,0.25605503,3.1304307,1.6655766,0.25798514,0.95563936,0.7112705,0,0
SNORD15B,1.4973683,0,1.4196283,0.20284507,0.47042587,1.46225,0.24671309,0,0.80333334,0.32057238,2.3604395,3.3414595,1.1281455,3.186902,2.5822916,1.9692209,0.20448905,0.46404907,0.7947162,0.3680734,1.4718899,3.9265761,1.1135111,1.3820486,3.7420807,0.42387342,0
SNORD16,2.4441147,0,0,0.72845066,0.6237539,2.7656,1.3240669,0,0,0.4684175,1.234359,1.748784,2.0829825,0,3.0052085,0,2.6637955,2.408282,1.6644979,0.5387156,0.77632844,0.61842346,1.0158765,1.3702545,0.47328722,0,1.1902347
SNORD17,5.3715305,6.84025,1.9005947,7.5707593,5.500757,7.1465993,1.3172703,4.776654,1.586909,4.5671043,14.428572,2.1610813,10.407444,6.914456,5.9014072,3.2556276,3.4939415,2.6875458,11.980873,4.5463986,7.2484794,6.866391,6.5809937,1.4896636,4.1596375,5.214412,1.4122521
SNORD18A,0.7813397,0,0,0,1.5604575,0.70945,0,0,0.26054546,0.5350168,0,0,0.46087718,0,0,0,0.4779927,0,0,0,1.795547,0,0,0.547119,0,0,0
SNORD18B,0,0,0,0.48033804,0,0,0,0,0,0,0,0.9824054,0,0,0,0,0,0,0,0,0,0,0,0,1.2609618,0,0
SNORD18C,0,0,0,0.6162816,0,1.2301999,0,0,0,0,0,0,0,0,0,0,0,0,4.3138866,0,0.74265134,0,0,0.36428827,0.31094837,0,0.53522855
SNORD19,0,0,0,0,0,1.8924999,0,0,0,0,0,0.43883783,0,0,0,0,0,0,2.157249,0,0,0.77113014,0,0,0.47337982,0,0
SNORD19B,0,0,1.71171,0.28357744,0.8909937,0,0.28392756,0,0,0,0.18069598,1.1971892,0,1.0377717,1.8006772,2.4103463,0.8031022,0,0,0.34711006,0.8530226,0.22082563,1.7067093,2.1893146,0.7603723,0,0.24269481
SNORD1A,0,0,0,1.0052394,1.6328235,0.45174998,0,0.6040769,1.2867879,0,0.8819048,0.8833514,0.21822055,0,0,0,0,0,0,0.3798165,0,0,0.51001275,0,0,0,0
SNORD1B,0,0,2.456357,0,0,0.60225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3647304,0,0.48647764,0,0,0,0
SNORD1C,0,0,0,0,0,0.85355,0,0,0.7181212,0.37198654,0,0,0,1.7135869,0,0,0,0,0,0,0,0.59119475,0,0,0,0,0
SNORD2,0,0,0,2.0057464,0.46684542,0.99335,0.4703064,0,0,0.9212458,2.3413186,0,5.365639,0,0,1.1344155,1.6549635,0,0,3.2624078,0.43142802,0,1.2022624,1.6278071,0,0,0
SNORD20,0.46516746,0.59929997,0,0.27687323,0.36159307,0.57199997,1.8874929,0,0,0,1.4797069,0.2668919,0.7231579,0,0,1.0082251,1.269489,5.7922087,4.543144,0.6103899,1.1192417,0,0.16972217,0,0,0,0
SNORD21,1.0132056,0,4.950446,0.14929576,0.36493692,0,0,0,1.2112122,1.0620875,0.9711721,0.2652162,0.32498747,0.8460869,1.1120834,0,0,0,1.175808,0.38825685,1.0648818,1.0044762,0,0.17445137,0.4892528,0,0.6897181
SNORD22,11.774354,5.5333495,4.943532,5.3714933,10.534859,10.189099,6.691197,3.6542306,16.621758,4.5061617,14.002273,9.561081,13.276139,6.76375,8.499896,17.50182,4.512044,2.8204293,5.2410917,5.9195642,24.172802,12.832557,9.636289,10.848629,13.189933,6.389428,10.62005
SNORD23,0.56722486,1.7454499,0,0.20005631,0.3131388,0.45674998,0.26381618,0,1.658,0.16026935,0.19725274,0,1.0496742,0,0,0,0.5259489,0,0,0.46759173,2.2374887,0,0.9964694,0.57563895,0.5484056,1.1267922,0
SNORD24,0.8111005,0.73095,0,0,0,0.6468,0.56768805,0,0.402,0,0,1.8387299,0.19964913,0,0,2.737013,1.5171533,0,0,0,9.325989,0,0.4379842,0,0,0,0
SNORD25,6.529856,4.057,4.205576,4.499099,2.8505363,1.7657499,4.88234,3.874577,4.665879,1.7286531,7.279707,3.6004868,7.0070677,0.8817392,18.32802,10.924675,1.8028102,6.585767,4.397118,1.2556651,13.234737,5.826539,1.9392715,6.8817105,9.359125,3.5801656,2.929238
SNORD26,0,0,0,0.27394366,1.2826184,0,2.7375207,0,0.5061818,0,2.4282417,0.9739459,4.4725313,4.8008695,1.2915626,4.36974,0,0,0,0.7826605,1.8948518,0.69739294,0,0.22171511,3.1150627,0,0
SNORD27,5.860957,0.5814,4.0054646,0.9934366,3.4122875,2.1626,0.95434535,2.2505,1.9623637,1.20101,6.3433332,15.294027,5.413759,4.2542934,0,9.561168,0.8302555,4.4452763,1.1831441,0.40178895,5.8337097,1.8276151,3.332992,1.5424855,3.8827102,1.4274986,1.3473477
SNORD28,5.9178944,1.2168,0,3.255211,2.76418,0.6783,0.3366295,0,2.9359996,2.163266,3.3476558,2.4016488,2.109624,0,0,2.8264503,0,3.7290797,0,0.4355734,4.4537005,1.1968284,0.99474096,1.3458756,4.358175,3.2367573,0.45476228
SNORD29,0.9733971,0,0,0.27921125,1.412082,0,1.3796101,2.656846,0.66539395,0,1.2398169,5.4991355,0,0,0,0,0,0,0,0.85211,4.712777,0.86307883,0,1.8649629,0.96216404,0,0
SNORD30,0,1.2184999,0,0,0.22108832,0.96805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4216055,0,0.2814237,0,0,0,0,0
SNORD31,0.95722485,0,0,0,1.1921294,2.6323,0.9983845,1.5370384,0.81115144,0,0,1.1307569,1.0378195,0,0.99114585,6.051169,1.3290145,0,0,1.084289,1.6046631,7.5071177,0.4002704,3.5592432,2.5960317,1.6210291,0.8388434
SNORD32A,14.383827,0.24805,0,6.506676,4.5477448,2.7792,2.5338998,1.2986538,5.7887273,3.5473738,6.3163366,5.703865,3.4929323,3.1514678,11.774426,4.029697,5.2295256,6.5655823,1.9001311,4.385367,13.271322,7.1477876,1.7336932,7.6432824,7.507081,17.750645,10.177534
SNORD32B,0,0.3728,0,0,0,0,0.2826741,0,1.0817575,0,0,0,0,0,0,0.9439394,0,0,0,0,0,0,0,0,0,0,0
SNORD33,0.4049282,0,0,1.0939155,1.3225869,0,1.9714763,0.3468077,0.39248484,0,0.833663,0,0.5025564,0,1.3430209,2.142511,0,4.611104,0,1.1529586,0.9327901,0,0,2.7374318,0.30788353,1.6716226,0
SNORD34,0,0,1.1150558,0.41673237,1.1307571,0,0,5.9896154,0,1.0986531,0,0.94213516,0.66671675,0,4.0608335,0,0,5.144724,0,1.7208484,4.095524,0,0,2.5715418,0,0.44012123,1.4814526
SNORD35A,2.9586604,1.6723,0.7356134,2.446338,3.0602999,0.78514993,5.5022836,0.5118462,2.1490908,1.3397642,6.9198537,5.5173783,1.0068421,0,3.0868232,6.330519,0.72189784,8.727117,8.466114,0.9041054,9.468108,2.557276,0.8616702,4.6765733,1.7192619,5.80221,2.5629444
SNORD35B,9.213732,0.94984996,6.017546,4.0787606,2.5508516,6.05855,3.193788,1.2509232,0.5926666,2.431313,2.6435895,2.697919,5.640125,2.901576,2.184219,3.6390474,2.385073,0,0,1.5654358,8.487008,8.063424,3.5148797,6.9284463,3.2530715,0.33991438,2.2389567
SNORD36A,0,0,1.3051301,0.53214085,0.7881388,4.74155,4.9777713,0,1.6652122,0.9757239,3.8760438,3.6199732,2.085965,2.0830436,0,0.94813854,1.5824087,0,0,1.4508486,8.36936,1.0187383,1.7575598,1.2008924,2.625506,4.771966,3.8335967
SNORD36B,0,0,0,0,0.4938959,0,0,0,0,0,0.2454945,1.1735677,0.8599248,0,2.408125,0,0,0,0,0,2.8310018,0.7522717,1.0924373,1.4364448,0.43808272,0,1.4023322
SNORD36C,0,0,1.2049443,0,0.2519243,0,0.7538997,1.5503461,2.1740603,0,0.2978388,3.976595,1.6457393,0,0,1.1770996,0,0,0,0,6.358419,0,0.85266876,0.9958143,1.1080395,0,0
SNORD37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41069686,0,0,0,0,0
SNORD38A,1.5050238,0.32999998,2.1998885,1.2530422,2.1585016,0,0.746156,0,1.0170909,0.64858586,0,0.25621623,0,0,0,0,1.2422993,0,0,0,3.297109,6.3237886,1.0123583,2.4971914,0,0,0
SNORD38B,0,0,0,0.6672394,0.29817036,1.7722499,0.9667409,1.0756539,1.4523636,1.3613468,0,0.7595676,2.037243,0,0,0,3.185365,0,0,0,3.9158866,0,0.6758498,2.1811247,0,0,0
SNORD41,2.545885,0,0,0,0.3514669,0.24319999,0.56596094,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5088282,0,0,0,0,0,0
SNORD42A,0,0.6833,0,0.4189577,0.7456309,1.2630999,0.035543177,0,2.5436969,0,0,0.21005407,0,5.5523915,0,0,1.0944891,0,0,0,0.45976126,0,3.1487422,3.1173542,0,3.0211272,0
SNORD42B,0.5618181,0,0,0,0.46591485,1.8530499,0,0,0,0,0,0.8970001,0.73508775,0,1.138073,3.5424242,0,0,0,0,0.5919011,2.6583061,0,1.0187933,2.9735599,0.56454,0
SNORD43,0,0.33955002,0,0.91045064,0,0.76224995,0.34805012,0,0,0.6358923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD44,0,1.2917,0,0.30630985,1.0060884,1.4571999,0.5025627,0,0,0,0,3.6800542,1.7176191,0,0,0,0,0,0,2.4205503,5.0321355,0.53494775,1.7029972,2.673925,2.778333,0.7621766,1.1081014
SNORD45A,1.7109091,2.83795,2.0531225,4.3615494,3.157303,3.2854998,0.49267408,0.8697308,2.6349092,0.39047137,5.9284244,3.8809729,0.4838346,0.84489137,1.8971355,2.6240258,0.50565696,2.3469324,0,11.156077,4.067298,0.67053807,2.1509542,0.7633097,3.2265897,4.7009797,4.9850535
SNORD45B,0,0,3.1790705,0,0,2.4278,0.85986066,1.2793077,2.0287876,0,0.82124543,2.0042434,0,0,1.6019272,3.1841128,0,0,1.8860699,1.3444953,0.34190086,1.9836333,2.3237576,0,0,0.6368408,0
SNORD45C,0,0,0,0.6623098,0.2631546,0,0.5648189,0.8489231,1.0296364,0,0.6346886,1.8146757,0,0,6.131615,0,1.2024087,2.0873005,2.346201,0,0,0.19361281,0,2.7612216,0.74539876,0,0.2501964
SNORD46,2.5300956,0,1.8349814,0.43715492,1.9039433,0.6598,1.1905015,0,0.7198181,0,0.79655683,2.2165947,2.6134336,1.8733695,3.3281772,1.2977922,0.28755474,0,0,0.53229356,3.3747356,1.4201914,0.53254104,2.295269,0.20329984,2.4436953,1.510476
SNORD47,1.5761721,3.64195,7.4588103,10.935211,8.093975,6.1819496,17.672646,7.5178847,7.980545,2.8317509,12.954029,8.894865,22.72223,8.247391,0.16005209,15.792858,5.0337954,11.1621475,4.0968995,7.803051,7.985055,14.6443815,9.439196,11.484997,6.3581448,10.023197,12.681906
SNORD48,0,0,0,0,0.28548896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0065708,0,0,0,0,0,0
SNORD49A,0,0,4.5827513,0.2976338,0.85258675,2.3000998,0,0,2.7310302,0.3735017,2.3539562,1.6015947,0.8790226,3.290326,0,0.9146753,0,0,0,0,1.2879796,0,0.40916044,2.756469,0.4302756,4.030563,0.9171861
SNORD49B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4960172,0,0,0,0.8936238,0,0,0,0,0,0,0
SNORD4A,0,0,0,1.1000563,0.60137224,0.47035,0.1400557,0,0,0,0,0.319973,0.28794485,0,0,0,1.0905474,0,0,0.51263756,0.7854445,0,0.6891634,1.3529398,0.42836,0.5122096,0
SNORD4B,0,0.34375,0,0.8739155,0,1.4860001,1.1212535,0,0,0,0,1.1202974,0,0,0,0,0.9485037,0,0,0,0.2440283,1.6059111,0,0,0,0,0
SNORD5,1.2955024,0.90915,0,0,0.19657728,0.73599994,0,0,0.9693939,0.32454544,0.44263735,0.8654595,0,0,0,0.82510823,0,0,1.44,0,0,0,1.6554605,0,0,0,0
SNORD50A,0,0.43509996,0,0.31532395,0.5191956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59254587,0,0,0.21870449,1.527475,0,0.98849684,0
SNORD50B,1.3198564,2.19685,0,0,0.2742902,5.4363995,1.0860724,0,0,0,0,0,6.699474,0,1.0329688,0,0,0,0,0.705688,0.423535,1.5337961,1.2464553,0,0.49046844,1.8480624,1.0617629
SNORD51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17108837,0,0
SNORD52,0,0.70815,0,0,0,0,0.25735375,0,0,0,0.4594872,0.83548653,0,0,0,1.2048917,0.7483211,0,0,0.24087155,1.8520083,0.324144,0.8197835,0,0,0,0
SNORD53,0,0,0,0.514169,0,0,0,0,0,0,0.5053846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24206442
SNORD54,0,0.38255,0,2.2498589,0.77881706,0,0,0,0,1.4958922,1.5277289,0.8851081,1.0057393,0,0.36583334,1.2366234,0,0,0,0.42032108,0.40089655,0,0,2.7694182,0.7229248,0,0
SNORD55,0.93794256,0,0,0.90861964,0.8096846,0.52625,1.2449303,0,0,0,1.394359,3.805054,1.7781954,8.296522,0.76515627,4.095368,0.6838321,0,0,1.486032,6.7289796,2.2381454,0.47290632,4.4080124,0.58447903,2.9172144,0.9712292
SNORD56,0.92086124,0,0,0.7742817,0,0.77019995,0,0,0,0.84855217,0.49531135,1.0787297,1.7291728,0,0,2.1470995,0,0,0,0,3.8840532,0,0.23432355,0.4427724,0.59594965,0,0
SNORD56B,0,2.32095,0,0.3835493,1.168123,0.48544997,0.26972145,0.32876924,0,0,0.8594506,0.95432436,0.4674436,0,0,19.535845,0.89850366,0,0,0.3407569,0,0.63770896,0,0.88931775,0,0,8.455669
SNORD57,0,1.65555,1.2724906,2.0054367,0.5730442,0.97585,0.028718663,0,4.35406,0.32276094,0.46216115,1.3321352,0,1.5878805,0,0,2.443394,0,2.2814848,0.78389907,2.042142,0,0.36602655,2.3149843,1.090905,1.4854331,0
SNORD58A,0,0,0,0,0.1682019,0,0,0,0,0,1.3543956,0.6112703,3.405163,0,2.1501043,0,1.0243431,0,0,0,0.5370275,0.49113208,0,0.43100578,0,0,0
SNORD58B,0,0,1.5544982,8.245408,0.012602524,0,0.44275764,0,0,0,0.2401099,0,0,0,0,5.314589,0,0,1.1639302,0.76497704,2.8378825,0,0.48540702,0,0.13183963,0,0.6213424
SNORD58C,0,0,0.7316357,1.2719154,7.2110415,0,1.1614763,0,1.2585454,0.77949494,2.1925642,0.7427298,3.3409522,3.0989673,2.493073,0,0.4328832,0,2.0431879,3.3384862,0.4204344,2.8196418,0,4.1003847,1.3510175,3.327723,1.6041048
SNORD59A,1.6137321,0,0,0,2.7544005,0.37015,0.44423395,0,0,0.8898316,0.7579121,0,1.8242607,0,0.6428125,3.6193504,0.8268613,0,2.1844978,0,4.626213,0,0,0,1.1252214,0.7711833,1.7830849
SNORD59B,0.9444019,0,0,0,0.4537697,1.4552499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.182844,0,0,0.34652287,0,0,0
SNORD6,0,0.7351999,0,0.28830984,0,0,0.15827298,0,0,0,0,0,0,0,0,0,0,0,2.8203492,0.3407569,0.7748425,1.6576478,0.33716422,0.49462786,0,1.6489382,0
SNORD60,0.20234449,0,0.696394,0.35887322,2.0950315,1.6629499,1.6368524,0,1.5270302,0,1.5997802,3.36473,0,2.4903803,2.067604,7.0037227,3.201387,0,0,0.5974541,0.31707788,0.91662616,2.0438485,1.9499278,0.3234489,1.7760973,1.8878134
SNORD61,0,0,0.48479554,0,0,0,0.2524234,0,0.24799998,0,0.6256044,0,0.5811529,0,0,0.8751082,0,0,0,0,1.7167027,3.1178806,0,0,0,0,0
SNORD62A,0.54956937,0.8095,1.0375464,5.782732,1.8405678,0.2391,1.5529248,1.5209615,0.16018182,1.5691245,2.680513,2.399973,2.5421553,1.3147283,1.4896876,1.6765368,1.6526277,1.6214111,8.694803,1.2090137,5.1680336,4.9375157,3.2781634,1.2254633,1.9973276,0.57589126,0
SNORD62B,0.54956937,0.8095,1.0375464,5.782732,1.8405678,0.2391,1.5529248,1.5209615,0.16018182,1.5691245,2.680513,2.399973,2.5421553,1.3147283,1.4896876,1.6765368,1.6526277,1.6214111,8.694803,1.2090137,5.1680336,4.9375157,3.2781634,1.2254633,1.9973276,0.57589126,0
SNORD63,0,2.38205,0,4.488366,2.4824765,1.3274499,1.2382174,0.35230768,8.543635,0,4.2436996,3.8161352,0.7895238,1.6336414,0,6.1397834,0,7.581227,3.9219651,2.3520412,2.1579607,8.58562,5.2977414,1.6102538,3.1043267,1.6622179,0.47845548
SNORD64,0,0,0,0,0,0,0.43434536,0,0,0,0.613663,2.2211623,0,0,2.7671876,0.9318182,1.8486861,0,0,1.0464449,0,0,0.432066,0,0.4869398,0,0.39910135
SNORD65,0,0,0,0,0,0,0,0.8197692,0,0,1.099707,0,0,0,0,1.8373593,0.70686126,0,0,0,1.6955822,0,0,0,0,0,0
SNORD66,0,0,0,0,0.29728708,0,0,0,0,0,0,0.45008108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD67,0.31516746,0.1629,1.7988477,0.16070421,0,1.22955,0.47161558,0.19911538,0,0.4107744,0,0.4058919,0,0,0,0,0.3328467,0,0,0.63825685,1.2112672,0,0,0.85571176,1.0267963,0,0
SNORD68,3.5422008,0,0,0.3544225,2.1421294,0.77055,1.1367966,0,0.798,1.0884175,0.38186812,3.8890543,2.6209524,0,0.7999479,1.6202164,0.6869343,4.447178,0,0.904633,10.968644,0,0.8795607,2.1685357,1.2099917,0,0
SNORD69,0,6.015149,3.3769143,0,1.3793375,0.5158,1.1820612,0,0,0,3.1717215,0.22767568,0,0,0,0,0,0,2.3088646,0,2.860537,0,0.6697865,0.6962726,1.5125357,2.1322815,0
SNORD7,0,1.98995,0,0.2897183,0,0.24035,0,0,0,0,0,0.4877838,0,0,0,0,0,0,0,0,0,0,0.46928295,0.25026634,0,0,0
SNORD70,0.92339706,0,0,0,0,0,0,0,0.70660603,0,0.7575092,0.35145947,1.207218,1.7208153,1.5307292,0,0,0,0,1.8367431,0.33725405,0,0.42290288,0.67631024,0,0,0
SNORD71,0,2.9616,0,0,0,0.39485,0.33874652,0,0,0,0.5452381,0,1.1221805,0,0,0,0,0,3.6236246,0,0,4.9356604,0,0.3385548,0,0,0
SNORD72,0,0,0,0.3857183,1.020489,0.44095,0.35877436,0,0.59442425,0,0,0,0.89140356,0,0,0,0,0,0,0.46059632,0,0,0,0,0,0,0
SNORD73A,0,0,0,0,0.41066244,0,0,0,0,0,0,0.2187027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD74,0,0.3839,0,0,0,1.653,1.4161838,0,2.365636,0,0,0,0.59897244,0,0,0,1.5548174,0,0,0,0.29897857,3.0575755,0,0.31935337,0.6662206,0.578351,0
SNORD75,0,0,0,0,0.30630916,0,0.602117,0,0,0,0.5903663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD76,6.5220094,3.01735,1.6892564,5.413944,5.5892115,4.5165997,6.454986,0.6409615,1.314606,1.4419191,10.774982,7.0820274,11.945738,6.7188044,8.800209,3.8299565,8.532665,11.295398,6.2350655,3.5417428,7.0884304,5.4977713,5.567475,4.274381,4.034046,5.95039,4.2467275
SNORD77,2.6866028,0,0,0,2.65418,1.1371,2.5912814,6.4823847,1.3844242,0,3.077619,3.9204323,9.848171,10.195055,0,1.3387012,0,10.352086,0,1.4898393,1.121008,3.0029716,3.0642614,1.1820123,7.0100994,1.8746313,4.491799
SNORD78,0,0,1.1883644,0.49532393,0,0,0,0,0,0,0.46978024,0,0,0,0,2.0152814,0,0,0,0,0,2.7979121,0.6251464,0.5760383,0,0,0.527286
SNORD79,0.21023922,0.63785,0.5165799,0.82022536,2.2115932,3.48705,2.0381615,0.70296156,0,1.1784512,6.7701836,1.1165406,7.7285213,0,0,4.548009,0.65343064,0,0,1.2892431,2.186573,1.4268161,2.8636146,5.036627,3.5140712,3.0402136,0.5458116
SNORD8,0.62081337,0.8398,1.5605204,2.260366,1.3539116,0.18545,0.67877436,0.54273075,0,0.23979798,5.0206223,0.0817027,2.1263409,2.1489675,1.17875,1.541039,0,0,0,5.0354357,3.6168983,0.3704491,0.47463205,2.2042353,1.7965343,0.26504612,0.45611718
SNORD80,3.27933,6.2582498,7.9026027,4.098563,10.718959,16.616852,16.854065,7.359846,10.206969,2.5089898,12.895056,20.402864,18.420504,12.2639675,2.8385417,6.769221,12.875985,1.8683436,1.2096943,6.650986,13.474475,4.0167603,13.8864765,10.531383,9.590979,56.565033,8.322852
SNORD81,0,0,0,0,0,0,1.1697493,0,1.4787272,0,0,0,0,0,0,0,0,0,0,1.8537154,1.4480106,0,0,0.72197104,0,4.8334875,0
SNORD82,1.7593778,0.69074994,0,0,0.16690852,0,0,0,0,0,0,0,0,0,0,0.7049351,0,0,0,0,0,0,0,0,0.53616965,0,0
SNORD83A,1.5914353,0.21450001,1.5384387,0,1.3615774,1.3165001,1.0666016,0,2.2755756,0,0.61421245,0.976027,1.6958146,1.4525543,0,0.68389606,0,0,0,0,3.0379314,0,0.51485944,0,0.5773017,2.109283,0
SNORD83B,0,1.1036999,0.5545353,0,1.0880442,1.67325,3.0082731,0,1.3012121,4.0122895,1.452564,0.9455946,1.4911779,3.4875546,1.2764585,10.274806,3.024708,0,0,0.5487385,3.740802,0.6831612,1.4124813,6.251731,6.041905,0.565598,0.5018878
SNORD84,6.5612435,0.7381,0,1.4553239,0.5102366,2.4677498,2.4988856,0,0.37642422,0.94356894,1.1866666,1.697,2.442105,5.142881,5.2843747,7.541905,0,5.4389567,6.5261574,2.0846786,3.0471556,2.6646705,2.7272108,4.7771797,1.4269578,0.71468806,0
SNORD85,0.50272727,0,13.920298,0,0,0,0,1.0224615,0,0.5311448,0.9484982,0,0,0,0,0,0,0,0,0.6320871,0,0,0,0,0.9354541,0,0
SNORD86,1.4678948,0,6.749554,1.1990141,0.73255527,0,1.2719777,0,0,0.630606,1.4551282,4.3254323,2.7553134,1.3212501,2.4163022,5.2435503,2.9716058,0,3.256725,2.6622705,5.9269223,0.006712496,1.7834246,2.2969084,1.0904887,0.8109476,4.0127897
SNORD87,0.75311,0,0,0,2.5570664,0.23114999,1.0683286,0.32823077,0.9211515,0.72976434,0,7.808243,0.8090476,2.4030979,0,1.1568831,0.58105844,0,0,1.0692201,0.7009808,1.4019158,0,0.5820844,3.7437663,1.1471108,0.43336132
SNORD88A,0,0,0,0,0.28725553,0,0,0,0,0,1.6409158,0,0,0,0,1.7394805,0,0,0,0,0,0,0,0,0,0,0
SNORD88B,0.76564586,1.0643,0.7859479,0.3515493,0.19403785,1.9575,0,0.42192307,0,0.8350842,0.4072894,0.5391081,0.8989974,0,0,5.893593,0.18062045,2.7957056,1.2336682,0.60516053,8.747059,0.21653815,0.33107352,0,0,0,0
SNORD88C,0.68406695,0,0,0.16898592,0,0,0,0,0.7472121,0,0,0,0,0,0,0,0,0,0,0.24676603,1.584619,0,0,0,0.27848324,0,0
SNORD89,1.2596172,2.64825,4.6577325,4.670197,1.151735,0.53115,0.56805015,2.1900768,1.041697,0,0.34637362,2.9835947,4.4061155,4.1855435,0,0,1.354854,0,0,0,2.2221587,9.804544,1.7687814,0.75307995,0.3066085,0.77600175,0
SNORD9,0,0,0,0,0,0,0,0,0,0,0,0,0.46426067,0,0,0,0,0,0,0,0,0,1.0853457,0,0,0,0
SNORD90,0,0,0.507658,0.13918309,0.05850158,3.1274,0.623649,0.53696156,0,0,0.98450553,0.8466487,0,0,2.889896,0,0,0,1.2348909,0.4159862,0,0,0,0.88940895,0,0,0
SNORD91A,1.2729665,0,0,0,0.08012618,0,0.29133704,0.70576924,0.95666665,0.26828283,0,1.4259459,0,0,0,0,1.1691971,0.9404908,0,0.9068577,0,0,0.23583901,0.2633419,0,0,0
SNORD91B,0,0,0,0,0,0,0,0,0,0,0.21043956,0,0,0,0,0,0,1.8909202,0,0,0,0,0,0,0,0,0
SNORD92,0,0,0,0,0,0,0,0,0.41387877,0,0.30739927,0,0,0,0,1.5125109,0,0,0,0,0,0,0,0,0,0,0
SNORD93,0.5137799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD94,3.0370336,0.63675,4.0082154,0.57222533,1.1217192,0.74085,1.3797493,2.1588078,0.55612123,0.14744107,1.0638461,0.7120271,0.6805514,0.7395109,2.4265625,0,0.60941607,4.499632,0.9782533,0.87087154,0.44378346,0,1.4908788,2.6937668,2.3204935,0.6501317,0
SNORD95,0,0.5258,0,0,0.11476341,0,0.13437326,0,1.6991514,0,0.4109524,0,0.38526314,0,0,1.1245022,0,0,0,1.0933486,0.8483428,0,0.66906697,0.33847824,0,0.9940257,0
SNORD96A,0,1.3683,0,0,0.26788643,0,1.202312,0,0,1.877542,1.9667399,1.5105675,1.0383458,0,0,0,0.7498905,0,0,1.1081192,4.7388396,0.9014722,0.4591475,1.9515004,1.17281,1.3272343,0.941125
