MGH100,MGH101,MGH102,MGH104,MGH105,MGH106,MGH110,MGH113,MGH115,MGH121,MGH122,MGH124,MGH125,MGH128,MGH129,MGH136,MGH143,MGH151,MGH152,MGH66,BT1160,BT1187,BT749,BT771,BT786,BT830,BT920
FAM66B,3.1122491,3.00505,4.888216,4.1410704,4.384811,4.6005,2.4531195,3.9924998,0.26527274,4.892626,2.2359707,5.3614326,8.762405,0.57516307,3.4226043,1.6512122,1.5670803,6.132822,5.077205,1.8239907,1.3872349,0.13784921,3.274801,2.1715846,3.8808281,2.541141,0.758114
FAM66C,10.8836355,5.53615,16.954681,11.000366,10.032335,9.09355,8.919832,10.304153,6.7969093,17.212591,11.123481,21.386189,16.881828,9.674947,12.839583,8.374329,3.4097815,13.6096325,39.150658,7.7071323,9.982591,2.05747,12.462274,21.815071,11.692313,8.462353,3.8056858
FAM66D,1.2445934,0.35860002,3.2775464,2.1496334,2.439085,0.30175,1.1375767,1.1970384,0.3053939,2.5664983,1.3577656,3.3715944,2.5958145,0.9049456,1.6969272,0.88471866,0.26313865,1.8067486,5.84882,1.451445,0.86204875,0.04538805,2.7971528,4.28923,1.3739158,2.0674474,0.28140262
FAM66E,0.75559807,0,0.5311896,0.55157745,1.2516719,1.0425,0.37927574,2.07,0.25278786,2.2205722,0.60699636,0.4765676,1.8424561,1.2186956,0.52171874,0.6002165,0.42368615,1.0120245,1.3038428,1.2034173,0.6057828,0.24936941,1.4208517,3.5644758,0.3354259,1.0217247,0.434853
FAM69A,36.383396,74.88795,43.061672,62.572666,32.45325,31.90595,73.982155,64.79158,41.32121,125.11171,30.004616,72.39541,36.310627,31.498535,58.47182,28.996407,69.018936,81.13736,17.274847,35.430367,62.627037,27.70345,24.350203,38.141636,48.93935,8.425392,18.622385
FAM69B,9.912536,4.7712502,5.429368,6.9316053,3.7900317,5.9453,9.975514,7.204385,8.247879,9.435455,2.6869965,9.89619,10.670099,12.162282,5.358229,12.316233,7.627044,6.6394477,13.914192,7.407706,27.00485,1.5347217,17.203495,10.605831,10.340354,10.460248,13.613159
FAM69C,1.7983732,5.8158493,3.5471377,5.390197,9.355553,2.2309,18.105902,5.173885,13.348727,20.211784,3.7890844,4.5019727,8.779699,9.536902,11.06599,20.78619,10.281131,37.30135,18.640656,12.89009,11.918861,0,1.7495934,7.281825,2.7611752,0.3409458,5.6073694
FAM71A,1.4460765,1.85645,3.4383643,1.0652957,8.488313,0.7410499,0.40668523,0.12107692,2.0339391,0,4.236374,0.76824325,1.080802,0.46222827,1.5252084,0,0,3.034969,3.008646,2.0577064,0,0.6317512,0.22841921,14.8300495,0.22773059,7.4101186,0.1882736
FAM71B,0,0,0,0,0,0,0,0,0,0.11148148,0,0,0,0,0,0,0,0,0,0.013807339,0.027462834,0,0.12858172,0,0.08334701,0,0
FAM71C,1.5602392,0,0.12669145,0,0.25217667,0,0.24838439,0,0,0,6.3877654,4.399216,0.081378445,0.87951094,0.33307293,0.5012121,0,0,0,0.09935779,1.7509016,0,0.20346344,0.9727743,0,0,0.0340195
FAM71D,0.049999997,0,0.21944237,0.31033802,0.2433123,0.1458,0.016016712,0.054269228,0.019151514,0.43949497,0.04018315,0.19164865,0,0.21228261,0.20895834,0.28536797,0.024160583,0,0.30991265,0.10607797,0.10575694,0.15428847,0.14271055,0.5471919,0.3726518,0.11241157,0.25261745
FAM71E1,3.098086,0.80885,2.3527136,2.280704,0.9854575,4.7772503,4.4457097,2.8911924,3.9437575,3.111515,1.7643222,7.8473516,3.84604,2.4769025,6.230417,3.3944154,1.4591241,2.2212882,3.438559,2.7002292,4.0068245,0.72749597,1.4191642,2.3550127,2.3817563,3.6006877,3.835175
FAM71E2,0,0,0,0.0028450703,0.014479496,0,0,0,0,0,0,0.018297298,0.01716792,0,0,0,0.31740877,0,0,0,0.022268528,0.08228692,0.037351456,0.16167775,0,0.0066364706,0
FAM71F1,0.4261244,0,1.0422677,0.82101405,0.14798109,0.19895001,0.2506128,0.5475769,0.30690908,0.28959596,0.12021978,0.060864866,1.5278195,0.8353805,0.19515625,0.25095236,0.06346715,0,2.5192144,1.8305274,0,0,0.09359416,1.5345961,0.39801198,0.46769166,0.46674377
FAM71F2,0.9155024,0,2.4354272,1.9104506,1.2905836,0.6386,0.6395265,1.9530768,1.8633939,2.8808753,1.5417949,3.5202975,3.2485213,0.70103264,2.3711982,0.47926408,0.87485397,2.700736,1.7004803,2.2620642,0.69364333,1.2924633,0.74552053,4.063372,1.6317503,2.3279746,1.0361292
FAM72A,5.634067,2.9085999,6.3509665,10.73476,11.423028,3.3707497,8.033064,4.8555,1.5999393,4.0268354,6.0319777,10.7622175,9.32381,8.800707,3.8402085,14.204718,7.475146,12.471473,8.589477,13.748576,14.555782,12.685793,14.817708,10.400104,6.575252,16.25552,2.8505225
FAM72B,3.2828705,0.20389998,4.338625,9.175184,6.2839117,1.6012999,8.307353,4.6885004,2.8479996,4.4267,6.4904766,5.82327,6.346967,5.052881,3.1588545,6.239524,3.7212775,6.6252756,8.481005,12.0123625,7.6015887,12.4739,7.897191,9.815107,5.4687805,5.703147,1.6183534
FAM72D,7.1566505,8.388,5.1613383,9.28741,10.386151,1.71045,10.357938,3.519,1.944606,4.8236017,8.088755,14.301704,12.615488,10.180108,2.4494274,11.576278,4.4452558,11.107484,11.362009,7.5134172,7.954643,8.500636,10.743064,9.089144,5.514796,16.364708,4.0480614
FAM73A,25.00105,12.553901,19.641636,19.184393,16.786167,24.596249,20.891336,15.959116,27.512058,27.286598,25.46531,25.204218,21.35238,28.713423,22.580154,19.711472,16.675474,52.900307,21.525982,21.243944,14.974182,9.714797,12.343479,23.45767,8.893311,20.367826,11.509307
FAM73B,7.1450243,9.87015,15.459478,16.278929,17.437824,15.1188,13.536825,14.67973,27.34103,18.005085,19.138096,26.050486,24.140375,15.068914,12.847136,26.986448,13.262628,14.683496,18.283978,14.905389,21.602388,26.094374,8.131271,22.14922,22.202728,18.877022,8.805597
FAM74A1,9.179617,5.9861,5.83777,5.3743663,6.638849,5.1221,4.6883287,4.010039,4.8720603,4.0759597,6.8221974,10.922405,11.07401,9.62636,6.628959,9.717879,5.247263,5.9701223,6.5515723,3.4233944,9.017818,7.0614495,4.283518,5.8251815,4.0434,5.744185,6.727117
FAM74A2,2.0690908,2.1454997,2.2049441,1.2127604,1.7562462,1.3614,1.2761561,0.9480769,1.1671513,0.99919194,1.4626739,2.633,2.8644109,2.8757064,1.7372917,2.13355,1.0735767,2.658834,2.2904804,0.78889906,2.2095218,1.6752491,1.030667,1.4709169,1.2914592,1.2803552,1.6685858
FAM74A3,0,0.3186,0,0.043239437,0.14444794,0.0592,0.02097493,0.058961537,0.37278783,0.08892256,0.40234432,0.021135136,0.35105264,0,0.10526042,0,0.029014597,0.23294479,0.08078603,0.1006422,0.18151936,0.12095757,0.0602513,0.22032756,0.08363246,1.8933972,0.17096698
FAM74A4,0,0,0.12171004,0.004394366,0.05938486,0,0.017270194,0.009923076,0,0.0543771,1.0721612,0,0.092731826,0,0.040156253,0,0.0320073,0,0,0.019839449,0.0074627358,0.017717002,0,0.013274218,0.0014150831,1.4480685,0
FAM76A,14.12134,88.316605,22.440147,21.701183,25.013424,27.0655,15.237382,20.362076,43.626053,41.931183,21.570002,17.250864,17.954536,30.584673,35.23245,17.23052,25.426933,18.214907,26.882923,26.858807,18.254494,20.974236,11.720428,18.162529,12.537066,24.913467,14.574995
FAM76B,34.399525,23.94945,30.762527,17.973886,14.944922,16.5068,64.74892,16.842962,22.842121,38.82862,18.093409,40.940838,35.660656,8.539783,24.6688,36.22606,19.037373,27.317911,27.882137,17.421513,52.63634,6.7469053,23.205477,15.073594,19.725166,15.022999,16.418573
FAM78A,0.26282296,0.7097,2.728476,0.14374648,3.1073506,5.4375997,1.0520612,2.266077,0.54206055,0.9348148,1.234359,0.7398649,2.557945,0.3622826,0.52776045,0.278658,0,0,0.046593886,0.46291283,0.008507507,14.664963,0.22346798,0.2673136,0.21830186,0.10686502,0.41345206
FAM78B,4.1571293,0.0071499995,0.39092937,0.09650704,2.9092274,3.39165,0.1221727,1.5820385,3.4591513,1.607138,0.8048718,0.31264865,0,3.6636958,0.9309376,1.1742425,0.60135037,0,1.0028385,3.0615823,0.34823772,0,1.0043969,2.8299186,0.3760901,0.19250172,1.0036056
FAM81A,0.046028707,0,0,0.7841408,0.67211354,0.036,4.8069363,3.2628078,1.3520604,4.1007066,0.62479854,0.011594594,1.4240851,12.069239,1.8648437,2.8241558,4.6768613,1.8335582,1.2251966,0.22752292,0.8628937,0.29935318,3.4555504,0.78419536,5.4470005,1.2377112,0
FAM81B,0.01875598,0,0.0604461,0.12425351,0.13689275,0.012499999,0.056713093,0.0765,0,0.014242424,0.08142857,0.15924326,0.073182955,6.583859,0.0496875,0,0.036350366,0,0,0,0,0,0.048202194,0.060383633,0.022971474,6.4084897,0
FAM83A,0.2890909,0.41429996,0.3188476,0.15430985,0.3201104,0.252,0.4284958,0.16319232,0.20563637,0.37393937,0.28567764,0.2260811,0.38934836,0.5469022,0.22359377,0.2629437,0.7235401,0.060981594,0.2041048,0.14685778,0.35200003,0.12045592,0.29883817,0.25695938,0.24660705,0.118772335,0.20006587
FAM83B,1.7166508,0.85844994,0.81568766,0.73132384,0.7909464,0.73854995,0.5010027,0.73115385,0.76000005,0.530707,0.88179487,1.3694595,1.274837,1.3899457,0.9157813,1.202684,0.57437956,0.89319015,1.0482969,0.580344,1.3274566,0.8303656,0.6590497,0.7620956,0.69037664,0.9820915,1.1347154
FAM83C,0,3.4415498,0.06475836,0.65247875,0.025504733,0,0.1734819,0.0035769232,0,0,0.004322344,0.011702703,0,0,0,0,0.6083212,0,0,0.16105503,0,0,0.0028391613,0.11781721,0,0.14895464,0.0031561241
FAM83D,22.437176,12.6833,3.3460596,11.880281,4.55642,6.79145,7.3642898,4.0463076,6.2707267,11.02697,15.657581,12.565918,25.244434,4.390652,3.7242188,26.422468,16.670584,10.238404,20.572271,12.862981,33.791336,2.3914633,13.304314,15.535693,18.617527,7.949481,6.3673644
FAM83E,0.7833493,0.20015,0.31788105,0.2900845,0.81998426,0.21215001,0.44331476,0.34946153,0.45406058,0.2398653,0.44153842,1.019027,0.36726817,0.42603263,0.8801042,0.7472727,0.33178833,0.46012267,0.5627511,0.38045868,0.61352134,0.33872136,0.3928396,0.68071526,0.4654229,0.476492,0.8838923
FAM83F,0,0,0,0,0.0028864355,0,0.018607242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048121843,0,0,0,0,0,0.050496962
FAM83G,0,0,0.206171,0.26546478,0.84212935,0.7633,0,0.026615385,0,0,0,0.16175675,0,0.6113587,0,0,0,0,0.032969434,0,0,0,0,2.3139534,0,0.022954378,0
FAM83H,0.29588515,0.3607,0.31364313,0.3340845,0.31329656,0.43605,0.19537605,0.1925,0.16369697,0.1391919,0.24578756,0.5784865,0.3781453,0.59951097,0.29812506,0.22805193,0.17729926,0.21484661,0.33637553,0.15495412,0.32573107,0.85846096,0.15075728,0.29389283,0.1552826,0.38213658,0.20009992
FAM84A,18.521626,56.73686,5.4637914,61.362896,20.479652,17.760998,15.609026,53.787807,28.275452,39.09781,13.0561905,4.312379,7.2785726,20.48913,23.382864,13.53342,84.440765,37.536686,12.555852,41.01968,3.1090884,1.5946698,15.108338,16.02608,31.071743,7.0808883,61.393303
FAM84B,36.50526,37.397198,132.2257,19.793041,23.779684,37.227547,9.348719,42.974308,56.678112,48.567036,24.88337,18.039812,33.210777,16.615107,19.398075,32.891823,33.55894,47.38975,11.515634,16.358967,6.954929,4.184603,3.1591713,11.717807,7.259509,24.473555,66.930534
FAM86A,15.47598,15.87045,13.179255,19.05611,11.9795265,11.48325,15.940168,18.40077,7.1827273,16.725252,8.109597,8.287136,15.153534,21.061031,17.831615,16.73671,20.876534,29.073006,13.385371,16.847864,19.656956,6.282125,22.125103,7.9350576,13.13236,10.975752,10.30688
FAM86B1,4.5698085,3.6144497,10.260817,4.44569,4.3022876,5.6281,6.47259,1.8913844,2.4935756,5.969091,2.523187,4.534946,5.4884963,4.0978804,10.223802,4.229394,2.9698904,2.4692638,18.128296,4.952592,1.5939416,1.9392636,7.883146,8.615104,15.312658,5.2547235,0.49221846
FAM86B2,1.3991387,0.01395,3.9729366,1.7909293,1.065836,0.75179994,1.4375207,1.0594231,0.40024242,2.6651852,0.5104762,1.9481622,1.446441,1.8521197,2.3634899,1.5651947,0.6395256,1.0193864,2.6815283,1.4832569,0.8729093,0.41397014,1.7499872,2.6677742,4.192056,0.7204562,0.4641482
FAM86B3P,4.69421,3.2582498,5.342342,6.2462535,4.14978,4.56295,3.7905574,4.6488843,2.7794542,5.1581144,3.3356776,3.718838,3.4413536,11.171142,6.173385,3.570433,4.169234,3.3996933,8.377598,4.721055,3.8686414,6.7850404,3.2271492,5.916042,4.7393484,4.000179,4.1232166
FAM86C1,11.450813,11.0614,2.030223,9.232957,3.2676182,7.8879995,5.9154315,5.372692,5.806,7.6767673,4.2225275,3.9100542,4.824436,9.423152,6.4569798,4.8575325,9.861204,9.33276,4.7171617,7.719013,8.11872,5.4564795,8.623718,3.8351436,6.369318,5.3975177,3.0531988
FAM86C2P,4.740622,3.9984498,2.4315243,5.6979713,4.809969,4.268,6.5248194,5.2003465,0.91660607,4.0402694,2.212601,2.8345945,1.6769423,5.155815,5.702969,6.2355843,5.7213497,5.2411046,2.0564628,5.177385,4.2386084,1.9939282,3.503606,5.4435925,4.4745297,5.5828347,0.82114965
FAM86DP,24.140285,14.709499,2.220409,21.823969,13.801342,19.55535,15.315458,5.783116,13.044969,20.387676,5.0529304,10.685351,11.693934,7.581087,16.65573,10.522382,15.555328,11.8688345,11.261223,7.3940825,32.79075,6.861281,19.40211,14.118024,24.800337,9.348916,8.839443
FAM86EP,4.0063157,4.0938,4.050409,7.988535,3.8336434,4.7587495,2.8585794,2.3782692,2.5001817,3.169192,2.969597,3.4867837,3.3074436,7.0950546,5.291198,3.3149784,3.8296351,5.0916557,7.6034055,3.2270641,2.2282228,1.2958901,2.743247,5.6207485,7.325866,4.0569367,1.2354492
FAM86FP,5.0721526,4.3345,1.3911895,5.486873,5.61888,6.1877003,3.482507,3.2580001,2.8287878,7.2423234,1.9188278,2.888946,2.7796738,4.096033,3.7176042,4.12026,2.6312773,2.4796317,7.58345,3.3923392,5.7749553,2.115852,3.759419,9.066108,6.3066554,4.5957313,0.91551304
FAM86HP,5.0016265,1.9403,1.5867658,2.5619998,3.0702999,2.03865,1.6587185,2.3140383,0.8423636,2.5349832,2.0695605,1.3927299,1.1936091,1.276413,4.718698,2.455238,1.56781,3.3808587,1.3435371,3.15383,3.351241,0.8320697,1.9628003,6.796884,0.6408953,1.23764,0.66259235
FAM86JP,3.7219613,3.4032497,0.9960223,6.171915,1.6020347,0.5071,1.7861003,2.056423,3.4352121,1.8387207,3.34978,3.7171896,2.195965,0.92983705,3.7343233,10.659004,3.7067516,3.0967484,1.5725765,4.056995,6.5952206,0.542547,2.5666385,3.3341548,0.69326013,3.8163545,0.08448762
FAM89A,3.2554064,0,5.795726,0.29892957,0.52597797,0,36.99496,13.454962,0.82478786,0.027239056,6.1419044,5.179513,5.4478445,11.004783,0,2.4668832,0.27229926,1.1398159,4.707118,0,8.516939,2.262856,6.2917643,3.0620775,28.78283,29.951536,0
FAM89B,4.361818,2.1387997,4.259331,2.8699436,4.5909457,2.5224998,6.0174093,4.3524623,1.6134546,4.1384845,3.6168864,6.331298,6.1145864,1.4122827,2.9784377,5.095887,3.6040146,3.6963189,4.589869,7.962064,10.47346,4.2845044,6.305375,7.4309335,7.214195,4.6038685,4.4315367
FAM8A1,18.778423,8.5414,8.458848,17.804085,16.146784,12.8682,12.545293,15.332078,23.997576,13.420268,30.59231,17.649757,11.92614,12.31625,18.899845,11.854199,3.9544888,28.495642,17.986639,13.527016,10.084605,1.3023053,8.836698,15.688346,23.059818,20.855198,10.058371
FAM90A1,0.1062201,0.12399999,1.5041263,0.4284507,1.4390696,1.28905,0.109749295,0.6244999,0.9221817,1.0047811,1.5241393,0.6765946,0.17413534,3.7927172,0.38479167,0.3214286,0.022810219,3.1233127,2.1873364,1.393578,0.72150177,0.1313221,0.21848477,1.6083723,0.15090084,0.68135715,0.83931124
FAM90A10P,0.043397125,0,0,0,0.010252366,0.00505,0.059025068,0,0,0.14400673,0.042600732,0.13302703,0,0.06456522,0.06442708,0,0,0,0,0.004266055,0,0,0.036088098,0.12536621,0.038066134,0.13790767,0
FAM90A25P,3.7066984,0.1401,0.5298885,2.0059435,0.13124606,1.22485,1.4935654,0.7057307,2.4909697,1.6515152,0.29457873,3.9931352,0.7576942,2.5267394,0.8034896,0.06532467,0,0.5605521,5.37559,1.1600686,1.6275152,0,0.5579083,1.8206213,1.1227331,0.6496267,0.40293497
FAM90A27P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03263761,0,0,0,0,0,0,0
FAM90A2P,0.42851675,0,0.045799255,0.26222536,0.08566246,0.09215,0.575571,0,0.06442424,0.2713131,0.06963371,0.29267567,0.07789474,0.6611413,0.31572914,0,0,0,0.49104804,0.75688076,0.21403366,0,0.122362,0.16462742,0.218019,0.29268593,0
FAM90A7P,0.22449759,0.07785,0.42966542,0.31369016,0.16233438,1.1695501,0.35189417,1.2217691,0.26545453,0.33511785,0.48223442,0.56586486,0.16318296,0.8094021,0.8882292,0.022813853,0.03120438,0.7340491,1.1532751,0.20153669,0.17605963,0,0.51883125,0.7083807,0.65632343,0.33513078,0.20621274
FAM91A1,14.989139,15.197399,27.768845,24.625607,23.487349,14.304299,24.508747,20.418077,26.519333,21.87148,17.41557,15.503055,19.224863,12.037718,24.258753,11.942815,19.881971,7.38773,19.346989,16.592062,12.559759,17.960798,16.380928,26.322554,17.660873,20.642672,16.314629
FAM91A2,1.905311,1.12455,3.464238,2.430225,4.545568,5.1878,3.0043175,2.4955382,5.2686663,1.3361616,1.9775823,2.2834055,2.514812,0.4086413,2.9685938,2.332987,1.5791607,1.6754602,1.5244542,2.8912382,1.5425873,2.6335995,4.978078,4.262363,4.250178,2.17868,0.72957456
FAM92A1,65.17067,32.461803,40.185688,51.683746,34.796436,17.923698,58.74646,61.99523,34.972363,52.346256,35.071575,88.15976,45.774406,72.18484,38.124477,41.373287,65.13704,43.484726,53.865677,39.312706,106.55207,2.255506,47.987328,51.452763,68.20691,45.781742,96.09388
FAM92A1P2,2.0539234,2.1177,2.8931599,1.7887886,1.9409465,1.7557001,1.1496936,1.3587693,1.944121,1.7319527,2.015165,2.4785137,3.061253,2.6516845,2.583177,2.2715151,1.4310584,1.5603068,2.6403494,1.1481422,2.390872,1.9139746,1.4907529,2.0765204,1.227546,1.2733629,2.2722604
FAM92B,0.22373207,2.0996,0.10037175,0.2611831,0.286735,0.11264999,0.14317548,0.43153846,0.12345454,0.116767675,0.13725275,0.42621616,0.09092732,11.599729,0.08119792,0.33008656,0.33540142,0.14073619,0.47969437,0.04623853,0.074835986,2.426127,0.08949523,0.5292324,0.032264158,0.11158806,0.035216123
FAM95B1,1.4362198,0,3.6177323,4.0368166,0.814101,2.06455,14.082758,1.2058847,10.279212,0.780505,3.1683881,4.064297,4.9043355,5.4438043,11.247188,10.076883,7.145292,0.15503067,1.2575984,2.423922,4.383311,0.29598662,87.55942,39.90249,163.25912,0.5693259,4.631799
FAM96A,186.12766,155.4003,128.66792,205.24048,203.75362,154.42815,209.14165,129.54619,91.90079,131.319,136.8941,114.73541,157.60852,128.79549,131.59677,129.811,134.31868,156.83405,131.36475,97.356415,183.10959,306.53564,146.24602,124.66561,123.017105,161.09283,126.87626
FAM96B,132.90358,287.00034,218.65363,253.88528,197.48341,245.47629,243.89664,193.55048,203.34914,199.42348,209.30803,246.24234,173.76797,317.04056,237.80017,264.6176,261.05176,197.06403,252.02959,259.658,275.91232,107.20455,190.05576,284.25177,282.52585,245.894,202.20709
FAM98A,56.003155,51.54145,44.569885,55.518925,26.465458,27.330498,62.414173,64.568924,36.042664,49.878952,40.23176,42.118244,44.22601,29.583319,31.943647,49.070087,43.682007,90.9789,33.940525,36.575596,46.524483,13.825578,41.6921,22.878975,47.992428,51.929016,21.941483
FAM98B,21.358326,5.6005497,9.913792,12.818563,6.1095905,4.12595,14.488357,4.8065,7.829757,11.064747,11.7889,24.027191,19.846416,17.420326,11.659793,9.693247,17.578064,25.796995,14.178778,15.1745405,25.73291,5.7601976,14.351639,16.06879,8.222493,11.340418,15.2934265
FAM98C,10.006699,9.9843,3.0518959,9.870055,11.374874,17.6324,8.636462,10.4325,10.427878,14.961953,4.290989,3.6845949,4.3740597,11.846577,7.796823,3.9297836,6.84208,5.261902,3.430131,9.0887375,4.9240546,5.209946,6.4625635,8.261408,6.238993,7.162562,3.045581
FAM99A,0,0,0,0,0,0,0,0.039115384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM99B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014908256,0,0,0,0,0,0,0
FAM9A,0.11483253,0.11919999,0.062156133,0.037971828,0.050047323,0.037550002,0.07317549,0.017192306,0.12,0.029259259,0.09663004,0.09394594,0.10563909,1.0184783,0.09677084,0.16831169,0.0134671535,0,0.11829694,0.0694266,0.34683007,0.13296923,0.19268312,0.16180184,0.068537876,0.05859175,0.009368882
FAM9B,0.025023922,0.0132,0,0,0,0,0,0,0,0,0,0,0.010902256,0,0.49364585,0,0,0,0,0.011261467,0,0,0,0.7059961,0,0,0.014584831
FAM9C,0.34248805,0.56769997,0.68282527,0.08478873,0.19154574,0.28685,0.16072424,0.5398846,0.12090908,0.3883165,0.4038828,0.2664595,0.26318294,0.29869565,0.5792709,0.3905195,0.17967154,0,0.4345415,0.16165137,0.17095307,0.0702739,0.17747717,0.12345146,0.21400997,0.1556814,0.09720917
FAN1,32.24938,31.10945,18.740112,25.454227,21.6179,31.283503,23.52688,12.657384,29.514545,28.005793,17.956192,12.279595,33.21343,37.662716,19.9012,22.977749,18.703321,25.638958,32.902794,24.481283,35.157177,12.94152,17.341482,38.068455,24.846226,24.087976,17.78419
FANCA,19.777655,6.7262497,14.713978,27.080112,6.869779,10.582451,11.968552,12.591923,5.6014543,20.800436,16.432163,23.500134,30.851606,47.974834,22.094635,25.985458,12.564709,20.613068,27.083189,15.941925,33.960476,4.6101503,25.216022,18.943804,26.176744,4.699418,10.142836
FANCB,12.226602,1.7743499,2.9030113,9.832704,2.4912148,4.0863,10.835627,2.7288077,6.9385448,5.1485186,5.1204033,6.1817026,7.4326057,5.9765763,2.9790106,7.670476,2.3683941,17.504663,53.42956,5.487982,8.257218,1.2911277,5.5480156,10.446559,6.200755,3.51209,2.4721744
FANCC,14.416985,4.7198,9.166988,19.071716,9.91265,8.3952,12.629303,11.077077,10.743695,18.992456,15.334617,14.444218,18.577818,35.81038,12.04823,13.278052,11.843685,20.966747,22.511047,10.239564,28.885399,5.393277,13.637864,14.635827,17.03965,10.791893,10.473793
FANCD2,27.450047,23.381598,12.536134,27.775774,6.2394485,7.3351493,15.5499735,4.8303843,6.691211,15.124376,10.023847,20.714191,19.015789,3.818315,6.560105,28.585024,9.371023,20.212086,13.915327,14.562451,28.47192,7.7778873,28.595798,23.97852,22.44552,5.045518,6.702102
FANCD2OS,0.055167466,0,0.19814126,0.1749014,0,0,0.005097493,0.22253846,0,0.008855219,0.009304029,0,0.20395988,0.068315215,0,0.069177486,0,0.028650306,0.11580786,0.073646784,0,0,0.025110513,0.04952792,0.22188435,0.008727114,0
FANCE,8.256364,2.98875,2.043271,4.323155,2.194795,6.1369,1.8574651,2.967923,2.8076968,3.8173065,6.3091207,7.216649,5.3553143,6.3197827,3.9980729,4.716104,6.7913876,4.3448467,3.9978604,1.8618575,6.0885253,0.91705865,4.5007243,3.0461338,7.468325,1.5308198,1.0758587
FANCF,26.263443,3.58395,24.37643,34.022865,19.995016,16.02615,22.14142,13.705654,16.782665,32.906662,26.93978,35.73138,18.927895,25.523695,20.219898,36.236885,18.809158,21.620367,22.131742,14.3964205,23.86125,18.632784,20.35584,15.708336,18.903458,14.912144,12.02283
FANCG,40.920666,9.899651,10.952119,30.520027,7.4266567,5.4912,24.812033,12.808577,30.57988,24.757473,16.62579,32.617054,25.564589,42.919456,22.42432,30.724245,20.02697,20.5154,35.912224,10.710093,37.277386,13.887677,36.431812,27.465609,34.276752,12.7977705,18.449919
