S8,S3,S5,S7,S1,S9,S2
MYOC,0.019712250809763,2.09630798590152e-30,4.18941629309958e-05,1.30244035859602e-12,1366.17167512124,2.12996125409902e-21,1.85405176229427e-09
MYH7B,9.23897112713781e-29,2.10003031942079e-16,1715.40716994568,3.38159646306984e-30,2.69411759695707e-20,3.88061819280357e-32,6.95305012881339e-35
CSF3,1.09711968990057e-09,97.7916201500105,1.0222857092606e-14,9.06915042876875,482.035088067054,0.00249666903032356,1102.70649432083
DUOXA2,176.087122904637,2.42780700380132e-10,0.000144027568858261,2.53881300295221,3090.31765919234,539.538230628522,3.0486636969791e-09
AXIN2,7.08940186886626e-15,1.873094085153e-11,2426.30918617523,5.11526983085371e-21,7.4861245237118e-08,3.7549427669933e-19,3.80172376738561e-21
NLRP7,2.10940864742732,2.18618779565025e-17,4.67195034045647e-08,1.71285843473907e-07,3.47192046657676e-15,753.463652797611,47.8369163237734
MFAP4,584.307683397835,6.92787443780959e-07,432.180448973201,2.90093182628059,0.000713969494052503,0.874867438716938,1.96129481644342e-10
KIF1A,240.344819626024,0.00108270889365546,1801.58992582697,5.71441122348248e-17,2.92805083563619e-21,4.07909104820689e-17,2.52230412446159e-23
TTLL10,335.480130708293,1.06669914653501e-26,4.89729309336247e-20,3.59521574557238e-17,2249.41419277855,4.53794640572305e-27,1.19335767515166e-29
HLA-DOA,1032.378556363,9.20430643251752e-15,29.7240669004039,344.559711934409,828.745415110835,3.46449262809829e-07,357.535891851491
TRIM31,1504.84009160528,7.03039094058408e-19,2.09237225672921e-05,10.7342082635734,8251.13936801103,1.3280766450633e-14,1.69369896502718e-16
SPON1,490.955197393118,1.35715004388727e-16,366.000724796894,265.947902698553,0.356329482039116,3.72091581483899e-12,33.9869489694266
FMO2,7.67200826634621e-06,3.2753092421232e-21,2.19170521692141e-16,9.5375794337201e-15,4.66170606253394,772.22301991055,1.23662909535013e-19
S100A7A,1.88318784491903e-13,9.64125765051494e-05,9.15862338391132e-06,1.81340653688925e-07,7.15551198115631e-12,280.711513991868,810.609739656861
DAPK1,1590.83572260301,1.28565787769042e-13,607.54862542296,260.420465404616,1912.3964050413,0.000133141216930871,2726.87671471426
FGB,1.95846120732691e-07,6.28313814570576e-14,603.844272606425,3.3681889045776e-20,948.703297430238,1.90935619995018e-15,4.67511534976124e-08
GLI3,172.110438088042,16.0596392864047,373.961127690627,0.19681433255939,3.94252887384348e-11,1164.33173628809,901.860493836516
HMGA2,0.000248490338334157,63.5636206648699,572.90207359492,2.6076041275167e-06,2.09218314909034e-15,3.05560892365054,1685.07126577808
HMGCS2,1.47659543107877e-08,5.55535804364264e-23,720.75323862357,1.909847347113e-11,1456.06594863648,4.51241482471812e-13,7.99464829128914e-20
KYNU,0.772598578609775,703.039701336128,147.874021654988,0.607611401763026,3412.66829364636,563.758911831368,3545.56672139757
RSBN1,609.506044962162,55.4773148781642,685.496639758807,0.000527154862621171,6.90625321102288,647.168277271683,682.154247076917
TMEM176A,1375.67293540983,3.84053054185906e-15,306.292803379269,4099.09726047422,3774.51264762051,2.1298207573844e-08,1.82177407970075e-08
CD177,1.01396771254422e-06,1.78365459422799e-19,1.05858789278754e-06,776.460842824244,4.12521952995178e-14,1.63028980864644e-06,1.39070045384889e-06
PLAC8,909.136703800309,1686.55714551061,14.5957613055672,260.307441169248,60.8493787743672,392.57350037059,0.000175664422790266
MRPL54,74.2274839724094,582.423141868722,277.219318560925,11057.5039371134,852.432477291821,401.809616993881,0.0120819225014833
CCL18,6.24587564967896e-05,73.6349991812309,199.100975149131,34.796194641315,0.495258084673373,7.19125481886268e-14,167.524495332422
