S2,S4,S9,S6,S7,S10,S1,ITTH
TCGA.CG.4440.01,0.439155179719913,0.0716971727388412,0.177284449921635,0.30023891159786,0.00662928858698069,0.0049392097596376,5.57876751334791e-05,0.656915620409758
TCGA.D7.6525.01,3.99359954348042e-05,0.263629817072549,0.211788011154921,0.524164892897466,0.000369048167882332,6.25204827514486e-07,7.6695069191947e-06,0.525311669806598
TCGA.CG.5724.01,0.0002733072316313,0.0427112393871153,0.340326032430161,0.616217574716401,4.0227909911948e-05,4.12875666765943e-05,0.000390330758102924,0.414190104934948
TCGA.D7.A4YY.01,0.734108252959182,7.02169894669871e-06,0.134356971405176,0.109908610173874,5.98208740596326e-05,0.000106841296676206,0.0214524815920853,0.423118795468814
TCGA.CG.4475.01,0.675248858217152,0.0858489584690068,0.00087344539119964,0.109817456502457,0.00450049623237714,0.00349089267385434,0.120219892513953,0.525925664336937
TCGA.BR.4367.01,0.66310898805708,3.80848770116915e-06,0.138023451956417,0.174227594004095,0.00211327245675796,4.35262930316013e-06,0.022518532408645,0.487551882503164
TCGA.BR.A453.01,0.000462062749198295,0.000219925790167673,0.499141894024557,0.00012097971186729,0.000324980072779224,9.16761951859231e-05,0.499638481456245,0.361514684273284
TCGA.R5.A805.01,0.533631544932597,2.85927126575564e-06,9.05551500823999e-06,0.0938317614246467,0.0139773359411701,4.13287874041693e-07,0.358547029627438,0.506072774965168
TCGA.R5.A7ZF.01,0.32361892885594,0.264738740554753,0.301039938837508,0.107445483555641,7.11645223515163e-05,0.00302527796681614,6.0465706990874e-05,0.687004218809166
TCGA.BR.A4IV.01,0.419667831420769,0.272325135810216,0.107281885921312,0.199502152244974,0.000214675532666134,0.000920927864097755,8.73912059652905e-05,0.662291172252824
TCGA.BR.8369.01,0.591297235134814,0.0688191825197526,0.0456044720147708,0.133270445115175,0.00123022350258525,0.0125277698915693,0.147250671821333,0.64209628692935
TCGA.MX.A663.01,0.259629140769853,0.536037819413789,0.124963779777085,6.27093194262281e-07,0.0142429250898609,0.0233304589447212,0.041795248911496,0.629620619287739
TCGA.EQ.A4SO.01,0.450036907563752,5.05461990150203e-05,0.256565121328693,0.120935488094876,6.90448855734544e-05,0.00144552019382296,0.170897371734267,0.655918489762971
TCGA.BR.6705.01,0.21888325880324,0.399455384961589,0.288519083472827,0.0628253533683026,0.000679556833157448,0.0170012035094482,0.0126361590514358,0.699439042834426
TCGA.HU.A4GH.01,0.357249107081078,0.309422979023499,0.0304999773697942,0.0958757533039755,1.13670349858669e-05,8.19442277877487e-06,0.206932621763888,0.713371502015794
