S10,S12,S6,S11,S4,S9,S2,S8
CALB2,5.99670782784791e-08,3.44992214606509e-14,3.35210487488188e-13,519.677457128251,134.672372176326,3.99599760320852e-07,63.0743553922538,2834.58420712405
BYSL,384.003364600621,222.291847453574,59.9709481906682,2122.62544772143,1037.83145492996,699.039237213849,1260.31767150157,2064.38936653883
FAM5C,8.37827364108879e-11,71.599770571469,175.228066024963,479.420841810149,9.35498209384842e-11,1264.97331127258,1.58793075214495e-12,4.72932275004906e-10
INSM1,0.000555740720658158,5901.02746432096,0.00075490359144289,564.795889351577,0.614823669238197,1.01507368889669e-14,47.9901225665388,2.60611754083595e-15
THRSP,150.63504827647,0.0972863826958265,344.03857592118,527.075489056184,1146.59332566154,700.294611099518,316.564190249569,1.41035637055034e-14
RAPGEFL1,1168.29255577754,0.141863082297831,43.4523348870972,226.686957614508,487.08685849885,2816.55194454773,1311.7756723534,0.499204555107672
HMP19,236.61487448848,3610.26916460426,1.55111060074273e-17,63.4680843461608,2.02864771190506e-12,1.25013328105907e-17,7.09401173812548e-16,0.00366904339198257
GPR26,0.000379148220748519,5073.63929393912,164.475650858137,107.103389754926,2.31308950223293e-06,1.72392217282963e-13,7.29816401403255e-14,32.2407763186645
PTGS2,1.55950833668968e-10,1.53191252432782e-13,6.3344541799187e-12,2.51654886235267,15.7090762708184,0.00120747785695728,577.72163167358,1471.63772895934
GDF15,737.947146076317,909.745515918759,425.142148898335,23.729206401838,1243.01339745022,350.848635384408,3071.39248625878,1.2217491984547e-13
TGFB2,2.70032131792813e-09,1.43427836737892e-05,1016.62465652904,714.542740244021,0.119122103227486,0.00129470738921009,5.21507588284225e-05,1352.04107752948
SLC5A8,4.18318987537737e-13,6713.00168294183,0.00117929249758446,4.97178075704921e-06,1.05328352073704e-08,38.6042865524,1.48145454848702e-07,150.438621158351
