S2,S4,S8,S6,S1
FYN,969.820018192884,0.000971023802444167,1448.27360220749,3.23537103419224e-06,6487.23731123615
CD163,256.348682271003,2.29077455428005e-13,0.00127394947628412,0.0321469908782245,4.31837818199941e-23
RGS16,514.128705526198,1.16408031959701e-07,0.000189937838892938,325.847648583178,1.03703913094886e-06
NCEH1,674.186414244048,0.0152155280116206,1763.35658233491,349.665961561669,1.17985889761745e-12
LOX,492.282162664396,2.15581947997875e-08,1.77358962755583e-23,297.947325584992,3366.8593767237
MALT1,792.646068445655,8.81273671021525e-06,5.140448762369e-15,1.90536803437329e-05,2074.17269537531
EMILIN2,519.218150028392,1596.525021166,12.6871851286857,601.207858605702,4.65828207555446e-22
LAMC3,335.384958633658,1733.53199363656,0.000265392676598261,1.07187993758797e-07,1.62900798630683e-07
ARHGAP23,495.608668945549,1142.02174682681,0.294513045981211,1.10156392552836e-20,9.41971222519467e-05
TTC9,513.461010635349,8.39915941211541e-13,13.3298931971274,1174.91120010279,9430.14438136107
CAPN5,622.062328764083,1145.10781777913,2704.41747787178,0.00205425084750115,2.74281618350599e-06
SMARCD3,691.561523035287,2801.63538798434,4.33160301769256e-08,1.28001201770602,5.62985539036147e-12
DCHS1,727.812996521374,3.44876567044137e-07,1.18147357691657e-10,2.95608067184806e-14,0.00314904698583217
FILIP1L,306.631199597195,2.46826047290366e-33,966.629264271379,3.13999025747536e-08,500.446497711903
FOLH1,233.025603022642,610.131134088894,1491.41666266791,1565.1175282459,4.58665217019479e-13
TRIM44,926.314335175787,0.00608403001892935,0.000984843241586941,295.744562498148,520.131592655149
CCDC88B,2.81552592832165e-08,1533.67129277811,0.92814984793248,712.822283797732,2.24475895757083e-06
COBL,409.544383336918,0.00217867887157625,402.057128116845,2129.05112430834,1408.01048426094
SSSCA1,268.172437856456,5368.68908706367,0.0024938224156547,476.745856228167,9.34601177902092e-05
MORN2,288.96657581389,860.404651310726,719.406041887225,2117.41434632165,2.04379366748397e-12
KLHL14,1252.36577412209,1093.77714979669,4.07342661319259,327.217784181167,4.963591160205e-17
B3GNT7,387.367049856753,1399.38404802427,2769.50435838547,547.129644052121,13.1626075728645
ENDOG,10.8044918185522,3857.76987801567,3.44768145884134e-06,991.447401063151,0.471917029611961
FADS3,390.461751614795,3362.38244537834,6.93004756361874e-09,0.000138982729572473,1.88546082684143e-20
SKAP2,783.291088706342,4.99886005797138e-18,356.784517746008,0.0390950431465189,554.478683440462
EFHC1,239.176980828234,214.235792259663,0.0349562670268568,1629.85062698665,3.85191607939886e-24
DTX4,589.096893870086,1092.57393399782,10355.8664510892,287.972263319102,3.32645813474463e-07
KCTD14,503.118244798421,523.652159017318,672.631863184139,1232.51469720254,1792.91769600263
NTN4,390.075980702382,3.79382800320613e-15,0.000773942440869311,168.885327141584,4.38729139212822e-22
MPND,156.777208231112,3895.24561886121,4.83673097021982e-07,1271.67304680981,1245.83634759571
SLC29A4,310.984643941491,1111.87865776085,881.510615551221,624.044811618361,4.01164262441834e-31
ATG4D,852.594307556923,2849.1107597643,9.84383884801298,453.98780005761,2.6702579241425e-06
HIST1H2BD,212.623085290296,763.684335678174,1169.43070841717,602.827625545582,1.01952025110761e-05
STON2,1145.08116632633,1095.16685983999,214.958792874575,0.612403299129335,1.32618014476098e-10
OSBPL3,1052.81728239681,3.92554297716318e-09,131.118587367013,208.950132781563,1984.37026486184
GLIPR2,421.89408469148,2996.32337431692,572.763307460821,612.118511718866,4.99174499308478e-26
LIF,108.032418557248,1.49137512754019e-07,1889.5664274145,1.70589213643213e-06,5321.24404444775
TACC1,466.027691338278,1.1270519282645e-16,1508.8593521288,574.251093073984,1390.85383354118
PGM2L1,765.667199065016,0.000769427001658164,4417.64898483976,528.889968073173,1341.70370247012
TRIB3,373.675466953393,1374.2815500769,5953.47001439975,7.05471861947769e-05,2.60431608686069e-14
NFKBIE,260.896756991952,3009.02630182677,4.1008707863111e-06,157.300169460639,1.82102208179147e-12
LY75,287.96222200448,1.63014524335971e-26,2570.59504821604,1225.79492308886,6.373808661994e-22
TTLL3,181.197684101778,1771.64746409277,7.54081165921092e-11,718.426069505376,3.88315825587467e-16
KIFC3,171.066751990972,23.4673131381717,2.30648135000552e-05,328.556316774308,1489.63814941131
F2RL1,714.917380299483,4.49241154231997e-12,17.8785676695781,759.846669504686,2613.49717956927
CCDC57,148.151591278869,1851.11667509548,20.2437778260387,1159.98014132579,0.005110571213655
SULT1A1,206.426761601638,1569.62998825396,1662.28795577325,1363.45887070241,4.55931585467202e-25
LIMS2,0.294486872135337,4786.73400050491,1.23300806019427e-10,0.25717338185185,7.88015831695182e-32
CHST15,611.252933583558,0.00486122483458287,1.60596743897438e-09,7.58436260379344e-06,3939.77759254123
SLFN13,482.667128647838,0.983512095981015,3123.0034874433,186.741390614962,2.79840322170046e-15
PRR15L,635.284093625828,582.021796993771,3852.31595850066,1157.96987093088,1902.6544432861
