S6,S5,S2,S7,S9,S8,ITTH
TCGA.KR.A7K8.01,0.555806321739752,0.240397988753786,0.0275625280482507,0.0393990546233471,0.0128132895065453,0.124020817328318,0.67543943410076
TCGA.FV.A3I0.01,3.72514570589958e-05,7.47183035409375e-05,5.33872751179718e-05,2.91300301711483e-05,4.4238917535976e-05,0.999761274016575,0.00145193641759547
TCGA.DD.AADA.01,0.413697924734567,0.113338624386713,7.34821946795417e-05,0.0759630022178681,0.31716334706601,0.0797636194001629,0.767023339025129
TCGA.G3.A5SM.01,0.535300843354089,0.232034699248354,0.104169225476027,0.106492960855855,2.11251368490241e-05,0.021981145928826,0.68745335694416
TCGA.G3.A3CH.01,0.495394623820741,0.332149950565086,0.0241716836585889,0.0625104426232765,0.0483881402423246,0.0373851590899826,0.695822245983932
TCGA.G3.AAUZ.01,0.268350680761979,0.339627817347628,1.46018190210617e-06,0.184314274077671,3.62804588962111e-06,0.20770213958493,0.757895787985923
TCGA.DD.AAVV.01,0.698368139795161,0.0344312506733952,0.0401458355060658,0.049382566294464,0.064431149776076,0.113241057954838,0.5958875509467
TCGA.DD.A4NP.01,0.000361973920503051,0.310934565370301,0.557204415797214,0.0434889799082499,0.0535975429016664,0.0344125221020649,0.614533116086974
TCGA.ED.A66Y.01,0.555514842134493,0.000329234652269861,7.29939970934542e-06,0.0044060839624412,0.395680424504528,0.0440621153465584,0.478644894508982
TCGA.LG.A6GG.01,0.49843939949938,0.273717729725928,0.0398067615883996,0.0348190707571159,0.135315173809656,0.0179018646195211,0.719736952207243
TCGA.DD.AAE4.01,0.133004000304082,0.489209502061166,1.83117716351096e-06,0.188508945144073,3.12629557759582e-05,0.189244458357739,0.696533819751164
TCGA.HP.A5MZ.01,0.518566636737639,0.240808837680289,0.132355382263079,0.048874938401385,2.61402562035983e-05,0.0593680646614046,0.706850009646025
TCGA.G3.A5SI.01,0.582409277309511,0.205912407947364,0,0.0836739669547693,0.0984889778749103,0.0295153699134449,0.658616130216874
TCGA.DD.A1EI.01,0.589189943303178,0.100589897899393,0.0360586910729951,0.000487102412149754,0.210537149883212,0.0631372154290722,0.652255049960941
TCGA.G3.AAV1.01,0.347248621611948,0.111771264571717,0.382997157475788,4.45915837568142e-05,0.105266256874458,0.0526721078823311,0.765875794617743
TCGA.DD.A113.01,0.701872542916714,0.0530446148854083,0.0336420494155596,0.0611773030099017,0.139247334926887,0.0110161548455288,0.565628520393479
TCGA.DD.AACB.01,0.178222739024212,0.000621232974443598,0.418250564559457,0.0111257929279865,0.142200132250448,0.249579538263453,0.753658209871089
TCGA.CC.A9FS.01,0.502812024773091,0.229099456624689,0.15137572873059,0.0387089946059413,0.0313805318482295,0.046623263417459,0.751510223620419
TCGA.BC.A5W4.01,0.529282523676234,0.155855116674246,0.137412068295685,0.0959245335603311,0.00265543407597642,0.0788703237175277,0.747939969823391
TCGA.2Y.A9H5.01,0.581724286222936,0.0859619418428668,0.000141075724654761,0.0331063355971666,0.272274180549761,0.0267921800626143,0.609100879822682
