S10,S4,S8,S9,S7,S3,S2,S6
GAL,30.2283397069292,0.034338809071079,9.57195966696252,4.91839449175354,1053.51190356848,586.767740805062,0.197822794012257,6.65989266814761e-07
BARX2,298.625288318525,28.9335212880818,263.996315193537,1.0178497776096e-05,1192.34518928323,1125.43887482059,0.690638944193619,165.231296646833
NRXN2,656.035296669552,19.9468105834169,1201.212021863,6.82885559739097,1252.58514736076,211.533709726818,3.05744202748247e-05,0.000723837654195082
SYNPO2,409.101091149778,14.1550624306285,230.028738180504,26.825553918268,84.9763109363381,3.67853901165251e-05,493.325159117669,1573.74339424981
ZMYND10,536.306886954318,220.805574145849,0.67665760066085,369.75891494979,1.00366604151529e-08,517.961463806366,17.1488989214283,1652.08603934219
PARP11,6.3501315151766,694.177427655431,1208.1846587336,49.5153498955769,119.234485444251,0.00171963087694688,9.54819173341456e-09,3846.63662164195
LCN12,128.532834910307,421.364427617581,1110.18392065739,864.230269908072,7.53653412010266e-11,0.0580106333746438,1048.19699011727,1370.29843998514
ABI3BP,292.313543622048,724.629423060851,454.269994733275,0.00332672663026321,14.3482275986897,125.522787940777,0.000132170600228951,3308.57386976573
C9orf24,189.313475245147,0.0892019958770939,1.9565762778527e-12,230.699216819119,4.8009207507833e-06,632.766709886109,2.55194095945716e-06,2396.96763235878
KIF26B,2.77334592506666,0.000107627911519143,455.638109545843,0.00143203628207121,13.9226445243361,1.12104678428802e-09,5.53822809328734e-06,1185.08156712259
FGF17,1.78843538059401e-16,6.52536710604831e-09,1882.19509945862,3.43198477493398e-10,1.5023714789282e-07,1.43647614326239e-15,3.84395982487556e-20,1.0123739484898e-28
GAL3ST3,34.2427635427469,932.26442352323,1858.38483148725,1322.06704872347,313.542528832662,0.0258100912176938,1.82353132364593e-09,0.000490874654147434
APOL4,291.663980526349,2.27215361158841e-06,646.440463656695,145.964958958518,11.1956712326841,854.372133118829,1.94375354247772e-05,12.4216989019336
HLA-DRB6,1.71285043807977e-06,136.224874716391,8.96966834632392e-11,0.00371976144720753,2.73129753875123e-12,233.927353485743,9.98812464679465e-05,1764.64702145544
IGF2BP1,2.20382369799471e-09,3.78776558010665e-12,1559.87503476292,1.72884265895056e-21,1.27774109200918e-06,231.246755821546,5.30876065554073e-23,4.14981778384022e-18
HOXB5,0.0504146817001451,33.680500828952,548.081454146054,3.50371990937513e-05,393.756460754381,947.925458157457,228.668593664189,4.45144331023415e-05
FXYD1,6.82726713484464e-16,546.663378151925,985.596331372132,0.000261765549866982,1.70596260084665e-17,28.9576989522936,9.06924400416634e-16,3036.77212448194
NEURL,214.221429210183,1.97418802731154,959.953803689209,2.2237882842035e-15,161.138594493669,215.446859278897,1.34115283818497e-09,0.00661999744333619
C1orf192,316.995476292844,129.524734156819,464.016399463561,702.525532795088,0.117959963869682,970.040768037817,0.126394037154024,1840.26703112685
CCNO,337.827377069184,63.1813444262948,3.89942662545215,697.060539214602,0.0171654541491983,812.74118871135,463.579462449328,860.056424598423
GSTM1,120.636480854322,902.062496774003,582.227081980613,9.58240562033578,2502.71788987202,527.658257227081,0.0318760225904956,6.55649976127902
PRG4,1.88419717196119,9.05408808789288e-10,0.501366073829744,2.77782785539692e-14,0.000990202825758988,0.182846346921558,8.1050765168701e-12,181.592986290823
