S1,S3,S2,ITTH
TCGA.ZM.AA0E.01,9.10210969900935e-06,0.061774681506458,0.938216216383843,0.211118268494589
TCGA.YU.AA4L.01,0.363779153204023,0.36280202796945,0.273418818826527,0.99239445382345
TCGA.SB.A76C.01,2.91406673418753e-07,0.0204129427049632,0.979586765888363,0.0907022092668208
TCGA.YU.A94D.01,0.507312564224948,0.115064599253721,0.377622836521331,0.874583147505706
TCGA.XE.AANV.01,0.0678581539875272,3.07082058828364e-07,0.932141538930414,0.225801202081074
TCGA.2G.AAKM.01,0.153278415085943,0.704349499722293,0.142372085191764,0.73898856003871
TCGA.WZ.A8D5.01,0.0126438156455317,0.13367648069605,0.853679703658418,0.418085536255633
TCGA.2G.AAGW.01,5.79769212263297e-09,0.81880847278881,0.181191521413498,0.430721161308937
TCGA.2G.AAKG.05,1.36570887833109e-08,0.628075294787795,0.371924691555116,0.600732719769756
TCGA.2G.AAG9.01,0.016292483199387,0.0977193055360736,0.885988211264539,0.365541892230122
TCGA.XE.AANR.01,0.143847408558816,0.0952766303869372,0.760875961054247,0.647042592696084
TCGA.YU.A94I.01,0.443648639178514,0.223512140945139,0.332839219876347,0.966313683382389
TCGA.2G.AAFO.01,0.243253642649235,0.685449710877327,0.0712966464734379,0.720039405964774
TCGA.2G.AALR.01,0.52798819007971,0.235470549208053,0.236541260712237,0.927308146057389
TCGA.SN.A84X.01,0.472521527777508,0.27397830524487,0.253500166977623,0.961994422518675
TCGA.XE.A8H5.01,1.02430105538883e-06,0.0816131443171678,0.918385831381777,0.257330748841196
TCGA.XE.AAOD.01,0.151741629814853,0.149796358804964,0.698462011380183,0.747457269971928
TCGA.2G.AAHT.01,0.0481155911905747,4.05797701993664e-09,0.951884404751448,0.175611513245576
