S3,S6,S5,S2,ITTH
TCGA.63.A5MR.01,0.0674738969968746,0.389530285878936,0.0780403280208588,0.464955489103331,0.796568541920965
TCGA.66.2781.01,0.183807714327501,0.495135599317438,0.177460623054327,0.143596063300735,0.898007522022905
TCGA.77.7139.01,0.493796634715888,0.295915066885048,0.0775144931838942,0.13277380521517,0.847641704695764
TCGA.37.A5EL.01,0.257009951862154,0.555719907307691,0.0195584614747714,0.167711679355384,0.758904467733531
TCGA.39.5036.01,0.598893818194622,0.0672393376335295,0.145740943121925,0.188125901049924,0.781598285034526
TCGA.66.2763.01,0.0737387078715863,0.539418121575628,0.10341364899129,0.283429521561496,0.805896802303933
TCGA.66.2785.01,9.70931533610788e-07,0.503771461484957,0.314826384099959,0.18140118348355,0.735003309833423
TCGA.22.5479.01,0.562615543377207,0.232347171609403,0.095887930916888,0.109149354096502,0.814614611880579
TCGA.63.A5MT.01,1.24859383780818e-06,0.765277806432257,0.10193080327912,0.132790141694785,0.508981133300982
TCGA.33.4532.01,0.377684289946173,0.432332719790925,0.11583661711534,0.074146373147562,0.846060497095501
TCGA.70.6722.01,0.03587030515117,0.715572919604834,0.0595200806738665,0.18903669457013,0.607147614262364
