S5,S6,S1,S2,ITTH
TCGA.DX.A2IZ.01,8.98706314570016e-12,0.934274339703764,0.0330880703375101,0.0326375899497386,0.207744856192486
TCGA.DX.A1KY.01,0.0981527654166593,0.809301561803476,3.31259445695977e-06,0.0925423601854074,0.446781727999699
TCGA.DX.A23Y.01,0.00369509330019547,0.996304538921675,2.23728582102599e-07,1.44049546844434e-07,0.0175933857375963
TCGA.DX.A7ER.01,2.58448225752961e-05,0.627503406460193,0.372408790093692,6.19586235395505e-05,0.476915642646928
TCGA.PC.A5DO.01,0.732347231799397,0.207807059280985,1.16768873763841e-06,0.0598445412308812,0.521649740160127
TCGA.IW.A3M4.01,0.362108675694192,0.541502917531737,0.0710803237608344,0.0253080830132362,0.707624941889046
TCGA.DX.A2J4.01,0.101439608274008,0.356410728365354,0.161678676037413,0.380470987323225,0.910405821620252
TCGA.DX.A8BO.01,0.248664009522268,0.287043637397512,0.315456411766854,0.148835941313366,0.975111320914373
TCGA.DX.A6B8.01,0.0226080598791956,0.592346558612011,0.0535247343552563,0.331520647153537,0.662617088887139
TCGA.DX.A23U.01,3.1977697068441e-08,0.552887666694452,0.0616658212838514,0.385446480044,0.625344172620777
TCGA.VT.A80J.01,0.0659651218397889,0.882301803183607,0.05172426479641,8.81018019412348e-06,0.319642389356041
TCGA.DX.AB2J.01,0.0198932531936401,0.737454775932076,0.178929054193657,0.0637229166806275,0.566877590515249
TCGA.K1.A6RV.01,0.0198840076919975,0.3420323278369,0.234415768303985,0.403667896167118,0.830344258892403
TCGA.PC.A5DK.01,0.798634338282213,0.185119003461194,0.0107131747233349,0.00553348353325833,0.410576871592976
TCGA.IS.A3K7.01,0.0363485010526356,0.457184664489882,0.249975101047405,0.256491733410076,0.846765543603696
TCGA.IE.A4EK.01,0.946358727083916,0.0430485161659467,0.00734794168226762,0.00324481506786917,0.174768135552742
TCGA.X6.A8C5.01,0.937965479780142,3.88411879045201e-10,0.055768782388051,0.00626573744339537,0.182379841239102
TCGA.QQ.A5V2.01,0.00626400767307061,8.08188397999825e-05,0.932449085153298,0.0612060883338309,0.193850884806051
